"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"45","2020-11-04 11:10:19-03","ESALQ","ESA","128640","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii",NA,"Bettinardi, M.L.","66.0","2013","04","03",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da Pedreira","-47.37243","-24.02862","571","571",NA,"FOTO","ESA128640",NA,"Souza, V.C.",NA,NA,"-47.37243","-24.02862","2013",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:10:19-03","ESALQ","ESA","1209","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Leitão Filho, H.F.",NA,"1968","01","01",NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"ESA001209","ESA001209",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:10:19-03","ESALQ","ESA","123708","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii",NA,"Colletta, G.D. ; Ferreira, M.A.P.","1096.0","2013","05","01",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA), UHE Fumaça, trilha do Chagas.","-47.5","-23.9599990844727",NA,NA,NA,"Árvore, 14m","ESA123708",NA,"Ivanauskas, N.M.","41034","auto",NA,NA,"2013","05","01",NA,NA,NA,NA,NA
"48","2020-11-04 11:10:19-03","ESALQ","ESA","109630","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29247.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109630","ESA109630",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:30:13-03","MN","R","8354","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","Glaziou, A.F.M.","8440","1868","04","02",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008354","R000008354_001 R000008354_002","Lima, M.P.M.",NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA
"50","2015-07-02 14:02:09-03","JBP","HPL","10890","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii",NA,"H. Lorenzi","6407","2007","10","21",NA,"Brasil","BA","Jussari","Coletado na plantação de café consorciada com açaí, em propriedade do Sr. Vanderley.","-39.4953","-15.1914",NA,NA,NA,NA,NA,NA,"G.P. Lewis","21386","auto",NA,NA,"2009","12","01",NA,NA,NA,NA,NA
"51","2016-02-02 14:38:29-02","BGBM","B","B 10 0244181","S","Plantae",NA,NA,"Leguminosae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","G.P.Lewis & M.P.Lima","R. Reitz & R. M. Klein","8.037","1958","12","16","Middle and South America","Brazil",NA,NA,"Rio de Meio, Lauro Müller.",NA,NA,"350","350",NA,"type name on label: Pityrocarpa affinis Burkart; Plantas de Santa Catarina-Brasil, HBR 25.858 <a href=http://herbarium.bgbm.org/object/B100244181 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100244181","B100244181 B100244181_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA
"52","2019-02-22 11:45:48-03","IPA","IPA","20056","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Newtonia","warmingii","Newtonia warmingii","(Benth.) G.P. Lewis","Hatschbach, G.","17907","1967","11","21","Southern America","Brasil","Paraná","Paranaguá","Picadão Cambará-Col. Limeira. Encosta do morro.","-48.5092010498047","-25.5200004577637","20","30",NA,"Árvore 35m, tronco 1m de diâmetro. Flor creme odorífera.","IPA0020056",NA,"Hatschbach, G.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-27 13:29:38-03","IAP","PACA-AGP","66257","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","Reitz, R.","4594","1957","07","26",NA,"Brasil","SC","São Francisco do Sul","Garuva, Três Barras","-48.6380996704102","-26.2432994842529",NA,NA,NA,"Conf. por Pétala Ribeiro em 2013. Habitat: mata","PACA066257",NA,"J. Iganci & H.C. Lima","23627","auto",NA,NA,"2009","06","25","Magnoliatae",NA,NA,NA,NA
"54","2020-12-20 21:17:41-03","UFV","VIC","27108","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","Nunes, SRDFS da; et al.","138","2002","02","05",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada do Salão Dourado.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore, c.a. de 20 metros de altura, com frutos velhos de cor marrom e nervação nas valvas.","VIC027108","VIC027108","Nunes, SRDFS da","28215","auto",NA,NA,"2002","08",NA,NA,NA,NA,NA,NA
"55","2020-12-20 21:17:41-03","UFV","VIC","27109","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","Nunes, SRDFS da; et al.","162","2002","03","14",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Trilha da Lagoa do Meio.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore, c.a. de 38 metros de altura, com frutos velhos de cor marrom (frutos à parte).","VIC027109","VIC027109","Nunes, SRDFS da","28215","auto",NA,NA,"2002","08",NA,NA,NA,NA,NA,NA
"56","2020-12-20 21:17:41-03","UFV","VIC","27107","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","Nunes, SRDFS da; et al.","29","2001","03","13",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Trilha da Lagoa do Meio.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore, c.a. de 23 metros de altura. Com frutos de valvas reticuladas.","VIC027107","VIC027107","Nunes, SRDFS da","28215","auto",NA,NA,"2002","08",NA,NA,NA,NA,NA,NA
"57","2020-12-20 21:17:41-03","UFV","VIC","36065","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","Heringer, E.P.","s.n.","1957","11","24",NA,"Brasil","Minas Gerais",NA,"Fazenda da Serra Jequitiba, Floresta da Serra do Cipó.",NA,NA,NA,NA,NA,"Árvore de grande porte, ereta e bela.","VIC036065","VIC036065","Lima, H.C. de",NA,NA,NA,NA,"2008","07",NA,NA,NA,NA,NA,NA
"58","2020-12-20 21:17:41-03","UFV","VIC","2177","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P. Lima","Gehrt, A.","s.n.","1935","10","21",NA,"Brasil","São Paulo","São Paulo","Parque da Av. Paulista","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Árvore grande, flores alvas.","VIC002177","VIC002177","Hoehne, F.C.","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:36:59-03","UFJF","CESJ","40598","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","I.Mourthé","CESJ40598","2002","09","08","América do Sul","Brasil","Minas Gerais","Caratinga","Estação Biologica de Caratinga, Mata do Jaó","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Mata Atlântica. Arbóreo, flores e estames brancos, cheirosas.","CESJ040598",NA,"J.A. Lombardi","49886","auto",NA,NA,"2002","09",NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:31:06-03","UNICAMP","UEC","92076","S","Plantae","Magnoliopsida",NA,"Fabaceae","Newtonia","warmingii","Newtonia warmingii","(Benth.) G.P.Lewis","Ivanauskas, NM","341","1995","08","27",NA,"Brazil","São Paulo","Pariquera-Açu","Estação experimental do Instituto Agronômico.","-47.876944","-24.608333",NA,NA,NA,"Árvore de 10m, Frutos.; Floresta atlântica","UEC133943","UEC133943","Ivanauskas, NM",NA,NA,"-47.876944","-24.608333",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-08-20 10:14:33-03","UNICAMP","UEC","71981","S","Plantae","Magnoliopsida",NA,"Fabaceae","Newtonia","warmingii","Newtonia warmingii","(Benth.) G.P.Lewis","Santin, DA","30985","1993","09","09",NA,"Brazil","São Paulo","Campinas","UEC, Parque Ecológico Arboreto curva 03","-47.060001373291","-22.8999996185303",NA,NA,NA,"estames bordô.",NA,NA,"Tamashiro, JY","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:31:15-03","UNICAMP","UEC","163319","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Silva, ED","1089","2008","02","22",NA,"Brazil","São Paulo","Ubatuba","Picinguaba Parque Estadual da Serra do Mar.&nf;Trilha do Morro do Corisco.","-44.834444","-23.337778","49","49",NA,"Árvore, 10 m, estéril.; Floresta Ombrófila Densa de Terras Baixas.","UEC019011","UEC019011","Ribeiro, PG",NA,NA,"-44.834444","-23.337778","2016","09",NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:31:15-03","UNICAMP","UEC","166935","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Stefani, EJF; Belinello, R; Galvão, JC","3","2010","05","24",NA,"Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.","-45.526389","-23.643889","50","90",NA,"Árvore com 8 m.; Mata atlântica.","UEC018064","UEC018064","Stefani, EJF",NA,NA,"-45.526389","-23.643889","2010",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:31:15-03","UNICAMP","UEC","170013","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Rochelle, ALC","J771",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667","450","450",NA,"Indivíduo J771 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041773","UEC041773","Silva, ED",NA,NA,"-45.084167","-23.366667","2008","02",NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:31:15-03","UNICAMP","UEC","170982","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1453","1996","12","06",NA,"Brazil","São Paulo","Ubatuba","Picinguaba.&nf;Mata Atlântica de Encosta, próximo à trilha do Corisco.","-44.835","-23.336667","120","120",NA,"Árvore 949 com 15 m de altura, vegetativo.","UEC059007","UEC059007","Sanches, M",NA,NA,"-44.835","-23.336667",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-08-20 10:14:46-03","UNICAMP","UEC","72389","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Sakai, L","3343","1995","02","12",NA,"Brazil","São Paulo","Pariquera-Açu","Estação do Instituto Agronômico","-52.830556","-24.613889",NA,NA,NA,"Mata Atlântica de Planície, árvore 30 metros, frutos imaturos verdes, raízes tabulares","UEC007499",NA,"Ribeiro, PG",NA,NA,"-52.830556","-24.613889","2016","09",NA,NA,NA,NA,NA,NA
"67","2019-08-20 10:14:46-03","UNICAMP","UEC","7230","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Hatschbach, G","20231","1968","11","07",NA,"Brazil","Paraná","Morretes","Rio Sagrado de Cima, mata pluvial, encosta de morro.","-48.834400177002","-25.476900100708","200","200",NA,"arvore 30m, flor creme, muito perfumada, tronco c60cm, diametro,","UEC127742",NA,"Ribeiro, PG","30514","auto",NA,NA,"2016","09",NA,NA,NA,NA,NA,NA
"68","2019-08-20 10:14:46-03","UNICAMP","UEC","7231","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Hatschbach, G","17907","1967","11","21",NA,"Brazil","Paraná","Paranaguá","Picadão Cambara-Col. Limeira.","-48.5092010498047","-25.5200004577637","30","200",NA,"arvor 35m, tronco 1m de diametro. mata pluvial, encosta de morro, uma das mais altas arvores da região, flro creme.","UEC127744",NA,"Ribeiro, PG","24916","auto",NA,NA,"2016","09",NA,NA,NA,NA,NA,NA
"69","2019-08-20 10:14:46-03","UNICAMP","UEC","40050","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Leitão Filho, HF; Tamashiro, JY","18010","1985","12","04",NA,"Brazil","São Paulo","Cananéia","Ilha do Cardoso, mata de restinga","-47.9199981689453","-25.0100002288818",NA,NA,NA,"árvore até 20m, flores branco-creme.",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-08-20 10:14:46-03","UNICAMP","UEC","40059","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Leitão Filho, HF; Tamashiro, JY","18010","1985","12","04",NA,"Brazil","São Paulo","Cananéia","Ilha do Cardoso, mata de restinga","-47.9199981689453","-25.0100002288818",NA,NA,NA,"árvore até 20m, flores branco-creme.","UEC133946","UEC133946",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:31:15-03","UNICAMP","UEC","175970","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Kuhlmann, M","3107","1954","11","26",NA,"Brazil","São Paulo","Juquiá",NA,"-47.6300010681152","-24.3199996948242",NA,NA,NA,"Árvore das matas, atingindo mais de 25m alt., e até 18m de fuste. Flores verde-amareladas ou creme, muito aromáticas.","UEC023964","UEC023964","Ribeiro, PG","32505","auto",NA,NA,"2016","09",NA,NA,NA,NA,NA,NA
"72","2019-08-20 10:14:46-03","UNICAMP","UEC","7232","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Gehrt, A","s.n.","1935","10","21",NA,"Brazil","São Paulo","São Paulo","Parque da Avenida Paulista","-46.6300010681152","-23.5400009155273",NA,NA,NA,"arvore grande em resto de mata flores alvas, legumes jovens,","UEC133969","UEC133969","Lewis, GP","53584","auto",NA,NA,"1990","09","13",NA,NA,NA,NA,NA
"73","2021-03-01 16:31:15-03","UNICAMP","UEC","175910","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Gehrt, A","s.n.","1935","10","21",NA,"Brazil","São Paulo","São Paulo","Parque da Avenida Paulista","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Flores alvas, legumes jovens","UEC023748","UEC023748","Ribeiro, PG","53584","auto",NA,NA,"2016","09",NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:31:15-03","UNICAMP","UEC","172043","S","Plantae","Magnoliopsida",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Silva, ED","1138","2008","05","23",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar. Fazenda Capricórnio - parcela J.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore 8m, estéril.; Floresta Ombrófila Densa Submontana.","UEC045038","UEC045038","Silva, ED","34265","auto",NA,NA,"2008","09",NA,NA,NA,NA,NA,NA
"75","2020-06-29 09:30:41-03","UFRRJ","RBR","25614","S","Plantae",NA,NA,"Leguminosae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","P.R.C. Farag","190","1995","12","06",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Represa de Serra Velha, trilha para o Sertãozinho.","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00025614","RBR00025614",NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:27:53-03","MBM","MBM","4135","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.M. Lima","Hatschbach, G.","17185",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM004135",NA,"Hatschbach, G.","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:27:53-03","MBM","MBM","30202","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.M. Lima","Hatschbach, G.","30405",NA,NA,NA,"Southern America","Brazil","Paraná","Antonina","Cabeceiras do Rio Faisqueira","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM030202",NA,"Hatschbach, G.","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:27:53-03","MBM","MBM","238603","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.M. Lima","Soares, A.; et al.; et al.","86",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM238603",NA,"Hatschbach, G.","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:27:53-03","MBM","MBM","229924","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.M. Lima","Hatschbach, G.","18139",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM229924",NA,"Burkart, A.","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:27:53-03","MBM","MBM","24765","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.M. Lima","Hatschbach, G.","42719",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Rio Vermelho","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM024765","MBM024765","Hatschbach, G.","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:27:53-03","MBM","MBM","8217","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.M. Lima","Hatschbach, G.","20211",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM008217",NA,"Hatschbach, G.","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:27:53-03","MBM","MBM","8230","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.M. Lima","Hatschbach, G.","20321",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Rio Sagrado de Cima","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM008230",NA,"Tamashiro, J.","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:27:53-03","MBM","MBM","4138","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.M. Lima","Hatschbach, G.","17907",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Picadão Cambará, Colônia Limeira","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM004138",NA,"Hatschbach, G.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:27:53-03","MBM","MBM","3038","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.M. Lima","Reitz, R.; Klein, R.M.; Klein, R.M.","4594",NA,NA,NA,"Southern America","Brazil","Santa Catarina","São Francisco do Sul","Três Barras, Garuva","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"MBM003038",NA,"Burkart, A.","23627","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:27:53-03","MBM","MBM","165810","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.M. Lima","Roderjan, C.V.; Kuniyoshi, Y.S.; Kuniyoshi, Y.S.","430",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Rod. PR-410, Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM165810",NA,"Hatschbach, G.","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:27:53-03","MBM","MBM","276917","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.M. Lima","Mourthé, I.","s.n.","2002","08","19","Southern America","Brazil","Minas Gerais","Caratinga","Mata do Jaó","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"MBM276917",NA,"Lombardi, J.A.","49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:27:53-03","MBM","MBM","343040","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.M. Lima","Lima, H.C. de; et al.; et al.","4982","1995","01","11","Southern America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Estrada p/ Juturnaíba.","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Cambui-preto, Árvore c/ 15m de alt. Tronco c/ casca pardo-acinzentada, áspera, íntegra. Frutos imaturos esverdeados e maturos castanho-nigrescentes. Ocasional nas matas de encosta","MBM343040",NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-08-15 09:03:04-03","UESC","UESC","16352","S","Plantae",NA,NA,"Fabaceae (Mimosoideae)","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth) G.P.Lewis & M.P. Lima","Daltrini, C.N.","2","2013","08","27",NA,"Brasil","Bahia","Itapebi",NA,"-39.853333","-15.928611","195","195",NA,"Hábitat borda de mata.; Árvore, 15 metros com frutos tipo vagens verdes.; Monitoramento de Fauna - UHE Itapebi. Fitossociologia e florística.","UESC0016352",NA,"C.N. Daltrini",NA,NA,"39W51'12''","15S55'43''","2014","02",NA,NA,NA,NA,NA,NA
"89","2019-08-15 09:03:04-03","UESC","UESC","9330","S","Plantae",NA,NA,"Fabaceae (Mimosoideae)","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth) G.P.Lewis & M.P. Lima","Paixão, J.L.,","6","1997","08","17",NA,"Brasil","Bahia","Almadina",NA,"-39.079444","-24.735",NA,NA,NA,"Árvore, ca 30 m de altura.","UESC0009330",NA,"G.P.Lewis",NA,NA,"39W4'46''","24S44'6''","2002","04",NA,NA,NA,NA,NA,NA
"90","2015-11-07 02:30:15-02","MNHN","RECOLNAT_MNHN_P","P02272932","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Warming, J.E.B.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Lagoa Santa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02272932' target='other'> <mi>dwc_moreinfo</mi></a>","P02272932","P02272932_01","Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA
"91","2015-09-04 02:32:51-03","MNHN","RECOLNAT_MNHN_P","P02931138","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes?",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931138' target='other'> <mi>dwc_moreinfo</mi></a>","P02931138","P02931138_01","Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2015-09-04 02:32:51-03","MNHN","RECOLNAT_MNHN_P","P02931139","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes?",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931139' target='other'> <mi>dwc_moreinfo</mi></a>","P02931139","P02931139_01","Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
