"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","previousCatalogNumber","sex"
"15","2021-03-15 16:37:00-03","NY","NYBG","1843541","PreservedSpecimen","Plantae","Fabaceae","Vigna","adenantha","Vigna adenantha","(G.Mey.) Maréchal, Mascherpa & Stainier",NA,NA,NA,NA,"G. P. Lewis","1987","03","09","Brazil","Roraima","Boa Vista","Reserva Ecológica de Maracá, Rio Urariquera. Between base camp and Maracá House.","-61.83","3.58",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077417' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843541","NY01843541_01","1434","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01045930","PreservedSpecimen","Plantae","Fabaceae","Vigna","adenantha","Vigna adenantha","(G.Mey.) Maréchal, Mascherpa & Stainier","R. C. Barneby",NA,NA,NA,"W. L. Balée","1986","11","11","Brazil","Maranhão","Carutapera","Gurupiuna, Ka'apor Indian Reserve, affluent of Rio Gurupi","-46.43","-2.72",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=211838' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045930","NY01045930_01","3099","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1843540","PreservedSpecimen","Plantae","Fabaceae","Vigna","adenantha","Vigna adenantha","(G.Mey.) Maréchal, Mascherpa & Stainier",NA,NA,NA,NA,"C. A. Cid Ferreira","1984","06","19","Brazil","Rondônia","Pimenta Bueno","Rodovia Cuiabá-Porto Velho, BR-364, km 188.","-62.03","-11.2",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077385' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843540","NY01843540_01","4629","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1843525","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.","R. C. Barneby",NA,NA,NA,"W. L. Balée","1986","06","14","Brazil","Pará",NA,"Xingu River. Assurini Indians","-52.5854588","-7.2040035",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423589' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843525","NY01843525_01","2550","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1843611","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"L. P. de Queiroz","1987","05","27","Brazil","Bahia","Castro Alves","Subida da Serra da Jiboia, 6 km SE de Pedra Branca. Floresta Nebular.","-39.4719","-12.8458",NA,NA,"680","680","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078051' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843611","NY01843611_01","1559","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","602954","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","04","10","Bolivia","Santa Cruz","Florida","South of ridge with oleoducto, just W of the main, wide valley of Mairana, 1.2 km W of Todos Santos.","-64","-18.1417",NA,NA,"1350","1350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=262341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602954",NA,"48923","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1843554","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"D. R. Hunt","1966","05","14","Brazil","Distrito Federal","Brasília","Calcareous zone 25 km. N.E. of Brasília near Córrego Landim.","-47.9294","-15.7797",NA,NA,"900","1150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077475' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843554","NY01843554_01","5469","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1843567","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"C. E. O. Kuntze","1892","07",NA,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077793' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843567","NY01843567_01","s.n.","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1843586","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"G. G. Hatschbach","1971","02","20","Brazil","Paraná","Coronel Vivida","Rod. PR 367","-52.5678","-25.9797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077828' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843586","NY01843586_01","26376","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1843612","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"S. A. Mori","1979","07","05","Brazil","Bahia","Santa Cruz Cabrália","Antiga rodovia que liga a Estaçao Ecológica do Pau-brasil à Sta. Cruz, 5-7 km ao NE da Estaçao. Ca. 12 km ao NW de Porto Seguro","-39.13","-16.38",NA,NA,"80","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078055' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843612","NY01843612_01","12084","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1843521","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"C. R. Sperling","1982","06","10","Brazil","Pará",NA,"Serra dos Carajás; 7-11 km. northwest of AMZA camp 3-Alfa on road to camp 4-Alfa","-50.57","-5.78",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076435' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843521","NY01843521_01","6063","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1842807","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.","R. C. Barneby",NA,NA,NA,"D. C. Daly","1990","05","09","Bolivia","La Paz","Abel Iturralde","Basin of Río Beni/Río Tuichi. Inidia 1.5 hrs upstream from Rurrenabaque","-67.58","-14.58",NA,NA,"320",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2050140' target='other'> <mi>dwc_moreinfo</mi></a>","NY01842807",NA,"6369","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1843583","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"J. C. Lindeman","1966","03","29","Brazil","Paraná","Terra Boa","S. of Rio Ivaí, N. of Boa Esperança, ca. 30 km E. of Cianorte","-52.4442","-23.7683",NA,NA,"260",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077824' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843583","NY01843583_01","823","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1843553","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"D. R. Hunt","1966","05","14","Brazil","Distrito Federal","Brasília","Calcareous zone 25 km. N.E. of Brasília near Córrego Landim.","-47.9294","-15.7797",NA,NA,"900","1150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077474' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843553","NY01843553_01","5469","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1843498","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"H. S. Irwin","1966","05","07","Brazil","Distrito Federal","Brasília","Côrrego Landim, ca. 20 km N.E. of Brasília","-47.78472222","-15.6555",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076378' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843498","NY01843498_01","15689","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1843470","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"G. G. Hatschbach","1969","01","14","Brazil","Paraná","Bocaiúva do Sul","Rio Capivari","-49.115","-25.2061",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076215' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843470","NY01843470_01","20731","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","602952","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","03","08","Bolivia","Santa Cruz","Florida","On side of Mairana valley, above the road from Mairana to Quirusillas, 2.5 km from turnoff from Mairana-Samaipata highway, 5 km (by air) SE of Mairana.","-63.93","-18.15",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=262340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602952",NA,"48608","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","309438","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","05","31","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboró, along Río Verde, 1 km E of Campamento Mataracú.","-63.87","-17.55",NA,NA,"375","375","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=584073' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309438",NA,"49541","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1843584","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"G. Eiten","1966","04","24","Brazil","Rio de Janeiro","Magé","At village of Barreira, 300-600 m east of church, along abandoned RR right-of-way that runs along a tributary brook on east side of Rio Soberbo (East side of highway to Teresopolis)","-43.0406","-22.6531",NA,NA,"400",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077826' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843584","NY01843584_01","7215","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1843494","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"H. S. Irwin","1966","04","21","Brazil","Goiás","Formosa","Serra do Morcêgo, Côrrego Estrema, ca. 35 km N.E. of Formosa.","-47.1025","-15.30964",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076372' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843494","NY01843494_01","15223","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1843458","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"G. G. Hatschbach","1968","04","18","Brazil","Paraná","Umuarama","Ivatê","-53.325","-23.7664",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076195' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843458","NY01843458_01","19027","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1843606","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"R. Kummrow","1978","01","16","Brazil","Paraná","Tijucas do Sul","Represa de Vossoroca.","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077930' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843606","NY01843606_01","1205","Magnoliophyta","Fabales","South America","sheet","25228","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1843520","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"R. de S. Secco","1982","05","24","Brazil","Pará","Marabá","Marabá, coleta no acampamento azul","-50.2980682","-6.1046262",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076434' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843520","NY01843520_01","333","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1843610","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"R. Reitz","1958","03","26","Brazil","Santa Catarina","Garuva","Mina Velha, Garuva, Sao Francisco do Sul","-48.8547","-26.0269",NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078047' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843610","NY01843610_01","6617","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1843609","PreservedSpecimen","Plantae","Fabaceae","Vigna","caracalla","Vigna caracalla","(L.) Verdc.",NA,NA,NA,NA,"A. P. Duarte","1962","06","29","Brazil","Bahia","Porto Seguro","Km 18 da BR-5","-39.0644","-16.4497",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078036' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843609","NY01843609_01","6803","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1843492","PreservedSpecimen","Plantae","Fabaceae","Vigna","speciosa","Vigna speciosa","(Humb., Bonpl. & Kunth) Verdc.",NA,NA,NA,NA,"J. A. Ratter","1976","06","09","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower","-47.93495","-15.952",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076319' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843492","NY01843492_01","R3145","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-30 11:06:00-03","NY","NYBG","1843482","PreservedSpecimen","Plantae","Fabaceae","Vigna","speciosa","Vigna speciosa",NA,NA,NA,NA,NA,"J. A. Ratter","1976","10","07","Brazil","Distrito Federal","Brasília","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, c. 18 Km SSW of Brasília TV tower.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076293' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843482","NY01843482_01","R3727","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-30 11:06:00-03","NY","NYBG","1843481","PreservedSpecimen","Plantae","Fabaceae","Vigna","speciosa","Vigna speciosa",NA,NA,NA,NA,NA,"A. P. Duarte","1965","02","02","Brazil","Minas Gerais","Pedra Azul","Pedra Azul, Norte de Minas.","-41.2969","-16.0056",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076292' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843481","NY01843481_01","9041","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
