"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","609129","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","J. R. Pirani","J. Cordeiro","1985","08","14","Brazil","Paraná","Campina Grande do Sul","Rio Capivari","-49.0553","-25.3058",NA,NA,NA,NA,"NY00609129","NY00609129_01",NA,NA,NA,"78","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18086' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","609135","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","R. Reitz","R. M. Klein","1955","10","14","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"100","100","NY00609135","NY00609135_01",NA,NA,NA,"1701","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18084' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1416217","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","D. C. Daly","P. L. Rodrigues de Moraes","2000","08","28","Brazil","São Paulo","Piracicaba","Parque Estadual Carlos Botelho, São Miguel Arcanjo, Trilha do Açude.","-47.99294","-24.05578",NA,NA,NA,NA,"NY01416217",NA,NA,NA,NA,"2224","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3104530' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","609136","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","R. Reitz","R. Reitz","1956","01","10","Brazil","Santa Catarina",NA,"Luis Alves",NA,NA,NA,NA,"200","200","NY00609136","NY00609136_01",NA,NA,NA,"2361","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18085' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","609131","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","G. G. Hatschbach","G. G. Hatschbach","1969","11","11","Brazil","Paraná","Paranaguá","Pico Torto, encosta oriental","-48.5092","-25.5203",NA,NA,"200","200","NY00609131","NY00609131_01",NA,NA,NA,"22870","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18090' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","609130","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","G. G. Hatschbach","J. M. Silva","1997","06","18","Brazil","Paraná","Bocaiúva do Sul","Rio Capivari","-49.115","-25.2061",NA,NA,NA,NA,"NY00609130",NA,NA,NA,NA,"1950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18092' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2016-10-21 18:26:00-02","NY","NYBG","609137","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii",NA,"J. Cuatrecasas","R. M. Klein","1955","10","14","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"100","100","NY00609137","NY00609137_01",NA,NA,NA,"1701","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18081' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","609134","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","R. Reitz","R. M. Klein","1955","09","15","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"150","150","NY00609134","NY00609134_01",NA,NA,NA,"1599","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18083' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","776893","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","J. R. Pirani","S. Romaniuc Neto","1984","08","20","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.992538","-25.197304",NA,NA,NA,NA,"NY00776893","NY00776893_01",NA,NA,NA,"186","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18087' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02361135","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"P. L. Rodrigues de Moraes","1991","10","06","Brazil","São Paulo","Sao Miguel Arcanjo","P. E. C. Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"700","700","NY02361135","NY02361135_01",NA,NA,NA,"489","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2587294' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet","27904","auto",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02361133","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"P. L. Rodrigues de Moraes","1991","11","15","Brazil","São Paulo","Sao Miguel Arcanjo","P. E. C. Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"700","700","NY02361133","NY02361133_01",NA,NA,NA,"541","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2587292' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet","27904","auto",NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02361134","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"V. B. Zipparro","1999","12","13","Brazil","São Paulo","Sete Barras","Fazenda Intervales: Base Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"NY02361134","NY02361134_01",NA,NA,NA,"1832","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2587293' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet","34059","auto",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1416216","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","D. C. Daly","P. L. Rodrigues de Moraes","2000","08","28","Brazil","São Paulo","Piracicaba","Parque Estadual Carlos Botelho, São Miguel Arcanjo, Trilha do Açude.","-47.99294","-24.05578",NA,NA,NA,NA,"NY01416216",NA,NA,NA,NA,"2214","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3101294' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Sapindales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:29:42-03","UFRJ","RFA","39823","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","Ricardo Finotti","Finotti R.; Caruzo J.",NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Fragmento florestal adjacente à entrada da estação Ecológica Paraíso","-42.905278","-22.493333","42º54'19''W","22º29'36''S","50","50","RFA24846",NA,NA,NA,NA,"219","Árvore com 8 metros de altura e PAP de 29,1cm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:29:42-03","UFRJ","RFA","8853","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"P. Occhioni","1968","11","19","Brasil","Santa Catarina","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"RFA27764",NA,NA,NA,NA,"3698","Fruto maduro roxo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-13 09:19:15-03","UFRJ","RFA","9353","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","G.G. Hatschbach","G.G. Hatschbach","1969","11","11","Brasil","Paraná","Paranaguá","Pico Torto, encosta oriental.","-48.5092010498047","-25.5200004577637",NA,NA,"200","200","RFA28032",NA,NA,NA,NA,"22870","Árvore 20 m de altura, tronco 50 cm; flor creme esverdeada. Tronco exsuda goma ao corte",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"27","2019-12-04 15:24:59-03","PUCPR","HUCP","13799","S","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","Hatschbach, GG","Silva, JM; Barboza, E","1997","06","18","Brasil","Paraná","Bocaiúva do Sul","Rio Capivari","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950",NA,"Eudicotiledonea",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"28","2019-12-04 15:24:59-03","PUCPR","HUCP","3519","S","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","Silva, SM","Silva, SM; Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro do Meio.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"1988","03","31","1506/1873",NA,"Eudicotiledonea",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"29","2020-05-29 01:15:25-03","UFBA","ALCB","43277","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","Hatschbach, G","Silva, JM; Barbosa, E","1999","08","29","Brasil","Paraná","Morretes","Serra da Prata, trilha para a Torre da Prata.","-48.833333","-25.466667","-48.833333","-25.466667",NA,NA,"ALCB067281",NA,"1999",NA,NA,"2455","20m. Flores Esverdeadas.","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-05-29 01:15:25-03","UFBA","ALCB","97946","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.","Barbosa, E","Silva, JM; Poliquesi, CB","2010","06","29","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"ALCB067280",NA,"2010",NA,NA,"7633","15 m alt. Frutos avermelhados imaturos.","Dicotyledon",NA,NA,"Southern America",NA,"49901","auto",NA,NA,NA,NA,NA
"31","2020-02-08 10:29:49-03","NBC","NL-BOTANY","U.1168607","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Klein RM","1955","10","14","Brazil",NA,NA,"Santa Catarina, Morro da Ressacada, Itajaí, Mata.",NA,NA,NA,NA,NA,NA,"NL-U1168607","NL-U1168607",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1168607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140940","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Hatschbach GG",NA,NA,NA,"Brazil",NA,NA,"Est. Parana, Mun. Paranagua, Pico Torto, encosta oriental.",NA,NA,NA,NA,NA,NA,"NL-L2140940","NL-L2140940",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140941","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Klein RM","1955","09","15","Brazil",NA,NA,"Santa Catarina; Morro da Ressacada, Itajaí; Mata Árvore.",NA,NA,NA,NA,NA,NA,"NL-L2140941","NL-L2140941",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140942","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Klein RM","1955","10","14","Brazil",NA,NA,"Santa Catarina; Morro da Ressacada, Itajaí; Mata Árvore.",NA,NA,NA,NA,NA,NA,"NL-L2140942","NL-L2140942",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140942 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140943","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Reitz R; Klein RM","1959","09","17","Brazil",NA,NA,"Santa Catarina, Mata da Companhia Hering, Bom Retiro, Blumenau, Mata.",NA,NA,NA,NA,NA,NA,"NL-L2140943","NL-L2140943",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140944","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Klein RM","1954","08","12","Brazil",NA,NA,"Santa Catarina, Morro da Fazenda, Itajaí, Mata.",NA,NA,NA,NA,NA,NA,"NL-L2140944","NL-L2140944",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140944 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140945","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Klein RM","1955","10","14","Brazil",NA,NA,"Santa Catarina; Morro da Ressacada, Itajaí; Mata Árvore.",NA,NA,NA,NA,NA,NA,"NL-L2140945","NL-L2140945",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140945 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140946","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Klein RM","1954","11","30","Brazil",NA,NA,"Santa Catarina, Morro da Fazenda, Itajaí, Mata.",NA,NA,NA,NA,NA,NA,"NL-L2140946","NL-L2140946",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140946 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140947","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Reitz R; Klein RM","1958","10","24","Brazil",NA,NA,"Santa Catarina, Vargem rande, Lauro Müller, Mata.",NA,NA,NA,NA,NA,NA,"NL-L2140947","NL-L2140947",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140948","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Reitz R; Klein RM","1956","01","10","Brazil",NA,NA,"Santa Catarina; Luis Alves, Itajaí; Mata, Árvore.",NA,NA,NA,NA,NA,NA,"NL-L2140948","NL-L2140948",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140948 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140949","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Reitz R; Klein RM","1954","07","01","Brazil",NA,NA,"Santa Catarina, Morro da Fazenda, Itajaí, Mata.",NA,NA,NA,NA,NA,NA,"NL-L2140949","NL-L2140949",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140949 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140950","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Klein RM","1955","10","14","Brazil",NA,NA,"Santa Catarina, Morro da Ressacada, Itajaí, Mata.",NA,NA,NA,NA,NA,NA,"NL-L2140950","NL-L2140950",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140950 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140951","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Klein RM","1955","09","15","Brazil",NA,NA,"Santa Catarina; Morro da Ressacada, Itajaí; Mata Árvore.",NA,NA,NA,NA,NA,NA,"NL-L2140951","NL-L2140951",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140952","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Reitz R; Klein RM","1956","01","10","Brazil",NA,NA,"Santa Catarina; Luis Alves, Itajaí; Mata, Árvore.",NA,NA,NA,NA,NA,NA,"NL-L2140952","NL-L2140952",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140952 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 10:29:49-03","NBC","NL-BOTANY","L.2140953","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Reitz R","1951","01","12","Brazil",NA,NA,"Santa Catarina, Joinville, Mata.",NA,NA,NA,NA,NA,NA,"NL-L2140953","NL-L2140953",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2140953 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 10:29:49-03","NBC","NL-BOTANY","U.1168598","PreservedSpecimen","Plantae","Burseraceae","Protium","kleinii","Protium kleinii","Cuatrec.",NA,"Klein RM","1954","11","30","Brazil",NA,NA,"Santa Catarina; Morro da Fezenda, Itajaí. Mata; Árvore.",NA,NA,NA,NA,NA,NA,"NL-U1168598","NL-U1168598",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1168598 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
