"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","day","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus","sex"
"641","2019-08-27 13:32:42-03","IAP","PACA-AGP","65568","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil. et al.) Hieron. ex Niederl.","P. R. Reitz","Reitz & Klein","1956","09","Brasil","SC","Palhoça","-48.6678009033203","-27.645299911499",NA,NA,"PACA065568",NA,"3658","07","1959",NA,NA,"Pilões",NA,NA,"HBR 16885. Habitat: mata Hábito: arvoreta","31105","auto","Magnoliophyta","Santalales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2019-08-27 13:32:42-03","IAP","PACA-AGP","107196","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis var. edulis","(A. St.-Hil. et al.) Hieron. ex Niederl.","Stephen F. Smith","Wasum & Bastos","1991","11","Brasil","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,"PACA107196",NA,"314","12","1992","01",NA,"Jari, Rincão de Sto. Antonio","450","450","Universidade de Caxias do Sul, 8025 Habitat: Beira da Mata Hábito: árvore","59498","auto","Magnoliophyta","Santalales",NA,NA,"var. edulis","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","2020-12-20 21:19:23-03","UFV","VIC","14789","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl","Coelho, R.L.S.","Mota, A.L.P.","1993","07","Brasil","Minas Gerais","Flora do Vale do Rio Araguari",NA,NA,NA,NA,"VIC014789","VIC014789 VIC014789_1","1828","30","2014","04","24","Mata de Galeria das Posses",NA,NA,"CAP. 26 cm, H 7,0m.; Casca lisa ligeiramente gretada; casca interna bege, alburno bege, folhas alternas com 3 folíolos serreados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","2020-12-20 21:19:23-03","UFV","VIC","18033","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl","Coelho, R.L.S.","Ana Luiza","1995","08","Brasil","Bahia","FLONA Rio Preto",NA,NA,NA,NA,"VIC018033","VIC018033","s.n.","14","2014","04","24",NA,NA,NA,"Altura de 8m, P4 n°21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2020-12-20 21:19:23-03","UFV","VIC","18291","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl",NA,"Silva, A.F. da","1989","09","Brasil","Minas Gerais","Parque Estadual do Rio Doce",NA,NA,NA,NA,"VIC018291","VIC018291","1606","22",NA,NA,NA,NA,NA,NA,"Árvore de até 6m de altura, com frutos maduros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2020-12-20 21:19:23-03","UFV","VIC","24074","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl","Coelho, R.L.S.","Valente, G.E.; Pedralli, G.; Marques, C.A.","1999","12","Brasil","Minas Gerais","Parque Estadual do Rio Doce",NA,NA,NA,NA,"VIC024074","VIC024074","428","11","2014","04","24","à margem do rio próximo ao Aeroporto",NA,NA,"Arbusto com ca de 2,0 m de altura, em sub-bosque. Frutos maduros vermelhos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2020-12-20 21:19:23-03","UFV","VIC","29037","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl",NA,"Sartori, M.A.; Guarçoni, E.; Martins, E.C.","2003","10","Brasil","Minas Gerais","Serra do Espinhaço",NA,NA,NA,NA,"VIC029037","VIC029037","653","18",NA,NA,NA,"Congonhas, RPPN da FERTECO (Companhia Vale do Rio Doce)",NA,NA,"Árvore. Folhas de margem denteada irregularmente, verde; sépala verde. Em botão floral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2020-12-20 21:19:23-03","UFV","VIC","031209","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil.et al.) Hieron. ex Niederl.",NA,"Cardoso, M.L.","2006","10","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC031209","VIC031209","s.n.","06",NA,NA,NA,"Horto Botânico",NA,NA,"Árvore de 6 m de altura, folhas alternas, flores brancas, inflorescência cacho de cacho.","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2020-12-20 21:19:23-03","UFV","VIC","17044","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl",NA,"Lopes, W.P.; Paula, A.; Sevilha, A.C.","1994","01","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC017044","VIC017044","s.n.","22",NA,NA,NA,"Universidade Federal de Viçosa, Jardim Botânico; Projeto JBII",NA,NA,"Árvore com ca. 8M; casca vermelha; alburno bege; indivíduo n° 915","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","2020-12-20 21:19:23-03","UFV","VIC","13071","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl",NA,"Silva, A.F. da; Fontes, N.R.L.","1994","05","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC013071","VIC013071","s.n.","05",NA,NA,NA,"Universidade Federal de Viçosa, Mata da Biologia",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","2020-12-20 21:19:23-03","UFV","VIC","13303","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl","Meira Neto, J.A.A.","Silva, A.F. da; Fontes, N.R.L.","1994","10","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC013303","VIC013303","s.n.","08","1994","10","13","Universidade Federal de Viçosa, Mata da Biologia",NA,NA,"Árvore com +/- 5 metros de altura, material estéril","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","2020-12-20 21:19:23-03","UFV","VIC","12985","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl",NA,"Silva, A.F. da; Fontes, N.R.L.",NA,NA,"Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC012985",NA,"1493",NA,NA,NA,NA,"Universidade Federal de Viçosa, Mata da Biologia",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2020-12-20 21:19:23-03","UFV","VIC","20242","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl",NA,"Meira Neto, J.A.A.","1994","10","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC020242","VIC020242","2157",NA,NA,NA,NA,"Universidade Federal de Viçosa, Mata da Silvicultura",NA,NA,"Planta jovem com 40 cm de altura","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2020-12-20 21:19:23-03","UFV","VIC","20241","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl",NA,"Meira Neto, J.A.A.","1993","11","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC020241","VIC020241","2096",NA,NA,NA,NA,"Universidade Federal de Viçosa, Mata da Silvicultura",NA,NA,"Árvore com 15 m de altura, flores brancas","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","2020-12-20 21:19:23-03","UFV","VIC","035093","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl",NA,"Pavão, O.C.; et al.","1999","10","Brasil","Paraná","Cambe","-51.2783012390137","-23.2758007049561",NA,NA,"VIC035093","VIC035093","s.n.","06",NA,NA,NA,"Danziger Hoff",NA,NA,"Árvore de 4 m, frutos imaturos verdes, trilha em interior de mata.","29438","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","2020-12-20 21:19:23-03","UFV","VIC","4788","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl","Hatschbach, G.","Dombrowski, L.T.","1964","10","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"VIC004788","VIC004788","463",NA,"1964","11",NA,"São Brás",NA,NA,"Arbusto, frequente","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2020-12-20 21:19:23-03","UFV","VIC","035092","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl",NA,"das Chagas, F.","1992","10","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"VIC035092","VIC035092","01542","01",NA,NA,NA,"Floresta Godoy",NA,NA,"Árvore de 10 m, botão floral esverdeado, flores amareladas frutos imaturos de cor verde pouco freguente margem de rio.","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","2020-12-20 21:19:23-03","UFV","VIC","11415","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl","Coelho, R.L.S.","Soares; Silva, L.H.","1989","09","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"VIC011415","VIC011415","238","04","2014","04","24","Parque Estadual Mata dos Godoy",NA,NA,"Árvore com 9,5m alt., flores creme, frequente.","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2020-12-20 21:19:23-03","UFV","VIC","4938","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. & et al.) Hieron. ex Niederl","Hatschbach, G.","Hatschbach, G.","1967","03","Brasil","Paraná","Pien","-49.42919921875","-26.0981006622314",NA,NA,"VIC004938","VIC004938","16097","08","1967",NA,NA,NA,NA,NA,"Arvoreta friva, fruto vermelho, Araucarieto","19924","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2021-03-10 14:35:19-03","UFSC","CTBS","1395","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","Scipioni, M.C.","Scipioni, Marcelo Calegari & Santos, Vanderlei dos (Guga)","2013","11","Brasil","Santa Catarina","Curitibanos","-50.533319","-27.2866","50°31'59.95W","27°17'11.76S",NA,NA,NA,"05","2013","11",NA,"Trilha UFSC, Campus Curitibanos",NA,NA,"Vacum, Chal-chal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2021-03-10 14:35:19-03","UFSC","CTBS","535","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","Scipioni, M.C.","Santos, Vanderlei dos (Guga)","2013","10","Brasil","Santa Catarina","Curitibanos","-50.534378","-27.285942","50°32'3.76W","27°17'9.39S",NA,NA,"74","28","2013","10","28","Parcelas permanentes, UFSC, Campus Curitibanos",NA,NA,"Árvore 10 da parcela F9, Chal-chal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2021-03-10 14:35:19-03","UFSC","CTBS","532","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","Scipioni, M.C.","Santos, Vanderlei dos (Guga)","2013","10","Brasil","Santa Catarina","Curitibanos","-50.534378","-27.285942","50°32'3.76W","27°17'9.39S",NA,NA,"69","12","2013","10","12","Parcelas permanentes, UFSC, Campus Curitibanos",NA,NA,"Árvore 10 da parcela F9, Chal-chal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","2020-02-27 16:44:22-03","UFSC","CTBS","3285","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","Steiner, F.","Mariot, A.","2013","10","Brasil","Santa Catarina","Vargem","-50.808333","-27.483333","50°48'30W","27°29'00S",NA,NA,NA,"30","2013","10","30","Canteiro de obras da UHE São Roque","708","708","DAP cm; altura m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6177",NA,NA,NA,NA,NA,NA
"664","2020-02-27 16:44:22-03","UFSC","CTBS","3297","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","Marcon, A.","Steiner, F.","2013","10","Brasil","Santa Catarina","Vargem","-50.811667","-27.493611","50°48'42W","27°29'37S",NA,NA,NA,"30","2013","10","30","Canteiro de obras da UHE São Roque","768","768","DAP cm; altura m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6178",NA,NA,NA,NA,NA,NA
"665","2020-02-27 16:44:22-03","UFSC","CTBS","3295","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","Mariot, A.","Steiner, F.","2013","10","Brasil","Santa Catarina","Vargem","-50.808333","-27.486667","50°48'30W","27°29'12S",NA,NA,NA,"30","2013","10","30","Canteiro de obras da UHE São Roque","778","778","DAP cm; altura m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6176",NA,NA,NA,NA,NA,NA
"666","2021-03-30 17:25:32-03","UFSC","CTBS","3120","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.",NA,"Passos, L.S. et al.","2016","09","Brasil","Paraná","Curitiba","-49.240833","-25.441944","49°14'27W","25°26'31S",NA,NA,NA,"23",NA,NA,NA,"Capão do Jardim Botânico, Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045724","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Ferrucci","R. Vanni; S. Cáceres","1986","9","Argentina","Misiones",NA,"-55.052559","-27.330428",NA,NA,NA,NA,"701","26",NA,NA,NA,"Dep. Obera. Alrededores de Campo Viera.",NA,NA,"Arbusto 1.50 m alt.; frutos rojos.",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045719","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.",NA,"L. R. Landrum; S. Landrum, M. Vera","1995","8","Paraguay","Paraguari",NA,"-57.16667","-25.83333",NA,NA,NA,NA,"8644","3",NA,NA,NA,"Acahay, Cerro Acahay, ca. 5 km from main highway, near area of rock extraction.",NA,NA,"Shrub; flowers white.",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2015-04-05 15:07:15-03","ASU","ASU-PLANTS","ASU0082869","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.",NA,"H.A. Sato; A.M. Gonzalez, R.M. Salas, A.A. Cabana Fader","2012","1","Argentina","Jujuy","Ledesma","-64.853611","-23.757778",NA,NA,NA,NA,"260","19",NA,NA,NA,"Parque Nacional Calilegua. Sendero El Pedemontano","690",NA,"Arbolito 3 m alt, flores con perianto amarillo-verdoso",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045721","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","L. R. Landrum","L. R. Landrum; M. da Silva","1995","7","Paraguay","Cordillera",NA,"-57.33333","-25.15",NA,NA,NA,NA,"8605","20",NA,NA,NA,"Ca. 9 km S of Emboscada on road to Nueva Colombia.","100",NA,"Shrub ca. 2 m high; flowers white.",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045716","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","M. S. Ferrucci","G. Hatschbach; M. Hatschbach & E. Barbosa","2003","10","Brazil","Mato Grosso do Sul",NA,"-56.480141","-21.131298",NA,NA,NA,NA,"76281","19",NA,NA,NA,"Fazenda Vale Verde (Mun. Bonito).",NA,NA,"Arvoreta, 4 m.",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045725","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Stephen F. Smith","R. Wasum","1992","9","Brazil","Rio Grande do Sul",NA,"-51.141856","-29.684605",NA,NA,NA,NA,"8682","28",NA,NA,NA,"Novo Hamburgo; Parque Municipal.","30",NA,"Arvore.",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045726","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","A. Schinini","A. Schinini","1992","10","Argentina","Corrientes",NA,"-58.75","-27.583333",NA,NA,NA,NA,"27461","13",NA,NA,NA,"Dep. Capital. Ruta 12 y arroyo Riachuelo, 12 km S de Corrientes.",NA,NA,"Arbolito 2 m alt.; frutos amarillos. Abundante.",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045717","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","M. S. Ferrucci","M. M. Arbo; S. A. Cáceres, M. S. Ferrucci, V. Maruñak","1996","10","Argentina","Corrientes",NA,"-58.098205","-28.357287",NA,NA,NA,NA,"6738","23",NA,NA,NA,"Concepcion. Estancia Yatay Cora, 50 km NE de Chavarría. Aprox. 2 km al NE del casco.",NA,NA,"Arbusto aprox. 2 m alt., frutos maduros rojo-anaranjados.",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045718","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Ferrucci","A. Schinini; G. Caballero Marmori","1990","10","Paraguay","Alto Parana",NA,"-54.58333","-25.28333",NA,NA,NA,NA,"27216","11",NA,NA,NA,"Ea. Santa Elena, Pira Pyta.",NA,NA,"Arbusto 1 m alt.; frutos rojos.",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045723","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.",NA,"S. G. Tressens; N. Brescasín, F. Castillejo, S. Ferrucci","1989","9","Argentina","Corrientes",NA,"-56.831112","-27.854699",NA,NA,NA,NA,"3780","21",NA,NA,NA,"Dep. Ituzaingó. Sub-Prefectura Dest. Garapé, 5 km NE de Ayo. Garapé y río Paraná.",NA,NA,"Arbolito 3 m alt.; frutos verdes.",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045727","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","M. S. Ferrucci","G. Hatschbach","1983","10","Brazil","Parana",NA,"-49.237331","-25.442591",NA,NA,NA,NA,"47155","15",NA,NA,NA,"Bacacheri (Mun. Curitiba).","880",NA,"Arvoreta 6 m, flor alvescente.",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045722","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","M. S. Ferrucci","L. R. Landrum; S. Landrum, E. Zardini, M. da Silva","1995","7","Paraguay","Central",NA,"-57.55086","-25.47239",NA,NA,NA,NA,"8562","17",NA,NA,NA,"Tavarory, Rio Paraguay.","100",NA,"Flowers white.",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045720","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","M. S. Ferrucci","L. R. Landrum","1995","8","Paraguay","Central",NA,"-57.643235","-25.281065",NA,NA,NA,NA,"8674","16",NA,NA,NA,"Asuncion, Colon 1961.","130",NA,"Tree ca. 3 m high growing in patio. Flowers white.",NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2019-11-21 14:44:58-03","UFJF","CESJ","70473","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil.) Hieron. ex Niederl.","R.L.G.Coelho","L. Krieger","1980","10","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"CESJ070473",NA,"CESJ70473","09","2014","04","24","Rio do Peixe",NA,NA,"Fruta de Pombo. Arbusto a árvore pequena. Flores branco esverdeados.","36144","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2019-11-21 14:44:58-03","UFJF","CESJ","41836","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil.) Hieron. ex Niederl.","G. Sommer","K. Antunes; A.S.M. Valente; C.N. Matozinhos; L.C.S. Assis; A.J. Fernandes Júnior; F.R.G. Sa","2004","02","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,"CESJ041836",NA,"58","25","2012","09",NA,"Serra Negra, Serra da Caveira D'Anta, Fazenda da Tiririca.",NA,NA,"Arvoreta, borda de mata. Frutos vermelhos carnosos.","20815","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","2019-11-21 14:44:58-03","UFJF","CESJ","68720","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil.) Hieron. ex Niederl.",NA,"H.A. Sato; A.M. González; R.M. Salas; A.A. Cabaña Fader","2012","01","Argentina","Jujuy","Ledesma","-64.853611","-23.757778","-64.853611","-23.757778","CESJ068720",NA,"260","19",NA,NA,NA,"Calilegua, Parque Nacional Calilegua, Sendero El Pedemontano","690","690","Cebilar. Arbolito 3m alt., flores con perianto amarillo-verdoso.",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","2019-11-21 14:44:58-03","UFJF","CESJ","70446","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil.) Hieron. ex Niederl.","V.G. Solis Neffa","V.G. Solis Neffa; et al.","2013","08","Argentina","Formosa","Laishi","-58.694722","-26.583889","-58.694722","-26.583889","CESJ070446",NA,"2264","28",NA,NA,NA,"Ruta 9 y Arroyo Bonnet",NA,NA,"En bosque de Gleditsia. Arbolito, 1,5m alt.",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","2019-11-21 14:44:58-03","UFJF","CESJ","34380","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil.) Hieron. ex Niederl.","R.L.G. Coelho","L.C.S. Assis; M.K. Ladeira","2001","09","Brasil","Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807",NA,NA,"CESJ034380",NA,"258","25","2014","04","24","Mata do Baú",NA,NA,"Árvore ca. 3m encontrada na borda da mata. Tronco amarronzado com ritdomas. Cálice verde e corola branco esverdeada, anteras amarelas piloas na base. Folhas unicolores. Apresenta domáceas nas axilas das nervuras. Incomum.","7934","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
