"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","individualCount","relatedCatalogItem"
"1","2021-03-15 16:37:00-03","NY","NYBG","247090","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Encholirium","gracile","Encholirium gracile","L.B.Sm.","isotype","R. P. Belém","1620","1965","08","14","South America","Brazil","Minas Gerais","Margem da Rodovia Nanuque - Teófilo Otoni. Serra rochosa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00247090","NY00247090_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","822284","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Encholirium","gracile","Encholirium gracile","L.B.Sm.",NA,"R. C. Forzza","930","1998","07","17","South America","Brazil","Espírito Santo","Mun. Vila Pavão. Estrada entre Vila Pavão e Nova Venécia.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822284","NY00822284_01","R. C. Forzza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","822283","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Encholirium","gracile","Encholirium gracile","L.B.Sm.",NA,"R. C. Forzza","930","1998","07","17","South America","Brazil","Espírito Santo","Mun. Vila Pavão. Estrada entre Vila Pavão e Nova Venécia.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822283","NY00822283_01","R. C. Forzza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-09-27 18:04:03-03","UFES","VIES","38797","S","Plantae",NA,NA,"Bromeliaceae","Encholirium","gracile","Encholirium gracile","L.B.Sm.",NA,"Pena, N.T.L.; Amaral, R.N. & Moraes, Q.S.","361","2015","07","29",NA,"Brasil","Espírito Santo","APA Pedra do Elefante.",NA,NA,"VIES038797","VIES038797","Pena, N.T.L.","2016","10","10","Nova Venécia","-40.4006004333496","-18.710599899292","42400","auto",NA,NA,NA,NA,NA,NA,NA
"5","2020-07-10 09:44:30-03","MBML","MBML-HERBARIO","38073",NA,"Plantae",NA,NA,"Bromeliaceae","Encholirium","gracile","Encholirium gracile","L.B.Sm.",NA,"L. Kollmann; E.Leme & M.Grossi","11713","2009","07","04",NA,"Brasil","Minas Gerais","estrada de Nanuque. MG 418",NA,"Erva rupícola ao sol, folhas verdes, sépalas amarelas, pétalas verdes.","MBML038073","MBML038073","L. Kollmann/4-7-2009",NA,NA,NA,"Téofilo Otoni","-41.278194","-17.907222",NA,NA,"41W16'41,5","17S54'26","370","370",NA,NA,NA
"6","2020-09-12 05:00:02-03","US","US","2519282","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Encholirium","gracile","Encholirium gracile","L.B. Sm.","Holotype","R. P. Belém","1620","1965","8","14","South America - Neotropics","Brazil","Minas Gerais","Margem da Rodovia Nanuque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"7","2020-07-23 12:00:52-03","CEPLAC","CEPEC","2016","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Encholirium","gracile","Encholirium gracile",NA,"Isótipo","R. P. Belém","1620","1965","08","14",NA,"Brasil","Minas Gerais","Margem da Rod. para Teófilo Otoni.",NA,NA,NA,NA,"R. C. Forzza",NA,NA,NA,"NANUQUE","-40.3539009094238","-17.8391990661621","46980","auto",NA,NA,NA,NA,NA,NA,"30/12/2001"
"8","2019-11-01 15:13:19-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Encholirium","gracile","Encholirium gracile","L.B.Sm.",NA,"Belém, RP","1620","1965","08","14","Southern America","Brasil","Minas Gerais","Margem da Rodovia Nanuque-Teófilo Otoni",NA,"Flores cremes, estames brancos, anteras esverdeadas; Serra rochosa. Sobre rocha calcária","UB0002765","UB0002765","Forzza, RC","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-11-21 10:02:37-03","IBt","SP","359548","S","Plantae",NA,NA,"Bromeliaceae","Encholirium","gracile","Encholirium gracile","L.B.Sm.",NA,"Forzza, RC; Loyola, KC","930","1998","07","17",NA,"Brasil","Espírito Santo","Estrada entre Vila Pavão e Nova Venécia.",NA,NA,"SP051730","SP051730","Forzza, RC","2001",NA,NA,"Vila Pavão","-40.611400604248","-18.6149997711182","19647","auto",NA,NA,NA,NA,NA,NA,NA
