"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","class","relatedCatalogItem","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus","infraspecificEpithet"
"47","2019-08-27 13:25:16-03","IAP","PACA-AGP","95105","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.",NA,"D. Marschner",NA,"2004",NA,NA,"Brasil","RS","Gramado","Serra Grande","-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,"PACA095105",NA,NA,NA,NA,"HASU-----. Habitat: mata ciliar","Magnoliophyta","Bromeliales","13851",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:36:48-03","IAP","PACA-AGP","29713","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Emrich-Rambo","Bruxel, A.",NA,"1945","09","20","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA029713",NA,"1954","05","17","Habitat: In silva campestri ad arbores. Fenofase: flor","Magnoliophyta","Bromeliales","21601",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"49","2019-08-27 13:25:16-03","IAP","PACA-AGP","48770","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","L. B. Smith","Rambo, B.",NA,"1950","09","11","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA048770",NA,"1954","05","17","Habitat: In silvula arenosa ad arbores. Fenofase: flor","Magnoliophyta","Bromeliales","27350",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"50","2019-08-27 13:25:16-03","IAP","PACA-AGP","631","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Emrich-Rambo","C. Orth SJ",NA,"1934","09","05","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA000631",NA,"1954","05","17","Habitat: In silva campestri ad arbores. Fenofase: flor","Magnoliophyta","Bromeliales","29946",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"51","2019-08-27 13:25:16-03","IAP","PACA-AGP","38104","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Emrich-Rambo","Rambo, B.",NA,"1948","09","20","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA038104",NA,"1954","05","17","SEM MATERIAL Habitat: ad arbores in silva campestri Fenofase: flor","Magnoliophyta","Bromeliales","29946",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"52","2019-08-27 13:25:16-03","IAP","PACA-AGP","34115","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Emrich-Rambo","C. Orth SJ",NA,"1933",NA,NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA034115",NA,"1954","05","17","Habitat: In silva campestri ad arbores. Fenofase: flor","Magnoliophyta","Bromeliales","29946",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"53","2019-08-27 13:25:16-03","IAP","PACA-AGP","33928","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Emrich-Rambo","Rambo, B.",NA,"1946","09","18","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA033928",NA,"1954","05","17","Habitat: In silvula campestri ad arbores. Fenofase: flor","Magnoliophyta","Bromeliales","29946",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"54","2019-08-27 13:25:16-03","IAP","PACA-AGP","30067","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Emrich-Rambo","Rambo, B.",NA,"1945","06",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA030067",NA,"1954","05","17","Habitat: In silvula campestri ad arbores. Fenofase: flor","Magnoliophyta","Bromeliales","29946",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"55","2019-08-27 13:25:16-03","IAP","PACA-AGP","29453","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Emrich-Rambo","Rambo, B.",NA,"1945","10","04","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA029453",NA,"1954","05","17","Habitat: In silva campestri ad arbores. Fenofase: flor","Magnoliophyta","Bromeliales","29946",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"56","2019-08-27 13:25:16-03","IAP","PACA-AGP","73045","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Rossado, A.","Sehnem, A.",NA,"1978","09","08","Brasil","RS","Rosário do Sul","Fazenda Timbauva","-54.9141998291016","-30.25830078125",NA,NA,NA,NA,"PACA073045",NA,"2016","07","11","VULNERÁVEL&nf;sin.: T. pulchella Hook. Habitat: In silvula ciliari. Hábito: epífita","Magnoliophyta","Bromeliales","71660",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:25:16-03","IAP","PACA-AGP","52960","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Emrich-Rambo","Rambo, B.",NA,"1952","09","09","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA052960",NA,"1954","05","17","Habitat: In araucarieto ad arbores. Fenofase: flor","Magnoliophyta","Bromeliales","76715",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"58","2019-08-27 13:25:16-03","IAP","PACA-AGP","33522","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Emrich-Rambo","Henz, E.",NA,"1946","07","17","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA033522",NA,"1954","05","17","Habitat: In silva campestri ad arbores. Fenofase: flor","Magnoliophyta","Bromeliales","10287",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"59","2019-08-27 13:25:16-03","IAP","PACA-AGP","93833","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","F. C. Xavier","F. C. Xavier","57","2004",NA,NA,"Brasil","RS","Triunfo","Rio Jacuí (ilhota)","-51.7181015014648","-29.9433002471924",NA,NA,NA,NA,"PACA093833",NA,NA,NA,NA,"HASU------.","Magnoliophyta","Bromeliales","41194",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"60","2019-08-27 13:25:16-03","IAP","PACA-AGP","31570","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Büneker, H.M.","Rambo, B.",NA,"1946","02","04","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"PACA031570",NA,"2018","06","08","VULNERÁVEL&nf;sin.: T. pulchella Hook. var. surinamensis (Miq.) Mez Habitat: In silva campestri ad arbores. Fenofase: flor","Magnoliophyta","Bromeliales","19353",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"61","2019-08-27 13:25:16-03","IAP","PACA-AGP","92352","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","C.R. Lehn","C.R. Lehn",NA,"2001","05","07","Brasil","RS","Sapiranga","Alto Ferrabraz","-51.0069007873535","-29.6380996704102",NA,NA,"570","570","PACA092352",NA,NA,NA,NA,"Epífita de A. setosa (Kaulf.) Tryon. HASU 13712 Habitat: Interior da mata Hábito: epífita","Magnoliophyta","Bromeliales","11711",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"62","2019-08-27 13:25:16-03","IAP","PACA-AGP","92353","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","M. Haussen","M. Haussen",NA,"1986","07","10","Brasil","RS","Viamão","Itapuã, Morro do Coco, Praia do Guaíba.","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"PACA092353",NA,NA,NA,NA,"Epífitando um ficus sp.Flores azuis. HASU 744. Hábito: erva epífita","Magnoliophyta","Bromeliales","41667",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"63","2019-08-27 13:25:16-03","IAP","PACA-AGP","92350","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","M. Haussen","F. Gaieski",NA,"1990","08","12","Brasil","RS","Viamão","Parque Estadual de Itapuã, Praia de Fora","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"PACA092350",NA,NA,NA,NA,"HASU 2017. Habitat: Na beira da Estrada Fenofase: flor","Magnoliophyta","Bromeliales","41667",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"64","2021-03-10 14:35:04-03","UFSC","CTBS","903","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.",NA,"Maciel, José Filipe","7","2014","10","19","Brasil","Santa Catarina","Curitibanos","Rodovia Ulisses Gaboardi km 01, próximo ao Clube Pinheiros Tênis Clube.","-50.555278","-27.283889","50°33'19W","27°17'02S",NA,NA,NA,NA,NA,NA,NA,"Planta aérea, verde, bráctea do escapo elípticas, alterna espiralada, inflorescência rosa-azulada, planta em torno de 15cm, inflorescência em espiga, flores olistícas, sésseis, sépalas elípticas, agudas. Vegetação nativa, planta( Tillandsia aeranthos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-10 14:35:04-03","UFSC","CTBS","1350","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","Stanck J.","Stanck, Juliana Aparecida Teixeira & Gomes, Igor Bastos","5","2015","09","15","Brasil","Santa Catarina","Curitibanos","Rodovia Ulysses Gaboardi, República Dom Pedrito","-50.536944","-27.284444","50°32'13W","27°17'04S",NA,NA,NA,NA,"2015","09",NA,"Sobre árvores de diversas espécies, em campo com poucos individuos, epífita, flores de cor rosa na periferia e roxa no interior. Folhas alongadas formando quase que espinhos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 14:32:50-03","UFJF","CESJ","42015","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loiesel) L.B. Sm.","T.M. Machado","J.P. Braga","140","2003","11","22","Brasil","Minas Gerais","Pedralva","Serra da Pedra Branca","-45.4658012390137","-22.2427997589111",NA,NA,NA,NA,"CESJ042015",NA,"2011","02","16","Corola lilás, cálice vermelho, epífita.","Angiosperma",NA,"10929",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:32:50-03","UFJF","CESJ","40960","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loiesel) L.B. Sm.","R.C. Forzza","F.M. Ferreira","536","2003","11","08","Brasil","Minas Gerais","São Tomé das Letras","Fazenda dos Correa - Paredão","-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,"CESJ040960",NA,"2003","11",NA,"Erva rupícola, heliófita, forma pequena população. Brácteas rosas e flores roxas.","Angiosperma",NA,"16076",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:19:09-03","UNICAMP","UEC","198744","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","Romanini, RP","Romanini, RP; Martins, SE","409","2016","10","26","Brazil","Rio Grande do Sul","Riozinho","Alto da Serra do Umbu, estradinha à esquerda do Capitel de Santo Antônio","-50.361944","-29.503889","-50.361944","-29.503889","886","886","UEC161268","UEC161268","2016","10","26","Brácteas rosa forte, claras depois da antese; sépalas mais claras que as brácteas; pétalas azul-violeta.; Epífita em araucárias isoladas em capão, árvores altas, em sombra/","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-19 14:05:21-03","UFRPE","PEUFR","474","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B. Sm.",NA,"A. Lima","3221","1958","07","15","Brasil","Rio Grande do Sul","Santa Maria","Serrita","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"PEUFR000474",NA,NA,NA,NA,"Inflorescência e sépalas róseas; flor roxa",NA,NA,"37819",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-04 13:19:01-03","UDESC","LUSC","237","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","Liz, J.P.C. de",NA,NA,"2006","11","03","Brasil","Santa Catarina","Lages","Serra do Mirador.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"LUSC000800","LUSC000800",NA,NA,NA,NA,NA,NA,"70701",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-01-17 11:22:57-02","PUCRS","MPUC","489","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","R. Rabello",NA,NA,"1969","01","01","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"72","2019-01-17 11:22:57-02","PUCRS","MPUC","19122","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","A. Trojan","G.M. Fernandes",NA,"1995","08","25","Brasil","RS","Barra do Quaraí","Parque Estadual do Espinilho","-57.5561111","-30.2097222","-57.5561111000","-30.2097222000",NA,NA,NA,NA,"1995","01","01",NA,NA,"Poales",NA,"3",NA,"South America",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"73","2019-01-17 11:22:57-02","PUCRS","MPUC","2297","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","G.C. Hiltl",NA,NA,"1980","09","16","Brasil","RS","Viamão","Parque Saint#?#Hilaire","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,"1980","01","01",NA,NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,"767",NA,NA,NA,NA
"74","2019-01-17 11:22:57-02","PUCRS","MPUC","14529","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","P.J.S. Silva Filho",NA,NA,"2008","08","26","Brasil","RS","Viamão","Lago Tarumã","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,"2011","01","01","Epífita",NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,"1067",NA,NA,NA,NA
"75","2019-01-17 11:22:57-02","PUCRS","MPUC","7794","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","L. Salim",NA,NA,"1973","08","18","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,"2006","01","01",NA,NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"76","2020-01-24 17:51:10-03","PUCRS","MPUC","18514","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","T. Strehl",NA,NA,"1995","07","07","Brasil","RS","Quaraí","Cerro do Jarau","-56.5391666667","-30.1725","-56.5391666667","-30.1725000000",NA,NA,NA,NA,"1995","01","01",NA,NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,NA,"241","241",NA,NA
"77","2020-01-24 17:51:10-03","PUCRS","MPUC","18513","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","T. Strehl",NA,NA,"1992","09","11","Brasil","RS","Quaraí","Cerro do Jarau","-56.5391666667","-30.1725","-56.5391666667","-30.1725000000",NA,NA,NA,NA,"1995","01","01",NA,NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,NA,"241","241",NA,NA
"78","2019-01-17 11:22:57-02","PUCRS","MPUC","18512","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","H.M. Büneker",NA,NA,"1986","08","30","Brasil","RS","Uruguaiana",".","-57.0880556","-29.755","-57.0880556000","-29.7550000000",NA,NA,NA,NA,"2012","01","01",NA,NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"79","2019-01-17 11:22:57-02","PUCRS","MPUC","18515","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","F.L.T. de Rosso",NA,NA,"1983","10","24","Brasil","RS","Uruguaiana","Rua 27 de outubro, 1869","-57.0880556","-29.755","-57.0880556000","-29.7550000000",NA,NA,NA,NA,"1983","01","01",NA,NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"80","2019-01-17 11:22:57-02","PUCRS","MPUC","18322","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","L.B. Smith",NA,NA,"1984","07","29","Brasil","RS","Flores da Cunha",".","-51.1816667","-29.0288889","-51.1816667000","-29.0288889000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"81","2019-01-17 11:22:57-02","PUCRS","MPUC","18510","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","H.M. Büneker",NA,NA,"1986","08","30","Brasil","RS","Uruguaiana",".","-57.0880556","-29.755","-57.0880556000","-29.7550000000",NA,NA,NA,NA,"2012","01","01",NA,NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"82","2019-01-17 11:22:57-02","PUCRS","MPUC","16112","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","Arlete Ana",NA,NA,"1976","09","21","Brasil","RS","Porto Alegre","Bairro Tristeza","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,"1976","01","01",NA,NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"83","2019-01-17 11:22:57-02","PUCRS","MPUC","18326","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","F. Stichtenoth",NA,NA,"1986","10","11","Brasil","RS","Sobradinho","Linha Quinca","-53.0285987854004","-29.4214000701904",NA,NA,NA,NA,NA,NA,"1986","01","01",NA,NA,"Poales","15790","2","auto","South America",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"84","2019-01-17 11:22:57-02","PUCRS","MPUC","226","S","Plantae","Bromeliaceae","Tillandsia","bicolor","Tillandsia bicolor","Ir. Augusto - F. S. C. (A. Duflot)","Ir. Augusto",NA,NA,"1943","11","06","Brasil","RS","Canoas",".","-51.1836111","-29.9180556","-51.1836111000","-29.9180556000",NA,NA,NA,NA,NA,NA,NA,"Coletada no mato",NA,"Poales",NA,"1",NA,"South America",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"85","2020-10-14 10:00:11-03","FURB","FURB","17522","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","Link, O","Link, O.; Demeda, C.; Gaio, J. & Gonzatti, F.","3","2015","09","12","Brasil","Rio Grande do Sul","Osório","Fazenda do Arroio.","-50.2127778","-29.9736111","-50.2127778","-29.9736111","3","3","FURB47178","FURB47178","2015","10","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-08 08:50:45-03","FURB","FURB","53681","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","Radtke, G.M.","Valduga, E.","409","2012","09","06","Brasil","Rio Grande do Sul","Santiago",NA,"-54.9027778","-29.225","-54.9027778","-29.2250000","413","413","FURB53681","FURB53681","2015","06","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-14 10:00:11-03","FURB","FURB","53680","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","Radtke, G.M.","Valduga, E.","434","2012","09","08","Brasil","Rio Grande do Sul","Quaraí","Cerro do Jarau.","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"FURB53680","FURB53680","2015","06","12",NA,NA,NA,"74636",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-16 17:54:13-03","UCS","HUCS","39341","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Radtke, G.M.","Valduga, E.","409","2012","09","06","Brasil","Rio Grande do Sul","Santiago",NA,"-54.90275","-29.225083","-54.90275","-29.225083","413","413",NA,NA,"2015","06","12","sobre tronco de Schinus, em bordo de mata","Angiospermae","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-16 17:54:13-03","UCS","HUCS","39347","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Radtke, G.M.","Valduga, E.","416","2012","09","06","Brasil","Rio Grande do Sul","Santiago",NA,"-54.898722","-29.23275","-54.898722","-29.23275","389","389",NA,NA,"2015","06","12","epífita sobre troncos de Schinus","Angiospermae","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-16 17:54:13-03","UCS","HUCS","39350","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Radtke, G.M.","Valduga, E.","426","2012","09","07","Brasil","Rio Grande do Sul","Unistalda",NA,"-55.193139","-29.06675","-55.193139","-29.06675","296","296",NA,NA,"2015","06","12","em bordo da mata, epífita","Angiospermae","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-16 17:54:13-03","UCS","HUCS","39351","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Radtke, G.M.","Valduga, E.","417","2012","09","06","Brasil","Rio Grande do Sul","Santiago",NA,"-54.898167","-29.23275","-54.898167","-29.23275","389","389",NA,NA,"2015","06","12","epífita sobre tronco de Schinus, em bordo da mata","Angiospermae","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-16 17:54:13-03","UCS","HUCS","44521","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Link, O.","Link, O.","3","2015","09","12","Brasil","Rio Grande do Sul","Osório","Fazenda do Arroio","-50.21275","-29.973722","-50.21275","-29.973722","3","3",NA,NA,"2015","10","27","epífito, flores com coloração roxa e rosa","Angiospermae","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-16 17:54:13-03","UCS","HUCS","50732","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Gonzatti, F.","Gonzatti, F.","5213","2019","11","12","Brasil","Rio Grande do Sul","Torres","Parque Estadual do Itapeva,ao longo da Trilha principal de Educação Ambiental, saindo do Parque","-49.761389","-29.379167","-49.761389","-29.379167","40","40",NA,NA,"2020","01",NA,"Epífito em tronco de árvore isolado em área em sucessão.","Angiospermae","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-16 17:54:13-03","UCS","HUCS","51221","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","et al.; Ramos, K.C.","Gonzatti, F.","5545","2020","10","15","Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico de Caxias do Sul","-51.152778","-29.139722","-51.152778","-29.139722","830","830",NA,NA,"2020","10","22","erva epífita em tronco de árvore, no interior da mata. Brácteas florais rosa intenso.","Angiospermae","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-16 17:54:13-03","UCS","HUCS","51222","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","et al.; Ramos, K.C.","Abreu, F.P.","201","2020","10","08","Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico de Caxias do Sul","-51.152778","-29.139722","-51.152778","-29.139722","830","830",NA,NA,"2020","10","22","epífita em bordo de mata.","Angiospermae","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-16 17:54:13-03","UCS","HUCS","3335","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Smith, S.F.","Wasum, R.A.","s.n.","1987","10","09","Brasil","Rio Grande do Sul","Caxias do Sul",NA,"-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,NA,"1987","12",NA,"Epífita na mata","Angiospermae","Poales","49662",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
