"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","infraspecificEpithet","class","yearIdentified","monthIdentified","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","typeStatus","previousCatalogNumber","sex"
"191","2019-11-27 13:48:38-03","UFS","ASE","25094","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Oliveira, DG","Prata, AP; Oliveira, DG; Gomes, LA; Barbosa, P; Santos, E","3241","2012","08","06","Southern America","Brasil","Sergipe","Porto da Folha","Povoado Lagoa do Rancho, Entrando do lado esquerdo em direção a fazenda do Srº Emanuel.","-37.278056","-9.917222",NA,"Trepadeira. Frutos imaturos verdes. UTM: 0670055 & 8897859.; Trepadeira. Frutos imaturos verdes. UTM: 0670055 & 8897859.; Caatinga.","ASE0030152",NA,NA,NA,NA,NA,"-37.278056","-9.917222","pubescens",NA,"2012","09",NA,NA,NA,NA,NA,NA,NA
"192","2019-11-27 13:48:38-03","UFS","ASE","3571","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Vanni, R","Carneiro, EM","ASE3571","1983","10","18","Southern America","Brasil","Sergipe","São Cristóvão",NA,"-37.206389","-11.014722",NA,"erva rastejante. flores amarelas.; erva rastejante. flores amarelas.","ASE0015107",NA,"47","47",NA,NA,"-37.206389","-11.014722","pubescens",NA,"2012","05",NA,NA,NA,NA,NA,NA,NA
"193","2019-11-27 13:48:37-03","UFS","ASE","18827","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Gomes-Silva, A","Alves, J","51","2008","08","20","Southern America","Brasil","Pernambuco","Ibimirim","Serra Negra, Na subida da Serra, caminho ao lado esquerdo da casa de apoio do ibama.","-38.024722","-8.652778",NA,"Trepadeira. Flores amarelo intenso.; Trepadeira. Flores amarelo intenso.","ASE0025297",NA,NA,NA,NA,NA,"-38.024722","-8.652778","pubescens",NA,"2010","09",NA,"20",NA,NA,NA,NA,NA
"194","2019-11-27 13:48:37-03","UFS","ASE","31783","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Souza, JRP","Souza, JRP; Bezerra, MAO","70","2013","11","10","Southern America","Brasil","Sergipe","Poço Redondo","Grota do Angico; Lagoa Seca.","-37.4055","-9.395",NA,"Várias flores amarelas na haste.; Caatinga.","ASE0003001","ASE0003001",NA,NA,NA,NA,"-37.4055","-9.395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-11-27 13:48:37-03","UFS","ASE","31782","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Souza, JRP","Souza, JRP; Bezerra, MAO","69","2013","11","10","Southern America","Brasil","Sergipe","Poço Redondo","Grota do Angico; Lagoa Seca.","-37.4055","-9.395",NA,"Várias flores amarelas na haste.; Caatinga.","ASE0003000","ASE0003000",NA,NA,NA,NA,"-37.4055","-9.395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-11-27 13:48:37-03","UFS","ASE","31784","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Souza, JRP","Souza, JRP; Bezerra, MAO","71","2013","11","10","Southern America","Brasil","Sergipe","Poço Redondo","Grota do Angico; Lagoa Seca.","-37.4055","-9.395",NA,"Várias flores amarelas na haste.; Caatinga.","ASE0003002","ASE0003002",NA,NA,NA,NA,"-37.4055","-9.395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-11-27 13:48:37-03","UFS","ASE","31543","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Souza, JRP","Souza, JRP; Bezerra, MAO","12","2012","11","09","Southern America","Brasil","Sergipe","Poço Redondo","Grota do Angico; Lagoa Sede.","-37.4108","-9.3956",NA,"Caatinga","ASE0003540",NA,NA,NA,NA,NA,"-37.4108","-9.3956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-11-27 13:48:37-03","UFS","ASE","16777","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Machado, WJ","Machado, WJ; Gomes, LA; Santos, V; Jesus, JB","197","2010","02","09","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.4103","-9.4819",NA,"Trepadeira, folhas compostas, flor dialipétala (pétalas amarelas) e gamossépala (sépalas verdes).; Trepadeira, folhas compostas, flor dialipétala (pétalas amarelas) e gamossépala (sépalas verdes).; Caatinga (trilha)","ASE0023575",NA,NA,NA,NA,NA,"-37.4103","-9.4819","pubescens",NA,"2011","01",NA,NA,NA,NA,NA,NA,NA
"199","2019-11-27 13:48:37-03","UFS","ASE","18712","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Machado, WJ","Machado, WJ; Jesus, JB; Andrade, VM","507","2010","06","21","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.4103","-9.4819",NA,"Trepadeira, flor amarela, frutos verdes.; Trepadeira, flor amarela, frutos verdes.; Caatinga","ASE0027335",NA,NA,NA,NA,NA,"-37.4103","-9.4819","pubescens",NA,"2010","09",NA,NA,NA,NA,NA,NA,NA
"200","2019-11-27 13:48:37-03","UFS","ASE","17793","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Vanni, R","Prata, AP; Carregosa, T; Machado, WJ; Melo, DS","2522","2010","08","14","Southern America","Brasil","Sergipe","Poço Verde","Assentamento Jacurici","-38.11","-10.423",NA,"Trepadeira, flores com pétalas amarelas.; Trepadeira, flores com pétalas amarelas.; Caatinga","ASE0024646",NA,NA,NA,NA,NA,"-38.11","-10.423",NA,NA,"2014","01",NA,"21",NA,NA,NA,NA,NA
"201","2019-11-27 13:48:37-03","UFS","ASE","18798","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Vanni, R","Ferreira, EVR; Gonçalves, FB; Santos, E; Soares, SM; Santana, VS","218","2010","11","16","Southern America","Brasil","Sergipe","Poço Verde","Fazenda Santa Maria da Lage","-38.11","-10.423",NA,"Caatinga","ASE0025060",NA,NA,NA,NA,NA,"-38.11","-10.423",NA,NA,"2014","01",NA,"21",NA,NA,NA,NA,NA
"202","2019-11-27 13:48:37-03","UFS","ASE","29929","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Silva, ACC","Farias, MCV; Santos, E; Santana, JP; Souza, AF","450","2013","09","12","Southern America","Brasil","Sergipe","Riachão do Dantas","Fazenda Zezé Rocha","-38.416861","-10.113722",NA,"Trepadeira. Flor amarela.","ASE0001425",NA,NA,NA,NA,NA,"-38.416861","-10.113722",NA,NA,"2013","12",NA,"05",NA,NA,NA,NA,NA
"203","2019-11-27 13:48:37-03","UFS","ASE","14829","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Vanni, R","Silva, AG; Barbosa, JIS","1359","2009","08","31","Southern America","Brasil","Pernambuco","Buíque","Parque Nacional de Catimbau","-37.160825","-8.614225",NA,"Trepadeira. Flores amarelas.; Trepadeira. Flores amarelas.; Caatinga.","ASE0021991",NA,NA,NA,NA,NA,"-37.160825","-8.614225","pubescens",NA,"2012","05",NA,NA,NA,NA,NA,NA,NA
"204","2019-11-27 13:48:37-03","UFS","ASE","16198","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd",NA,"Prata, AP; Costa, SM; Nascimento - Júnior, JE","1881","2009","11","11","Southern America","Brasil","Bahia","Pilão Arcado","Dunas de Salinas","-42.3015","-10.0012",NA,"Trepadeira. Flor amarela.; Trepadeira. Flor amarela.","ASE0023270",NA,NA,NA,NA,NA,"-42.3015","-10.0012","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-11-27 13:48:37-03","UFS","ASE","1757","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Vanni, R","Viana, G","456","1981","11","27","Southern America","Brasil","Sergipe","Pinhão","Margem da rod.","-37.722778","-10.567222",NA,"trepadeira. flores amarelas, folhas composta e alternas. frequente; trepadeira. flores amarelas, folhas composta e alternas. frequente; caatinga","ASE0013771",NA,NA,NA,NA,NA,"-37.722778","-10.567222","pubescens",NA,"2012","05",NA,NA,NA,NA,NA,NA,NA
"206","2019-11-27 13:48:37-03","UFS","ASE","19822","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Machado, WJ","Machado, WJ; Santos, LAS; Menezes, IRN; Jesus, JB","551","2010","07","23","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.684167","-9.805278",NA,"Erva. Flor com pétalas amarelas e sépalas verdes.; Erva. Flor com pétalas amarelas e sépalas verdes.; Caatinga","ASE0027363",NA,NA,NA,NA,NA,"-37.684167","-9.805278","pubescens",NA,"2010","10",NA,NA,NA,NA,NA,NA,NA
"207","2019-11-27 13:48:37-03","UFS","ASE","19834","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Machado, WJ","Machado, WJ; Santos, LAS; Menezes, IRN; Jesus, JB","563","2010","07","24","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.684167","-9.805278",NA,"Trepadeira. Flor amarela, fruto tipo legume verde.; Trepadeira. Flor amarela, fruto tipo legume verde.; Caatinga (trilha)","ASE0027371",NA,NA,NA,NA,NA,"-37.684167","-9.805278","pubescens",NA,"2010","10",NA,NA,NA,NA,NA,NA,NA
"208","2019-11-27 13:48:38-03","UFS","ASE","20013","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Machado, WJ","Machado, WJ; Jesus, JB","742","2010","09","30","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.684167","-9.805278",NA,"Trepadeira. Flores amarelas, frutos verdes.; Trepadeira. Flores amarelas, frutos verdes.","ASE0012445",NA,NA,NA,NA,NA,"-37.684167","-9.805278","pubescens",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA
"209","2019-11-27 13:48:38-03","UFS","ASE","25094","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Oliveira, DG","Prata, AP; Oliveira, DG; Gomes, LA; Barbosa, P; Santos, E","3241","2012","08","06","Southern America","Brasil","Sergipe","Porto da Folha","Povoado Lagoa do Rancho, Entrando do lado esquerdo em direção a fazenda do Srº Emanuel.","-37.278056","-9.917222",NA,"Trepadeira. Frutos imaturos verdes. UTM: 0670055 & 8897859.; Trepadeira. Frutos imaturos verdes. UTM: 0670055 & 8897859.; Caatinga.","ASE0030152",NA,NA,NA,NA,NA,"-37.278056","-9.917222","pubescens",NA,"2012","09",NA,NA,NA,NA,NA,NA,NA
"210","2019-11-27 13:48:38-03","UFS","ASE","3571","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Vanni, R","Carneiro, EM","ASE3571","1983","10","18","Southern America","Brasil","Sergipe","São Cristóvão",NA,"-37.206389","-11.014722",NA,"erva rastejante. flores amarelas.; erva rastejante. flores amarelas.","ASE0015107",NA,"47","47",NA,NA,"-37.206389","-11.014722","pubescens",NA,"2012","05",NA,NA,NA,NA,NA,NA,NA
"211","2019-11-27 13:48:37-03","UFS","ASE","18827","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Gomes-Silva, A","Alves, J","51","2008","08","20","Southern America","Brasil","Pernambuco","Ibimirim","Serra Negra, Na subida da Serra, caminho ao lado esquerdo da casa de apoio do ibama.","-38.024722","-8.652778",NA,"Trepadeira. Flores amarelo intenso.; Trepadeira. Flores amarelo intenso.","ASE0025297",NA,NA,NA,NA,NA,"-38.024722","-8.652778","pubescens",NA,"2010","09",NA,"20",NA,NA,NA,NA,NA
"212","2019-11-27 13:48:37-03","UFS","ASE","16777","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Machado, WJ","Machado, WJ; Gomes, LA; Santos, V; Jesus, JB","197","2010","02","09","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.4103","-9.4819",NA,"Trepadeira, folhas compostas, flor dialipétala (pétalas amarelas) e gamossépala (sépalas verdes).; Trepadeira, folhas compostas, flor dialipétala (pétalas amarelas) e gamossépala (sépalas verdes).; Caatinga (trilha)","ASE0023575",NA,NA,NA,NA,NA,"-37.4103","-9.4819","pubescens",NA,"2011","01",NA,NA,NA,NA,NA,NA,NA
"213","2019-11-27 13:48:37-03","UFS","ASE","18712","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(DC.) Rudd","Machado, WJ","Machado, WJ; Jesus, JB; Andrade, VM","507","2010","06","21","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.4103","-9.4819",NA,"Trepadeira, flor amarela, frutos verdes.; Trepadeira, flor amarela, frutos verdes.; Caatinga","ASE0027335",NA,NA,NA,NA,NA,"-37.4103","-9.4819","pubescens",NA,"2010","09",NA,NA,NA,NA,NA,NA,NA
"214","2021-03-01 16:30:08-03","UNICAMP","UEC","161762","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Nunes, E","Nunes, E","s.n.","1984","05","30",NA,"Brazil","Ceará","Aiuaba","Estação Ecológica de Aiuaba, Lingueta do INCRA.","-40.205814","-6.950581",NA,"Trepadeira. Flor amarela.; Carrasco.","UEC009608","UEC009608",NA,NA,NA,NA,"-40.205814","-6.950581",NA,NA,"1984","08",NA,"22",NA,NA,NA,NA,NA
"215","2021-03-01 16:30:08-03","UNICAMP","UEC","161912","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Fernandes, A","Fernandes, A; Matos, FJA","s.n.","1986","02","15",NA,"Brazil","Pernambuco",NA,"Entre Salgueiro e Paramirim",NA,NA,NA,"Trepadeira. Flor amarela.","UEC009458","UEC009458",NA,NA,NA,NA,NA,NA,NA,NA,"1986","03",NA,"06",NA,NA,NA,NA,NA
"216","2021-03-01 16:30:08-03","UNICAMP","UEC","123753","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Fortuna-Perez, AP","Schütz Rodrigues, R; Belinello, R; Flores, AS; Barbosa, AR; Simões, AO","1343","2002","01","21",NA,"Brazil","Bahia","Abaíra","Estrada de terra para Catolés, ca. 9km após entroncamento com rod. BA-148.","-41.752778","-13.302194",NA,"Trepadeira, corola amarela.; Beira de estrada.","UEC051673","UEC051673","880","880",NA,NA,"-41.752778","-13.302194","pubescens",NA,"2010","03",NA,NA,NA,NA,NA,NA,NA
"217","2021-03-01 16:30:08-03","UNICAMP","UEC","161680","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Nunes, E; Fernandes, A","Fernandes, A; Nunes, E","s.n.","1996","09","04",NA,"Brazil","Bahia",NA,"Próximo ao Senhor do Bonfim, Capoeira.",NA,NA,NA,"Trepadeira. Flor amarela.","UEC039010","UEC039010",NA,NA,NA,NA,NA,NA,"pubescens",NA,"1996","09",NA,"23",NA,NA,NA,NA,NA
"218","2021-03-01 16:30:08-03","UNICAMP","UEC","162025","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Fernandes, A","Fernandes, A","s.n.","1973","08","24",NA,"Brazil","Ceará",NA,"Chapada de Ibiapaba",NA,NA,NA,"Trepadeira.; Carrasco.","UEC009083","UEC009083",NA,NA,NA,NA,NA,NA,"pubescens",NA,"1973","10",NA,"24",NA,NA,NA,NA,NA
"219","2021-03-01 16:30:08-03","UNICAMP","UEC","74530","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Nunes, E; Fernandes, A","Fernandes, A; Nunes, E","s.n.","1996","09","07",NA,"Brazil","Bahia",NA,"Estrada para Canche, próximo a Jeremoabo",NA,NA,NA,"Trepadeira. Flor amarela.","UEC009150","UEC009150",NA,NA,NA,NA,NA,NA,"pubescens",NA,"1996","09",NA,"23",NA,NA,NA,NA,NA
"220","2021-03-01 16:30:08-03","UNICAMP","UEC","7708","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Sciamarelli, A","Leitão Filho, HF; Andrade, JB; Milanez, AC","7921","1978","05","25",NA,"Brazil","Minas Gerais",NA,"ROd. BR-116 (Rio - Bahia), km 839.",NA,NA,NA,"Trepadeira, flores amarelas.","UEC051690","UEC051690",NA,NA,NA,NA,NA,NA,"pubescens",NA,"1992","07",NA,NA,NA,NA,NA,NA,NA
"221","2021-03-01 16:30:08-03","UNICAMP","UEC","7709","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Fortuna-Perez, AP","Montouchet, P","2210","1976","02","07",NA,"Brazil","Bahia",NA,"Sertão de Cícero Dantas.",NA,NA,NA,"Trepadeira de flores amarelas.","UEC051680","UEC051680",NA,NA,NA,NA,NA,NA,"pubescens",NA,"2006","01",NA,NA,NA,NA,NA,NA,NA
"222","2021-03-01 16:30:08-03","UNICAMP","UEC","161898","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Bezerra, P; Fernandes, A","Cavalcanti, FS","654","2000","02","20",NA,"Brazil","Bahia","Jacobina","Saída para Morro do Chapéu","-40.5182991027832","-11.1806001663208",NA,"Erva trepadeira. Flor amarela.","UEC009406","UEC009406",NA,NA,"62396","auto",NA,NA,NA,NA,"2000","04",NA,"07",NA,NA,NA,NA,NA
"223","2021-03-01 16:30:08-03","UNICAMP","UEC","161764","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Bezerra, P; Fernandes, A","Fernandes, A; Matos","s.n.","1978","02","02",NA,"Brazil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,"Trepadeira.","UEC009606","UEC009606",NA,NA,"98143","auto",NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-01 16:30:08-03","UNICAMP","UEC","161778","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Bezerra, P; Fernandes, A","Nunes, E; Castro, AJ","s.n.","1979","06","11",NA,"Brazil","Ceará","Crateús","Na descida dos Tucns-Serra da Ibiapaba.","-40.6775016784668","-5.1783299446106",NA,"Trepadeira. Flor amarela.; Carrasco.","UEC009603","UEC009603",NA,NA,"43216","auto",NA,NA,NA,NA,"1979","07",NA,"10",NA,NA,NA,NA,NA
"225","2021-03-01 16:30:08-03","UNICAMP","UEC","161761","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Bezerra, P; Fernandes, A","Fernandes, A; Martins, P","s.n.","1981","05","26",NA,"Brazil","Ceará","Guaraciaba do Norte","Andrade.","-40.747501373291","-4.16694021224976",NA,"Trepadeira. Flor amarela.; Carrasco.","UEC009609","UEC009609",NA,NA,"39588","auto",NA,NA,NA,NA,"1981","06",NA,"24",NA,NA,NA,NA,NA
"226","2021-03-01 16:30:08-03","UNICAMP","UEC","90060","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Fernandes, A","Fernandes, A","s.n.","1959","05","17",NA,"Brazil","Ceará","Guaramiranga","Serra de Baturité","-38.9331016540527","-4.26332998275757",NA,"Trepadeira. Flor amarela.","UEC009151","UEC009151",NA,NA,"13198","auto",NA,NA,"pubescens",NA,"1961","06",NA,"10",NA,NA,NA,NA,NA
"227","2019-08-20 10:12:36-03","UNICAMP","UEC","74296","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Fernandes, A","Fernandes, A; Alves, AS; Custódio, AV","s.n.","1991","06","07",NA,"Brazil","Ceará","Tianguá",NA,"-40.99169921875","-3.7322199344635",NA,NA,"UEC009147","UEC009147",NA,NA,"36695","auto",NA,NA,NA,NA,"1991","06",NA,"07",NA,NA,NA,NA,NA
"228","2021-03-01 16:30:08-03","UNICAMP","UEC","161911","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Bezerra, P; Fernandes, A","Fernandes, A; Nunes, E","s.n.","1980","04","24",NA,"Brazil","Ceará","Tianguá","Chapada da Ibiapaba, Carrasco.","-40.99169921875","-3.7322199344635",NA,"Trepadeira. Flor amarela.","UEC009457","UEC009457",NA,NA,"36695","auto",NA,NA,NA,NA,"1980","07",NA,"03",NA,NA,NA,NA,NA
"229","2021-03-01 16:30:08-03","UNICAMP","UEC","89718","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Fernandes, A","Fernandes, A","s.n.","1991","07","05",NA,"Brazil","Ceará","Tianguá","Chapada de Ibiapaba, Carrasco.","-40.99169921875","-3.7322199344635",NA,"Trepadeira. Flor amarela.","UEC009148","UEC009148",NA,NA,"36695","auto",NA,NA,NA,NA,"1991","07",NA,"05",NA,NA,NA,NA,NA
"230","2021-03-01 16:30:08-03","UNICAMP","UEC","161765","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Bezerra, P; Fernandes, A","Fernandes, A; Matos","s.n.","1977","09","17",NA,"Brazil","Pernambuco","Caruaru","Estrada Brejo dos Cavalos.","-35.9761009216309","-8.28332996368408",NA,"Flor amarela.","UEC009605","UEC009605",NA,NA,"35136","auto",NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-01 16:30:08-03","UNICAMP","UEC","74531","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Bezerra, P; Fernandes, A","Fernandes, A; Matos, FJA","s.n.","1979","07","02",NA,"Brazil","Pernambuco","Triunfo","Terreno brejado","-38.1016998291016","-7.83805990219116",NA,"Escandente. Flor amarela.","UEC009154","UEC009154",NA,NA,"14606","auto",NA,NA,"pubescens",NA,"1979","07",NA,"17",NA,NA,NA,NA,NA
"232","2021-03-01 16:30:08-03","UNICAMP","UEC","74230","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Bezerra, P; Fernandes, A","Nunes, E; Castro, AJ","s.n.","1979","06","11",NA,"Brazil","Piauí","Castelo do Piauí","No caminho para os Tucuns, Depois de Buriti do Monte. Carrasco.","-41.5525016784668","-5.32221984863281",NA,"Trepadeira. Flor amarela.","UEC009153","UEC009153",NA,NA,"51421","auto",NA,NA,NA,NA,"1979","07",NA,"10",NA,NA,NA,NA,NA
"233","2021-03-01 16:30:08-03","UNICAMP","UEC","80092","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Bezerra, P; Fernandes, A","Fernandes, A; Nunes, E","s.n.","1980","04","17",NA,"Brazil","Piauí","São Miguel do Tapuio","Caminho para Tucuns, Carrasco.","-41.323299407959","-5.50361013412476",NA,"Trepadeira. Flor amarela.","UEC009149","UEC009149",NA,NA,"93464","auto",NA,NA,"pubescens",NA,"1980","05",NA,"13",NA,NA,NA,NA,NA
"234","2021-03-01 16:30:08-03","UNICAMP","UEC","123753","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Fortuna-Perez, AP","Schütz Rodrigues, R; Belinello, R; Flores, AS; Barbosa, AR; Simões, AO","1343","2002","01","21",NA,"Brazil","Bahia","Abaíra","Estrada de terra para Catolés, ca. 9km após entroncamento com rod. BA-148.","-41.752778","-13.302194",NA,"Trepadeira, corola amarela.; Beira de estrada.","UEC051673","UEC051673","880","880",NA,NA,"-41.752778","-13.302194","pubescens",NA,"2010","03",NA,NA,NA,NA,NA,NA,NA
"235","2021-03-01 16:30:08-03","UNICAMP","UEC","161680","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Nunes, E; Fernandes, A","Fernandes, A; Nunes, E","s.n.","1996","09","04",NA,"Brazil","Bahia",NA,"Próximo ao Senhor do Bonfim, Capoeira.",NA,NA,NA,"Trepadeira. Flor amarela.","UEC039010","UEC039010",NA,NA,NA,NA,NA,NA,"pubescens",NA,"1996","09",NA,"23",NA,NA,NA,NA,NA
"236","2021-03-01 16:30:08-03","UNICAMP","UEC","162025","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(A.DC.) Rudd","Fernandes, A","Fernandes, A","s.n.","1973","08","24",NA,"Brazil","Ceará",NA,"Chapada de Ibiapaba",NA,NA,NA,"Trepadeira.; Carrasco.","UEC009083","UEC009083",NA,NA,NA,NA,NA,NA,"pubescens",NA,"1973","10",NA,"24",NA,NA,NA,NA,NA
