"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","typeStatus","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","dayIdentified","relatedCatalogItem","fieldNumber","sex"
"11","2020-02-08 10:12:17-03","NBC","NL-BOTANY","U.1177948","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.",NA,NA,NA,"Belém RP","1968","07","09","Brazil",NA,NA,"Brasil. Espirito Santo. Margem da Rodovia Colatina-Vi-toria. 45km leste de Colatina.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1177948 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-U1177948","NL-U1177948",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:03:56-03","ESALQ","ESA","102285","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Orthophytum","compactum","Orthophytum compactum",NA,"Wanderley, M.G.L.","2006","06","Marcio","1976","01","28","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807","101169",NA,NA,"auto",NA,"14062.0",NA,NA,"ESA102285","ESA102285",NA,NA,NA,NA,NA,"01",NA,NA,NA
"13","2021-03-24 17:08:47-03","UFES","SAMES","8183","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","PintoJunior,H.V.","2019","01","Pinto Junior,H.V.; W.S.Justino.;T.Sperandio.;N.S.S.braga.","2017","12","08","Brasil","Espírito Santo","Nova Venécia","APA PEDRA DO ELEFANTE.","-40.4006004333496","-18.710599899292","42400",NA,"Folhas verdes, inflorecência branca, sol, abundante.","auto",NA,"361",NA,NA,"SAMES08183",NA,NA,NA,NA,"-404611111.0","-187700000.0","15",NA,NA,NA
"14","2021-03-24 17:08:47-03","UFES","SAMES","943","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","R.C.Forzza","2019","09","Menezes,L.F.T.; Fanticelle,B.S.;Coelho,R.;Scheidegger,A.F.A.",NA,NA,NA,"Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Topo da Pedra do Elefante.","-40.4006004333496","-18.710599899292","42400",NA,"Planta terrestre desenvolvendo-se em bosque, no topo de pedra.","auto",NA,"2129",NA,NA,"SAMES00943",NA,NA,NA,NA,NA,NA,"03",NA,NA,NA
"15","2021-03-24 17:08:47-03","UFES","SAMES","9603","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.",NA,NA,NA,"Cavalcanti, D.; Nepomuceno, A. & Pena, T.","2019","10","02","Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental (APA) da Pedra do Elefante, Pedra que fica atrás da Pedra do Elefante, Ponto mais alto da Pedra, Indivíduos encontrados na sombra e no sol.","-40.4006004333496","-18.710599899292","42400",NA,"Erva terrícola (solo raso sobre afloramento rochoso), folhas verdes e pétalas alvas. Habito: Erva","auto",NA,"925",NA,NA,"SAMES09603",NA,NA,NA,NA,"-404625000.0","-187777778.0",NA,NA,NA,NA
"16","2019-08-20 09:59:13-03","UNICAMP","UEC","6825","S","Plantae","Liliopsida",NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Wanderley, MDGL","2001","08","Cruz, ND; Shepherd, GJ","1978","11","18","Brazil","Minas Gerais",NA,"Serra do Caraça, 70km a sudeste de Belo",NA,NA,NA,NA,"flor, Flores Brancas",NA,NA,"6455",NA,NA,"UEC057691","UEC057691",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-09-27 18:04:03-03","UFES","VIES","40903","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Pena, N.T.L.","2016","10","Pena, N.T.L.; Freitas, J.; Silva, L.A.; Souza, W.O.; Luber, J. & Sossai, B.G.","2015","03","25","Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto",NA,"166",NA,NA,"VIES040903","VIES040903",NA,NA,NA,NA,NA,"10",NA,NA,NA
"18","2019-09-27 18:04:03-03","UFES","VIES","40943","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Pena, N.T.L.","2016","10","Pena, N.T.L.; Freitas, J.; Silva, L.A.; Souza, W.O.; Luber, J. & Sossai, B.G.","2015","03","25","Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto",NA,"167",NA,NA,"VIES040943","VIES040943",NA,NA,NA,NA,NA,"10",NA,NA,NA
"19","2019-09-27 18:04:03-03","UFES","VIES","40965","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Pena, N.T.L.","2016","10","Pena, N.T.L.; Alves-Araújo, A.; Souza, W.O. & Luber, J.","2015","05","05","Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto",NA,"259",NA,NA,"VIES040965","VIES040965",NA,NA,NA,NA,NA,"10",NA,NA,NA
"20","2019-09-27 18:04:03-03","UFES","VIES","41122","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Pena, N.T.L.","2015","11","Pena, N.T.L.; Alves-Araújo, A; Souza, W.O.","2015","11","06","Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto",NA,"524",NA,NA,"VIES041122","VIES041122",NA,NA,NA,NA,NA,"10",NA,NA,NA
"21","2019-06-27 10:24:21-03","UFES","VIES","38473","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Forzza, R.C.","2014",NA,"Forzza, R.C.; Hmeljevski, K. & Medeiros, H.","2014","02","16","Brasil","Espírito Santo","Vila Pavão",NA,"-40.611400604248","-18.6149997711182","19647",NA,NA,"auto",NA,"7877",NA,NA,"VIES038473","VIES038473","10","10",NA,NA,NA,NA,NA,NA,NA
"22","2020-04-27 16:09:06-03","UFES","VIES","26375","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Coser, T.S.","2011","06","Coser, T.S.; Sarnaglia Júnior, V.B. & Wangler, M.S.","2011","06","07","Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708","57036",NA,NA,"auto",NA,"467",NA,NA,"VIES026375","VIES026375",NA,NA,NA,NA,NA,"07",NA,NA,NA
"23","2019-09-27 18:04:03-03","UFES","VIES","38993","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Pena, N.T.L.","2016","10","Pena, N.T.L.; Alves-Araújo, A.; Sossai, B.G. & A. Silverio","2016","09","11","Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto",NA,"385",NA,NA,"VIES038993","VIES038993",NA,NA,NA,NA,NA,"10",NA,NA,NA
"24","2020-12-21 16:19:25-03","MBM","MBM","340600","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","compactum","Orthophytum compactum","L.B.Sm.","Wanderley, M.G.L.","2006","06","Márcio; et al.; et al.","1976","01","28","Brazil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807","101169",NA,"No cerrado, entre blocos de arenito, flores alvas. (só um exemplar). Ocurrente. Folhas grossas","auto",NA,"14062","Southern America",NA,"MBM340600","MBM340600",NA,NA,NA,NA,NA,"01",NA,NA,NA
"25","2020-12-21 16:19:25-03","MBM","MBM","19317","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","compactum","Orthophytum compactum","L.B.Sm.","Smith, L.B.",NA,NA,"Hatschbach, G.","1971","09","08","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço","-43.6002998352051","-18.2493991851807","101169",NA,NA,"auto",NA,"27431","Southern America",NA,"MBM019317","MBM019317",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:19:25-03","MBM","MBM","243669","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","compactum","Orthophytum compactum","L.B.Sm.","Forzza, R.C.",NA,NA,"Mello-Silva, R.; et al.; et al.","1986","09","05","Brazil","Minas Gerais","Grão Mogol","Estrada próximo ao Ribeirão das Mortes","-42.8897018432617","-16.5594005584717","67219",NA,NA,"auto",NA,"10139","Southern America",NA,"MBM243669","MBM243669",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","37828",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","compactum","Orthophytum compactum","L.B.Sm.","E.Leme/4-7-2009",NA,NA,"L. Kollmann; E.Leme & M.Grossi","2009","07","04","Brasil","Minas Gerais","Carlos Chagas","Pedra perto do Posto Kaladão","-40.995833","-17.8625",NA,NA,"Rupícola na sombra, brácteas verdes.",NA,NA,"11716",NA,NA,"MBML037828","MBML037828","345","345",NA,"40W59'45","17S51'45",NA,NA,NA,NA
"28","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","23847",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Smith","L. Kollmann/21-07-2005",NA,NA,"A. P. Fontana; et al","2004","10","16","Brasil","Espírito Santo","São Roque do Canaã","Distrito São Jacinto, Militon","-40.608333","-19.725",NA,NA,"Dendrícola, flores brancas, folhas verdes.",NA,NA,"935",NA,NA,"MBML023847","MBML023847",NA,NA,NA,"40W36'30","19S43'30",NA,NA,NA,NA
"29","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","26521",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Smith","L. Kollmann/21-12-2006",NA,NA,"V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen, Giovani e Bruno","2006","04","26","Brasil","Espírito Santo","Águia Branca","São Pedro, pedra do CEIER","-40.648","-19.022833",NA,NA,"Herbácea, brácteas verdes, flores brancas. Topo da rocha, leve camada de solo.",NA,NA,"2245",NA,NA,"MBML026521","MBML026521","200","200",NA,"40W38'52,8","19S1'22,2",NA,NA,NA,NA
"30","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","27142",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Smith","L. Kollmann/21-12-2006",NA,NA,"V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2006","10","18","Brasil","Espírito Santo","Águia Branca","Santa Luzia, prop.: Ciro Ferreira","-40.665556","-18.977778",NA,NA,"Herbácea, botões florais, flores brancas, (CULTIVO), população 2. Vegetação rupestre.",NA,NA,"2963",NA,NA,"MBML027142","MBML027142","170","170",NA,"40W39'56","18S58'40",NA,NA,NA,NA
"31","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","27504",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Smith","V. Demuner/28-06-2007",NA,NA,"V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Domingos Breda","2006","10","19","Brasil","Espírito Santo","Águia Branca","Córrego do Trinta, prop.: Domingos Breda","-40.647778","-19.023056",NA,NA,"Herbácea, botões florais, flores brancas, (CULTIVO), população 3. Ambiente rochoso.",NA,NA,"3009",NA,NA,"MBML027504","MBML027504_1 MBML027504_2","180","180",NA,"40W38'52","19S1'23",NA,NA,NA,NA
"32","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","27666",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Smith","L.F.S. Magnago & V. Demuner, 30/11/2006","2006","11","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","2006","11","30","Brasil","Espírito Santo","Águia Branca","Córrego Jabuticaba, propr.: Rosangela Fausti.","-40.647778","-19.022778",NA,NA,"Rupícola sombreada. Frutos verdes. Brácteas verdes. Vegetação entre a mata e afloramento rochoso.",NA,NA,"1675",NA,NA,"MBML027666","MBML027666","190","190",NA,"40W38'52","19S1'22","30",NA,NA,NA
"33","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","28792",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Smith","L.F.S. Magnago & V. Demuner, 26/7/2006","2006","07","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","2006","07","26","Brasil","Espírito Santo","Águia Branca","Pedra da Bandeira, Santa Luzia, prop.: Ciro Ferreira.","-40.665556","-18.977778",NA,NA,"Terrestre. Botões florais brancos. Mata.",NA,NA,"1137",NA,NA,"MBML028792","MBML028792","170","170",NA,"40W39'56","18S58'40","26",NA,NA,NA
"34","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","28992",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Smith","L. Kollmann/28-12-2006",NA,NA,"L. Kollmann","2006","09","30","Brasil","Espírito Santo","São Roque do Canaã","Pedra dos Três Carneiros","-40.739444","-19.760833",NA,NA,"Rupestre no sol. Inflorescência verde.",NA,NA,"9348",NA,NA,"MBML028992","MBML028992_1 MBML028992_2",NA,NA,NA,"40W44'22","19S45'39",NA,NA,NA,NA
"35","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","30468",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Smith","V. Demuner 04/07/2007","2007","07","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2007","07","04","Brasil","Espírito Santo","Águia Branca","Santa Luzia, Prop. Ciro Ferreira","-40.665556","-18.978056",NA,NA,"Rupícula, flores com pétalas brancas e sépalas verde.",NA,NA,"2766",NA,NA,"MBML030468","MBML030468","170","170",NA,"40W39'56","18S58'41","04",NA,NA,NA
"36","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","33457",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Smith",NA,NA,NA,"C. N. de Fraga; et al","2008","02","19","Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.432778","-18.7825",NA,NA,"frutos verdes, 4 m. de altura",NA,NA,"1919",NA,NA,"MBML033457","MBML033457","460","460",NA,"40W25'58","18S46'57",NA,NA,NA,NA
"37","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","42225",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B. Smith","T.S. Coser/07-06-2011",NA,NA,"T.S. Coser; V.B. Sarnaglia-Junior & M.S. Wangler","2011","06","07","Brasil","Espírito Santo","Colatina","Estrada de terra para Itaguaçu. Torre TV Pontal. Afloramento rochoso nas adjacências","-40.816111","-19.596667",NA,NA,"Planta terrestre, ca 50cm. Escapo verde, alvo-flocoso. Brácteas escapais, florais e sépalas verdes",NA,NA,"466",NA,NA,"MBML042225","MBML042225",NA,NA,NA,"40W48'58","19S35'48",NA,NA,NA,NA
"38","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","42443",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B. Smith","T.S. Coser/07-06-2011",NA,NA,"T.S. Coser; V.B. Sarnaglia-Junior & M.S. Wangler","2011","06","07","Brasil","Espírito Santo","Colatina","Estrada de terra para Itaguaçu. Torre TV Pontal. Afloramento Rochoso nas adjacências","-40.816111","-19.596667",NA,NA,"Planta terrestre, ca 50cm. Escapo verde, alvo-flocoso. Brácteas escapais, florais e sépalas verdes",NA,NA,"464",NA,NA,"MBML042443","MBML042443",NA,NA,NA,"40W48'58","19S35'48",NA,NA,NA,NA
"39","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","46666",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B. Smith",NA,NA,NA,"A. M. Assis","2008","11","06","Brasil","Espírito Santo","Colatina","Miracema (Torre 41/1 - LT 230 Kv Mascarenhas x Verona)","-40.648361","-19.270139",NA,NA,"Rupicola. Bracteas verdes. Frutos verdes. Floresta Estacional Semidecidual - afloramento rochoso",NA,NA,"1862",NA,NA,"MBML046666","MBML046666","200","200",NA,"40W38'54,1","19S16'12,5",NA,NA,NA,NA
"40","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","49148",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B. Smith","L. Kollmann",NA,NA,"L. Kollmann; E. Leme & V. Leme","2014","06","22","Brasil","Espírito Santo","Itaguaçu","Itaimbé, Pedra do Pontal de Santa Joana","-40.816389","-19.596667",NA,NA,"Planta saxicola na meia sombra, inflorescência verde",NA,NA,"12956",NA,NA,"MBML049148","MBML049148","577","577",NA,"40W48'59","19S35'48",NA,NA,NA,NA
"41","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","8523",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Smith","Elton M. C. Leme/X-1999",NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","1998","12","03","Brasil","Espírito Santo","Santa Teresa","Estrada do Vinte e Cinco de Julho","-40.615","-19.861111",NA,NA,"Rupícola. Brácteas verdes. Herb/ Cultivo.",NA,NA,"1217",NA,NA,"MBML008523","MBML008523",NA,NA,NA,"40W36'54","19S51'40",NA,NA,NA,NA
"42","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","48903",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Smith","Nagibi/15-01-2002",NA,NA,"N.N.F. da Silva","2002","01","15","Brasil","Espírito Santo","Serra","Itaiobaia, Morro do Céu","-40.3078002929688","-20.1285991668701","16451",NA,"Terrestre, pétalas brancas","auto",NA,"245",NA,NA,"MBML048903","MBML048903",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","48907",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Smith","Nagibi/15-01-2002",NA,NA,"N.N.F. da Silva","2002","01","15","Brasil","Espírito Santo","Serra","Itaiobaia, Morro do Céu","-40.3078002929688","-20.1285991668701","16451",NA,"Saxícola, escapo branco-lanado, pétalas brancas.","auto",NA,"246",NA,NA,"MBML048907","MBML048907",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","39331",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","rubiginosum","Orthophytum rubiginosum","Leme","L. Kollmann/10-9-2009",NA,NA,"L. Kollmann; & E. Leme","2009","09","10","Brasil","Espírito Santo","Vila Pavão",NA,"-40.56845","-18.591883",NA,NA,"Erva rupícola ao sol, flores brancas, folhas vermelhas.",NA,NA,"11778",NA,NA,"MBML039331","MBML039331","228","228",NA,"40W34'6,42","18S35'30,78",NA,NA,NA,NA
"45","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","39332",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","rubiginosum","Orthophytum rubiginosum","Leme","P. Louzada/09-09-2010",NA,NA,"L. Kollmann; & E. Leme","2009","09","10","Brasil","Espírito Santo","Vila Pavão",NA,"-40.56845","-18.591883",NA,NA,"Folha verde, flores brancas.",NA,NA,"11710",NA,NA,"MBML039332","MBML039332","228","228",NA,"40W34'6,42","18S35'30,78",NA,NA,NA,NA
"46","2019-06-10 10:10:28-03","FZB-BH","BHZB","11687","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","rubiginosum","Orthophytum rubiginosum",NA,"Elton. C. M. Leme",NA,NA,"Swerts, M.","2016","10","03","Brasil","MG","Belo Horizonte","FZBBH- Coleção de Mata Atlântica e FlorestaBHTropicais CVJBFZB 0649","-43.937801361084","-19.9207992553711","17082",NA,"Planta com folhas vináceas e serrilhadas; inflorescência verde, lanuginosa; flores brancas. Planta originalmente da Vila Pavão -ES","auto",NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
