"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"102","2019-08-27 13:29:42-03","IAP","PACA-AGP","68718","PreservedSpecimen","Plantae","Mimosaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Iganei, J. R. V.","2007","01","16","Hatschbach, G.","1986","02","20","Brasil","PR","Antonina","Mangue Maior Santo","-48.7118988037109","-25.4286003112793",NA,NA,"árvore 5m de altura; estames alvos.","PACA068718",NA,"50355",NA,NA,"Magnoliophyta","Fagales",NA,NA,"38300","auto","Magnoliatae",NA,NA,NA,NA
"103","2019-08-27 13:29:42-03","IAP","PACA-AGP","52280","PreservedSpecimen","Plantae","Mimosaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Iganei, J. R. V.","2007","01","16","Hatschbach, G.","1949","10","31","Brasil","PR","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,"Habitat: in silva Fenofase: flor","PACA052280",NA,"1563",NA,NA,"Magnoliophyta","Fagales",NA,NA,"24916","auto","Magnoliatae",NA,NA,NA,NA
"104","2019-08-27 13:29:42-03","IAP","PACA-AGP","55241","PreservedSpecimen","Plantae","Mimosaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Iganei, J. R. V.","2007","01","16","Reitz, R.","1953","02","10","Brasil","SC","Araquarí","Barra do Sul","-48.7221984863281","-26.3700008392334",NA,NA,"Habitat: in silvula prope litus Fenofase: fruto maturo","PACA055241",NA,"6480",NA,NA,"Magnoliophyta","Fagales",NA,NA,"25329","auto","Magnoliatae",NA,NA,NA,NA
"105","2019-08-27 13:29:42-03","IAP","PACA-AGP","55517","PreservedSpecimen","Plantae","Mimosaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Iganei, J. R. V.","2007","01","16","Reitz, R.","1949","12","02","Brasil","SC","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,"Habitat: in secundariis altis Fenofase: flor","PACA055517",NA,"5153",NA,NA,"Magnoliophyta","Fagales",NA,NA,"19684","auto","Magnoliatae",NA,NA,NA,NA
"106","2019-08-27 13:29:42-03","IAP","PACA-AGP","58255","PreservedSpecimen","Plantae","Mimosaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Iganei, J. R. V.","2007","01","16","R. M. Klein","1952","01","28","Brasil","SC","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,"Habitat: in silva Fenofase: fruto","PACA058255",NA,"168",NA,NA,"Magnoliophyta","Fagales",NA,NA,"19684","auto","Magnoliatae",NA,NA,NA,NA
"107","2019-08-27 13:29:42-03","IAP","PACA-AGP","58236","PreservedSpecimen","Plantae","Mimosaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Iganei, J. R. V.","2007","01","16",NA,"1949","12","05","Brasil","SC","Brusque","Mata da Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"HBR 4584 Habitat: in silva Fenofase: flor","PACA058236",NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,NA,"19684","auto","Magnoliatae",NA,NA,NA,NA
"108","2019-08-27 13:29:42-03","IAP","PACA-AGP","82063","PreservedSpecimen","Plantae","Mimosaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","J. Iganci & H.C. Lima","2009","06","25","Sehnem, A.","1974","11",NA,"Brasil","SC","Florianópolis","Morro do Antão","-48.5491981506348","-27.596700668335",NA,NA,"Habitat: arbustum in dumetis","PACA082063",NA,"14427","200","200","Magnoliophyta","Fagales",NA,NA,"27000","auto","Magnoliatae",NA,NA,NA,NA
"109","2019-08-27 13:29:42-03","IAP","PACA-AGP","98797","PreservedSpecimen","Plantae","Mimosaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","J. Iganci & H.C. Lima","2009","06","25","Sehnem, A.","1973","11","04","Brasil","SC","Imbituba",NA,"-48.6702995300293","-28.2399997711182",NA,NA,"Habitat: in duna arbor parva, coberta veget.","PACA098797",NA,"13847","80","80","Magnoliophyta","Fagales",NA,NA,"18719","auto","Magnoliatae",NA,NA,NA,NA
"110","2019-08-27 13:29:42-03","IAP","PACA-AGP","66265","PreservedSpecimen","Plantae","Mimosaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Iganei, J. R. V.","2007","01","16","R.M. Klein","1954","03","17","Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"Habitat: mata","PACA066265",NA,"760",NA,NA,"Magnoliophyta","Fagales",NA,NA,"27253","auto","Magnoliatae",NA,NA,NA,NA
"111","2019-08-27 13:29:42-03","IAP","PACA-AGP","55511","PreservedSpecimen","Plantae","Mimosaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Iganei, J. R. V.","2007","01","16","Reitz, R.","1948","11","03","Brasil","SC","Itajaí","Praia Braba","-48.6618995666504","-26.9078006744385",NA,NA,"Habitat: in silva litoranea Fenofase: flor","PACA055511",NA,"5105",NA,NA,"Magnoliophyta","Fagales",NA,NA,"27253","auto","Magnoliatae",NA,NA,NA,NA
"112","2019-08-27 13:29:42-03","IAP","PACA-AGP","65693","PreservedSpecimen","Plantae","Mimosaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Iganei, J. R. V.","2007","01","16","Reitz, R.","1958","12","16","Brasil","SC","Lauro Müller","Rio do Rastro","-49.3967018127441","-28.3927993774414",NA,NA,"Habitat: mata","PACA065693",NA,"8049",NA,NA,"Magnoliophyta","Fagales",NA,NA,"15992","auto","Magnoliatae",NA,NA,NA,NA
"113","2020-12-21 16:37:25-03","IAP","PACA-AGP","110420","PreservedSpecimen","Plantae","Mimosaceae","Pithecellobium","langsdorffii","Pithecellobium langsdorffii","(Benth.) Barneby & J.W. Grimes","A. Korte","2009","11","10","Korte & Kniess","2009","11","10","Brasil","SC","Presidente Nereu","Rio Novo.","-49.230556","-27.180278","49°13'50W","27°10'49S","FURB 16453 Fenofase: flor branca Hábito: árvore Ecossistema: floresta ombrófila densa","PACA110420",NA,"911","617","617","Magnoliophyta","Fagales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"114","2020-12-20 21:17:04-03","UFV","VIC","10950","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Iganci, J.R.V.","2007","02","13","Silva, A.F. da","1985","10","23","Brasil","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi, Mata da Estufa.","-45.9375","-25.075","-45.9375","-25.075","Árvore de até 25m, flor de perianto verde, estames brancos, fruto retorcido com duas deiscências.","VIC010950","VIC010950","1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-20 21:17:04-03","UFV","VIC","37650","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Siqueira, L.C. de","2012","09","18","Siqueira, L.C. de","2012","03","06","Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Barranco da Ermida (Igreja).","-42.474944","-20.724722","-42.474944","-20.724722","Presença de pouquíssimos frutos abertos. Endocarpo vermelho. Final da floração.","VIC037650",NA,"662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-20 21:17:04-03","UFV","VIC","37654","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Siqueira, L.C. de","2012","09","18","Siqueira, L.C. de","2012","02","26","Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Barranco da Ermida (Igreja).","-42.474944","-20.724722","-42.474944","-20.724722","Árvore, c.a. de 6,0 metros de altura. Presença de muitas flores brancas e muito perfumadas.","VIC037654",NA,"652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-20 21:17:04-03","UFV","VIC","37796","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Batista, M.L.","2012","09","01","Batista, M.L.; Amado, J.C.L.","2012","09","01","Brasil","Minas Gerais",NA,"Parque Nacional da Serra do Cipó, Às margens do rio Preto.","-43.492222","-19.226389","-43.492222","-19.226389","Árvore 12,5m alt., com frutos.","VIC037796",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-20 21:17:04-03","UFV","VIC","37804","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Batista, M.L.","2012","04","19","Batista, M.L.; Vieira, D.M.","2011","11","17","Brasil","Minas Gerais",NA,"Parque Estadual Pico do Itambé, Às margens da cachoeira Bonita.","-43.299722","-18.440278","-43.299722","-18.440278","Árvore 10m alt., com flores.","VIC037804",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-20 21:17:04-03","UFV","VIC","30260","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Barneby; Grimes","1983","12","09","Custódio Filho, A.","1983","12","09","Brasil","São Paulo","Biritiba Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333","-45.866667","-23.633333","Corola e cálice verde, estames brancos, anteras marrom.","VIC030260","VIC030260","2066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-20 21:17:04-03","UFV","VIC","29028","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Dutra, V.F.","2004","09","25","Dutra, V.F.; Garcia, F.C.P.","2004","04","14","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi (PEI), Serrinha, na estrada de acesso. Complexo do Cerrado / Campo rupestre.","-20.916833","-43.459444","-20.916833","-43.459444","Árvore, c.a. de 4,0 metros de altura; cálice e corola esverdeados. Filetes alvos; frutos verde e maduros, marrons; perfume adocicado; frequente na trilha para captação de água/ quartzito.","VIC029028","VIC029028","222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-20 21:17:04-03","UFV","VIC","041810","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes",NA,NA,NA,NA,"Siqueira, L.C. de","2013","07","30","Brasil","Minas Gerais","Araponga","PESB, No morro em pastagem próxima a casa do Fabricio Marcolino.","-42.5208015441895","-20.6667003631592",NA,NA,"Árvore de cerca de 11 m, frutos abertos, final de periodo de frutificação, próximo a curso de água.","VIC041810","VIC041810","868",NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA
"122","2020-12-20 21:17:04-03","UFV","VIC","34743","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Fernandes, J.M.","2011","05","17","Leoni, L.S.","1993","02","14","Brasil","Minas Gerais","Carangola","Madeira, Área perturbada, próximo ao Parque Estadual Serra do Brigadeiro.","-42.0293998718262","-20.7331008911133",NA,NA,"Árvore, c.a. de 10 metros de altura; tronco fissurado de cor parda; ramos um tanto patentes; cálice verde; corola com pétalas verdes, listradas de castanho; filamentos alvos; flores com odor.","VIC034743","VIC034743","2106",NA,NA,NA,NA,NA,NA,"21913","auto",NA,NA,NA,NA,NA
"123","2020-12-20 21:17:04-03","UFV","VIC","20920","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Lima, L.C.P.","2005","03","31","Lima, L.C.P.; et al.","2005","03","31","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi (PEI), Estrada para Mata de Belém, corta 40 metros perpendicular a estrada.","-43.4160995483398","-20.377799987793",NA,NA,"Árvore, c.a. de 2,0 metros de altura. Fruto marrom avermelhado, semente azul e branca. Coletado em Vale de Mata.","VIC020920","VIC020920","326",NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"124","2020-12-20 21:17:04-03","UFV","VIC","20918","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Fernandes, J.M.","2011","05","17","Lima, L.C.P.; et al.","2005","01","21","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi (PEI), Estrada para Mata de Belém, corta 40 metros perpendicular a estrada.","-43.4160995483398","-20.377799987793",NA,NA,"Árvore, c.a. de 2,0 metros de altura. Flores heteromorfas com cálice e corola esverdeados, filetes brancos, fruto verde imaturo e marrom quando maduro, semente azul e branca. Coletado em Vale de Mata.","VIC020918","VIC020918","281",NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"125","2020-12-20 21:17:04-03","UFV","VIC","20919","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Lima, L.C.P.","2005","02","18","Lima, L.C.P.; et al.","2005","02","18","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi (PEI), Estrada para Mata de Belém, corta 40 metros perpendicular a estrada.","-43.4160995483398","-20.377799987793",NA,NA,"Árvore, c.a. de 2,0 metros de altura. Fruto verde quando imaturo e marrom quando maduro. Semente azul e branca. Coletado em Vale de Mata.","VIC020919","VIC020919","309",NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"126","2020-12-20 21:17:04-03","UFV","VIC","20921","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Fernandes, J.M.","2011","05","17","Lima, L.C.P.; et al.","2005","04","26","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi (PEI), Trilha da mata de Belém.","-43.4160995483398","-20.377799987793",NA,NA,"Árvore, c.a. de 6,0 metros de altura. Fruto verde imaturo. Coletado em Vale de Mata.","VIC020921","VIC020921","338",NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"127","2020-12-20 21:17:04-03","UFV","VIC","20922","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Lima, L.C.P.","2005","05","20","Lima, L.C.P.; et al.","2005","05","20","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi (PEI), Trilha da Mata de Belém.","-43.4160995483398","-20.377799987793",NA,NA,"Árvore, c.a. de 8,0 metros de altura. Fruto marrom avermelhado, semente azul e branca. Coletado em Vale de Mata.","VIC020922","VIC020922","355",NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"128","2020-12-20 21:17:04-03","UFV","VIC","19056","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Fernandes, J.M.","2011","05","17","Silva, A.F. da","2006","04","05","Brasil","Minas Gerais","Ouro Preto","APA Cachoeira das Andorinhas, Na estrada por trás da Mineradora Capanema em direção ao Caraça.","-43.5080986022949","-20.2875003814697",NA,NA,"Árvore, c.a. de 6,0 metros de altura; inflorescências brancas.","VIC019056","VIC019056","2524",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"129","2020-12-20 21:17:04-03","UFV","VIC","29024","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Dutra, V.F.","2004","08","10","Dutra, V.F.; et al.","2003","12","09","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Calais. Complexo do Cerrado / Campo rupestre. Quatzito.","-43.5080986022949","-20.2875003814697",NA,NA,"Arbusto, c.a. de 2,0 metros de altura. Cálice e corola esverdeados; filetes alvos.","VIC029024","VIC029024","149",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"130","2020-12-20 21:17:04-03","UFV","VIC","28471","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Lima, L.C.P.","2005","09","23","Dias, S.; Roschel, M.B.","1994","03","05","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Serra do Baú. Mata.","-43.5080986022949","-20.2875003814697",NA,NA,"Árvore, c.a. de 5,0 metros de altura; flores brancas.","VIC028471","VIC028471","s.n.",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"131","2020-12-20 21:17:04-03","UFV","VIC","20923","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Lima, L.C.P.","2005","05","20","Lima, L.C.P.; et al.","2005","05","20","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Trilha da Mata do Baú.","-43.5080986022949","-20.2875003814697",NA,NA,"Árvore, c.a. de 15 metros de altura. Fruto verde imaturo e marrom avermelhado. Coletada em Vale de Mata.","VIC020923","VIC020923","357",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"132","2020-12-20 21:17:04-03","UFV","VIC","30259","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Barneby; Grimes","1983","10","22","Yano, T.; Yano, O.","1983","10","22","Brasil","São Paulo","Ibiuna","Bairro Sorocabuçu, 8 Km da estrada SP-250 no Km 63","-47.2200012207031","-23.6499996185303",NA,NA,NA,"VIC030259","VIC030259","47",NA,NA,NA,NA,NA,NA,"43112","auto",NA,NA,NA,NA,NA
"133","2020-12-20 21:17:04-03","UFV","VIC","7429","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","Iganci, J.R.V.","2007","02","13","Silva, A.F. da","1978","12","06","Brasil","São Paulo","Ubatuba","Estação Experimental, Estação experimental do Inst. Agronômico de Campinas.","-45.0699996948242","-23.4300003051758",NA,NA,"Árvore com até 10m. de alt. flores brancas.","VIC007429","VIC007429","s.n.",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"134","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024616","PreservedSpecimen","Plantae","Fabaceae","Pithecellobium","langsdorffii","Pithecellobium langsdorffii","Benth.","G. Hatschbach",NA,NA,NA,"J. M. Silva","1987","2","5","Brazil","Parana",NA,"Brejatuba (mun. Guaratuba).","-48.5667","-25.9",NA,NA,"Arvore 5 m flores alvas.",NA,NA,"296","3",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 14:35:54-03","UFJF","CESJ","27689","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","J.M. Fernandes","2010","04","29","H.F. Leitão Filho","1972","09","14","Brasil","São Paulo",NA,"Rodovia São Luiz do Paraitinga-Ubatuba, em campo desmatado, próximo à Serra do Mar.",NA,NA,NA,NA,"Árvore, ca 12m, flores branco-creme, muito abundantes e ornamentais.","CESJ027689",NA,"1370",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 14:35:54-03","UFJF","CESJ","53399","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","J.M. Fernandes","2010","04","29","J.H.C. Ribeiro; F.R.G. Salimena; L. Menini Neto; P.H. Nobre","2009","04","20","Brasil","Minas Gerais","Lima Duarte","Serra Negra - RPPN Fazenda Serra Negra","-43.793098449707","-21.8425006866455",NA,NA,"Arvoreta, 5m, na borda de mata. Flores passadas.","CESJ053399",NA,"102",NA,NA,"Angiosperma",NA,"América do Sul",NA,"30417","auto",NA,NA,NA,NA,NA
"137","2019-11-21 14:35:54-03","UFJF","CESJ","53399","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","C.N. Matozinhos","2009","06",NA,"J.H.C. Ribeiro; F.R.G. Salimena; L. Menini Neto; P.H. Nobre","2009","04","20","Brasil","Minas Gerais","Lima Duarte","Serra Negra, RPPN Fazenda Serra Negra.","-43.793098449707","-21.8425006866455",NA,NA,"Arvoreta, 5m, na borda de mata. Flores passadas.","CESJ053399",NA,"102",NA,NA,"Angiosperma",NA,"América do Sul",NA,"30417","auto",NA,NA,NA,NA,NA
"138","2019-11-21 14:35:54-03","UFJF","CESJ","55735","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","J.M. Fernandes","2010","04","29","A.C. Mezzonato; et al.","2009","11","20","Brasil","Minas Gerais","Lima Duarte","Serra Negra, RPPN Fazenda Serra Negra. Trilha em direção à Gruta das Bromélias.","-43.793098449707","-21.8425006866455",NA,NA,"Árvore ca. 5m. Borda de mata. Flores alvas.","CESJ055735",NA,"47",NA,NA,"Angiosperma",NA,"América do Sul",NA,"30417","auto",NA,NA,NA,NA,NA
"139","2019-11-21 14:35:54-03","UFJF","CESJ","68228","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","V.A. Campos","2013",NA,NA,"V.A. Campos","2013",NA,NA,"Brasil","Minas Gerais","Rio Preto","RPPN Mato Limpo","-43.8278007507324","-22.0891990661621",NA,NA,"Árvore, ca 17m. Indivíduo ML1177. Dentro da parcela 18 da fitossociologia. Altitude 1030 m.s.m.","CESJ068228",NA,"s.n.",NA,NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"140","2019-11-21 14:35:54-03","UFJF","CESJ","41812","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","V.F.Mansano; T.H.B.Ribeiro","2007","08","15","A.J. Fernandes Júnior; K. Antunes; A.S.M. Valente; C.N. Matozinhos; L.C.S. Assis; F.R.G. Salimena","2004","02",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca","-43.8278007507324","-22.0891990661621",NA,NA,"Frutos deiscentes espiralados. Árvore 3,5 m, borda de mata, próximo ao campo rupestre. Prensada em álcool.","CESJ041812",NA,"115",NA,NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"141","2019-11-21 14:35:54-03","UFJF","CESJ","46613","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","V.F.Mansano; T.H.B.Ribeiro","2007","08","15","N.L. Abreu; L. Menini Neto; P.L. Viana; F.S. Souza","2006","01",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,"Árvore no campo rupestre. Flores alvas.","CESJ046613",NA,"51",NA,NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"142","2019-11-21 14:35:54-03","UFJF","CESJ","46613","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","J.M. Fernandes","2010","04","29","N.L. Abreu; et al.","2006","01","21","Brasil","Minas Gerais","Rio Preto","Serra Negra - Fazenda Tiririca","-43.8278007507324","-22.0891990661621",NA,NA,"Árvore no campo rupestre. Flores alvas.","CESJ046613",NA,"51",NA,NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"143","2019-11-21 14:35:54-03","UFJF","CESJ","43268","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","J.M. Fernandes","2010","04","29","C.N. Matozinhos; B.F.Mello","2004","11","13","Brasil","Minas Gerais","Rio Preto","Serra Negra - Fazenda Tiririca","-43.8278007507324","-22.0891990661621",NA,NA,"Árvore em campo rupestre. Flores em botão.","CESJ043268",NA,"140",NA,NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"144","2019-11-21 14:35:54-03","UFJF","CESJ","49390","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","J.M. Fernandes","2010","04","29","A.S.M. Valente; P.O. Garcia","2007",NA,NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra - Mata do Benedito","-43.8278007507324","-22.0891990661621",NA,NA,"(Fitossociologia: 224)","CESJ049390",NA,"CESJ49390",NA,NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"145","2019-11-21 14:35:54-03","UFJF","CESJ","49390","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","C.N. Matozinhos","2010","04",NA,"A.S.M. Valente; P.O. Garcia","2007",NA,NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata do Benedito.","-43.8278007507324","-22.0891990661621",NA,NA,"Fitossociologia: 224.","CESJ049390",NA,"s.n.",NA,NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"146","2019-11-21 14:35:54-03","UFJF","CESJ","7929","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","J.M. Fernandes","2010","04","29","L. Krieger","1969","12",NA,"Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,"Árvore pequena, na mata, fl. brancas.","CESJ007929",NA,"CESJ7929",NA,NA,"Angiosperma",NA,"América do Sul",NA,"41937","auto",NA,NA,NA,NA,NA
"147","2019-11-21 14:35:54-03","UFJF","CESJ","27687","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & J.W. Grimes","J.M. Fernandes","2010","04","29","A.S.L.ima; L.d a Silva","1940","11","27","Brasil","São Paulo","Boraceia","Estação Experimental de Boraceia","-48.7700004577637","-22.1900005340576",NA,NA,"Arbusto.","CESJ027687",NA,"CESJ27687",NA,NA,"Angiosperma",NA,"América do Sul",NA,"10241","auto",NA,NA,NA,NA,NA
