"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","individualCount","relatedCatalogItem"
"12","2021-03-15 16:37:00-03","NY","NYBG","00893185","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","W. R. Anderson","H. S. Irwin","25736","1970","01","31","South America","Brazil","Minas Gerais","Patrocínio","Ca. 4 km N. of Patrocínio","-46.99465","-18.9407","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893185","NY00893185_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00893188","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","W. R. Anderson","G. G. Hatschbach","36996","1975","05","29","South America","Brazil","Minas Gerais","Prata","BR 153.","-48.9242","-19.3072",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893188","NY00893188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00893181","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","W. R. Anderson","W. R. Anderson","11404","1975","02","15","South America","Brazil","Mato Grosso","Alto Garças","Vicinity of Riberão Claro, NW of Alto Araguaia","-53.3167","-17.1833","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893181","NY00893181_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:30:03-03","UNESP-IBB","BOTU","20587","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","Bertoncini, A.P.","Christianii, S.R.","191","1996","03","29",NA,"Brasil","São Paulo","Bauru",NA,NA,NA,NA,NA,NA,"Árvore, ca. 6,0 m de altura, caule suberoso, folhas cartáceas, frutos verdes","BOTU020587",NA,NA,"1996","04","24","9999","9999",NA,NA,NA,NA,NA
"16","2021-02-18 09:30:03-03","UNESP-IBB","BOTU","20063","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","Bertoncini, A.P.","Bertoncini, A.P.","545","1995","01","12",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,NA,NA,"Árvore, 4,5 m de altura, caule suberoso, folhas discolores, flores amarelas, frutos verdes imaturos","BOTU020063",NA,NA,"1995","05","05","9999","9999",NA,NA,NA,NA,NA
"17","2021-02-18 09:30:03-03","UNESP-IBB","BOTU","20516","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","Bertoncini, A.P.","Miranda, L.C.","127","1996","03","29",NA,"Brasil","São Paulo","Bauru",NA,NA,NA,NA,NA,NA,"Árvore de + ou - 6,0 m de altura, caule suberoso, folhas cartáceas, frutos verdes","BOTU020516",NA,NA,"1996","04","01","9999","9999",NA,NA,NA,NA,NA
"18","2020-02-08 09:54:52-03","NBC","NL-BOTANY","L.3922845","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson",NA,"Pedersen TM",NA,"1978","01","19","Southern America","Brazil",NA,NA,"Minas Gerais, min. Fruta;: BR 153, where the road turnss off to Frutal & Sao Paulo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3922845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3922845","NL-L3922845",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-02-08 09:54:52-03","NBC","NL-BOTANY","L.3922846","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson",NA,"Pedersen TM",NA,"1978","01","31","Southern America","Brazil",NA,NA,"Goias mun. Rio Verde: BR 452 km 249.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3922846 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3922846","NL-L3922846",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 09:54:52-03","NBC","NL-BOTANY","U.1371526","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson",NA,"Anderson WR",NA,"1982","02","19","Southern America","Brazil",NA,NA,"Plants of Brazil, Minas Gerais: 70 km S of Uberlandia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1371526 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1371526","NL-U1371526",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-11-04 11:12:34-03","ESALQ","ESA","19766","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Andersson","Francener, A.","Tamashiro, J.Y. et al.","1083.0","1995","06","12",NA,"Brasil","São Paulo","Lençóis Paulista",NA,"-48.7999992370605","-22.5900001525879",NA,NA,NA,NA,"ESA019766","ESA019766",NA,"2013",NA,NA,NA,NA,NA,"29915","auto",NA,NA
"22","2020-11-04 11:12:34-03","ESALQ","ESA","89462","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Andersson","Francener, A.","Paula-Souza, J.; Souza, V.C.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.","3940.0","2005","01","16",NA,"Brasil","Goiás","Jataí","BR 158, 90km de Caiapônia em direção a Jataí. Cerradão","-51.7144012451172","-17.8813991546631","735","735",NA,"Árvore, ca. 4m alt. Flores amareladas com uma das pétalas alaranjada externamente, elaióforos amarelos, frutos imaturos verdes","ESA089462","ESA089462",NA,"2013",NA,NA,"-51,832,778","-17,716,389",NA,"75073","auto",NA,NA
"23","2020-11-19 10:24:05-03","CPAP","CPAP","12059","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","Pott, V. J.","2193","1994","02","25",NA,"Brasil","MS","São Gabriel do Oeste","Estrada de São Gabriel do Oeste a Camapuã (Areado)","-54.45","-19.316667","390","390",NA,"Arvoreta de3m de altura. FLOR: amarelo alaranjada. FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Vegetação secundária de cerrado em beira de estrada e cultura de soja. SUBSTRATO: latosolo vermelho escuro, argiloso. RELEVO: plano.",NA,NA,NA,"2012","07","04","54°27' W","19°19' S",NA,NA,NA,NA,NA
"24","2021-04-07 11:45:32-03","UFMS","CGMS","34681","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","A. Francener; A.F.N. Gonzaga; L.N. Gonzaga","831","2009","07","31",NA,"Brasil","Mato Grosso","Araguainha","Fazenda Ribeirão das Pedras, na 'piçarrinha'.","-53.1","-16.7275",NA,NA,NA,"Botão floral amarelo e glândula verde. Folhas discolores verdes com face abaxial lenosa.Presença de galhas. Habitat: Cerrado sensu strictu. Heliófila. Habito: Árvore. 4,00 de altura.","CGMS1064081",NA,NA,"2012","03","15","-53,1","-16,7275",NA,NA,NA,NA,NA
"25","2021-04-07 11:45:32-03","UFMS","CGMS","51110","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","V.J. Pott; O.C. Souza; M. Abdon; M.N. Pereira","2193","1994","02","25",NA,"Brasil","Mato Grosso do Sul","São Gabriel do Oeste","Estrada de São Gabriel do Oeste a Camapuã (Areado).","-54.45","-19.3166667","390","390",NA,"Flor amarelo alaranjado. Habitat: Vegetação secundaria de cerrado em beira de estrada e cultura de soja. Solo latossolo vermelho escuro, argiloso. Relevo plano. Frequencia rara. Habito: Arvoreta. 3m de altura.","CGMS1081095",NA,NA,"2012","07","02","-54,45","-19,3166667",NA,NA,NA,NA,NA
"26","2021-04-07 11:45:32-03","UFMS","CGMS","13997","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","E.L. Jacques; A. Sciamarelli; Cavalcante; C.S.C. Arruda; F.G. Kuhn","1194","2004","04","15",NA,"Brasil","Mato Grosso do Sul","Paranaíba","Fazenda Nova Ponte.","-51.0138889","-19.3047222",NA,NA,NA,"Flores amarelas. Estames alvos. Frutos imaturos verdes. Planta apresenta floração e frutificação. Habitat: Relevo plano com drenagem. Habito: Árvore.","CGMS1043452",NA,NA,"2012","07","03","-51,0138889","-19,3047222",NA,NA,NA,NA,NA
"27","2021-04-07 11:45:32-03","UFMS","CGMS","13957","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","E.L. Jacques; A.S. Cavalcante; C.S.C Arruda; F.G. Kuhn","1761","2004","04","14",NA,"Brasil","Mato Grosso do Sul","Paranaíba","Ponte Nova.","-51.5375","-19.8361111",NA,NA,NA,"Fruto de cor verde-amarelo. PlantaHeliófita. Xerófita. Habitat: Cerrado. Habito: Árvore. Planta medindo 0,24cm de diâmetro e 8,00m de altura.","CGMS1043410",NA,NA,"2012","07","03","-51,5375","-19,8361111",NA,NA,NA,NA,NA
"28","2021-04-07 11:45:32-03","UFMS","CGMS","15010","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","U.M. Resende","A.S. Penha; T. Ramires; C.S. Campos; M.C. Lescano","191","2004","10","29",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Fortuna.","-52.9925","-18.4011111",NA,NA,NA,"Glândulas verdes. Habitat: Cerrado. Relevo plano sem drenagem. Habito: Árvore. 3,00m de altura.","CGMS1044512",NA,NA,NA,NA,NA,"-52,9925","-18,4011111",NA,NA,NA,NA,NA
"29","2021-04-07 11:45:32-03","UFMS","CGMS","1003","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","S. Fernandes-Junior","31","1983","01","20",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Aeroporto da TERUEL (BR 163). Cerca de 10,00 Km.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor amarela. Habitat: Cerrado. Habito: Arbóreo.","CGMS1009745",NA,NA,"2012","07","03",NA,NA,NA,"161190","auto",NA,NA
"30","2021-04-07 11:45:32-03","UFMS","CGMS","1015","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","S.F. Junior","31","1983","01","20",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Aeroporto rural da TERUEL BR 163.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor amarela. Fruto baciforme. Folhas opostas. Habitat: Cerrado. Habito: Arbóreo.","CGMS1015382",NA,NA,"2015",NA,NA,NA,NA,NA,"161190","auto",NA,NA
"31","2021-04-07 11:45:32-03","UFMS","CGMS","1080","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","A. Oliveira; Carlos",NA,"1984","01","12",NA,"Brasil","Mato Grosso do Sul","Campo Grande","BR-163. Saída para São Paulo. Margem esquerda.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor amarela. Filotaxia oposta. Habitat: Terrestre.","CGMS1009799",NA,NA,"2012","07","03",NA,NA,NA,"161190","auto",NA,NA
"32","2021-04-07 11:45:32-03","UFMS","CGMS","12669","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","U.M. Resende","2145","2002","04","18",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Cerrado da Química.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor amarelo ouro. Frutos verdes. Habitat: Solo arenoso. Habito: Arbóreo. 6,00m de altura.","CGMS1042059",NA,NA,"2012","07","03",NA,NA,NA,"161190","auto",NA,NA
"33","2021-04-07 11:45:32-03","UFMS","CGMS","1907","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","S. Fernandes-Junior",NA,"1983","03","21",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Próximo ao Jockey Club.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor amarela avermelhada. Filotaxia oposta cruzada. Habitat: Terrestre. Habito: Arbóreo.","CGMS1010217",NA,NA,"2012","07","03",NA,NA,NA,"161190","auto",NA,NA
"34","2021-04-07 11:45:32-03","UFMS","CGMS","1004","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","S. Fernandes-Junior",NA,"1983","03","21",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Próximo ao Joquei Club.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor amarela vermelha. Habitat: Cerrado. Habito: Arbóreo.","CGMS1009747",NA,NA,"2012","04","03",NA,NA,NA,"161190","auto",NA,NA
"35","2021-04-07 11:45:32-03","UFMS","CGMS","9460","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","A. Oliveira",NA,"1993","01","17",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Rancho Dolenouras.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor amarela. Fruto baga. Habitat: Terrestre. Habito: Arbóreo.","CGMS1015381",NA,NA,"2015",NA,NA,NA,NA,NA,"161190","auto",NA,NA
"36","2021-04-07 11:45:32-03","UFMS","CGMS","32942","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","T.C. Araújo",NA,"1999","07","15",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Reserva Biológica da UCDB.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Habitat: Cerrado. Habito: Árvore.","CGMS1062333",NA,NA,"2012","07","03",NA,NA,NA,"161190","auto",NA,NA
"37","2021-04-07 11:45:32-03","UFMS","CGMS","46494","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","Josiane F. Santos; A.L.B. Sartori; A.C.M. Cristaldo","153","2002","12","13",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Reserva Embrapa - CNPGC.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor amarela. Fruto ausente. Habitat: Cerrado. Habito: Árvore. 3,00 m de altura. Frequente.","CGMS1076463",NA,NA,"2012","07","05",NA,NA,NA,"161190","auto",NA,NA
"38","2021-04-07 11:45:32-03","UFMS","CGMS","46501","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","Josiane F. Santos; A.L.B. Sartori; A.C.M. Cristaldo","50","2002","01","29",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Reserva Embrapa - CNPGC.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor ausente. Botões pilosos amarronzados. Habitat: Cerrado. Solo latossolo vermelho. Relevo plano. Habito: Árvore. 3,00 m de altura.","CGMS1076470",NA,NA,"2012","07","05",NA,NA,NA,"161190","auto",NA,NA
"39","2021-04-07 11:45:32-03","UFMS","CGMS","51107","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","A. Pott; J.F.M. Valls; A.L.B. Sartori; S. Aragaki","9221","2001","06","29",NA,"Brasil","Mato Grosso do Sul","Coxim","Rodovia MS, 56Km W de Alcinópolis para Coxim.","-54.7599983215332","-18.5067005157471",NA,NA,NA,"Flor ausente. Casca grossa.Folha discolor. Fruto 2cm de largura. Habitat: Cerrado. Solo arenoso. Relevo base de morrote de conglomerado. Frequencia ocasional. Habito: Árvore. 6m de altura.","CGMS1081092",NA,NA,"2012","07","02",NA,NA,NA,"102528","auto",NA,NA
"40","2021-04-07 11:45:32-03","UFMS","CGMS","12395","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","A. Francener","U.M. Resende; M.M. Resende","2037","2000","11","09",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Reserva Legal da CESP.","-51.6782989501953","-20.7511005401611",NA,NA,NA,"Flor amarela. Fruto verde. Heliófito. Habitat: Solo arenoso. Habito: Árvore.","CGMS1041811",NA,NA,"2012","07","03",NA,NA,NA,"150618","auto",NA,NA
"41","2021-03-01 16:33:22-03","UNICAMP","UEC","124503","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","Francener, A","Carmello-Guerreiro, SM; Semir, J; Machado, SR","98","2002","03","03",NA,"Brazil","São Paulo","Pratânia","Fazenda Palmeira da Serra","-49.57275","-23.910417",NA,NA,NA,"Árvores 6m. Flores amarelas, glândulas amarelas, interior.","UEC037537","UEC037537",NA,"2013","09","24","-49.57275","-23.910417",NA,NA,NA,NA,NA
"42","2019-08-20 10:17:27-03","UNICAMP","UEC","108523","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","Francener, A","s/ coletor","54","1991","01","15",NA,"Brazil","Minas Gerais",NA,NA,"-48.041667","-18.9125",NA,NA,NA,"flor, Árvore de 6 m. cerrado. Caminho da caind. Casca fissurada com cicatrizes estipulares. Flores amarelas quando botões alaranjados. Pág. Inferior verde-claro esbranquiçado. Pág. Superior verde-escuro, coriáceos.","UEC037538","UEC037538",NA,"2013","09","24","-48.041667","-18.9125",NA,NA,NA,NA,NA
"43","2019-08-20 10:17:27-03","UNICAMP","UEC","59096","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","Francener, A","Araújo, GM","552","1989","10","30",NA,"Brazil","São Paulo","Uberlândia","Estação Ecológica do Panga.",NA,NA,NA,NA,NA,"flor, Árvore de 8,0 m . Mata mesófila semidecídua. fruto de ema.","UEC037529","UEC037529",NA,"2013","09","24",NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:17:27-03","UNICAMP","UEC","71946","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Byrsonima","affinis","Byrsonima affinis","W.R.Anderson","Francener, A","Tamashiro, JY; Belinello, R; Rodrigues, RR; Galvão, JC; Ivanauskas, NM; Goldenberg, R","T 1063","1995","06","12",NA,"Brazil","São Paulo","Lençóis Paulista","Estrada de terra, Lençóis Paulista - Águ","-48.891667","-22.661111",NA,NA,NA,"fruto, Árvore de 4 m . Frutos imaturos verdes","UEC037536","UEC037536",NA,"2013","09","24","-48.891667","-22.661111",NA,NA,NA,NA,NA
