"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"46","2020-12-11 11:44:26-03","UFMG","BHCB","116505","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Martins, CAN; Nakajima, JN","5","2007","10","20","Southern America","Brasil",NA,NA,"Sépalas e pétalas vinosas com manchas amareladas. Labelo amarelo na porção central com bordas vinosas. Calo esbranquiçado. Pé da coluna amarelo. Coluna vinosa. Crescendo em solo pedregoso.",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Conselheiro da Mata","Estrada Diamantina - Conselheiro da Mata","-43.701389","-18.269167","1445","1445",NA,NA,NA,"-43.701389","-18.269167",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:44:26-03","UFMG","BHCB","137598","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Carvalho, BM de; Carvalho, IR; Carvalho, JR","44","2009","01","18","Southern America","Brasil",NA,NA,"Erva terrestre, pseudobulbos expostos, com folhas não articuladas . Solo Arenoso, planta entre rochas. Planta incorporada a coleção do Museu de História Natural e Jardim Botânico da UFMG (MHNJB01778). Inflorescência colhida em 29/09/2009. Flores com",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Ilicínea","Parque Estadual Serra da Boa Esperança","-45.713889","-20.865","1251","1251",NA,NA,NA,"-45.713889","-20.865",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:44:26-03","UFMG","BHCB","178955","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","954","2015","09","30","Southern America","Brasil",NA,NA,"Prensada em álcool; Erva rupícola; folhas secas; pétalas com máculas roxas e labelo roxos com ápice amarelo.; Campo Rupestre Quartzítico",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Ouro Preto","RPPN Capanema","-43.605","-20.197222",NA,NA,NA,"2016","06","-43.605","-20.197222",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:44:26-03","UFMG","BHCB","166758","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Romero, R; Nakajima, JN; Simão, DG","1121","1994","08","20","Southern America","Brasil",NA,NA,"Cálice e corola amarelados, rajados de vinho. Labelo amarelado, bordas rajadas de vinho. Coluna esverdeada.; Erva terrestre",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próx. da sede administrativa","-46.653611","-20.434444","845","845",NA,NA,NA,"-46.653611","-20.434444",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:44:26-03","UFMG","BHCB","151287","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Batista, JAN; Ramalho, AJ","3013","2010","08","18","Southern America","Brasil",NA,NA,"Erva terrestre, em campo rupestre seco em encosta ingrime. Local não queimado. Solo raso, arenoso, seco. Ocasional. Pseudobulbos expostos. FAce externa das sépalas marrom escuro, face interna com a base amarelada densamente pintalgada de marrom, do m",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Brumadinho","Retiro das Pedras, encostas no fundo do condominio.","-43.995444","-20.930556","1398","1398",NA,NA,NA,"-43.995444","-20.930556",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:44:26-03","UFMG","BHCB","53659","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Stehmann, JR; Franceschinelli, EV; Meinberg, ACS","2668","2000","09","21","Southern America","Brasil",NA,NA,"Rupícola em campo rupestre, inflorescência marrom-avermelhada, pétalas dorsais marrom-avermelhadas, com base amarela, labelo amarelo, anteras amarelas.",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Diamantina","Estrada para Biribiri, próximo da Cachoeira Sentin","-43.618333","-18.157222",NA,NA,NA,NA,NA,"-43.618333","-18.157222",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:44:26-03","UFMG","BHCB","82171","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Mota, RC da; Viana, PL","2036","2002","08","01","Southern America","Brasil",NA,NA,"Planta coletada em campo limpo pedregoso; erva terrestre; labelo com ápice amarelo e restante do mesmo atropurpúreo; pétalas laterais e sépalas atropurpúreas.",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.569667","-19.091833",NA,NA,NA,NA,NA,"-43.569667","-19.091833",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:44:26-03","UFMG","BHCB","97505","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Batista, JAN; Pansari, ER","1170B","2001","01","11","Southern America","Brasil",NA,NA,"Erva terrestre. Pseudobulbos não enterrados, os mais velhos externamente verdes ou amarelados, 11-13 x 2-2,5 cm.; Em campo limpo permanentemente úmido (inundado). Solo hidromórfico, escuro, instável, frequentemente com água sobre a su","BHCB001278","Monocotyledon",NA,"Lindl.",NA,"Distrito Federal",NA,"Núcleo Bandeirante. Mansões Park Way, campo às mar",NA,NA,NA,NA,"BHCB001278","2004","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:44:26-03","UFMG","BHCB","92483","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Mota, RC da","2604","2002","09","02","Southern America","Brasil",NA,NA,"Planta coletada em campo limpo; erva terrestre; labelo com ápice amarelo e restante do mesmo atropurpúreo, demais pétalas e sépalas atropurpúreas.",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Serro","Milho Verde, Lajeado","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA
"55","2020-12-11 11:44:26-03","UFMG","BHCB","113711","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Batista, JAN; Borba, EL; Ranieri, BD","1641","2006","08","19","Southern America","Brasil",NA,NA,"Erva terrestre, em campo sujo de encosta pedregosa. Solo areno-argiloso, raso, seco, com cascalho e blocos de rocha na superfície. Relevo bastante íngrime. Pseudobulbos não enterrados. Raquis marrom. Brácteas e pedicelo marrom escuro; face interna e",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Nova Lima","Morro do Chapéu. Cerca de 18 km S de Belo Horizont","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA
"56","2020-12-11 11:44:26-03","UFMG","BHCB","26075","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Teixeira, WA","s.n.","1994","08","19","Southern America","Brasil",NA,NA,"Campo rupestre. Coletada em solo pedregoso entre afloramentos de quartzito, MBR. Flores roxeadas com extremidade do labelo amarela, cheiro muito suave, lembrando cheiro de formiga saúva.",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA
"57","2020-12-11 11:44:26-03","UFMG","BHCB","134660","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Batista, JAN","2929","2008","09","24","Southern America","Brasil",NA,NA,"Erva terrestre, em campo limpo de encosta. Solo argilo-arenoso, superficialmente ligeiramente úmido. Sépalas vinho escuro; pétalas vinosas com as margens laterais ligeiramente amareladas. Lobos laterais do labelo arroxeados; lobo mediano amarelo com",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Nova Lima","Represa da Codorna, ca de 10KmE do entroncamento com a BR-040, campo no entorno da represa do lado oposto a pista","-43.8466987609863","-19.9855995178223","1230","1230",NA,"2008","09",NA,NA,NA,NA,"24","29211","auto",NA,NA,NA
"58","2020-12-11 11:44:26-03","UFMG","BHCB","75455","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Viana, PL","760","2002","08","16","Southern America","Brasil",NA,NA,"Erva terrestre em campo quartzítico; pétalas e sépalas com a parte distal marrom; parte proximal vermelha; pétalas apresentam cor amarela entre as manchas marrom e vermelha; labelo amarelo com os lóbulos laterais vermelhos.",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Brumadinho","Retiro da Pedras; Serra da Calçada.","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA
"59","2020-12-11 11:44:26-03","UFMG","BHCB","132447","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Batista, JAN; Munhoz, ACD; Oliveira, HO","2733","2009","01","21","Southern America","Brasil",NA,NA,"Erva terrestre, em campo sujo estacionalmente úmido, associado a campo rupestre. Pseudobulbos completamente expostos. Estéril. Coletada a fim de documentar a parte vegetativa da espécie",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Brumadinho","Retiro das Pedras, Serra da Calçada","-44.1996994018555","-20.1432991027832","1344","1344",NA,"2009","01",NA,NA,NA,NA,"21","26639","auto",NA,NA,NA
"60","2020-12-11 11:44:26-03","UFMG","BHCB","62313","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Mota, RC da","319","2001","08","21","Southern America","Brasil",NA,NA,"Planta coletada em terreno pedregoso; base das pétalas e das sépalas e também ápice do labelo amarelos e demais partes castanhas.",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA
"61","2020-12-11 11:44:26-03","UFMG","BHCB","92276","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Mota, RC da","2397","2004","09","15","Southern America","Brasil",NA,NA,"Planta coletada em campo limpo pedregoso; terrestre; pétalas e sépalas castanho-avermelhadas com manchas amarelas; lobos laterais do labelo castanho-avermelhados, calosidade vinácea, lobo frontal amarelo com margem vinácea.",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA
"62","2020-12-11 11:44:26-03","UFMG","BHCB","24284","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Lombardi, JA","389","1993","07","22","Southern America","Brasil",NA,NA,"Campo rupestre, erva. Pseudobulbos carnosos, escapo arroxeado, brácteas arroxeadas, pedicelo verde-arroxeado, tépalas roxo-amareladas, labelo móvel arroxeado com parte amarela.",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Santana do Riacho","Serra do Cipó .Depois da fazenda, perto da estrada","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"63","2020-12-11 11:44:26-03","UFMG","BHCB","64322","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Barreto, HLM","4893","1933","09","02","Southern America","Brasil",NA,NA,"Campo, na pedra, frequente. Flor vermelho-escuro, ponta do labelo amarela, no interior e no centro amarela. Herbácea 0,40.","BHCB028242","Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Santa Luzia","Serra do Cipó km131","-43.8513984680176","-19.7696990966797",NA,NA,"BHCB028242","2002",NA,NA,NA,NA,NA,NA,"19939","auto",NA,NA,NA
"64","2020-12-11 11:44:26-03","UFMG","BHCB","64319","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Acher, WA; Barreto, HLM","4954","1936","08","06","Southern America","Brasil",NA,NA,"Campo, frequência regular. Flor vermelho-escuro e manchas amarelas, herbácea.","BHCB028239","Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Conceição do Mato Dentro","Serra do Cipó, km141, estrada de Conceição.","-43.4249992370605","-19.0372009277344",NA,NA,"BHCB028239 BHCB028239_1","2002",NA,NA,NA,NA,NA,NA,"60318","auto",NA,NA,NA
"65","2020-12-11 11:44:26-03","UFMG","BHCB","113709","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Batista, JAN; Melo, EO","1639","2006","08","12","Southern America","Brasil",NA,NA,"Erva terrestre, em campo rupestre. Solo raso, pedregoso. Em plena floração. Pseudobulbos expostos. Sépalas marrons; pétalas amarelo-avermelhadas com o ápice marrom; Labelo com os lobos laterais vinosos, calo branco e lobo central amarelo com a margem",NA,"Monocotyledon",NA,"Lindl.",NA,"Minas Gerais","Santana do Riacho","Serra do Cipó, margem da trilha para a cachoeira d","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"66","2021-02-11 17:20:55-03","UFPR","UPCB","84652","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Carregosa, T.","206","2010","12","23",NA,"Brasil",NA,NA,"Erva terrestre. Flores amarelas e maculadas de castanho.",NA,NA,NA,"Lindl.","Carregosa, T.","Sergipe","São Domingos","Serra da Miaba: Topo da Serra","-37.567798614502","-10.7913999557495",NA,NA,NA,"2012","02",NA,NA,NA,NA,NA,"11431","auto",NA,NA,NA
"67","2011-02-02 06:17:00-02","MO","MOBOT","2817500","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"B. Hoffman|Terry W. Henkel","Hoffman 3337","1992","11","12","South America","Guyana",NA,NA,NA,NA,NA,NA,"Lindl.","E.A. Christenson","Mazaruni-Potaro",NA,"Pakaraima Mtns; between Koatse River and Chenoweing Village. White sand savanna, periodic sandstone sheetrock.","-60.06666","5.45","700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2011-02-24 12:12:00-03","MO","MOBOT","2817657","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Stephen S. Tillett|Carolyn L. Tillett|Rufus Boyan","Tillett 45200","1960","8","20","South America","Guyana",NA,NA,NA,NA,NA,NA,"Lindl.","E. Foldats","Mazaruni-Potaro",NA,"Savannah between G.S. Camp 1 and Chinowieng; Ayanganna Plateau.",NA,NA,"740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2011-02-17 10:33:00-02","MO","MOBOT","2817861","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Rudolph F. Hohenacker","Hohenacker 1658","1846",NA,NA,"South America","Guyana",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2012-08-18 05:55:00-03","MO","MOBOT","2818077","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Claude Sastre|F. Sastre|C. Moretti","Sastre 4186","1975","5","10","South America","Guyana",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,"Route Cayenne-Kourou, savane Bordelaise.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2010-02-14 21:21:00-02","MO","MOBOT","2818214","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Louis O. Williams|Vicente Assis","Williams 7932","1945","10","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"Lindl.","M.I. Sónchez","Minas Gerais",NA,"Boca da Mata, Municipio of Sêrro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2011-03-16 15:29:00-03","MO","MOBOT","2818334","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Schomburgk","SCHOMBURGK 24740","1835",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2013-04-23 15:07:00-03","MO","MOBOT","3498215","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Roberto Vásquez|Darwin Ric|L.R. Moreno|H. Justiniano","Vásquez C. 2284",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Lindl.",NA,"Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2011-06-10 12:53:00-03","MO","MOBOT","659875","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Bruce K. Holst|Julian A. Steyermark|Bruno J. Manara","Holst 2218","1985","4","4","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Lindl.","G. Carnevali","Bolívar",NA,"PIAR: Gran Sabana, 52 kms. N de Kama-meru, carre- tera El Dorado-Sta. Elena. Aprox. 61º25'W, 5º40'N, Alt. 1300 m. Sabana.","-61.41666","5.66666","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-23","1",NA
"75","2014-09-18 11:15:00-03","MO","MOBOT","667340","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Ronald L. Liesner|Bruce K. Holst","Liesner 20681","1986","5","8","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Lindl.","G.&I.Carnevali","Bolívar","Piar","Piar, Río Aparamán. Kambay-merú rapids. Ca. 3 km SE of SSE corner of Amaruay- tepui.","-62.2166667","5.9166667","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-21","1",NA
"76","2011-02-02 06:19:00-02","MO","MOBOT","2817805","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Terry W. Henkel|B. Hoffman","Henkel 235","1992","11","12","South America","Guyana",NA,NA,NA,NA,NA,NA,"Lindl.","E.A. Christenson","Mazaruni-Potaro",NA,"Pakaraima Mts, between Koatse River and Chinowieng Ville. White sand savanna with periodic sandstone sheetrock; occasional gallery and scrub forests, terrain undulating.","-60.06666","5.45","700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-06-10 10:11:20-03","FZB-BH","BHZB","9208","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Ferreira Junior, C.A. et al.","451","2012","07","11",NA,"Brasil",NA,NA,"Com duplicata",NA,NA,NA,NA,NA,"MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"78","2020-09-12 05:00:02-03","US","US","3412118","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Y. Veyret & G. Cremers","4401","1977","3","10","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Orchidales",NA,"Veyret, Y.","Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"79","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"T. Henkel","17","1992","10","20","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Orchidales",NA,"Christenson, E. A.","Cuyuni-Mazaruni",NA,NA,NA,NA,"700","800",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","3460495","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"T. Henkel & R. James","3739","1994","2","12","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Orchidales",NA,"Christenson, E. A.","U. Takutu-U. Essequibo",NA,NA,NA,NA,"200",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","2197658","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"H. S. Irwin","436","1955","4","24","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Orchidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"82","2020-09-12 05:00:02-03","US","US","1933078","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"L. O. Williams & V. Assis","7932","1945","10","6","South America - Neotropics","Brazil",NA,NA,NA,"US00475833",NA,"Orchidales",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"US00475833_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"83","2020-09-12 05:00:02-03","US","US","3401558","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"H. D. Clarke","896","1996","1","30","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Orchidales",NA,"Romero González, G. A.","Cuyuni-Mazaruni",NA,NA,NA,NA,"910",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"84","2020-09-12 05:00:02-03","US","US","3315846","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"T. Henkel & B. Hoffman","235","1992","11","12","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Orchidales",NA,"Christenson, E. A.","Cuyuni-Mazaruni",NA,NA,NA,NA,"700","800",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"85","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"L. J. Gillespie & D. R. Smart","2768","1989","12","19","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Orchidales",NA,"Romero González, G. A.","Cuyuni-Mazaruni",NA,NA,NA,NA,"570","580",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"86","2020-09-12 05:00:02-03","US","US","1777545","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"A. C. Smith","3074","1938","2","15","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Orchidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","3307630","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"B. Hoffman & T. Henkel","3337","1992","11","12","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Orchidales",NA,"Christenson, E. A.","Cuyuni-Mazaruni",NA,NA,NA,NA,"700","800",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"88","2020-09-12 05:00:02-03","US","US","3374738","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"H. D. Clarke","998","1996","2","5","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Orchidales",NA,"Romero González, G. A.","Cuyuni-Mazaruni",NA,NA,NA,NA,"1090",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"89","2020-09-02 16:34:44-03","Cenargen","CEN","37154","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"João Aguiar Nogueira Batista","1170","2001","01","11",NA,"Brasil","Exsicatas",NA,"material Coletado afim de documentar a ocorrência da espécie p/ o local e a parte vegetativa da espécie, usado este numero p/ registrar uma planta mantida em cultivo no Cenargen e coletada exatamente no mesmo local a cerca de dois anos, Demais informações na exsicata, Flora do Brasil - Distrito Federal - Brasília.","CEN00037154",NA,NA,"Lindl.","J. A. N. Batista","DF","BRASILIA","Mansões Park way, campo as margens do córrego do Cedro, na altura em que este é cortado pela pista, próximo a quadra 16.","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00037154 CEN00037154_1","2001","01",NA,NA,NA,NA,NA,"70570","auto",NA,"2",NA
"90","2020-09-02 16:34:44-03","Cenargen","CEN","14920","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Luciano de Bem Bianchetti","951","1990","08","26",NA,"Brasil","Exsicatas",NA,"Sépalas e pétalas com pintas minúsculas marrom vináceas; labelo na base amarelo; região da calosidade entre as expansões laterais rosada; expansões cor de vinho escuro; labelo com ápice dilatado amarelo ouro e borda vinácea. Pseudobulbos aparentes entre 10 a 25 cm.","CEN00014920",NA,NA,"Lindl.","L. B. Bianchetti","DF","BRASILIA","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00014920","1992","03",NA,NA,NA,NA,NA,"70570","auto",NA,"1",NA
"91","2020-09-02 16:34:44-03","Cenargen","CEN","21212","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"João Aguiar Nogueira Batista","475","1995","01","15",NA,"Brasil","Exsicatas",NA,"Em campo limpo úmido com murundus. Solo hidromorfo, escuro. Área queimada durante a seca. Pseudobulbos completamente expostos, não enterrados, mas quase sempre mais ou menos encobertos pela camada graminosa. Exatamente mesmo local e mesma população de coleta do Número Bianchetti & Batista 951 (CEN). Exemplar coletado afim de documentar a parte vegetativa plenamente desenvolvida da espécie.","CEN00021212",NA,NA,"Lindl.",NA,"DF","BRASILIA","Reserva Ecológica do Guará. Brasília-DF.","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00021212",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,"1",NA
