"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","typeStatus","previousCatalogNumber"
"119","2019-08-27 13:33:40-03","IAP","PACA-AGP","3944","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Emrich-Rambo","1954","08","24","Rambo, B.",NA,"1934","10","25","Brasil","RS","São Leopoldo","Portão","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"EM PERIGO&nf;Rev.: G.L. Ferreira (JBRJ) 1990; Habitat: in silva campestri scandens Fenofase: fruto novo","PACA003944",NA,"Magnoliophyta","Theales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"120","2019-08-27 13:33:40-03","IAP","PACA-AGP","42644","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Emrich-Rambo","1954","08","24","Rambo, B.",NA,"1949","07","20","Brasil","RS","São Leopoldo","Portão","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"EM PERIGO&nf;Rev.: G.L. Ferreira (JBRJ) 1990; Habitat: in silva campestri scandens Fenofase: estéril","PACA042644",NA,"Magnoliophyta","Theales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"121","2019-08-27 13:33:40-03","IAP","PACA-AGP","65143","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","R. Reitz","1956",NA,NA,"Reitz, R.","2175","1954","10","14","Brasil","SC","Blumenau","Mata da Cia. Hering","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"EM PERIGO&nf;Rev.: G.L. Ferreira (JBRJ) 1990; HBR 9593 Habitat: na mata","PACA065143",NA,"Magnoliophyta","Theales",NA,NA,"34291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"122","2019-08-27 13:33:40-03","IAP","PACA-AGP","65145","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"Reitz, R.","5679","1953","04","18","Brasil","SC","Brusque","Col. Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"EM PERIGO&nf;Rev.: G.L. Ferreira (JBRJ) 1990; HBR 9587 Habitat: na mata","PACA065145",NA,"Magnoliophyta","Theales",NA,NA,"19684","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"123","2019-08-27 13:33:40-03","IAP","PACA-AGP","65144","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","R. Reitz","1956",NA,NA,"Reitz, R.","1633","1954","03","01","Brasil","SC","Ibirama","Horto Florestal INP","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"EM PERIGO&nf;Rev.: G.L. Ferreira (JBRJ) 1990; HBR 9588 Habitat: na mata","PACA065144",NA,"Magnoliophyta","Theales",NA,NA,"18533","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"124","2020-12-20 21:18:17-03","UFV","VIC","3653","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp",NA,NA,NA,NA,"Alvim, P.","s.n.","1948","05","22","Brasil","Minas Gerais","Viçosa","Cachoeira Grande","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"na margem do Rio","VIC003653",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"125","2020-12-20 21:18:17-03","UFV","VIC","38646","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp",NA,NA,NA,NA,"Scatinga, A.V.; Guarçoni, E.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"Arbusto de 1,7 m, estames creme inflorescência pêndula","VIC038646",NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"126","2020-12-20 21:18:17-03","UFV","VIC","5008","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp",NA,NA,NA,NA,"Hatschbach","s.n.","1967","10",NA,"Brasil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Trepadeira florescendo no alto das árvores, mata pluvial na encosta de morro","VIC005008",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"127","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024433","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","dasyantha","Marcgravia dasyantha","Gilg","S. F. Smith, 1995",NA,NA,NA,"G. Hatschbach; R. Kummrow","49669","1985","9","14","Brazil","Minas Gerais",NA,"Corrego de Tigre (Mun. Gouveia)","-43.7333","-18.45",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 14:39:17-03","UFJF","CESJ","38321","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","dasyantha","Marcgravia dasyantha","Gilg","S.F. Smith","1995",NA,NA,"G. Hatschbach; R. Kummrow","49669","1985","09","14","Brasil","Minas Gerais","Gouveia","Córrego do Tigre","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"Campo rupestre; margem de córrego.","CESJ038321",NA,"Angiosperma",NA,"América do Sul",NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 14:39:17-03","UFJF","CESJ","38748","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","L. Menini Neto","2010","07","01","L.D. Meireles; P.C.L. Faria; L.C.B. Antunes","1166","2002","09","25","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Liana, caule adpresso à árvore, flores verdes com pedúnculos ferrugíneo, frutos verdes, próximos a curso d'água.","CESJ038748",NA,"Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 14:39:17-03","UFJF","CESJ","23358","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","Geisa L. Ferreira","1990","06","18","L. Krieger; et al.","CESJs.n.","1988","12","17","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, córrego do Inácio.",NA,NA,NA,NA,NA,NA,"Cipó na mata.","CESJ023358","CESJ023358","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 14:39:17-03","UFJF","CESJ","28505","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","E.L. Jacques","1992","08",NA,"R.F. Novelino; M.C. Brügger; E.Z. Oliveira; D. Sette de Almeida","s.n.","1992","08","20","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,"Na mata, a leste da ponte- de-pedra, astejante, sem flores.","CESJ028505",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-21 14:39:17-03","UFJF","CESJ","60714","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","L. Menini Neto","2012","06","13","D.E.F. Barbosa; L. Menini Neto; F.R. Silva","92","2012","06","13","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833","-43.182222","-21.655833","750","800","Interior de floresta, próximo ao curso d'água. Hemi-epífita, entre 3m a 9m de altura, fruto imaturo verde.","CESJ060714",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 14:39:17-03","UFJF","CESJ","16361","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","Geisa L. Ferreira","1990","06","18","Luiz Roth","s.n.","1961","01","27","Brasil","São Paulo",NA,"Serra Do Mar, Mata da Boracéia .",NA,NA,NA,NA,NA,NA,"Trepadeira na mata úmida.","CESJ016361",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 14:39:17-03","UFJF","CESJ","16360","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","Geisa L. Ferreira","1990","06","18","Luiz Roth","s.n.","1961","12","25","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"trepadeira da mata.","CESJ016360",NA,"Angiosperma",NA,"América do Sul",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 14:39:17-03","UFJF","CESJ","50536","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","L. Menini Neto","2008","09","09","F.S. Souza; F.R.G. Salimena","455","2007","10","06","Brasil","Minas Gerais","Rio Preto","RPPN Mato Limpo","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Liana em área antropizada.","CESJ050536",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 14:39:17-03","UFJF","CESJ","50741","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","L. Menini Neto","2008","09","09","F.S. Souza; O.J. Bastos Neto","499","2008","06","26","Brasil","Minas Gerais","Rio Preto","Serra Negra, Cachoeira da Água Vermelha","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Rupícola em interior de mata.","CESJ050741",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"137","2019-11-21 14:39:17-03","UFJF","CESJ","48980","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.",NA,NA,NA,NA,"C.N. Matozinhos; E.A. Feliciano; E.T. Amorim; L. Menini Neto","322","2007","05","28","Brasil","Minas Gerais","Rio Preto","Serra Negra, Região do cânion, próximo a ponte.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Arbusto em campo rupestre próximo ao rio. frutos verdes; botões florais verdes. Nectários verdes com máculas marrons.","CESJ048980",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"138","2019-11-27 13:50:28-03","UFS","ASE","39843","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Caxambu, MG","2010","06","02","Siqueira, EL; Caxambu, MG","338","2010","05","14","Brasil","Paraná","Ponta Grossa","Buraco do Padre","-49.58064","-25.10189","-49.58064","-25.10189",NA,NA,"Hemiepífita, rupícola. Botões florais verdes. Flores com cálice verde e filetes e estames alvos.; Estepe (campos gerais). Relevo suave-ondulado","ASE0041359",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:33:36-03","UNICAMP","UEC","10265","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Antar, GM","2014","11",NA,"Shepherd, GJ","10215B","1979","07","31","Brazil","Minas Gerais","Serra do Cipó","Estrada Lagoa Santa até Conceição de Mato Dentro, Km164, em pedras e beira de rio alt. ca. 600m.",NA,NA,NA,NA,NA,NA,"Trepadeira, botões e nevtários verdes.","UEC095409","UEC095409","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:33:36-03","UNICAMP","UEC","116138","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Souza, VC; Passold, A","2000","05","24","Forster, W; Passold, AJ; Matteo, BC; Silva, LN; Fonseca, MG; Giarola, N","489","2000","04","21","Brazil","São Paulo","São Sebastião","Parques Estadual da Serra do Mar, Cachoeira do Sítio Urucurama, Trilho do Escorrega, à margem do Rio Una.","-45.708056","-23.711944","-45.708056","-23.711944",NA,NA,"Botões verdes crescendo à 2m alt.. Epífita.; Floresta Ombrófila Densa, ca. 250msm. àrea aberta, margem da cachoeira.","UEC095431","UEC095431","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:33:36-03","UNICAMP","UEC","116310","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Souza, VC; Passold, A","2000","05","24","Forster, W; Batista, FRQ; Micheletto, F; Liesenfeld, MVA; San Martin-Gajardo, I","509","2000","04","23","Brazil","São Paulo","São Sebastião","Praia da Baleia, Rua Olavo Pazzanesi, 100m da antiga Rio Santos, remanescente margeando loteamentos. 10m.s.m..","-45.65","-23.766667","-45.65","-23.766667",NA,NA,"Frutos verdes imaturos a 3m.; Caxetal com pertubação. 10 m.s.m..","UEC095434","UEC095434","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:33:36-03","UNICAMP","UEC","128545","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","et al.; Berndt, A",NA,NA,NA,"Udulutsch, RG; Berndt, A; Giannotti, M; Muniz, MRA; Botrel, RT; Vieira, S","614","2002","04","21","Brazil","São Paulo","Sete Barras","Parques Estadual de Carlos Botelho, Estrada Estadual São Miguel ARcanjo-Sete Barras (SP139, Km69). No entorno do Rio Bonito.","-47.994167","-24.141389","-47.994167","-24.141389",NA,NA,"Liana volúvel. Brácteas, botões e frutos verdes.; Floresta Ombrófila Densa Montana. Coleta em borda de mata.","UEC095432","UEC095432","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:33:36-03","UNICAMP","UEC","137408","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Breier, TB; Melis, J van","2004","09",NA,"Breier, TB; Singer, RB","1083","2003","05","14","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, na base do Núcleo Sete Barras.","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,"Exsicata com duas materiais diferentes. Novo indivíduo identificado por Mellis, J. Van & Breier, T.B em agosto de 2007. &nf;Heteropsis rigidifolia Engl. (Arecaceae).","UEC095418","UEC095418","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-08-20 10:17:55-03","UNICAMP","UEC","137410","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"Breier, TB; Budke, JC","0594","2002","08","27","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, estrada acima do Núcleo Sete Barras.","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,NA,"UEC095430","UEC095430","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:33:36-03","UNICAMP","UEC","137424","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Breier, TB","2004","09",NA,"Breier, TB; Budke, JC","0417","2002","08","17","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, parcelas permanentes.","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,"Contato com solo.","UEC095427","UEC095427","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-08-20 10:17:55-03","UNICAMP","UEC","137425","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Breier, TB","2004","09",NA,"Breier, TB; Budke, JC","0465","2002","08","18","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Núcleo Sete Barras.","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,NA,"UEC095428","UEC095428","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:33:36-03","UNICAMP","UEC","146643","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Catharino, ELM","2007","03","01","Arzolla, FARDP; Paula, GCR; Vilela, FESP","908","2005","08","04","Brazil","São Paulo","Ibiúna","Parque Estadual do Jurupará, margens da estrada França - Fumaça. Altitude aprosimada de 600 metros.","-47.222","-23.955528","-47.222","-23.955528",NA,NA,"Hemi-epífita, botões florais, flores e frutos.; Floresta Ombrófila Densa Montana, borda de mata.","UEC095420","UEC095420","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:33:36-03","UNICAMP","UEC","168571","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Melis, JV","2008","01",NA,"Melis, JV","42",NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J. Subparcela 10.","-45.084167","-23.365556","-45.084167","-23.365556","358","395","Apresenta variação foliar ao longo do seu desenvolvimento (imaturas são pequenas, maduras são grandes). Glândulas nas margens das folhas.","UEC035345","UEC035345","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:33:36-03","UNICAMP","UEC","180527","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Mello, FNA","2013","04","16","Cabral, FN; Potascheff, CM; Liboni, AP; Fagundes, IC; Sousa, VC; Rodrigues, RR","927","2013","03","31","Brazil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da vila dos moradores em direção à caixa d'água (aproximadamente 2 Km).","-47.344444","-24.031667","-47.344444","-24.031667",NA,NA,"Epífita a 2m, com botão verde.; Floresta Ombrófila Densa.","UEC047963","UEC047963","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:33:36-03","UNICAMP","UEC","170334","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Tamashiro, JY",NA,NA,NA,"Garcia, LC","393","2008","06","19","Brazil","São Paulo","Campinas","Souzas, Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira.","-47.550233","-23.3923","-47.550233","-23.3923","711","711","Epífita, botões.; Mata Atlântica, Floresta Estacional Semidecídua.","UEC010435","UEC010435","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:33:36-03","UNICAMP","UEC","91734","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM; Mazine, FF","821","1996","06","01","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski. Floresta Atlântica.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"Liana, flores e frutos.","UEC095421","UEC095421","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:33:36-03","UNICAMP","UEC","95713","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM; Mazine, FF","821","1996","06","01","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski. Floresta Atlântica.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"Liana, flores e frutos.","UEC095433","UEC095433","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:33:36-03","UNICAMP","UEC","95714","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","848","1996","06","30","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"Liana. Flores em botão.; Floresta Atlântica.","UEC095416","UEC095416","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-01 16:33:36-03","UNICAMP","UEC","46638","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Tamashiro, JY","1988","06",NA,"Chagas e Silva, F; Soares-Silva, LH","982","1986","02","26","Brazil","Paraná","Londrina","Fazenda dos Irmãos Godoy.","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Planta escandente; inflorescência verde.","UEC095422","UEC095422","Magnoliopsida",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"155","2019-08-20 10:17:55-03","UNICAMP","UEC","137413","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Breier, TB","2004","09",NA,"Breier, TB; Singer, RB","0341","2002","07","03","Brazil","São Paulo","Cananéia","Parte Estadual Ilha do Cardoso, parcelas permanentes.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC095429","UEC095429","Magnoliopsida",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"156","2021-03-01 16:33:36-03","UNICAMP","UEC","63114","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Dressler, RL","1994",NA,NA,"Sazima, M; Sazima, I","28745","1993","04","02","Brazil","São Paulo","Caraguatatuba","Condomínio Park Imperial","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"Trepadeira (Liana), inflorescência verde, flores brancas.","UEC095423","UEC095423","Magnoliopsida",NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"157","2020-02-10 17:53:46-03","UNICAMP","UEC","78682","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Dressler, RL","1996",NA,NA,"Sazima, M; Sazima, I","32341","1995","05","05","Brazil","São Paulo","Caraguatatuba","Praia de Massaguaçu.","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"UEC095425","UEC095425","Magnoliopsida",NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"158","2020-02-10 17:53:46-03","UNICAMP","UEC","069205","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Dressler, RL","1996",NA,NA,"Sazima, I; Oliveira, OC","32522","1994","11","25","Brazil","São Paulo","Caraguatatuba","Praia de Massaguaçu.","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"UEC095419","UEC095419","Magnoliopsida",NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"159","2020-02-10 17:53:46-03","UNICAMP","UEC","86535","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Dressler, RL","1996",NA,NA,"Sazima, M; Sazima, I","32341","1995","05","05","Brazil","São Paulo","Caraguatatuba","Praia de Massaguaçu.","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"UEC095424","UEC095424","Magnoliopsida",NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"160","2020-02-10 17:53:46-03","UNICAMP","UEC","78679","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Dressler, RL","1996",NA,NA,"Sazima, M; Sazima, I","32340","1995","05","05","Brazil","São Paulo","Caraguatatuba","Praia de Massaguaçu.","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"UEC095417","UEC095417","Magnoliopsida",NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"161","2020-02-10 17:53:46-03","UNICAMP","UEC","78680","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Dressler, RL","1996",NA,NA,"Buzato, S; Buzato, LN","32330","1995","04","14","Brazil","São Paulo","Caraguatatuba","Praia de Massaguaçu. Condomínio Park Imperial.","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"UEC095426","UEC095426","Magnoliopsida",NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"162","2021-03-01 16:33:36-03","UNICAMP","UEC","140469","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Breier, TB",NA,NA,NA,"Rocca, MA","74","2004","07","05","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Parcela permanente.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Inflorescência e infrutescência imatura.","UEC095415","UEC095415","Magnoliopsida",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"163","2019-11-06 09:56:19-03","UFOP","OUPR","23167","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","Damazio, L.B.",NA,NA,NA,"Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto/ Mariana","Perto da estrada de Ouro Preto à Mariana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-06 09:56:19-03","UFOP","OUPR","23169","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","Lisboa, M.A.","1971","05",NA,"Lisboa, M.A.","s.n.","1971","03",NA,"Brasil","Minas Gerais","Ouro Preto/ Mariana","Margem direita da estrada contorno entre Saramenha e Passagem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-06 09:56:19-03","UFOP","OUPR","23170","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","Badini, J.","1974","08","06","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto/ Mariana","Tripuí",NA,NA,NA,NA,NA,NA,"Trepadeira. Flores verdes. Barrancos schistosos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-06 09:56:19-03","UFOP","OUPR","23173","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","Machado, C.M.C.","1976","06","07","Machado, C.M.C.","s.n.","1976","06","07","Brasil","Minas Gerais","Ouro Preto/ Mariana","Tripuí",NA,NA,NA,NA,NA,NA,"Trepadeira. Sobre rochas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-06 09:56:19-03","UFOP","OUPR","23166","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delp.","Badini, J.","1979","10","19","Badini, J.","s.n.","1979","10","19","Brasil","Minas Gerais","Ouro Preto","Morro de São João","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Trepadeira. Flores esverdeadas. Beira de estrada sobre canga.",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
