"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"147","2009-05-15 13:24:00-03","MO","MOBOT","2822718","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Velva E. Rudd","Pedro Jörgensen","Jörgensen 4205","1928","11","6","South America","Paraguay",NA,NA,"Common in meadows.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2009-05-15 11:31:00-03","MO","MOBOT","2822721","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Velva E. Rudd","Pedro Jörgensen","Jörgensen 3220",NA,NA,NA,"South America","Argentina","Formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2016-11-15 05:15:00-02","MO","MOBOT","2822722","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Ronald L. Liesner","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 14910","1969","2","20","South America","Argentina","Corrientes","San Cosme","4 km. E. de Paso de la Patria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2008-05-27 22:02:00-03","MO","MOBOT","2822723","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"* LARVEY","LARVEY 82","1980","2","29","South America","Paraguay",NA,NA,"Carmen del Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2016-11-15 05:15:00-02","MO","MOBOT","2822724","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","A. Burkart","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 21750","1972","2","20","South America","Argentina","Corrientes","Mercedes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2009-05-15 11:31:00-03","MO","MOBOT","2822725","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Velva E. Rudd","Pedro Jörgensen","Jörgensen 2696","1917","2",NA,"South America","Argentina",NA,NA,"Comun en canádos La Palmas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2008-06-10 03:32:00-03","MO","MOBOT","968846","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","V. Rudd (SFV)","Antony Jardim","Jardim 1886","1995","3","28","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Las Trancas, Lomerio, cerca las parcelas de Bolfor. Bosque seco chiquitano de Anadenanthera con afloramientos de roca grande.",NA,NA,NA,NA,"-60.84333","-14.63333","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2009-07-31 17:12:00-03","MO","MOBOT","2489074","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Vanni, R. O., //","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","Vanni 2582","1991","3","1","South America","Paraguay","Boquerón",NA,"Col. Fernheim, Ea. Laguna Porá",NA,NA,NA,NA,"-59","-21.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-06-22 14:17:57-03","UNESP-IBILCE","SJRP","9055","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Siniscalchi, C.M.","Rodrigues, Jr.C.E. & Silva, M.R.","239.0",NA,NA,NA,"América do Sul","Brasil","São Paulo","Selvíria","Fazenda São José",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"156","2019-03-29 10:41:21-03","UFSM","HDCF","2271","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Velva Rudd","Marchiori, J. N. C.","Marchiori, J. N. C.","319","1986","01","17","América","Brasil","Rio Grande do Sul","Jaguari","Santa Isidro",NA,NA,NA,NA,"-54.689998626709","-29.4974994659424",NA,NA,NA,NA,NA,NA,"1986","04","08","27649","auto",NA,NA,NA,NA,NA
"157","2019-03-29 10:41:21-03","UFSM","HDCF","2288","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Velva Rudd","Marchiori, J. N. C.","Marchiori, J. N. C.","336","1986","02","24","América","Brasil","Rio Grande do Sul","Itaqui",NA,NA,"Inço em lavoura de arroz",NA,NA,"-56.5531005859375","-29.1252994537354",NA,NA,NA,NA,NA,NA,"1986","04","08","99792","auto",NA,NA,NA,NA,NA
"158","2020-08-31 09:15:25-03","INPA","INPA","94883","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Ahumada, O","2885","1979","02","10","Southern America","Argentina","Corrientes",NA,"Alvear, 30 km NE de Alvear, Ruta Nac. Nº 40",NA,NA,"INPA0094883","INPA0094883 INPA0094883_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-06-25 16:06:15-03","FUVATES","HVAT","2079","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","S. Miotto","E. Freitas","251","2007","03","07",NA,"Brasil","Rio Grande do Sul","Estrela","Linha Arroio do Ouro.",NA,NA,"HVAT00002079",NA,"-51.966389","-29.501944",NA,NA,NA,NA,"-51º57'59''W","-29º30'7''S","2007","05","16",NA,NA,NA,NA,NA,NA,NA
"160","2020-06-25 16:06:15-03","FUVATES","HVAT","3416","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","P. Zampol","G. Bruisma","200","2011","03","13",NA,"Brasil","Rio Grande do Sul","Arroio do Meio","Morro Gaúcho.",NA,NA,"HVAT00003416",NA,"-51.932778","-29.337222",NA,NA,NA,NA,"-51º55'58''W","-29º20'14''S","2011","04","20",NA,NA,NA,NA,NA,NA,NA
"161","2020-06-25 16:06:15-03","FUVATES","HVAT","3646","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","F. Bruxel","F. Bruxel","62","2015","02","23",NA,"Brasil","Rio Grande do Sul","Arroio do Meio","Propriedade de Carlito Black.",NA,"Flores amarelas, subarbusto, invasora.; Lavoura em local úmido.","HVAT00003646",NA,"-52.591111","-29.655556",NA,NA,NA,NA,"-52º35'28''W","-29º39'20''S","2015","02","26",NA,NA,NA,NA,NA,NA,NA
"162","2014-11-06 16:17:03-02","UFPB","EAN","15413","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd.",NA,NA,"1","2010","02","04",NA,"Brasil","Paraíba","Sossego",NA,NA,"Herbáceo - Arbustivo, flores amarelas.",NA,NA,"-36.2533","-6.76944",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20197","auto",NA,NA,NA,NA,NA
"163","2019-07-31 14:32:36-03","CPATSA","HTSA","5752","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Tonizza, M.C.","s.n.","2014","03","27",NA,"Brasil","Pernambuco","Lagoa Grande",NA,NA,NA,NA,NA,"-40.456389","-9.653056",NA,NA,NA,NA,"-40.456389","-9.653056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-07-31 14:32:36-03","CPATSA","HTSA","5811","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Tonizza, M.C.","s.n.","2014","09","27",NA,"Brasil","Bahia","Sobradinho","1",NA,NA,NA,NA,"-41.357222","-9.7725",NA,NA,NA,NA,"-41.357222","-9.7725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-07-31 14:32:36-03","CPATSA","HTSA","5818","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Tonizza, M.C.","s.n.","2014","09","27",NA,"Brasil","Bahia","Sobradinho","Chico Periquito",NA,NA,NA,NA,"-41.356944","-9.753056",NA,NA,NA,NA,"-41.356944","-9.753056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-09-12 05:00:02-03","US","US","1515226","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"S. Venturi","5604","1927","11","17","South America","Argentina","Salta","Orán","Abra Grande.",NA,NA,"US00001900",NA,NA,NA,"750","750",NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"167","2020-09-12 05:00:02-03","US","US","2104723","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"T. Pederson","109","1948","2","28","South America","Argentina","Corrientes",NA,"Corrientes: Estancia Santa Teresa",NA,NA,"US02045398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"168","2020-09-12 05:00:02-03","US","US","2055112","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"A. G. Schulz","3017","1941","12",NA,"South America","Argentina","Chaco",NA,"Chaco, Colonia Benitez cerca de Resistencia, orilla de laguna",NA,NA,"US02045401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"169","2020-09-12 05:00:02-03","US","US","2055108","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"R. Spegazzini","10049","1947","1",NA,"South America","Argentina","Corrientes",NA,"Prov. Corrientes, Ituzaingo",NA,NA,"US02045399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"170","2020-09-12 05:00:02-03","US","US","1065488","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"P. Jörgensen","2696","1917","11",NA,"South America","Argentina","Chaco",NA,"Del Territorio del Chaco, Rep. Argentina, Las Chenas",NA,NA,"US02045405","US02045405_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"171","2020-09-12 05:00:02-03","US","US","1546858","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"S. Venturi","1640","1922","1","16","South America","Argentina","Tucuman",NA,"Provincia de Tucuman, (R.A.) Departamento Monteros, Monteros",NA,NA,"US02045403",NA,NA,NA,"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"172","2020-09-12 05:00:02-03","US","US","2481420","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"A. Krapovickas & C. L. Cristóbal","11792","1966","1","1","South America","Argentina","Corrientes",NA,"Prov. Corrientes, Dto. San Luis del Palmar 20 km E de S. Luis del Palmar",NA,NA,"US02045397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"173","2020-09-12 05:00:02-03","US","US","2055114","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"A. E. Burkart","14040","1943","11","25","South America","Argentina","Misiones",NA,"Gob. de Misiomes: Posadas, en banados cerca del Rio Alto Paranal",NA,NA,"US02045400","US02045400_01",NA,NA,"1","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"174","2020-09-12 05:00:02-03","US","US","2619117","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"T. Pederson","9604","1969","12","17","South America","Paraguay","Misiones",NA,"Estancia: La Soledad, (Estero Tyecua) Santiago, Dep. Misiones",NA,NA,"US02045396","US02045396_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"175","2020-09-12 05:00:02-03","US","US","1065655","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"P. Jörgensen","3220","1919","2",NA,"South America","Argentina","Formosa",NA,"Del Territorio de Formosa, Rep. Argentina",NA,NA,"US02045404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"176","2020-09-12 05:00:02-03","US","US","1546859","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"S. Venturi","2791","1924","1","20","South America","Argentina","Tucuman",NA,"Provincia de Tucuman (R.A.), Departamento Farisilla, San Ramon, Bella Vista",NA,NA,"US02045402",NA,NA,NA,"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"177","2020-09-02 16:26:39-03","Cenargen","CEN","90184","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L. L. C. Antunes","José Francisco Montenegro Valls","12730","1991","03","14",NA,"Brasil","RS","DOM PEDRITO","Cerca de 37 km a sudoeste da ponte do rio Santa Maria, na estarada para o Ponche Verde.","Unicata","Caule esponjoso na parte basal.","CEN00090184","CEN00090184","-54.866666","-31.216666","190","190",NA,NA,"-54.866666","-31.216666","2016","11",NA,NA,NA,NA,NA,"1",NA,NA
"178","2020-09-02 16:26:39-03","Cenargen","CEN","90557","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","R. Vanni","J. P. Coulleri","314","2012","03","20",NA,"Argentina",NA,NA,"Formosa, Pilcomayo, Vera del Rcho. Monte Lindo Chico.","Exsicatas","Tallos glutinosos. Pétalas amarillos con estrias rojizas. Doação do Herbario del Instituto de Botanica del Nordeste (CTES)","CEN00090557","CEN00090557","-58.27","-25.563333","77","77",NA,NA,"-58.27","-25.563333","2012",NA,NA,NA,NA,NA,NA,"1",NA,NA
"179","2020-09-02 16:26:39-03","Cenargen","CEN","51071","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L. C. P. Lima","José Francisco Montenegro Valls","14784","2002","02","17",NA,"Brasil","RS","VALE DO SOL","Ao longo de estrada de terra que margeia, ao norte, a rodovia BR-287.","Exsicatas","Tenra.","CEN00051071","CEN00051071",NA,"-29.683333",NA,NA,NA,NA,"-5270389.0","-29.683333","2008","10",NA,NA,NA,NA,NA,"2",NA,NA
"180","2021-03-15 18:27:35-03","USP","SPF","154698","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Abruzzi, ML","Fonseca, MR","1344","2000","03","28",NA,"Brasil","Bahia","Juazeiro","Serra do Mulato",NA,"Duplicidade de número de coletor.; Subarbusto tomentoso, viscoso, caule e ramos vináceos. Folhas membranáceas, discolores, viscosas, pecíolo curto, vináceo, recoberto com pêlos glandulosos. Inflorescência axilar, isolada; flores com","SPF00154698",NA,"-40.691667","-9.746667",NA,NA,NA,NA,"-40.691667","-9.746667","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-13 11:21:25-03","USP","SPF","194020","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Siniscalchi, CM","Silva, FV","42","1999","06","18",NA,"Brasil","Pernambuco","Triunfo",NA,NA,NA,"SPF00194020",NA,"-38.1016998291016","-7.83805990219116",NA,NA,NA,NA,NA,NA,"2010","11",NA,"14606","auto",NA,NA,NA,NA,NA
"182","2020-03-05 14:11:35-03","UNEMAT","HPAN","4799","PreservedSpecimen","Plantae","Magnoliidae","Fabales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","LCP, Lima","Carniello, MA; Martins-Silva, RM; Pedroga, JA","1086","2005","12","14","América","Brasil","Mato Grosso","Cáceres","Porto Limão, Área de campo alagável intermitente, utilizada como pastagem nativa.",NA,NA,NA,NA,"-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,NA,NA,"2006","03",NA,"172193","auto",NA,NA,NA,NA,NA
"183","2020-12-02 09:07:08-03","UNITINS","HUTO","7704","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Rodrigues, A.F.","31","2004","10","07",NA,"Brasil","Tocantins","Formoso do Araguaia","Centro de Pesquisa Agroambiental de Várzea (CPAV)",NA,"Rubarbusto com cerca de 1 m de altura. Flores pedunculadas, corola rósea estriado de vermelho. Frutos imaturos verdes e maduros marrons","HUTO007704",NA,"-49.673889","-11.996389","181","181",NA,NA,"-49.673889","-11.996389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-05-08 11:11:39-03","UEFS","HUEFS","144015","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Paula-Souza, J.","8072","2007","01","31",NA,"Argentina","Corrientes","Capital","Perechón, 4 Km da ruta 12. Quebrachal degradada.",NA,NA,"HUEFS0144015","HUEFS0144015","-58.129444","-27.683333",NA,NA,NA,NA,"58W7'46''","27S41'0''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"185","2020-05-08 11:11:39-03","UEFS","HUEFS","235885","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","G.E.Pieszko","Cabrera, M.M.","120","2013","03","24",NA,"Argentina","Formosa","Pirané","Monte Lindo Grande. En campo.",NA,NA,"HUEFS0235885",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"186","2019-09-05 16:47:46-03","F","FMNH-SEEDPLANTS","V0058809F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata",NA,NA,"S. Venturi","5604","1927","11","17","South America","Argentina",NA,NA,NA,NA,NA,"V0058809F","V0058809F_01","-64.9208","-35.3869",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"187","2017-04-20 14:12:16-03","F","FMNH-SEEDPLANTS","V0373861F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata",NA,"RRC ID Flag","A. Krapovickas","27393","1975","3","11","South America","Argentina","Corrientes",NA,NA,NA,NA,"V0373861F","V0373861F_01","-58","-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"27393",NA
"188","2020-11-04 17:29:18-03","UEM","HUEM","21560","S","Plantae",NA,NA,"Leguminosae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Ma.C.Souza","Rosa, GS; Ma.C.Souza; Almeida, CG; Bento Fernandes, CE; J.G.Servilheri","213","2011","10","31",NA,"Brasil","Paraná","Marilena","rio Paranapanema, Porto Maringá",NA,"Herbácea cerca de 0,4m de altura; flores coloração amarela; frutos imaturos coloração verde.","HUEM000025703",NA,"-53.091667","-22.668056","242","242",NA,NA,"-53.091667","-22.668056","2012","03",NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-11-04 17:29:18-03","UEM","HUEM","13347","S","Plantae",NA,NA,"Leguminosae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","S.Miotto","M.B Romagnolo","s.n.","1994","02","23",NA,"Brasil","Paraná","Porto Rico","rio Paraná, Margem esquerda do rio. Solo seco, sujeito a alagamento.",NA,"Porte arbustivo. Flores voloração amarela.","HUEM000025727",NA,"-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,NA,NA,"2007","05","07","18063","auto",NA,NA,NA,NA,NA
"190","2021-03-10 11:38:35-03","UNILA","EVB","2027","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Gonzatti, F.; Valduga, F.","Valduga, E.","216","2011","12","16",NA,"Brasil","Rio Grande do Sul","Balneário Pinhal","Horto Florestal.",NA,NA,"EVB002027","EVB002027","-50.2327995300293","-30.2474994659424",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17849","auto",NA,NA,NA,NA,NA
"191","2020-11-12 16:59:15-03","UEL","FUEL","32106","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Souza, MC","Kranz, WM","s.n.",NA,NA,NA,NA,"Brasil","Paraná","Apucarana",NA,NA,NA,"FUEL018233",NA,"-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,NA,NA,"2012","06","12","23979","auto",NA,NA,NA,NA,NA
"192","2019-11-01 14:58:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, LLC","Antunes, LLC; Sodré, RC","2386","2017","04","15","Southern America","Brasil","Mato Grosso do Sul","Porto Murtinho","margem de estrada",NA,"Subarbusto ereto, ca. 50 cm alt, sem flor; estrada de acesso à Pousada Pantaneira",NA,NA,"-57.786278","-21.724278","80","80",NA,NA,"-57.786278","-21.724278","2017","04","15",NA,NA,NA,NA,NA,NA,NA
"193","2019-11-01 14:58:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, LLC","Antunes, LLC; Sodré, RC","2387","2017","04","15","Southern America","Brasil","Mato Grosso do Sul","Porto Murtinho","margem de estrada",NA,"Subarbusto ereto, ca. 50 cm alt, sem flor; estrada de acesso à Pousada Pantaneira",NA,NA,"-57.786278","-21.724278","80","80",NA,NA,"-57.786278","-21.724278","2017","04","15",NA,NA,NA,NA,NA,NA,NA
"194","2019-11-01 14:58:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, LLC","Antunes, LLC; Souza, AO","2555","2018","01","26","Southern America","Brasil","Rio Grande do Sul","Osório","margem da BR-389 km 1",NA,"Subarbusto ereto com ca. 60 cm altura, flor amarela, lomento híspido; banhado em margem de estrada",NA,NA,"-50.472772","-29.911111",NA,NA,NA,NA,"-50.472772","-29.911111","2018","01","26",NA,NA,NA,NA,NA,NA,NA
"195","2019-11-01 14:58:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, LLC","Antunes, LLC; Souza, AO","2558","2018","01","26","Southern America","Brasil","Rio Grande do Sul","Osório","margem da BR-389 km 1",NA,"Subarbusto ereto com ca. 60 cm altura, flor amarela, lomento híspido; banhado em margem de estrada",NA,NA,"-50.472772","-29.911111",NA,NA,NA,NA,"-50.472772","-29.911111","2018","01","26",NA,NA,NA,NA,NA,NA,NA
"196","2019-11-01 14:58:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, LLC","Antunes, LLC; Souza, AO","2559","2018","01","26","Southern America","Brasil","Rio Grande do Sul","Osório","margem da BR-389 km 1",NA,"Subarbusto ereto com ca. 60 cm altura, flor amarela, lomento híspido; banhado em margem de estrada",NA,NA,"-50.472772","-29.911111",NA,NA,NA,NA,"-50.472772","-29.911111","2018","01","26",NA,NA,NA,NA,NA,NA,NA
"197","2019-11-01 14:58:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, LLC","Antunes, LLC; Souza, AO","2556","2018","01","26","Southern America","Brasil","Rio Grande do Sul","Osório","margem da BR-389 km 1",NA,"Subarbusto ereto com ca. 60 cm altura, flor amarela, lomento híspido; banhado em margem de estrada",NA,NA,"-50.472772","-29.911111",NA,NA,NA,NA,"-50.472772","-29.911111","2018","01","26",NA,NA,NA,NA,NA,NA,NA
"198","2019-11-01 14:58:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, LLC","Antunes, LLC; Souza, AO","2557","2018","01","26","Southern America","Brasil","Rio Grande do Sul","Osório","margem da BR-389 km 1",NA,"Subarbusto ereto com ca. 60 cm altura, flor amarela, lomento híspido; banhado em margem de estrada",NA,NA,"-50.472772","-29.911111",NA,NA,NA,NA,"-50.472772","-29.911111","2018","01","26",NA,NA,NA,NA,NA,NA,NA
"199","2019-10-03 10:03:37-03","UFSCar","SORO","6109","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P. Lima",NA,"28943","2002","07","21",NA,"Brasil","Pernambuco","Bom Jardim","Estrada entre Surubim e Bom Jardim, ca. 15 km de Surubim. Afloramento rochoso.",NA,"Erva, ca. 1 m alt.; caule avermelhado; flores amarelas.",NA,NA,"-35.666667","-7.85",NA,NA,NA,NA,"35°40'W","07°51'S","2009","05",NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-02-23 13:22:24-03","MN","R-TIPOS","23186","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Rudd, V.E.","Malme,G.O.A.","679","1901","12","05",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Navegantes",NA,NA,"R000023186","R000023186_001","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Paratypus",NA,NA,"1953",NA,NA,"29946","auto",NA,NA,NA,NA,NA
