"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","individualCount","fieldNumber","relatedCatalogItem"
"23","2021-03-01 16:36:19-03","UNICAMP","UEC","87364","S","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand",NA,"Martini, A; Leite, EC; et al.","29261","1993","11","15","Brazil","Rio de Janeiro","Parati","Entre condomínio das Laranjeiras e Praia do Sono.","-44.656944","-23.328333","-44.656944","-23.328333",NA,NA,"Árvore ca. 25m",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:36:19-03","UNICAMP","UEC","91332","S","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand","Aguiar, OT","Ivanauskas, NM; Nascimento, RC","81","1995","03","24","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"Árvore de 12m, tronco marrom, estriado. Frutos.; Mata Atlântica",NA,NA,"1996","03","22",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:36:19-03","UNICAMP","UEC","200685","S","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand","Meireles, LD","Pereira, LS; Belinello, R; Gomes, JAMA","N1180","2007","12",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","Parcela N - Projeto Biota-FAPESP. Árvore com 12 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica","UEC158074","UEC158074","2010",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-19 14:08:31-03","UFRPE","PEUFR","49052","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand","Marcos Sobral","GELMacedo; J.L Paixão","1685","2004","12","09","Brasil","Bahia","Jequié fazenda brejo novo","A 10,5 km da Av. Otávio Mangabeira pela Exupério Miranda no Bairro do Mandacarú","-40.110972","-13.950111","40º6'39,5W","13º57'00,4S",NA,NA,"Árvore de 6m, com folhas simples, discolor, opacas ventralmente e brilhante dorsalmente.","PEUFR049052",NA,"2005","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:03:23-03","FURB","FURB","34981","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand","Sobral, M","Korte, A.; Kniess, A.","6975","2010","11","11","Brasil","Santa Catarina","Camboriú","Rio do Meio.","-48.6908333","-27.0002778","-48.6908333","-27.0002778","47","47","Voucher estéril IFFSC 641 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB02469","FURB02469","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-04-27 16:10:45-03","UFES","VIES","7513","S","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand","A. Giaretta","Pereira, O.J.; et al.","5013",NA,NA,NA,"Brasil","Espírito Santo","Linhares","Comboios - Área da Aracruz Celulose S.A.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"VIES007513","VIES007513 VIES007513_1","2017","09",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-04-27 16:10:45-03","UFES","VIES","14949","S","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand","A. Giaretta","Pereira, O.J.; et al.","5802","1997","04","27","Brasil","Espírito Santo","Presidente Kennedy","Praia Comprida.","-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,NA,"VIES014949","VIES014949","2017","09",NA,"24088","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-04-27 16:10:45-03","UFES","VIES","14739","S","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand","A. Giaretta","Pereira, O.J.","5878","1997","04","27","Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,NA,"VIES014739","VIES014739 VIES014739_1","2017","09",NA,"24088","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-19 16:36:59-03","UNESP-IBB","BOTUW","834","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","Legrand.",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667","40°32'W","19°52'S",NA,NA,NA,"BOTUW000834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:36:39-03","MBM","MBM","9016","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","O.Berg","Sobral, M.","Hatschbach, G.","19591","1968","08","13","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM009016","MBM009016",NA,NA,NA,"30514","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"33","2020-12-11 11:39:13-03","UFMG","BHCB","20567","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand",NA,"Silva, IA","41","1979","02","21","Brasil","Espírito Santo","Linhares","C.V.R.D., Est. Peroba Osso, ant. 142, km 1750, lado direito","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Árvore, ca. 22m de altura, fuste ca. 10, DAP 35cm, copa ca. 6m. Com flores brancas e botão verde claro. Fuste cilíndrico e casca lisa; Floresta alta","BHCB019516",NA,"1990","07","17","48094","auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA
"34","2020-12-11 11:39:13-03","UFMG","BHCB","91842","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand",NA,"Torres, RB; et al.","718","1999","04","13","Brasil","São Paulo","Pariquera-Açu","Estação Experimental do IAC, Mata atlântica, dossel.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"Árvore ca. 25m alt, frutos imaturos verdes.","BHCB010531","BHCB010531","2002",NA,NA,"17990","auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA
"35","2018-06-22 05:25:00-03","MO","MOBOT","2483596","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D. Legrand",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 1722","1954","3","4","Brazil","Santa Catarina",NA,"Itajaí. Morro da Fazenda",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","3201534","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D. Legrand","M. Sobral","Gert G. Hatschbach","Hatschbach 19591","1968",NA,NA,"Brazil","Paraná",NA,"Col. Flroesta ( mun. Morretes).",NA,NA,NA,NA,"50.00000000","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA
"37","2020-06-22 14:18:54-03","UNESP-IBILCE","SJRP","33629","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand",NA,"Almeida Neto, A. & Ranga, N. T.","354.0","2008","03","07","Brasil","São Paulo","União Paulista (G4)","Fazenda Boa Vista","-49.92611111","-20.92111111","-49.92611111","-20.92111111",NA,NA,"Árvore, P-B 40, I-460. Biota",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales","América do Sul",NA,"Magnoliopsida",NA,NA,NA
"38","2020-08-31 09:07:42-03","INPA","INPA","132278","S","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand","Sobral, MEG","Hatschbach, GG","19591","1968","08","17","Brasil","Paraná","Morretes","Col. Floresta","-48.834400177002","-25.476900100708",NA,NA,"50","50",NA,"INPA0132278","INPA0132278 INPA0132278_e","1984",NA,NA,"30514","auto","Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,NA,NA,NA
"39","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","40885",NA,"Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand","A. Giaretta/20-09-2017","C. Farney; T.F. Alves & J.C. Gomes","1397","1987","05","19","Brasil","Rio de Janeiro","Saquarema","Restinga de Ipitangas","-42.5102996826172","-22.9200000762939",NA,NA,NA,NA,"Mata de restinga remanescente entre as praias de Ipitangas e Itaúna. Árvore 18m, DAP 40cm, tronco de casca áspera, folhas discolores verdes, frutos imaturos verdes. Os frutos caídos eram predados por formigas, outros com evidências de","MBML040885","MBML040885",NA,NA,NA,"17036","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-09 10:13:37-03","UENF","HUENF","10247","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand","M.C. Souza","Souza, T.P.; Areias, I.O.R.; Mauad, L.P.","129","2009","12","01","Brasil","Rio de Janeiro","Campos dos Goytacazes","Maciço do Itaoca.","-41.448056","-21.797222","41º26'53''W","21º47'50''S",NA,NA,"Parcela 13","HUENF00010893",NA,"2019","03","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-25 10:13:02-03","CVRD","CVRD","8862","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","aff. pruinosa","Eugenia aff. pruinosa","Legrand","Geovane S. Siqueira","Luz, A.A. da","228","2004","09","03","BRASIL","ES","Marilândia",NA,"-40.5416984558105","-19.4127998352051",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá verde","CVRD008862",NA,"2006","11","08","21644","auto","Magnoliophyta","Myrtales","América do Sul",NA,"Magnoliopsida",NA,NA,NA
"42","2021-02-25 10:13:04-03","CVRD","CVRD","7442","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cf. pruinosa","Eugenia cf. pruinosa","Legrand","Marcos Sobral","Luz, A.A. da","70","2002","08","06","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá pelota","CVRD007442",NA,"2006","08","25","48094","auto","Magnoliophyta","Myrtales","América do Sul",NA,"Magnoliopsida",NA,NA,NA
"43","2021-02-25 10:13:05-03","CVRD","CVRD","13177","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D. Legrand","Geovane S. Siqueira","Folli, D.A.","6728","2010","09","28","BRASIL","ES","Santa Teresa",NA,"-40.496598","-19.964271","-40,496598","-19,964271","790","790","<ll>dwc_commonname:</ll> Araçá rosa","CVRD013177",NA,"2011","05","16",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,"Magnoliopsida",NA,NA,NA
"44","2021-02-25 10:13:05-03","CVRD","CVRD","11276","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D. Legrand","Domingos A. Folli","Folli, D.A.","6073","2008","06","04","BRASIL","ES","Linhares",NA,"-39.928967","-19.234957","-39,928967","-19,234957","47","47","Aceiro com Baldo Faé <ll>dwc_commonname:</ll> Araçá rosa","CVRD011276",NA,"2008","06","04",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,"Magnoliopsida",NA,NA,NA
"45","2021-02-25 10:13:05-03","CVRD","CVRD","11695","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D. Legrand","Geovane S. Siqueira","Lopes, M.M.M.","1604","2008","05","02","BRASIL","ES","Linhares","Colet. Adic. A.R. Zuntini & G.S. Siqueira","-39.928967","-19.234957","-39,928967","-19,234957","47","47","Folhas cartáceas fortemente discolores. Frutos imaturos verde-escuros. <ll>dwc_commonname:</ll> Araçá rosa","CVRD011695",NA,"2008","05","02",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,"Magnoliopsida",NA,NA,NA
"46","2021-02-25 10:13:05-03","CVRD","CVRD","14954","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D. Legrand","Geovane S. Siqueira","Folli, D.A.","7222","2014","06","10","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"55","55","<ll>dwc_commonname:</ll> Araçá rosa","CVRD014954",NA,"2014","09","05","48094","auto","Magnoliophyta","Myrtales","América do Sul",NA,"Magnoliopsida",NA,NA,NA
"47","2021-02-25 10:13:05-03","CVRD","CVRD","228","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D. Legrand","Graziela M. Barroso","Silva, I.A.","41","1979","02","21","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá rosa","CVRD000228","CVRD000228","1990","07","17","48094","auto","Magnoliophyta","Myrtales","América do Sul",NA,"Magnoliopsida",NA,NA,NA
"48","2021-02-25 10:13:05-03","CVRD","CVRD","3436","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D. Legrand","Marcos Sobral","Folli, D.A.","1424","1991","09","23","BRASIL","ES","Linhares","Próximo ao aceiro e ao marco de ferro, próximo à uma Brauna Preta.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá rosa","CVRD003436","CVRD003436","2006","08","25","48094","auto","Magnoliophyta","Myrtales","América do Sul",NA,"Magnoliopsida",NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","2402946","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D. Legrand",NA,"R. M. Klein","809","1954","8","12","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"200",NA,NA,"US01898494","US01898494_01 US01898494_02",NA,NA,NA,"27253","auto",NA,"Myrtales","South America - Neotropics",NA,"Dicotyledonae","1",NA,NA
"50","2020-09-12 05:00:02-03","US","US","2841474","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D. Legrand",NA,"R. M. Klein","710","1954","3","17","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"50",NA,NA,"US01898495","US01898495_01 US01898495_02",NA,NA,NA,"27253","auto",NA,"Myrtales","South America - Neotropics",NA,"Dicotyledonae","1",NA,NA
"51","2019-11-13 11:26:48-03","USP","SPF","189717","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pruinosa","Eugenia pruinosa","D.Legrand","Siqueira, GS","Lopes, MMM","1604","2008","05","02","Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-39.928611","-19.234444","-39.928611","-19.234444","99","99",NA,"SPF00189717",NA,"2008","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
