"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"273","2019-02-15 11:52:07-02","IPA","IPA","40581","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Gardner","2570","1839","07",NA,"Southern America","Brasil",NA,NA,"A tree about 20 feet high; common.","IPA0040581","between Oeiras & Paranaguá.",NA,NA,NA,NA,"Plantae",NA,"A. St.-Hil.",NA,"Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-02-15 11:52:07-02","IPA","IPA","61080","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Tourinho, R.; Ferreira, M.C.; Jost, T.; Ferreira, M.C.; Jost, T.","39","2002","05","07","Southern America","Brasil",NA,NA,"Árvore ca. 2,5m de altura, caule de casca grossa sulcada. Folhas coriáceas. Flores brancas, botões florais verdes. Material coletado para pólen.","IPA0061080","a 47 km de Gentio do Ouro.","-42.725278","-11.18","-42.725278","-11.18","Plantae",NA,"A. St.-Hil.","Bautista, H.P.","Bahia",NA,NA,NA,"Gentio do Ouro",NA,NA,NA,"2002","05",NA,NA,NA,NA,NA,NA
"275","2019-02-15 11:52:07-02","IPA","IPA","62738","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Mayworm, M.A.","35","1996","09","18","Southern America","Brasil",NA,NA,"Árvore 6-8m de altura. Flores amarelas. Frutos pretos.","IPA0062738","estrada para Baianópolis. a 3,8km da BR 242.","-44.5346984863281","-12.3064002990723",NA,NA,"Plantae",NA,"A. St.-Hil.","França, F.","Bahia",NA,NA,NA,"Baianópolis",NA,"91308","auto","1996","09","18",NA,NA,NA,NA,NA
"276","2019-02-15 11:52:07-02","IPA","IPA","15786","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Andrade-Lima","66-4623","1966","06","23","Southern America","Brasil",NA,NA,"Arboreta 1 -2m; flor alva, perfumada. Frequente.","IPA0015786","campos na direção Sul, partindo do km 8 da estrada Humaitá-Lábrea, metade do caminho para o campo do Pontal do Cruz.","-63.0208015441895","-7.50611019134521",NA,NA,"Plantae",NA,"A. St.-Hil.","Andrade-Lima","Amazonas",NA,NA,NA,"Humaitá",NA,"202650","auto","1966","06","23",NA,NA,NA,NA,NA
"277","2019-02-15 11:52:07-02","IPA","IPA","5546","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Mello Barreto","7093","1934","05","03","Southern America","Brasil",NA,NA,"Árvore 4m. Flor alva e perfumada. frequência pouca.","IPA0005546","Lagoa Santa","-43.8513984680176","-19.7696990966797",NA,NA,"Plantae",NA,"A. St.-Hil.","Mello Barreto","Minas Gerais",NA,NA,NA,"Santa Luzia",NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-02-15 11:52:07-02","IPA","IPA","75224","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Tavares, S.","41",NA,NA,NA,"Southern America","Brasil",NA,NA,"Erva.","IPA0075224","Dois Irmãos, Várzea do Riacho.","-34.8810997009277","-8.05389022827148",NA,NA,"Plantae",NA,"A. St.-Hil.","Cano, O.","Pernambuco",NA,NA,NA,"Recife",NA,"18865","auto","2011","10","17",NA,NA,NA,NA,NA
"279","2019-08-27 13:34:23-03","IAP","PACA-AGP","95161","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Windisch","1992","1978","05","25",NA,"Brasil",NA,NA,"HASU 9641&nf;Cerrado em encosta Hábito: árvore","PACA095161","Serra Ricardo Franco",NA,NA,NA,NA,"Magnoliophyta","Polygalales","A. St.-Hil.","H. Leitão Fº","MT","750","750",NA,NA,NA,NA,NA,"1983","03",NA,"Magnoliopsida",NA,NA,NA,NA
"280","2019-08-27 13:34:23-03","IAP","PACA-AGP","68854","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","C. A. Cid","2447",NA,NA,NA,NA,"Brasil",NA,NA,"10 m de altura, 10 cm de diametro, flores com pétalas esverdeadas, estames avermelhados, botões esverdeados peludos Hábito: árvore","PACA068854","Rio Nhamunda atrás do lago Mamuriacá, Cmpos de Nazaré, Campos Gerais","-56.7449989318848","-2.17139005661011",NA,NA,"Magnoliophyta","Polygalales","A. St.-Hil.","sem det.","PA",NA,NA,NA,"Faro",NA,"342029","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"281","2020-12-20 21:19:42-03","UFV","VIC","038694","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Scatinga, A.V.","177","2012","07","18",NA,"Brasil",NA,NA,"Árvore de ca de 2,5 m, flor branca de odor doce.","VIC038694","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"St Hill",NA,"Minas Gerais",NA,NA,"VIC038694","Joaquim Felício",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-12-20 21:19:42-03","UFV","VIC","025796","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Valente, G.E.; Meira neto, J.A.","787","2001","04","15",NA,"Brasil",NA,NA,NA,"VIC025796","EFLEX","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"St Hill",NA,"Minas Gerais",NA,NA,"VIC025796","Paraopeba",NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-12-20 21:19:42-03","UFV","VIC","025797","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Valente, G.E.; Meira neto, J.A.","788","2001","04","15",NA,"Brasil",NA,NA,NA,"VIC025797","EFLEX","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"St Hill",NA,"Minas Gerais",NA,NA,"VIC025797","Paraopeba",NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-12-20 21:19:42-03","UFV","VIC","009138","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Junior, M.C.S.; Silva, A.F. da","519","1983","04","17",NA,"Brasil",NA,NA,"Árvore de cerca de 5 m, frutos castanhos inflorescências de botões florais verde ferruginosos.","VIC009138","EFLEX","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"St Hill",NA,"Minas Gerais",NA,NA,"VIC009138","Paraopeba",NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-12-20 21:19:42-03","UFV","VIC","026658","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Valente, G.E.; Meira neto, J.A.","952","2002","04","12",NA,"Brasil",NA,NA,"Árvore de cerca de 5 m de altura crescendo a pleno sol em solo seco, inflorescência terminal. cálice verde, pe#?#talas brancas de manchas róseas.","VIC026658","FLONA de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"St Hill",NA,"Minas Gerais",NA,NA,"VIC026658","Paraopeba",NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"286","2020-12-20 21:19:42-03","UFV","VIC","003677","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Alvin, P.","s.n.","1950","06","14",NA,"Brasil",NA,NA,"Flor alva odorifera.","VIC003677","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,"St Hill",NA,"Minas Gerais",NA,NA,"VIC003677","Conceição do Mato Dentro",NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-12-20 21:19:42-03","UFV","VIC","025730","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Valente, G.E.; Meira neto, J.A.","721","2001","04","14",NA,"Brasil",NA,NA,NA,"VIC025730","EFLEX","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"St Hill",NA,"Minas Gerais",NA,NA,"VIC025730","Paraopeba",NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-12-20 21:19:42-03","UFV","VIC","007864","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora",NA,"s.n.","1971","06","13",NA,"Brasil",NA,NA,"Cerrado.","VIC007864","Serra do Cipó",NA,NA,NA,NA,NA,NA,"St Hill",NA,"Minas Gerais",NA,NA,"VIC007864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2020-12-20 21:19:42-03","UFV","VIC","033836","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Valente, G.E.; et al.","2183","2008","05","02",NA,"Brasil",NA,NA,"Planta de cerca de 3 m de altura, a pleno sol em solo pedregoso, flor de calcarada de cálice pardacento e corola branca, visitada por beija flor.","VIC033836","Acelor Mitatal Floresta LTDA","-45.2369003295898","-19.3316993713379",NA,NA,NA,NA,"St Hill",NA,"Minas Gerais",NA,NA,"VIC033836","Martinho Campos",NA,"32568","auto",NA,NA,NA,NA,NA,NA,NA,NA
"290","2020-12-20 21:19:42-03","UFV","VIC","009874","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Silveira, F.A. da","45","1986","11","05",NA,"Brasil",NA,NA,NA,"VIC009874","EFLEX","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"St Hill",NA,"Minas Gerais",NA,NA,"VIC009874","Paraopeba",NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-12-20 21:19:42-03","UFV","VIC","026020","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Balduino","15","2000","11","17",NA,"Brasil",NA,NA,"Planta arbórea de folhas coriáceas verticiladas e de inflorescências terminais","VIC026020","EFLEX","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"St Hill",NA,"Minas Gerais",NA,NA,"VIC026020","Paraopeba",NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-12-20 21:19:42-03","UFV","VIC","026659","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Valente, G.E.; Meira neto, J.A.","937","2002","04","10",NA,"Brasil",NA,NA,"ÁRvore de cerca de 6 metros de altura, crescendo a pleno sol em solo seco, inflorescência terminal, cçálice verde e pétalas brancas de manchas róseas.","VIC026659","FLONA de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"St Hill",NA,"Minas Gerais",NA,NA,"VIC026659","Paraopeba",NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-10-20 14:18:22-03","UFOPA","HSTM","4820","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","André, T.; Mortati, A.","61","2015","09","05",NA,"Brasil",NA,NA,NA,"HSTM004820","Comunidade São Pedro.","-54.911667","-2.536389","54º54'42''W","2º32'11''S",NA,NA,"A.St.-Hil.","André, T.","Pará",NA,NA,"HSTM004820_1 HSTM004820_2","Santarém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2020-10-20 14:18:22-03","UFOPA","HSTM","1223","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Costa, R.D.; Batista, N.","4","2001","09","04",NA,"Brasil",NA,NA,NA,"HSTM001223","Vila de Santa Maria, região do Aeroporto.","-54.787778","-2.428333","54º47'16''W","2º25'42''S",NA,NA,"A.St.-Hil.","Suemitsu, C.","Pará","51","51",NA,"Santarém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2020-10-20 14:18:22-03","UFOPA","HSTM","3237","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Suemitsu, C.","1810","1998","11","26",NA,"Brasil",NA,NA,NA,"HSTM003237","Ramal do Vila Nova. Savana.","-54.708056","-2.443333","54º42'29''W","2º26'36''S",NA,NA,"A.St.-Hil.","Suemitsu, C.","Pará","51","51","HSTM003237","Santarém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2020-10-20 14:18:22-03","UFOPA","HSTM","8395","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Gonçalves, D.J.P.; Almeida, T.E.","647","2015","12","02",NA,"Brasil",NA,NA,NA,"HSTM008395","Área com vegetação savânica. Acesso pela rodovia Alter do Chão Santarém.","-54.968889","-2.549444","54º58'8''W","2º32'58''S",NA,NA,"A.St.-Hil.",NA,"Pará","30","30","HSTM008395","Santarém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2020-10-20 14:18:22-03","UFOPA","HSTM","13178","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Giacomin, L.L.","3157","2019","01","09",NA,"Brasil",NA,NA,NA,"HSTM013178","Vegetação savânica às margens da Rodovia Everaldo Martins (PA-457). Ca. de 500 m após a comunidade de São Pedro; estrada vicinal às margens direita da estrada, sentido Alter do Chão, 1,5 km após a entrada. APA de Alter do Chão","-54.899444","-2.525278","54º53'58''W","2º31'31''S",NA,NA,"A.St.-Hil.",NA,"Pará","72","72","HSTM013178","Santarém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0047156","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","G. Hatschbach; J. M. Silva","50523","1986","6","20",NA,"Brazil",NA,NA,"Arvore tipica do cerrado, flores alvas.",NA,"Rod. BR-020; 20-30 km O de Barreiras.","-44.995108","-12.147747",NA,NA,"Magnoliophyta","Myrtales","A. St.-Hil.","G. Hatschbach","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-11-21 14:49:03-03","UFJF","CESJ","56228","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","F.T. Farah; A.G. Nave; L.V.Bufo; R.M. Benini; C.A.Freitas","615","1998","12","15","América do Sul","Brasil",NA,NA,"N.v.: pau-colher, pau-de-arara. Em campo natural. Árvore de 5m alt., com frutos deiscentes. Tronco de casca espessa com fendas profundas. Caule com mucilagem grudenta, que em contato com o ar torna-se vermelha.","CESJ056228","Fazendas DATERRA, Cachoeira Dourada","-46.9925003051758","-18.9438991546631",NA,NA,"Angiosperma",NA,"A. St.-Hil.","G.H. Shimizu","Minas Gerais",NA,NA,NA,"Patrocínio",NA,"44638","auto","2008","10",NA,NA,NA,NA,NA,NA
"300","2021-04-07 11:49:22-03","UFMS","CGMS","46327","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","A. Pott; V.J. Pott; J.S.V. Silva; M. Abdon; R. Santos","9517","2002","02","26",NA,"Brasil",NA,NA,"Flor esbranquiçada. Estames: borda da antera de cor tijolo.Sépalas esverdeada-amareladas. Pétalas brancas. Casca corticosa. Habitat: Regeneração de Cerradão. Solo podzólico, vermelho amarelo. Relevo encosta superior. Habito: Árvore","CGMS1076295","Estrada MS-142 de Camapuã até Areado.","-54.0947222","-19.49","-54,0947222","-19,49",NA,NA,"A.St.-Hil.",NA,"Mato Grosso do Sul","500","500",NA,"Camapuã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2021-04-07 11:49:22-03","UFMS","CGMS","66989","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","D.M. Pineda; A.L.B. Sartori; R.C. Oliveira; P.T.A. Ojeda; L.K. Reis","68","2017","10","24",NA,"Brasil",NA,NA,"Flor branca. Fruto marrom. Habitat: Cerrado stricto sensu. Habito: Árvore. 6,00 m de altura.","CGMS1099950","Parque Estadual das Nascentes do Rio Taquari. Canyons.","-53.3022222","-18.2397222","-53,3022222","-18,2397222",NA,NA,"A.St.-Hil.",NA,"Mato Grosso do Sul","784","784",NA,"Alcinópolis",NA,NA,NA,"2017","10","24",NA,NA,NA,NA,NA
"302","2021-04-07 11:49:22-03","UFMS","CGMS","74282","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","E.G. Arguelho; F.M. Alves","36","2016","01","25",NA,"Brasil",NA,NA,NA,"CGMS1107148",NA,"-54.6155556","-20.5080556","-54,6155556","-20,5080556",NA,NA,"A.St.-Hil.",NA,"Mato Grosso do Sul",NA,NA,NA,"Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2021-04-07 11:49:22-03","UFMS","CGMS","74299","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","E.G. Arguelho; F.M. Alves","62","2017","09","27",NA,"Brasil",NA,NA,"Presença de fruto Habitat: Cerrado Habito: Árvore.","CGMS1107165",NA,"-54.6155556","-20.5080556","-54,6155556","-20,5080556",NA,NA,"A.St.-Hil.",NA,"Mato Grosso do Sul",NA,NA,NA,"Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2021-04-07 11:49:22-03","UFMS","CGMS","59405","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","S. Torrecilha; J.L.C.S. Almeida; G.P. Freitas; M.G.G. Carrijo","100","2015","11","19",NA,"Brasil",NA,NA,NA,"CGMS1089318","Parque Estadual Nascentes do Taquari.","-53.3052778","-18.2380555","-53,3052778","-18,2380555",NA,NA,"A.St.-Hil.","F.M. Alves","Mato Grosso do Sul","752","752",NA,"Costa Rica",NA,NA,NA,"2015","11","19",NA,NA,NA,NA,NA
"305","2021-04-07 11:49:22-03","UFMS","CGMS","11215","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","I.B. Vasconcelos; et al.",NA,"2000","07","24",NA,"Brasil",NA,NA,"Flor branca e vermelha. Fruto presente, tipo cápsula. Presença de insetos (Abelhas e formigas) visitando a Flor. Leitosa. Habitat: Cerrado. Solo arenoso. Habito: Árvore. 4,00-10,00m de altura.","CGMS1040533","Cerrado da Química.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"A.St.-Hil.","G.H. Shimizu","Mato Grosso do Sul",NA,NA,NA,"Campo Grande",NA,"161190","auto","2011","03","15",NA,NA,NA,NA,NA
"306","2021-04-07 11:49:22-03","UFMS","CGMS","11216","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Fabiano; Fabiano; Hilder; Luis Henrique",NA,"2000","08","13",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Cerrado. Habito: Árvore.","CGMS1040534","Cerrado-UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"A.St.-Hil.","G.H. Shimizu","Mato Grosso do Sul",NA,NA,NA,"Campo Grande",NA,"161190","auto","2011","03","15",NA,NA,NA,NA,NA
"307","2021-04-07 11:49:22-03","UFMS","CGMS","50797","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","A. Pott","9129","2001","06","23",NA,"Brasil",NA,NA,"Flor amarela. Fruto ausente. Ramos onde seccionados vertem resina e surge coloração avermelhada. Casca grossa. Copa aberta. Habitat: Pastagem cultivada com remanescente de cerradão. Solo argiloso. Relevo topo de ondulado. Ocasional.","CGMS1080779","Embrapa Gado de Corte.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"A.St.-Hil.","A. Pott","Mato Grosso do Sul",NA,NA,NA,"Campo Grande",NA,"161190","auto","2001",NA,NA,NA,NA,NA,NA,NA
"308","2021-04-07 11:49:22-03","UFMS","CGMS","4349","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","U.M. Resende; E. Scremin-Dias; Valdemir M.C.","726","1992","06","05",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Cerrado. Solo seco. Habito: Árvore. 6,00-7,00m de altura.","CGMS1017234","Vila Rica Autonomista - Campo Grande.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"A.St.-Hil.","G.H. Shimizu","Mato Grosso do Sul",NA,NA,NA,"Campo Grande",NA,"161190","auto","2011","03","15",NA,NA,NA,NA,NA
"309","2019-11-27 13:53:22-03","UFS","ASE","18107","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Prata, AP; Costa, SM; Nascimento - Júnior, JE","2159","2009","11","06","Southern America","Brasil",NA,NA,"Árvore com frutos secos grandes, copa frondosa.; Árvore com frutos secos grandes, copa frondosa.","ASE0024668","Brejo Olhos d'Água, Trilha ao lado da Serra.","-43.366417","-10.680167","-43.366417","-10.680167","Magnoliophyta",NA,"A.St.-Hil.",NA,"Bahia","505","505","ASE0024668","Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2019-11-27 13:53:22-03","UFS","ASE","40468","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Cardoso, A; Silva, SS; Cordeiro, MN","2604","2017","05","21","Southern America","Brasil",NA,NA,"Árvore, cerca 4m, crescendo em campo cerrado. Flores brancas.; Cerrado.","ASE0041989",NA,"-49.5117","-8.1362","-49.5117","-8.1362","Magnoliophyta",NA,"A.St.-Hil.","Cardoso, A","Pará",NA,NA,NA,"Conceição do Araguaia",NA,NA,NA,"2017","05","21",NA,NA,NA,NA,NA
"311","2019-11-27 13:53:22-03","UFS","ASE","41119","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Lucas, FCA","2064","2017","09","19","Southern America","Brasil",NA,NA,"Árvore de 7 m de altura com inflorescência amarela.","ASE0042634",NA,"-48.3056","-0.4523","-48.3056","-0.4523","Magnoliophyta",NA,"A.St.-Hil.","Silva, CAS da","Pará",NA,NA,NA,"Salvaterra",NA,NA,NA,"2017","09","19",NA,NA,NA,NA,NA
"312","2021-03-01 16:43:17-03","UNICAMP","UEC","134194","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Yamamoto, K; Kinoshita, LS; Yamamoto, L; Miranda Melo, AA; Gonçalves, RP","02/175","2002","09","24",NA,"Brazil",NA,NA,"Árvore 5m de altura, frutos secos.; Cerrado na beira da estrada perto de Lagoa Santa.","UEC033703","Estrada Lagoa Santa/Conceição do Mato Dentro.","-43.882778","-19.455278","-43.882778","-19.455278","Magnoliopsida",NA,"A.St.-Hil.",NA,"Minas Gerais",NA,NA,"UEC033703","Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2021-03-01 16:43:17-03","UNICAMP","UEC","101169","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Mendonça, RC; Fonseca, ML; Oliveira, FCA; Chagas e Silva, F","3442","1998","05","19",NA,"Brazil",NA,NA,"Árvore ca. 5m de altura e 23cm de DAP; heliófita; tronco com casca fissurada, folhas coriáceas discolor verde, oito folhas por verticilo; inflorescência ereta, flor com cálice verde ferrugíneo, corola alva, estigma amarelo, anteras com pontos vermelh",NA,"Parque Nacional Grande Sertão Vereda, 14km da sede da FUNATURA, numa estrada conhecida como Belem-Brasília (denominação local).","-45.954167","-15.345833","-45.954167","-15.345833","Magnoliopsida",NA,"A.St.-Hil.","Shimizu, GH","Minas Gerais","745","745",NA,"Formoso",NA,NA,NA,"2008","02",NA,NA,NA,NA,NA,NA
"314","2021-03-01 16:43:17-03","UNICAMP","UEC","131010","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Queiroz, LP; Nascimento, NS","3964","1994","06","16",NA,"Brazil",NA,NA,"Árvore de 2,5 - 6,0m, copada. folhas coriáceas com face abaxial verde glaucescente e nervura principal e secundárias e margem amareladas. Flores muito perfumadas, com calcar e sepalas verde-amarelados, pétalas brancas, filete, anteras","UEC072646","Estrada para Santo Inácio, Ca. 25km de Xique-Xique.","-42.733333","-11.083333","-42.733333","-11.083333","Magnoliopsida",NA,"A.St.-Hil.","França, F","Bahia",NA,NA,NA,"Gentio do Ouro",NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA
"315","2021-03-01 16:43:17-03","UNICAMP","UEC","180683","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Scatigna, AV; Pereira, CG","50","2012","03","30",NA,"Brazil",NA,NA,"Árvore ca. 2,5m, corola branca, cálice verde-amarelado, antera branca, abertura vermelha, estigma amarelo.; Cerrado.","UEC021105","Serra do Cabral, estrada para Parque Estadual da Serra do Cabral.","-44.101667","-17.434444","-44.101667","-17.434444","Magnoliopsida",NA,"A.St.-Hil.","Scatigna, AV","Minas Gerais","721","721","UEC021105","Joaquim Felício",NA,NA,NA,"2012","03",NA,NA,NA,NA,NA,NA
"316","2021-03-01 16:43:17-03","UNICAMP","UEC","157849","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Freire-Fierro, A; Rodrigues, M; Yvert, JP; Moraes, R; Martins, JM; et al.","1811","1990","10","06",NA,"Brazil",NA,NA,"ARvore de 5m, sem flores, frutos velhos de cor marrom. Abundante.","UEC015707","Área muito seca, última chuva em dezembro de 1989. Area muito pedregosa.","-42.733333","-12.166667","-42.733333","-12.166667","Magnoliopsida",NA,"A.St.-Hil.","Pirani, JR","Bahia","500","500","UEC015707","Santo Inácio",NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA
"317","2021-03-01 16:43:17-03","UNICAMP","UEC","156315","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Oliveira, FCA; Fonseca, ML; Silva Filho, AP; Barros, BS","1848","2010","03","26",NA,"Brazil",NA,NA,"Árvore ca. 6,5 m altura e 20 cm DAP. Folhas coriáceas, discolores. Botões florais cor verde. Flor com cálice verde e pétalas branca. Abundante.","UEC054498","Bacia do Tocantins, Sub-bacia do rio Tocantins (T-14, área 1 pto 4). Solo arenoso com serrapilheira. Relevo levemente ondulado. Cerrado típico.","-47.093889","-8.709167","-47.093889","-8.709167","Magnoliopsida",NA,"A.St.-Hil.","Fonseca, ML","Tocantins","368","368","UEC054498","Recursolândia",NA,NA,NA,"2010","03",NA,NA,NA,NA,NA,NA
"318","2021-03-01 16:43:17-03","UNICAMP","UEC","186701","S","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","Groppo, M; Tanaka, GK; Coelho, L","1284","2007","05","16",NA,"Brazil",NA,NA,"Árvore 4m, comum na área. Flores creme-esverdeadas, em inflorescências muito chamativas.; Área de cerrado sensu stricto com elementos de campo rupestre.","UEC117228","Brasil, Minas Gerais, Sacramento, datum Córrego Alegre. Área de cerrado sensu stricto com elementos de campo rupestre, em terreno muito pedregoso, solo quertizítico. Árvores esparsas com no máximo 3-4m de alt. Presença de Velloziaceae.","-47.433333","-19.85","-47.433333","-19.85","Magnoliopsida",NA,"A.St.-Hil.","Groppo, M","Minas Gerais",NA,NA,"UEC117228","Sacramento",NA,NA,NA,"2011","11",NA,NA,NA,NA,NA,NA
