"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","imagecode","typeStatus","fieldNumber","individualCount"
"52","2021-02-11 17:19:17-03","UFPR","UPCB","6577","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Hatschbach, G.","15970","1967","02","15",NA,"Brasil","Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797",NA,NA,NA,"Xilopodífera, flor lilás, campo úmido..",NA,"Marzinek, J.","2002","06",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"53","2021-02-11 17:19:17-03","UFPR","UPCB","24196","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Bidá, A.","368","1983","03","14",NA,"Brasil","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592",NA,NA,NA,"Herbácea..",NA,"Marzinek, J.","2002","06",NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA
"54","2021-02-11 17:19:17-03","UFPR","UPCB","16715","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Tessmann, G.",NA,"1949","04","06",NA,"Brasil","Paraná","Piraquara","São Paulo de Araçatuba, 30km NO de Curitiba","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Erva, cálice, lilás escuro, lilás claro tubo por fora um pouco mais escuro, anteras pardas. Campo pequeno entre mata de Araucaria..",NA,"Marzinek, J.","2002","06",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-06-22 14:18:27-03","UNESP-IBILCE","SJRP","13908","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","R. Kummrow",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","Porto Amazonas","próximo ao rio dos papagaios","-49.8903007507324","-25.5447006225586",NA,NA,NA,"Xilopodífera, flores rosadas.;",NA,"G. Hatschbach",NA,NA,NA,"14684","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"56","2015-10-22 10:02:55-02","UNIOESTE","UNOP","7908","S","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Silva, J.M.; Poliquesi, C. .B.; Maranho, L. .T.; Ristow, R.; Poliquesi, C. .B.; Maranho, L. .T.; Ristow, R.","8234","2012","03","19",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Xilopodífera, flor rosada. Campo recém queimado.",NA,"Cordeiro, J.; Barbosa, E.","2012","04",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-08-31 08:59:13-03","INPA","INPA","152603","S","Plantae","Dicotyledon Asterids","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Hatschbach, GG","1988","1988","03","24","Southern America","Brasil","Sul",NA,NA,NA,NA,NA,NA,NA,NA,"INPA0152603","Hatschbach, G","1988",NA,NA,NA,NA,NA,NA,NA,"INPA0152603 INPA0152603_e",NA,NA,NA
"58","2015-08-20 11:24:25-03","CPQBA","CPMA","1302","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Keithia","gracilis","Keithia gracilis","Benth.","Marcos/Narciso",NA,"1982","10","10",NA,"Brasil","Minas Gerais","Lavras",NA,"-44.999722","-21.245278",NA,NA,NA,"somente no herbário",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","44º 59' 59 W","21º 14' 43 S",NA,NA,"CPQBA 822",NA
"59","2020-09-02 16:30:17-03","Cenargen","CEN","71858","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","cf. gracile","Rhabdocaulon cf. gracile","(Benth.) Epling.","Ernestino de S. Gomes Guarino","1045","2006","04","19",NA,"Brasil","SC","CERRO NEGRO","Campo úmido na borda de um fragmento de Floresta Ombrófila Mista, invernada da Mangueira, faz. do Sr. Nico Pucci.","-50.901111","-27.826666",NA,NA,"Unicata","Anteras brancas, estigma branco com a ponta roxa.","CEN00071858","G. M. Antar","2018","09",NA,NA,NA,NA,"-50.901111","-27.826666","CEN00071858",NA,NA,"1"
"60","2020-10-15 09:53:52-03","UFPR","EFC","18415","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","DALL AGNOL, R. T.","909","2019","02","08",NA,"Brasil","Paraná","Curitiba","Campo natural (seco) degradado da UFPR - Preá.","-49.237281","-25.446722","912","912",NA,"Subarbusto ereto, 45 cm; corola lilás com tricomas alvos, internamente alvacenta. Campo natural (seco) degradado da UFPR.","EFC018415","DALL AGNOL, R. T.","2019","04","24",NA,NA,NA,"-49.237281","-25.446722",NA,NA,NA,NA
"61","2019-12-09 17:30:04-03","UFPR","EFC","8910","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Ziller, S.R.","1751","1999","03","21",NA,"Brasil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Sub-arbusto ocasional. Altura 60 cm. Flores rosa, anteras roxas, estames rosa.","EFC008910","Hatschbach, G.","1999","11","01","27346","auto",NA,NA,NA,NA,NA,NA,NA
"62","2019-12-09 17:30:04-03","UFPR","EFC","1565","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Kuniyoshi, Y.S.; Galvão, F.","5376","1988","03","22",NA,"Brasil","Paraná","São José dos Pinhais","BR 277","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Subarbusto frequente em solos hidromórficos.","EFC001565","Buchoski, M.G.","2018","08","24","45291","auto",NA,NA,NA,NA,NA,NA,NA
"63","2019-12-09 17:30:04-03","UFPR","EFC","8844","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Ziller, S.R.","1819","1999","05","09",NA,"Brasil","Paraná","Ponta Grossa","P.E. Vila Velha","-50.0028","-25.2414",NA,NA,NA,"Flores rosa. Herbácea ocasional no campo seco.","EFC008844","Hatschbach, G.","1999","11","01",NA,NA,NA,"-50.0028","-25.2414",NA,NA,NA,NA
"64","2019-11-13 11:20:54-03","USP","SPF","65395","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Krapovickas, A","42002","1988","01","14",NA,"Brasil","Santa Catarina","Campo Belo do Sul",NA,"-50.760799407959","-27.8992004394531",NA,NA,NA,NA,"SPF00065395","Schinini, A",NA,NA,NA,"35150","auto",NA,NA,NA,"SPF00065395",NA,NA,NA
"65","2014-04-04 18:27:36-03","PNFM","IRAI","5738","S","Plantae","Magnoliophyta",NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Silva, J.M.","8234","2012","03","19",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.995472","-25.240389","950","950",NA,"Xilopodífera, flor rosada. Campo recém queimado","IRAI00005738","Cordeiro, J.; Felitto, G.","2012","04",NA,NA,NA,NA,"-49.995472","-25.240389",NA,NA,NA,NA
"66","2019-10-07 09:16:33-03","UEFS","HUEFS","200934","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Ribas, O.S.","797","1995","03","16",NA,"Brasil","Paraná","Curitiba","Vila Macedo","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Campo limpo, seco.","HUEFS0200934",NA,NA,NA,NA,"25180","auto","Asteranae",NA,NA,"HUEFS0200934",NA,NA,NA
"67","2015-03-07 08:47:28-03","F","FMNH-SEEDPLANTS","V0143641F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hedeoma","gracilis","Hedeoma gracilis",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0143641F",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"V0143641F_01",NA,NA,NA
"68","2015-03-07 08:47:28-03","F","FMNH-SEEDPLANTS","V0143640F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hedeoma","gracilis","Hedeoma gracilis",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0143640F",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"V0143640F_01",NA,NA,NA
"69","2015-03-07 08:47:28-03","F","FMNH-SEEDPLANTS","V0143642F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hedeoma","gracilis","Hedeoma gracilis",NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,"V0143642F",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"V0143642F_01",NA,NA,NA
"70","2019-09-04 19:24:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Keithia","gracilis","Keithia gracilis",NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Type [status unknown]",NA,NA
"71","2015-03-07 08:49:19-03","F","FMNH-SEEDPLANTS","V0171794F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0171794F",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"V0171794F_01",NA,NA,NA
"72","2015-03-07 08:49:19-03","F","FMNH-SEEDPLANTS","V0171795F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0171795F",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"V0171795F_01",NA,NA,NA
"73","2015-03-07 08:49:19-03","F","FMNH-SEEDPLANTS","V0171796F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0171796F",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"V0171796F_01",NA,NA,NA
"74","2020-11-12 17:00:30-03","UEL","FUEL","34415","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Ribas, OS; Cruz, JM","797","1995","03","16",NA,"Brasil","Paraná","Curitiba","Vila Macedo","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"FUEL013793","Santos, EP","2001",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"75","2020-11-12 17:00:30-03","UEL","FUEL","23668","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Silva, JM; et al.","507","1988","03","24",NA,"Brasil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"FUEL013792","Marzinek, J","2002",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"76","2020-11-12 17:00:30-03","UEL","FUEL","37330","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Estevan, DA; et al.","618","2005","02","11",NA,"Brasil","Paraná","Ventania","Fazenda Santa Inês","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"FUEL013791","Vieira, AOS; Estevan, DA","2005",NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA,NA
"77","2020-08-20 14:56:47-03","UFSC","FLOR","50394","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Campestrini, S.; Trevisan, R.; Weber, P. & Venturi, S.","256","2013","01","19",NA,"Brasil","Paraná","Palmas","Refúgio de Vida Silvestre (REVIS) dos Campos de Palmas.","-51.608611","-26.533611","1305","1305",NA,"Campo natural seco e pedregoso - relevo inclinado. Erva com flores lilases.","FLOR0050394","Campestrini, S.","2013","07","10",NA,NA,NA,"51º36'31''W","26º32'1''S",NA,NA,NA,NA
"78","2020-08-20 20:39:19-03","UFSC","FLOR","19795","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Silva, J.M.; Hatschbach, G.","507","1988","03","24",NA,"Brasil","Paraná","Palmeira","Rio dos Papagaios.","-50.0064010620117","-25.4293994903564",NA,NA,NA,"xilopodífero, flor rosada","FLOR0019795","Hatschbach, G.","1988",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"79","2020-08-20 14:56:47-03","UFSC","FLOR","54139","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Hassemer, G.N.","521","2012","04","22",NA,"Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,"erva, flores púrpuras","FLOR0054139","Hassemer, G.N.",NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:10:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Keithia","gracilis","Keithia gracilis","Benth.","?","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in campis prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:10:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Keithia","gracilis","Keithia gracilis","Benth.","?","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"S. Pauli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:10:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Keithia","gracilis","Keithia gracilis","Benth.","St.-Hil, A","s.n.",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul",NA,"S. Pauli",NA,NA,NA,NA,NA,"teste Benth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:10:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Keithia","gracilis","Keithia gracilis","Benth.","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"habitat in Brasilia meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-08 12:42:51-03","UFRGS","ICN","190232","S","Plantae","Dicotyledon",NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Silva Filho, PJS","1559","2012","03","07","América do Sul","Brasil","RS","Jaquirana",NA,"-50.375556","-29.089167","840","840",NA,"Flores liláses; Em campo seco",NA,"Silva Filho, PJS",NA,NA,NA,NA,NA,NA,"-50.375556","-29.089167",NA,NA,NA,NA
"85","2020-08-26 10:49:17-03","MCN-FZBRS","HAS","45666","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Hedeoma","cf. gracilis","Hedeoma cf. gracilis","(Benth.) Briq.","Schmidt, R.","1396","2006","01",NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula (Jaquirana - RS)","Campos de Cima da Serra; Passo do S; Parque Estadual do Tainhas",NA,NA,NA,NA,NA,"campo; erva","HAS0045666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-08-26 10:49:17-03","MCN-FZBRS","HAS","45667","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Hedeoma","cf. gracilis","Hedeoma cf. gracilis","(Benth.) Briq.","Schmidt, R.","1397","2006","01",NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula (Jaquirana - RS)","Campos de Cima da Serra; Passo do S; Parque Estadual do Tainhas",NA,NA,NA,NA,NA,"campo; erva","HAS0045667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-08-26 10:49:17-03","MCN-FZBRS","HAS","12125","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Hedeoma","gracilis","Hedeoma gracilis","(Benth.) Briq.","Bueno, O.","2557","1980","06",NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro da Polícia.","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Erva ereta, flor rosada clara, rara e dispersa, em campo sujo, relevo na encosta, solo granito.","HAS0012125","Zanette, V.C.","1980","09",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"88","2020-08-26 10:49:17-03","MCN-FZBRS","HAS","9800","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Hedeoma","gracilis","Hedeoma gracilis","(Benth.) Briq.","Bueno, O.","1548","1979","06",NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santata","-51.2299995422363","-30.0331001281738",NA,NA,NA,"flor lilás clara; altitude 300 m; campo sujo; topo; solo granítico","HAS0009800","Zanette, V.C.","1980","09",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"89","2020-11-19 09:29:30-03","IBt","SP","364365","S","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Ribas, OS","797","1995","03","16",NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
