"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","infraspecificEpithet","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","maximumDepthInMeters","fieldNumber"
"11","2016-09-29 12:05:00-03","NY","NYBG","616833","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","G. Jolochin",NA,NA,NA,"A. H. Gentry","1985","09","22","Argentina","Salta","Anta","-64.7","-24.58",NA,NA,"NY00616833",NA,"Parque Nacional El Rey; trail from Intendencia to Arroyo Aguas Negras","51772","950","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381966' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","616806","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","L. R. Landrum",NA,NA,NA,"J. Miers",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00616806","NY00616806_01",NA,"s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724291' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","616850","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","G. Jolochin",NA,NA,NA,"L. Monteiro de S.","1971","07","28","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00616850","NY00616850_01","Itaipu","s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642654' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","616803","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","L. R. Landrum",NA,NA,NA,"B. M. J. Lutz","1931","09","13","Brazil","Rio de Janeiro",NA,"-43.482796","-23.016442",NA,NA,"NY00616803","NY00616803_01","Recreio dos Bandeirantes","666",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724288' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","616830","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","L. R. Landrum",NA,NA,NA,"R. Reitz","1957","09","07","Brazil","Santa Catarina","Mafra","-49.849819","-26.072275",NA,NA,"NY00616830","NY00616830_01","Campo Novo, Mafra","4869","750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745748' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","616804","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","L. R. Landrum",NA,NA,NA,"A. F. M. Glaziou","1862","06","07","Brazil","Rio de Janeiro",NA,"-43.184813","-22.973744",NA,NA,"NY00616804","NY00616804_01","Copacabana","63",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724289' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","616828","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","L. R. Landrum",NA,NA,NA,"L. B. Smith","1965","01","05","Brazil","Santa Catarina","Sao Joaquim","-49.93","-28.35",NA,NA,"NY00616828","NY00616828_01","10 km south of Sao Joaquim","14299","1200","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745747' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","616845","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott",NA,NA,NA,NA,"W. Hoehne","1964","07","13","Brazil","Rio de Janeiro","Rio de Janeiro","-43.369099","-22.995332",NA,NA,"NY00616845","NY00616845_01","Rio de Janeiro. Barra da Tijuca","5758",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724300' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","616801","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","L. R. Landrum",NA,NA,NA,"G. Gardner","1837","02",NA,"Brazil","Rio de Janeiro",NA,"-43.073169","-22.496706",NA,NA,"NY00616801","NY00616801_01","Serra dos Orgaos","759",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724286' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","616835","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","G. Jolochin",NA,NA,NA,"M. Rossato","1988","04","24","Brazil","Rio Grande do Sul","Jaquirana","-50.3578","-28.8847",NA,NA,"NY00616835","NY00616835_01","Jaquirana - Fazenda da Boa Vista","3957","900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381967' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","616829","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","L. R. Landrum",NA,NA,NA,"J. C. Lindeman","1966","09","08","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00616829","NY00616829_01","2 km W of Curitiba","2420","850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745749' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","405518","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandra","Benth.",NA,NA,NA,NA,"K. T. Hartweg",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,"NY00405518","NY00405518_01 NY00405518_02",NA,"738",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28878' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandra","South America","sheet","isotype",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","616831","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1995","09","03","Brazil","Rio Grande do Sul","Cambará do Sul","-49.945844","-29.059177",NA,NA,"NY00616831","NY00616831_01","Camabará do Sul - Fortaleza","10776","1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745736' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","616820","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","L. R. Landrum",NA,NA,NA,"G. G. Hatschbach","1970","11","03","Brazil","Paraná","Curitiba","-49.2731","-25.4281",NA,NA,"NY00616820","NY00616820_01","Barigui","25331",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745750' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","616825","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","L. R. Landrum",NA,NA,NA,"W. H. Camp","1945","02","26","Ecuador","Azuay",NA,NA,NA,NA,NA,"NY00616825","NY00616825_01","Along the rio Tarqui, 4-18 km south of Cuenca","E1882","2529.8","2743.2","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745753' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","616848","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","S. F. Smith",NA,NA,NA,"M. Laner","1994","10","29","Brazil","Rio Grande do Sul","Sao Francisco de Paula","-50.395632","-29.433343",NA,NA,"NY00616848","NY00616848_01","Floresta Nacional I","s.n.","850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745737' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","616812","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","L. R. Landrum",NA,NA,NA,"R. A. Wasum","1989","10","21","Brazil","Rio Grande do Sul","Flores da Cunha","-51.26034","-29.061484",NA,NA,"NY00616812","NY00616812_01","Flores da Cunha - Otavio Rocha","6265","750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724298' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","616816","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","L. R. Landrum",NA,NA,NA,"L. R. Landrum","1982","01","21","Brazil","Rio de Janeiro","Maricá","-42.865151","-22.958935",NA,NA,"NY00616816","NY00616816_01","Marica, Restinga de Marica, between ocean and Lagoa de Marica, ca. 40 km E of Rio de Janeiro","4174",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724297' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","616819","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","L. R. Landrum",NA,NA,NA,"L. R. Landrum","1977","11","03","Brazil","Paraná","Curitiba","-49.33","-25.5",NA,NA,"NY00616819","NY00616819_01","Uberaba de Baixo","2355","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745752' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","616840","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","G. Jolochin",NA,NA,NA,"M. Sobral","1983","09",NA,"Brazil","Rio Grande do Sul","Viamao","-51.0231","-30.0811",NA,NA,"NY00616840","NY00616840_01","Itapua,Viamao","2187",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381965' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","616841","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","G. Jolochin",NA,NA,NA,"R. A. Wasum","1989","02","07","Brazil","Rio Grande do Sul","Flores da Cunha","-51.26034","-29.061484",NA,NA,"NY00616841","NY00616841_01","Otavio Rocha - Flores da Cunha","5297","700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381970' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","616807","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","L. R. Landrum",NA,NA,NA,"B. D. Sucre","1968","07","30","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,"NY00616807","NY00616807_01","Guanabara, Rio de Janeiro, Restinga do Grumari","3353",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724292' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","616802","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","L. R. Landrum",NA,NA,NA,"Martii Herbar. Florae Brasil.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00616802","NY00616802_01","Ad mar in Capocabana","62",NA,NA,"Acc. 1837 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724287' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","616837","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum octandrum","Benth.","G. Jolochin",NA,NA,NA,"I. Guerra","1988","10","10","Brazil","Rio Grande do Sul","Carlos Barbosa","-51.5033","-29.2978",NA,NA,"NY00616837","NY00616837_01","Carlos Barbosa - Arco Verde","4686",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381968' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","octandrum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","616798","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","G. Jolochin",NA,NA,NA,"W. Hoehne","1964","10","21","Brazil","Rio de Janeiro",NA,"-43.369099","-22.995332",NA,NA,"NY00616798","NY00616798_01","Barra da Tijuca","5819",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642649' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","616800","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","L. R. Landrum",NA,NA,NA,"G. Gardner","1837","02",NA,"Brazil","Rio de Janeiro",NA,"-43.073169","-22.496706",NA,NA,"NY00616800","NY00616800_01","Serra dos Orgaos","759",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724285' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","616813","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","G. Jolochin",NA,NA,NA,"D. S. D. de Araújo","1983","03","11","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00616813","NY00616813_01","Grumari","5476",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642646' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","616815","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott",NA,NA,NA,NA,"L. Riedel","1835","07",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00616815","NY00616815_01",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724299' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","616805","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","L. R. Landrum",NA,NA,NA,"J. N. Rose","1915","07","14","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00616805","NY00616805_01","Base of Dois Irmaos","20235",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724290' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","616849","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","G. Jolochin",NA,NA,NA,"M. B. Casari","1983","08","29","Brazil","Rio de Janeiro","Cabo Frio","-42.0183","-22.8794",NA,NA,"NY00616849","NY00616849_01","Zacara","1063",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642653' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","616847","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","G. Jolochin",NA,NA,NA,"H. F. Martins","1965","08","11","Brazil","Rio de Janeiro",NA,"-43.398867","-23.010762",NA,NA,"NY00616847","NY00616847_01","Reserva Biológica de Jacarepaguá","433",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642652' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","616851","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","G. Jolochin",NA,NA,NA,"O. X. B. Machado","1947","10","09","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00616851","NY00616851_01","Distrito Federal - Restinga da Gavéa","s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642655' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","616809","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","L. R. Landrum",NA,NA,NA,"D. Constantino",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.36594","-23.011012",NA,NA,"NY00616809","NY00616809_01","Guanabara, Rio de Janeiro, Restinga da Tijuca","1537",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724294' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","616810","PreservedSpecimen","Plantae","Myrtaceae","Myrrhinium","atropurpureum","Myrrhinium atropurpureum atropurpureum","Schott","L. R. Landrum",NA,NA,NA,"L. R. Landrum","1982","01","21","Brazil","Rio de Janeiro","Maricá","-42.865151","-22.958935",NA,NA,"NY00616810","NY00616810_01","Restinga de Marica, between ocean and Lagoa de Marica, ca. 40 km E of Rio de Janeiro","4188",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=724295' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","atropurpureum","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
