"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","occurrenceRemarks","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","coordinatePrecision","geoFlag","class","order","relatedCatalogItem","individualCount","fieldNumber"
"48","2020-10-14 10:05:51-03","FURB","FURB","38535","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Wasum, R","2012","05","22","Marchett, C.A.","106","2011","10","10","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5380555","-28.9622222","-50.5380555","-28.9622222","900","900","FURB41333",NA,"FURB41333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 10:05:51-03","FURB","FURB","41131","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Gasper, AL de","2013","07","09","Funez, L.A.; Gasper, A.L. de","2057","2013","05","04","Brasil","Rio Grande do Sul","Cambará do Sul","Entrada do Parque Nacional Aparados da Serra.","-50.0622222","-29.1552778","-50.0622222","-29.1552778","950","950","FURB41330",NA,"FURB41330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-08 08:55:47-03","FURB","FURB","48788","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Oliveira, AA de","2015","11","10","Oliveira, A.A. de","2720","2015","11","10","Brasil","Santa Catarina","Urubici","Lajeado Liso - Toca Ruim.","-49.68","-28.1691667","-49.6800000","-28.1691667","1475","1475","FURB48788",NA,"FURB48788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-08 08:55:47-03","FURB","FURB","52576","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Farias, D.M.","2017","02","06","Uller, H.F.; Klitzke, A.R; Bollmann, G.O.","714","2016","10","04","Brasil","Santa Catarina","Urupema",NA,"-49.86","-28.08","-49.8600000","-28.0800000","1162","1162","FURB52576","coletada em solo bem drenado, frutos verdes Habitat: APP de rio Habito: arvoreta","FURB52576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:05:51-03","FURB","FURB","58706","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Farias, D.M.","2018","04","17","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2300","2018","03","06","Brasil","Santa Catarina","Bom Jardim da Serra","Santa Bárbara.","-49.59","-28.1702778","-49.5900000","-28.1702778","1560","1560","FURB58706","flor branca Habitat: beira de estrada Habito: árvore","FURB58706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-08 08:55:47-03","FURB","FURB","62625","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Kassner-Filho, A.","2019","02","09","Kassner-Filho, A.","4729","2019","02","09","Brasil","Santa Catarina","Bom Jardim da Serra","Fazenda ao do Rio Pelotas. Fazenda ao do Rio Pelotas.","-49.5705556","-28.1808334","-49.5705556","-28.1808334","1414","1414","FURB62625","Arvoreta 3.5m flor branca","FURB62625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:05:51-03","FURB","FURB","64496","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Kassner-Filho, A.","2019","02","14","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","4758","2019","02","14","Brasil","Santa Catarina","São Joaquim","Fazenda Agropec.","-50.1305556","-28.17","-50.1305556","-28.1700000","1068","1068","FURB64496","Flor branca Habitat: Floresta Ombrófila Mista;Estágio Avançado; Interior da unidade amostral Habito: Arbórea","FURB64496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 10:05:51-03","FURB","FURB","66348","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Kassner-Filho, A.","2020","02","01","Kassner-Filho, A.","5572","2020","02","01","Brasil","Santa Catarina","São Joaquim","CETREJO.","-49.9572222","-28.2638889","-49.9572222","-28.2638889","1241","1241","FURB66348","flor branca Habitat: borda do fragmento Habito: arvoreta","FURB66348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:05:51-03","FURB","FURB","8887","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Gasper, AL de","2008","05","07","Verdi, M.; Carneiro, F.E.","654","2008","05","07","Brasil","Santa Catarina","Urupema",NA,"-49.95","-27.99","-49.9500000","-27.9900000",NA,NA,"FURB03262","Florística (entorno) IFFSC 186. Habitat: Floresta Ombrófila Mista; Habito: flor creme","FURB03262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:05:51-03","FURB","FURB","8913","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Verdi, M","2008","04","17","Verdi, M.; Carneiro, F.E.","621","2008","04","17","Brasil","Santa Catarina","São Joaquim","Mantiqueira.","-49.7691667","-28.2605556","-49.7691667","-28.2605556","1449","1449","FURB41334","Florística IFFSC 114. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: arbustiva; flor creme","FURB41334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-16 17:54:47-03","UCS","HUCS","39875","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","Escal.","Grizzon, M.","2013","03","05","Grizzon, M.","192","2013","02","27","Brasil","Rio Grande do Sul","Jaquirana",NA,"-50.408306","-29.093806","-50.408306","-29.093806","832","832",NA,"arbusto com 1,8 m de altura, flores alvas; borda da mata ciliar",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,NA,"Rosales",NA,NA,NA
"59","2021-03-16 17:54:47-03","UCS","HUCS","46601","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","Escal.","Farias, D.M.","2017","02","06","Uller, H.F.","714","2016","10","04","Brasil","Santa Catarina","Urupema",NA,"-49.86","-28.08","-49.86","-28.08","1162","1162",NA,"frutos verdes - IFFSC - 2/162/coleta extra/arvoreta - Doação FURB 52576; APP de rio , arvoreta, coletada em solo drenado",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,NA,"Rosales",NA,NA,NA
"60","2021-03-16 17:54:47-03","UCS","HUCS","48280","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","Escal.","Farias, D.M.","2018","04","17","Kassner-Filho, A.","2300","2018","03","06","Brasil","Santa Catarina","Bom Jardim da Serra","Santa Bárbara","-49.59","-28.170278","-49.59","-28.170278","1560","1560",NA,"FURB 58706; Beira de estrada. Árvore, flor branca.",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,NA,"Rosales",NA,NA,NA
"61","2021-03-16 17:54:47-03","UCS","HUCS","36039","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","Escal.","Grings, M.",NA,NA,NA,"Grings, M.","768","2009","05",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"arbusto áfilo, 0,5m de alt. , todo espinhento, flores brancas con ateras pretas, muito aromáticas - Herbário ICN 162263; campo pedregoso do topo do morro",NA,NA,NA,NA,NA,"Angiospermae","29946","auto",NA,"Rosales",NA,NA,NA
"62","2019-08-16 08:40:49-03","UTFPR","HCF","14376","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","M.L. Brotto","2014","04","15","M.L. Brotto","1594","2014","04","02","Brasil","SC","São Joaquim",NA,"-49.764167","-28.262222","49°45'51 W","28°15'44 S","1342","1342",NA,"árvore de 4 m; flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-11 16:53:23-03","UFSM","SMDB","16913","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","30","Bastos-Záchia, N.R; Záchia, R.A","501","2016","04","30","Brasil","Rio Grande do Sul","Piratini","Venda da Lata, Fazenda do Sr. Pedro (Sr. Pedico)","-53.056547","-31.351558","-53.056547","-31.351558",NA,NA,"SMDB016913","Coord.: 31° 21' 05,61 S e 53° 03' 23,57 W. Beira de barranco, solo profundo, muito úmido. Em floração. Apenas dois indivíduos muito próximos. Cerca de 2,5m altura, espinhos finos na brotação, folhosos, ramos antigos c/ espinhos largos, grossos, ac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-11 16:53:23-03","UFSM","SMDB","16921","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","30","Bastos-Záchia, N.R; Záchia, R.A","520","2016","04","30","Brasil","Rio Grande do Sul","Pinheiro Machado","Km 97 da BR 293","-53.290647","-31.612206","-53.290647","-31.612206",NA,NA,"SMDB016921","Beira de barranco, solo úmido, próximo a córrego, presença de Eryngium pandanifolium. 31° 36' 43,94 S e 53° 17' 26,33 W Testemunho Tese de Doutorado de Nelci R.Bastos-Záchia, Pós graduação - Ciências Farmacêuticas. Orientador: Profª. Drª. Marli Mat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-11 16:53:23-03","UFSM","SMDB","16915","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","30","Bastos-Záchia, N.R; Záchia, R.A","512","2016","04","30","Brasil","Rio Grande do Sul","Pinheiro Machado","BR-293, a 3km do trevo da entrada da cidade, em di","-53.411667","-31.553611","-53.411667","-31.553611",NA,NA,"SMDB016915","Pequena pop. com ca. 15 indivíduos à beira da estrada (muito próximos), 31° 33' 13 S e 53° 24' 42 W, solo úmido próximo a um campo baixo. Arvoretas de 2,0 a 3,5 m altura. Testemunho Tese de Doutorado de Nelci R. Bastos-Záchia, Pós graduação - Ciênc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-11 16:53:23-03","UFSM","SMDB","16920","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","22","Bastos-Záchia, N.R; Záchia, R.A","518","2016","04","22","Brasil","Rio Grande do Sul","Mostarda","Localidade Pai João, antiga sede do Parque Naciona","-50.813833","-31.055889","-50.813833","-31.055889",NA,NA,"SMDB016920","Próximo à sede (desativada), 31° 03' 21,2 S e 50° 48' 49,8 W. Arbusto ca. 2,5m altura, alguns ramos verde-oliva sem pilosidade e outros acinzentados com pilosidade. Solo arenoso, seco, muito polimorfismo, na margem da mata. Testemunho Tese de Dout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-20 16:47:45-03","UFSM","SMDB","16927","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Essi, L",NA,NA,NA,"Essi, L","977","2015",NA,NA,"Brasil","Rio Grande do Sul","Piratini","Estrada de chão, na RS 608, entre Pedras Altas e P","-53.40575","-31.600083","-53.40575","-31.600083",NA,NA,"SMDB016927","Indivíduos de coloração acinzentada, ao longo da margem da estrada. Em frutificação. Coordenadas: 31º 36' 00,3 S e 053º 24' 20,7 W. Amostras coletadas para extração de DNA (periderme). Testemunho Tese de Doutorado de Nelci R.Bastos-Záchia, Pós",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-11 16:53:23-03","UFSM","SMDB","16914","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","17","Bastos-Záchia, N.R; Záchia, R.A","508","2016","04","17","Brasil","Rio Grande do Sul","São Pedro do Sul","Cerro Itaquatiá","-54.178889","-29.620556","-54.178889","-29.620556",NA,NA,"SMDB016914","Lateral do cerro, face leste da encosta, beira de matinha, abaixo do paredão. 29º 37' 14 S 54º 10' 44 W. Solo profundo e arenoso com muitos fragmentos de rochas areníticas. Ambiente sombreado. Arbusto ca. 1,0 m de altura. Testemunho Tese de Doutor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-20 16:47:45-03","UFSM","SMDB","16926","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Essi, L","2015","05","03","Essi, L; Fortes, VB; Muller, ES; et al.","934","2015","05","03","Brasil","Santa Catarina0","Cedrinho","Na estrada da Pousada Recanto das Araucárias",NA,NA,NA,NA,NA,NA,"SMDB016926","Beira de estrada. Plantas ca. 1,50m a 1,80m de altura, indivíduos com flor e alguns com frutos. Poucos com folhas. Testemunho Tese de Doutorado de Nelci R. Bastos-Záchia, Pós graduação - Ciências Farmacêuticas. Orientador: Profª. Drª. Marli Matiko A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-11 16:53:23-03","UFSM","SMDB","16919","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","22","Bastos-Záchia, N.R; Záchia, R.A","517","2016","04","22","Brasil","Rio Grande do Sul","Mostarda","Balneário Mostardense, Trilha das Dunas","-50.869361","-31.110972","-50.869361","-31.110972",NA,NA,"SMDB016919","Arbusto ca. 2,0m altura, ramos polimórficos, indivíduos com alturas variadas, em floração, ramos de cor verde oliva até acinzentados, em beira de estrada, solo profundo e arenoso, úmido. 31º 06' 39,5 S e 050º 52' 09,7 W. Testemunho Tese de Doutora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-11 16:53:23-03","UFSM","SMDB","18820","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","11","Bastos-Záchia, N.R; Záchia, R.A; Záchia, G.B; Záchia, J.B","515","2016","04","11","Brasil","Rio Grande do Sul","Cambará do Sul","Capão Penso. Fazenda do Sr. Portássio Tittoni.","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"SMDB018820","Próximo à matinha ciliar na margem de córrego, em campo natural fora da matinha. Em brotação (foi queimada pelo fogo). Cerca de 40cm de altura. Distante 5m do outro indivíduo (515D), Solo drenado, em floração. Testemunho Tese de Doutorado de Nelci R",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA
"72","2019-11-25 12:12:36-03","UFSM","SMDB","60","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Marchiori, JNC","1985","10","10","Rambo, B","s.n.","1933","05","19","Brasil","Rio Grande do Sul","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SMDB000060",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"73","2019-11-25 12:12:36-03","UFSM","SMDB","10198","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Santos, SR",NA,NA,NA,"Santos, SR; Marchiori, JNC","s.n.","2006","10","26","Brasil","Rio Grande do Sul","São José dos Ausentes","população em mata de beira de estrada próximo ao Arroio Silveira","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"SMDB010198","Ramos verde-escuros; folhas escassas; Ramos verde-escuros; folhas escassas","SMDB010198",NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA
"74","2021-02-11 16:53:23-03","UFSM","SMDB","16923","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","30","Bastos-Záchia, N.R; Záchia, R.A","522","2016","04","30","Brasil","Rio Grande do Sul","Pinheiro Machado","Próximo ao Km 98","-53.280694","-31.617058","-53.280694","-31.617058",NA,NA,"SMDB016923","Beira da estrada, 31° 37' 01,41 S e 53° 16' 50,50 W. Arbusto ca. 2,0m altura, solo granítico, população Pequena (7 indiv.). Testemunho de Tese de Doutorado de Nelci R. Bastos-Záchia, Pós graduação - Ciências Farmacêuticas. Orientador: Profª. Dr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-11 16:53:23-03","UFSM","SMDB","16912","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","10","Bastos-Záchia, N.R; Záchia, R.A","500","2016","04","10","Brasil","Rio Grande do Sul","Cambará do Sul","Capão Penso, Fazenda do Sr. Portássio Tittoni","-50.141917","-29.016711","-50.141917","-29.016711",NA,NA,"SMDB016912","Borda de matinha ciliar em campo natural, próximo a córrego, sobre rochas metamórficas, cerca de 15 indivíduos espalhados pela mata e no entorno dela, próxima à floresta com Araucária. Arbustos ou arvoretas variando de 0,40m a 6,0m de altura, ocorre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 16:53:23-03","UFSM","SMDB","16922","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","30","Bastos-Záchia, N.R; Záchia, R.A","521","2016","04","30","Brasil","Rio Grande do Sul","Pinheiro Machado","Próximo ao Km 97","-53.285933","-31.614031","-53.285933","-31.614031",NA,NA,"SMDB016922","31° 36' 50,51 S e 53° 17' 09,36 W, solo bem drenado, granito intemperizado formando solo raso sobre rocha, as vezes mais profundo, bem drenado. População ca. 10 indivíduos, presença de Eryngium horridum. Testemunho Tese de Doutorado de Nelci R.Bast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-11 16:53:23-03","UFSM","SMDB","16917","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","05","Bastos-Záchia, N.R; Záchia, R.A","514","2016","04","05","Brasil","Rio Grande do Sul","Jaquirana","Cascata do Venâncio","-50.258814","-29.02825","-50.258814","-29.02825",NA,NA,"SMDB016917","Arvoreta ca. 4m altura, no interior de matinha próximo à cascata. População de ca. 10 indivíduos, próximos , flores brancas a verde claro, corola tubulosa. Solo profundo, muito úmido entremeado de rochas metamórficas, coberto de vegetação. Grande qua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-25 12:12:36-03","UFSM","SMDB","10201","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Santos, SR",NA,NA,NA,"Santos, SR; Marchiori, JNC","s.n.","2006","11","24","Brasil","Rio Grande do Sul","Canguçu","em afloramento rochoso em beira de estrada (BR)","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"SMDB010201","Arbusto +ou- 1,8m; ramos acinzentados; folhas restritas aos ramos novos, escassas; ramos jovens","SMDB010201",NA,NA,NA,NA,NA,"68702","auto",NA,NA,NA,NA,NA
"79","2019-11-25 12:12:36-03","UFSM","SMDB","6136","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos, NR",NA,NA,NA,"Bastos, NR","0970","1991","04","09","Brasil","Rio Grande do Sul","Cangussú",NA,"-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"SMDB006136",NA,"SMDB006136",NA,NA,NA,NA,NA,"68702","auto",NA,NA,NA,NA,NA
"80","2019-11-25 12:12:36-03","UFSM","SMDB","2510","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos, NR","1986","06","05","Alvarez, A.F.","s.n.","1986","06","05","Brasil","Rio Grande do Sul","Cangussú","Alto da Tuna","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"SMDB002510",NA,"SMDB002510",NA,NA,NA,NA,NA,"68702","auto",NA,NA,NA,NA,NA
"81","2019-11-25 12:12:36-03","UFSM","SMDB","2563","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Alvarez, A.F.","1986","08","27","Alvarez, A.F.","s.n.","1986","08","27","Brasil","Rio Grande do Sul","Cangussú","Alto da Tuna","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"SMDB002563",NA,"SMDB002563",NA,NA,NA,NA,NA,"68702","auto",NA,NA,NA,NA,NA
"82","2021-02-11 16:53:23-03","UFSM","SMDB","16924","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","30","Bastos-Záchia, N.R; Záchia, R.A","524","2016","04","30","Brasil","Rio Grande do Sul","Pinheiro Machado","3,1 Km depois da entrada para Pinheiro Machado","-53.3810997009277","-31.5783004760742",NA,NA,NA,NA,"SMDB016924","Arbustos com ca. 3m de altura. População com cerca de 10 indivíduos, muito próximos, ramos acinzentados, patentes opostos, grossos . Distante 100m do ponto de coleta do n° RB 512. Testemunho Tese de Doutorado de Nelci R. Bastos-Záchia, Pós graduação",NA,NA,NA,NA,NA,NA,"70026","auto",NA,NA,NA,NA,NA
"83","2021-02-11 16:53:23-03","UFSM","SMDB","16916","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","30","Bastos-Záchia, N.R; Záchia, R.A","513","2016","04","30","Brasil","Rio Grande do Sul","Pinheiro Machado","BR 293, há 1400m da entrada para Pinheiro Machado,","-53.3810997009277","-31.5783004760742",NA,NA,NA,NA,"SMDB016916","Arbusto de ca. 2,0m altura, 530m de atitude, campo com elevação leve em um lado e do outro lado um baixio, solo bastante úmido, próximo a banhado. População grande, predomínio de Colletia. Arbustos com grande polimorfismo e variação na altura dos ind",NA,NA,NA,NA,NA,NA,"70026","auto",NA,NA,NA,NA,NA
"84","2021-02-11 16:53:23-03","UFSM","SMDB","16918","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","15","Bastos-Záchia, N.R; Záchia, R.A","507","2016","04","15","Brasil","Rio Grande do Sul","Porto Alegre","Fundação Zoobotânica do Rio Grande do Sul","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SMDB016918","Arbusto ca. 2,5m de altura. Único indivíduo, ramos delicados, verde oliva, ascendentes, estreitos, frágeis, muitos ramos secos. Ambiente sombreado, solo muito úmido. Estéril. Testemunho Tese de Doutorado de Nelci R. Bastos-Záchia, Pós graduação -",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"85","2021-02-11 16:53:23-03","UFSM","SMDB","16925","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos-Záchia, N.R","2016","04","15","Bastos-Záchia, N.R; Záchia, R.A","506","2016","04","15","Brasil","Rio Grande do Sul","Porto Alegre","Fundação Zoobotânica do Rio Grande do Sul","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SMDB016925","Arbusto, ca. 2m de altura, três indivíduos muito próximos, ramos polimórficos acinzentados, alguns ramos opostos, grossos, outros ascendentes e finos, muitos ramos secos. Solo úmido e pedregoso, próximo do viveiro. Em floração. Coleta autorizada pel",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"86","2019-11-25 12:12:36-03","UFSM","SMDB","10197","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Santos, SR",NA,NA,NA,"Santos, SR; Marchiori, JNC","s.n.","2006","10","26","Brasil","Rio Grande do Sul","São José dos Ausentes","população em mata de beira de estrada próximo ao Arroio Silveira","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"SMDB010197","Ramos verde-escuros; folhas escassas; Ramos verde-escuros; folhas escassas","SMDB010197",NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA
"87","2020-12-21 16:42:32-03","MBM","MBM","189805","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escalante","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.; et al.; et al.","1288",NA,NA,NA,"Brazil","Rio Grande do Sul","Santa Vitória do Palmar","Chuí","-53.3680992126465","-33.5189018249512",NA,NA,NA,NA,"MBM189805",NA,"MBM189805",NA,"Southern America",NA,NA,NA,"130170","auto",NA,NA,NA,NA,NA
"88","2020-12-21 16:42:32-03","MBM","MBM","390771","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escalante","Barboza, E.","2014","08","07","Ariati, V.; Felitto, G.; Bianchin, J.E.; Czelusniak, B.H.; Dutra, M.M.; Felitto, G.; Bianchin, J.E.; Czelusniak, B.H.; Dutra, M.M.","960","2014","03","21","Brazil","Rio Grande do Sul","São José dos Ausentes","Cachoeirão dos Rodrigues","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"MBM390771","Arbusto, flor branca, na borda entre campo e floresta.; Campos.","MBM390771",NA,"Southern America",NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA
"89","2020-12-21 16:42:32-03","MBM","MBM","212622","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escalante","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.; et al.; et al.","1878",NA,NA,NA,"Brazil","Rio Grande do Sul","Paraíso do Sul","Cerro Gambela","-53.1488990783691","-29.6686000823975",NA,NA,NA,NA,"MBM212622",NA,"MBM212622",NA,"Southern America",NA,NA,NA,"20630","auto",NA,NA,NA,NA,NA
"90","2020-12-21 16:42:32-03","MBM","MBM","202042","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escalante",NA,NA,NA,NA,"Pedersen, T.M.","16170",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM202042",NA,"MBM202042",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:42:32-03","MBM","MBM","388355","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escalante","Brotto, M.L.","2014","04","15","Brotto, M.L.; Kuniyoshi, Y.S.; Roderjan, C.V.; Kuniyoshi, Y.S.; Roderjan, C.V.","1594","2014","04","02","Brazil","Santa Catarina","São Joaquim",NA,"-49.764131","-28.262311","-49.764131","-28.262311","1342","1342","MBM388355","Árvore de 4m; flores brancas.; Floresta Ombrófila Mista Altomontana.","MBM388355",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
