"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","individualCount","occurrenceRemarks","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","barcode","imagecode","month","day","locality","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","typeStatus"
"51","2021-03-21 19:40:17-03","UFC","EAC","20147","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Flor amarela-esverdeada.","(E.Morren) Lindl. & Paxton","Lima-Verde, L.W.","Carvalho, G.","s.n.","1993","Southern America","Brasil","Ceará",NA,"EAC0020147","EAC0020147","07","17",NA,NA,NA,NA,"Fortaleza",NA,NA,"-38.543098449707","-3.71722006797791","19924","auto",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:38:18-03","MBM","MBM","411835","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Epífita. Pseudobuldo grande com entrenós. Folhas largas e coriáceas.","(C. Morren) Lindl.","Boff, L.","Boff, L.; Temponi, L.G.; Temponi, L.G.","127","2015","Southern America","Brazil","Paraná",NA,"MBM411835","MBM411835","04","11","Paque Nacional do Iguaçu, Trilha Manuel Gomes","2015","04","11","Céu Azul",NA,NA,"-53.8485984802246","-25.1466999053955","51148","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:38:18-03","MBM","MBM","137520","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Epífita.; Mata.","(C. Morren) Lindl.","Engels, M.E.","Buttura, J.","777","1987","Southern America","Brazil","Paraná",NA,"MBM137520","MBM137520","11","19","Parque Nacional de Sete Quedas","2019","04","12","Guaíra",NA,NA,"-54.2557983398438","-24.0799999237061","33984","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:38:18-03","MBM","MBM","12711","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum fibriatum",NA,NA,"(Morrem) Lindl.","Pabst, G.","Hatschbach, G.","23177","1969","Southern America","Brazil","Paraná",NA,"MBM012711","MBM012711","12","08","Parque Nacional",NA,NA,NA,"Foz do Iguaçu",NA,NA,"-54.5881004333496","-25.5478000640869","39570","auto",NA,NA,NA,NA,"fibriatum",NA,NA
"55","2015-09-03 19:49:32-03","MNHN","RECOLNAT_MNHN_P","P00612258","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00612258' target='other'> <mi>dwc_moreinfo</mi></a>","(C.Morren) Lindl.","Romero","Hassler, E.",NA,NA,NA,"Paraguay",NA,"hb","P00612258","P00612258_01","12",NA,"Cordillera de Altos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3655",NA
"56","2020-10-01 14:25:52-03","JBB","HEPH","18689","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(C.Morren) Lindl.","Salles, AEH","Salles, AEH; Gonçalves, LR; Jesus, FPR de; Nóbrega, MGG","2596A,B","2003","Southern America","Brasil","Goiás",NA,NA,NA,"02","06","Caminho Catalão-Davinopolis, margem esquerda do Ri","2003","02","06","Catalão","-53.664722","-18.049167","-53.664722","-18.049167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-01 14:25:52-03","JBB","HEPH","18688","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(C.Morren) Lindl.","Salles, AEH","Salles, AEH; Gonçalves, LR; Jesus, FPR de; Nóbrega, MGG","2595A,B,C","2003","Southern America","Brasil","Goiás",NA,NA,NA,"02","06","Caminho Catalão-Davinopolis, margem esquerda do Ri","2003","02","06","Catalão","-53.664722","-18.049167","-53.664722","-18.049167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-01 14:25:52-03","JBB","HEPH","18695","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(C.Morren) Lindl.","Salles, AEH","Salles, AEH; Gonçalves, LR; Jesus, FPR de; Nóbrega, MGG","2602",NA,"Southern America","Brasil","Goiás",NA,NA,NA,NA,NA,"Canteiro de obras Serra do Falcão, margem esquerda",NA,NA,NA,"Catalão","-53.664722","-18.049167","-53.664722","-18.049167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-01 14:25:52-03","JBB","HEPH","18733","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(C.Morren) Lindl.","Lima, JH","Salles, AEH; Gonçalves, LR; Jesus, FPR de; Nóbrega, MGG","2640A,B",NA,"Southern America","Brasil","Goiás",NA,NA,NA,NA,NA,"Margem esquerda do Rio São Marcos, fazenda do sr.","2013","02","01","Catalão","-53.664722","-18.049167","-53.664722","-18.049167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-01 14:25:52-03","JBB","HEPH","18961","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Cultivada no orquidário do Jardim Botânico de Brasília ORQ - 1438","(C.Morren) Lindl.","Gonçalves, LR","Gonçalves, LR","15","2003","Southern America","Brasil","Goiás",NA,NA,NA,"04","08",NA,"2003","04","08","Catalão",NA,NA,"-47.9463996887207","-18.1658000946045","94621","auto",NA,NA,NA,NA,NA,NA,NA
"61","2020-10-01 14:25:52-03","JBB","HEPH","7249","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Cultivada no orquidário do Jardim Botânico de Brasília","(C.Morren) Lindl.",NA,"Silva, JB da","s.n.","1991","Southern America","Brasil","Minas Gerais",NA,NA,NA,"01","13","Próximo a UH",NA,NA,NA,"Nova Ponte",NA,NA,"-47.6747016906738","-19.1525001525879","47316","auto",NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:44:21-03","UFMG","BHCB","186856","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Erva epifita. Sépalas e pétalas verde claro com pontuações vinosas; labelo verde; A partir de material em cultivo em Belo Horizonte proveniente de São Paulo","(C.Morren) Lindl.",NA,"Batista, JAN; Proite, K","3364","2016","Southern America","Brasil","São Paulo",NA,"BHCB186856",NA,"01","14",NA,"2016","01","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-11 17:20:54-03","UFPR","UPCB","79247","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Erva epífita. Flores em solução Spirit ADA 0232, tépalas verde-claro pintalgado de marrom. Labelo verde com calo branco..","(C.morren.) Lindl. & Paxton","Petini-Benelli, A.","Martins, C.R.","ADA0232TESE","2011",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Ex. hort. Carlos Régent Martins","2014","01","02","Niterói",NA,NA,"-43.1035995483398","-22.88330078125","14785","auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:20:54-03","UFPR","UPCB","77043","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Erva epífita. Floriu sob cultivo 4/I/2014; flores em solução: Spirit ADA 0353. flores não ressupinadas. Tépalas verdes pintalgadas de marrom. Labelo verde com calo amarelo..","(C.Morren.) Lindl. & Paxton","Petini-Benelli, A.","Petini-Benelli,A | Monteiro, N.","ADA0353TESE","2014",NA,"Brasil","Goiás",NA,NA,NA,"01","04","Cerrado.","2014","01","04","Ivolândia","-50.779444","-16.566667","-50.779444","-16.566667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-11 17:20:54-03","UFPR","UPCB","77045","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Erva epífita. Floriu sob cultivo: 13/I/2014; flores pintalgadas de marrom. Labelo verde com calo branco; margens fimbriadas..","(C.Morren.) Lindl. & Paxton","Petini-Benelli, A.","Petini-Benelli,A | Monteiro, N.","ADA0369TESE","2011",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,"Cerrado.","2014","01","13","Iporá","-51.233333","-16.385000","-51.233333","-16.385",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:20:54-03","UFPR","UPCB","79255","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Erva epífita. Floriu sob cultivo: 15/7/2013, floresm em solução SPIRIT ADA 0560, tépalas creme pintalgado de marrom avermelhado. Labelo verde com calo amarelo e margens serrilhadas..","(C.morren.) Lindl. & Paxton","Petini-Benelli, A.","Petini-Benelli, A. | Sanches, E.","ADA0560TESE","2013",NA,"Brasil","São Paulo",NA,NA,NA,"11","28","12km da Usina de Estreito. Região Nordeste do Estado. Cerrado ss.","2013","12","15","Pedregulho","-47.359444","-20.188056","-47.359444","-20.188056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2013-08-23 04:12:00-03","MO","MOBOT","1336365","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton",NA,"Roberto Vásquez","Vásquez C. 23",NA,"South America","Bolivia","Beni",NA,NA,NA,NA,NA,"Trinidad",NA,NA,NA,NA,NA,NA,"-64.9","-14.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2018-01-26 12:39:00-02","MO","MOBOT","1431308","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","1",NA,"(E. Morren) Lindl. & Paxton","G. Romero","Elsa M. Zardini","Zardini 54028","2000","South America","Paraguay","Central",NA,NA,NA,"3","6","Grown at Elsa's from sterile material collected at Paraguay, Caazapá, Estancia Tapytá of Shell Forestry Ltd., in tall forest patches, on 15 December 1999, by Elsa Matilde Zardini and Ramón Britez.",NA,NA,NA,NA,NA,NA,"-55.7688889","-26.2530556",NA,NA,NA,NA,NA,NA,NA,"1202",NA
"69","2013-01-28 05:13:00-02","MO","MOBOT","100246890","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","1",NA,"(E. Morren) Lindl. & Paxton","A.E. Johnson","Andres E. Johnson","Johnson 804","1997","South America","Argentina","Jujuy",NA,NA,NA,"5","21","P.N. Calilegua Totoritas.",NA,NA,NA,"Ledesma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2012-03-18 05:12:00-03","MO","MOBOT","1150800","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","R. Vásquez, Jul","J. Richard Abbott|Fabiana Mamani M.","Abbott 16238","1995","South America","Bolivia","Santa Cruz",NA,NA,NA,"2","20","Lomerio; ca. 65 km south of Concepción to Las Trancas community, then ca. 10 km to north on access road; tall subhumid forest. On large rock outcrop near base-camp.",NA,NA,NA,"Nuflo de Chavez",NA,NA,"-61.88333","-16.5",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA
"71","2012-04-04 11:30:00-03","MO","MOBOT","1195380","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","1",NA,"(E. Morren) Lindl. & Paxton","R. Vazques (USZ)","Fabiana Mamani M.","Mamani M. 923","1995","South America","Bolivia","Santa Cruz",NA,NA,NA,"7","3","Lomerio. 12 km al Norte de la comunidad Las Trancas. Parcelas permanente del proyecto Bolfor, Las Trancas 95. Bosque seco chiquitano, con elementos de Anadenanthera colubrina Poeppigia procera, Peltogyne cf. heterophylla, etc.",NA,NA,NA,"Nuflo de Chavez",NA,NA,"-61.8463889","-16.5202778",NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA
"72","2012-04-12 05:10:00-03","MO","MOBOT","1321485","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","A. Fuentes","Alfredo F. Fuentes","Fuentes Claros 158","1993","South America","Bolivia","Santa Cruz",NA,NA,NA,"2","5","Ciudad de Santa Cruz, domicilio particular, avenida Busch, calle 11 numero 43.",NA,NA,NA,"Andrés Ibáñez",NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","1396753","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","A. Carrión","A.M. Carrión|E. Ramos","Carrión Cuellar 720","1998","South America","Bolivia","Santa Cruz",NA,NA,NA,"11","9","Provincia German Busch; Area natural de manejo integrado y Parque Nacional Otuquis. Estancia Santa Catalina a 5 km al S de la Estancia Campo en Medio, zona inundada o chaparral inundado.",NA,NA,NA,"Angel Sandoval",NA,NA,"-58.37222","-19.04861",NA,NA,"134.00000000",NA,NA,NA,NA,NA,NA
"74","2018-01-26 12:49:00-02","MO","MOBOT","1474319","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","2",NA,"(E. Morren) Lindl. & Paxton","G. Romero","Elsa M. Zardini|Leongino Guerrero","Zardini 54033","2000","South America","Paraguay","Amambay",NA,NA,NA,"5","8","Trail to Arroyo Estrella.",NA,NA,NA,NA,NA,NA,"-56.4380555","-22.1211111",NA,NA,NA,NA,NA,NA,NA,"1203",NA
"75","2018-01-26 12:40:00-02","MO","MOBOT","1514047","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","1",NA,"(E. Morren) Lindl. & Paxton","G. Romero","Elsa M. Zardini|Idilfo Franco","Zardini 54905","2000","South America","Paraguay","Canindeyú",NA,NA,NA,"8","28","Aguara Ñu. Cerrado forest and cerrado scrub.",NA,NA,NA,NA,NA,NA,"-55.28","-24.1836111",NA,NA,NA,NA,NA,NA,NA,"1214",NA
"76","2018-01-26 12:34:00-02","MO","MOBOT","1537460","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","2",NA,"(E. Morren) Lindl. & Paxton","G. Romero","Elsa M. Zardini|Idilfo Franco","Zardini 55178","2000","South America","Paraguay","Canindeyú",NA,NA,NA,"8","28","Aguará Ñú, in a cerrado forest and scrub.",NA,NA,NA,NA,NA,NA,"-55.28","-24.1836111",NA,NA,NA,NA,NA,NA,NA,"1217",NA
"77","2012-10-08 15:03:00-03","MO","MOBOT","2233294","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","1",NA,"(E. Morren) Lindl. & Paxton","Correa, M. N., II-","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1379","1999","South America","Argentina","Misiones",NA,NA,NA,"5","9","Cruzando el puente del Arroyo Yabotí, hacia los obrajes, Ruta proyectada 102",NA,NA,NA,"San Pedro",NA,NA,"-54","-27.0666667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2011-04-03 14:39:00-03","MO","MOBOT","2292861","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","Schinini, A. & Flaschland, E., //","Aurelio Schinini|E. Flaschland","Schinini Cacace 31812","1997","South America","Argentina","Corrientes",NA,NA,NA,"1","5","Corrientes",NA,NA,NA,"Capital",NA,NA,"-58.833333","-27.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2013-01-28 05:13:00-02","MO","MOBOT","2344152","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","Johnson, A. E.","Andres E. Johnson","Johnson 426","1994","South America","Argentina","Misiones",NA,NA,NA,"1","7","Parque Nacional Iguazú, paseos inferiores",NA,NA,NA,"Iguazú",NA,NA,"-54.45","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2018-08-26 04:35:00-03","MO","MOBOT","2428064","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","Correa, M. N.","F. Biganzoli|Fernando O. Zuloaga|Paola Peralta|S. A. Catalano|A.M. Girscht|G. Irrazabal|G. Massaccesi|Y. Sasal","Biganzoli 605","1999","South America","Argentina","Misiones",NA,NA,NA,"9","23","Parque Provincial Teyú Cuaré",NA,NA,NA,"San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2010-11-13 05:21:00-02","MO","MOBOT","2514033","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","Degen, R.","Fátima Mereles","Mereles H. 6214","1995","South America","Paraguay","Presidente Hayes",NA,NA,NA,NA,NA,"Est. Lapacho",NA,NA,NA,NA,NA,NA,"-58.34805","-23.275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2010-04-13 14:53:00-03","MO","MOBOT","2812701","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","Harold G. Hills","F. Javier Fernández Casas|William J. Hahn|Aurelio Schinini","Fernández Casas 7529","1982","South America","Paraguay","Caaguazú",NA,NA,NA,"12","13","Cerca de Yhú, unos 4 km al Norte, en campos de Butia, suelo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-05-15 13:24:00-03","MO","MOBOT","2812811","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton",NA,"Pedro Jörgensen","Jörgensen 4413a",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2009-12-01 11:16:00-02","MO","MOBOT","968853","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","1",NA,"(E. Morren) Lindl. & Paxton","R. Vasquez (USZ)","Antony Jardim","Jardim 1889","1995","South America","Bolivia","Santa Cruz",NA,NA,NA,"3","29","Las Trancas, Lomerio, cerca las parcelas de Bolfor. Bosque seco chiquitano de Anadenanthera con afloramientos grandes de laja.",NA,NA,NA,"Nuflo de Chavez",NA,NA,"-61.8391666","-16.5458333",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA
"85","2018-01-26 12:01:00-02","MO","MOBOT","1264621","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","3",NA,"(E. Morren) Lindl. & Paxton","G. Romero","Elsa M. Zardini","Zardini 47700","1998","South America","Paraguay","Central",NA,NA,NA,"1","2","Asunción. Grown at Elsa's from sterile material from Paraguay.",NA,NA,NA,NA,NA,NA,"-57.6666667","-25.2666667",NA,NA,NA,NA,NA,NA,NA,"1124",NA
"86","2016-11-15 05:15:00-02","MO","MOBOT","100448963","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum morrenianum","1",NA,"Mansf.","A. Schinini","Antonio C. Krapovickas","Krapovickas 21842","1971","South America","Bolivia","Tarija",NA,NA,NA,"5",NA,"Villa Montes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morrenianum",NA,NA
"87","2016-11-15 05:15:00-02","MO","MOBOT","100448964","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum morrenianum","1",NA,"Mansf.","A. Schinini","Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 35026","1979","South America","Bolivia","Beni",NA,NA,NA,"4","15","Trinidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morrenianum",NA,NA
"88","2016-11-15 05:15:00-02","MO","MOBOT","100448963","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum morrenianum","1",NA,"Mansf.","A. Schinini","Antonio C. Krapovickas","Krapovickas 21842","1971","South America","Bolivia","Tarija",NA,NA,NA,"5",NA,"Villa Montes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morrenianum",NA,NA
"89","2016-11-15 05:15:00-02","MO","MOBOT","100448964","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum morrenianum","1",NA,"Mansf.","A. Schinini","Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 35026","1979","South America","Bolivia","Beni",NA,NA,NA,"4","15","Trinidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morrenianum",NA,NA
"90","2008-12-27 03:32:00-02","MO","MOBOT","3586110","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","pflanzii","Catasetum pflanzii",NA,NA,"Schltr.","Foster's 1958 catalog notes file","K. Pflanz","Pflanz s.n.","1912","South America","Bolivia",NA,NA,NA,NA,"2",NA,"near Villa Montes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1450.00000000",NA,NA,NA,NA,NA,NA
"91","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","15398","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Amarelo-esverdeada, pintada; FIX: Epífita; Epífita, planta dióica;","(Morren) Lindl.",NA,"Wellington Forster",NA,NA,"América do Sul","Brasil","São Paulo",NA,NA,NA,NA,NA,"Estação Ecológica Noroeste Paulista",NA,NA,NA,"São José do Rio Preto","-49.380556","-20.81","-49.380556","-20.81",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA
"92","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","15399","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Epífita; cor verdes; planta dióica;","(Morren) Lindl.",NA,"Wellington Forster",NA,NA,"América do Sul","Brasil","São Paulo",NA,NA,NA,NA,NA,"arredores",NA,NA,NA,"Ibirá",NA,NA,"-49.2400016784668","-21.0799999237061","14128","auto",NA,NA,"Liliopsida",NA,NA,NA,NA
"93","2015-10-22 10:03:10-02","UNIOESTE","UNOP","465","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Epífita. Pseudobulbo alongado com nodos. Folhas membranáceas, alongadas e estreiras. Flores femininas rígidas e de coloração marrom.","(C.Morren) Lindl.","Boff, L.","Boff, L.; Silva, T. .M.; Silva, T. .M.","97","2015",NA,"Brasil","Paraná",NA,NA,NA,"02","05","Parque Nacional do Iguaçu. Trilha Manuel Gomes.","2015","02","06","Céu Azul",NA,NA,"-53.8485984802246","-25.1466999053955","51148","auto",NA,NA,NA,NA,NA,NA,NA
"94","2015-10-22 10:03:10-02","UNIOESTE","UNOP","1069","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Epífita. Pseudobulbo grande com entrenós. Folhas largas e coriáceas. Flores verdes com vináceas e labelo recortado.","(C.Morren) Lindl.","Boff, L.","Boff, L.; Temponi, L. .G.; Temponi, L. .G.","127","2015",NA,"Brasil","Paraná",NA,NA,NA,"04","11","Parque Nacional do Iguaçu. Trilha Manuel Gomes.","2015","04","11","Céu Azul",NA,NA,"-53.8485984802246","-25.1466999053955","51148","auto",NA,NA,NA,NA,NA,NA,NA
"95","2014-11-06 16:18:18-02","UFPB","EAN","2490","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Flores verdes.Habitat: Epífita","(Morem) Lindl","L. P. Felix & G. V. Dornelas","L. P. Felix ; G. V. Dornelas","64","1986",NA,"Brasil","São Paulo",NA,NA,NA,"02",NA,NA,"1986","03","10","São João do Rio Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US","1540935","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","1",NA,NA,NA,"P. Jorgensen","4413b","1931","South America","Paraguay",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA
"97","2020-09-12 05:00:02-03","US","US","2563116","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","1",NA,NA,NA,"Collector unknown","s.n.","1945","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA
"98","2020-09-12 05:00:02-03","US","US","2196666","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","1",NA,NA,NA,"A. Macedo","1672","1949","South America - Neotropics","Brazil","Minas Gerais",NA,"US00363232","US00363232_01","2","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA
"99","2020-09-12 05:00:02-03","US","US","1065572","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","1",NA,NA,NA,"P. Jorgensen","2073","1918","South America","Argentina","Formosa",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA
"100","2020-09-12 05:00:02-03","US","US","1545684","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","1",NA,NA,NA,"S. Venturi","7439","1927","South America","Argentina","Salta",NA,NA,NA,"12","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA
"101","2020-09-12 05:00:02-03","US","US","1540934","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","1",NA,NA,NA,"P. Jorgensen","4413a","1931","South America","Paraguay",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA
