"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"45","2020-12-20 21:17:24-03","UFV","VIC","921","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.",NA,"Mexia, Y.","s.n.","1930","10","28",NA,"Brasil","Minas Gerais",NA,NA,NA,"VIC000921","VIC000921","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:17:24-03","UFV","VIC","18277","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.",NA,"Silva, A.F. da","1617","1989","09","22",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD)",NA,"Árvore, c.a. de 6,0 metros de altura; flores brancas.","VIC018277","VIC018277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-20 21:17:24-03","UFV","VIC","35872","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Fernandes, J.M.","Fernandes, J.M.","386","2006","10","28",NA,"Brasil","Minas Gerais","Entorno do Parque Estadual Serra do Brigadeiro, Fragmento da Eva. Floresta Estacional Semidecidual.",NA,"Árvore, c.a. de 12 metros de altura; com flor, cálice ferrugíneo, tomentoso.","VIC035872","VIC035872","Araponga","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"2006","10","16385","auto","28",NA,NA,NA,NA,NA
"48","2020-12-20 21:17:24-03","UFV","VIC","28105","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Silva, A.F. da; Lopes, W.P. de","Lopes, W.P. de; Scudeller, V.V.","153","1996","10","15",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD), À beira da estrada do Restaurante.",NA,"Árvore, c.a. de 5,0 metros de altura; flores perfumadas; cálice verde claro, corola bege rosada, carena com guias de néctar lilases.","VIC028105","VIC028105","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"1997","05","28215","auto",NA,NA,NA,NA,NA,NA
"49","2020-12-20 21:17:24-03","UFV","VIC","28106","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Silva, A.F. da; Lopes, W.P. de","Lopes, W.P. de; Scudeller, V.V.","154","1996","10","15",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD), À beira da estrada do Restaurante.",NA,"Árvore, c.a. de 6,0 metros de altura; flores perfumadas; cálice verde claro, corola bege rosada, carena com guias de néctar lilases.","VIC028106","VIC028106","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"1997","05","28215","auto",NA,NA,NA,NA,NA,NA
"50","2020-12-20 21:17:24-03","UFV","VIC","28114","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Silva, A.F. da; Lopes, W.P. de","Lopes, W.P. de","430","1997","10","09",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD), Ás margens da Lagoa Dom Helvécio.",NA,"Árvore, c.a. de 10 metros de altura; frutos imaturos verdes.","VIC028114","VIC028114","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"1997","11","28215","auto",NA,NA,NA,NA,NA,NA
"51","2020-12-20 21:17:24-03","UFV","VIC","22692","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Mendonça-Filho, C.V.","Bovini, M.G.","1557","1998","10","28",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD), Margem da Lagoa do Bispo.",NA,"Árvore heliófila, c.a. de 10 metros de altura. Muito frequente no local. Folíolos semi-cartáceos. Frutos imaturos verdes-claros.","VIC022692","VIC022692","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"2000","04","28215","auto","12",NA,NA,NA,NA,NA
"52","2020-12-20 21:17:24-03","UFV","VIC","25639","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Queiroz, L.P. de; Lewis, G.P.","Garcia, F.C.P.; Temponi, L.G.","830","2000","11","16",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD), Margem da Lagoa do Bispo.",NA,"Árvore, c.a. de 8,0 metros de altura. Frutos maduros castanhos e imaturos verdes.","VIC025639","VIC025639","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"2004","07","28215","auto","20",NA,NA,NA,NA,NA
"53","2020-12-20 21:17:24-03","UFV","VIC","35869","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N.F. Mattos) Lima","Fernandes, J.M.","Fernandes, J.M.","396","2006","12","16",NA,"Brasil","Minas Gerais","Entorno do Parque Estadual Serra do Brigadeiro, Fragmento da Eva. Floresta Estacional Semidecidual.",NA,"Árvore, c.a. de 12 metros de altura; com fruto verde.","VIC035869","VIC035869","Araponga","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"2006","12","16385","auto","16",NA,NA,NA,NA,NA
"54","2020-12-20 21:17:24-03","UFV","VIC","35869","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N.F. Mattos) Lima","Fernandes, J.M.","Fernandes, J.M.","396","2006","12","16",NA,"Brasil","Minas Gerais","Entorno do Parque Estadual Serra do Brigadeiro, Fragmento da Eva. Floresta Estacional Semidecidual.",NA,"Árvore, c.a. de 12 metros de altura; com fruto verde.","VIC035869","VIC035869","Araponga","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"2006","12","16385","auto","16",NA,NA,NA,NA,NA
"55","2021-03-01 16:30:38-03","UNICAMP","UEC","149341","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Camargo, R","Urbanetz, C","487","2006",NA,NA,NA,"Brazil","São Paulo","Km 31 da rodovia SP-226, Estrada de terra para o mar de dentro.",NA,"Árvore de 10m de altura.; Floresta alta de restinga.",NA,NA,"Cananéia","-47.918056","-24.9025",NA,NA,"-47.918056","-24.9025","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-20 10:13:40-03","UNICAMP","UEC","152203","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.",NA,"Araújo-Nóbrega, M","299","2000","11","25",NA,"Brazil","Bahia","Chapada Diamantina., Encosta oriental da Serra do Sincorá",NA,"Arvore em torno de 5,5m em floresta estacional semidecidua sob solo argilo-arenoso.",NA,NA,"Ibicoara","-41.216667","-13.433333","850","850","-41.216667","-13.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:30:38-03","UNICAMP","UEC","166937","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","179","2010","06","02",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar.",NA,"Árvore com 8 m.; Mata atlântica.","UEC018066","UEC018066","Caraguatatuba","-45.541389","-23.596667","50","90","-45.541389","-23.596667","2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:30:38-03","UNICAMP","UEC","166959","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","205","2011","06","28",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar. Mata Atlântica.",NA,"Árvore com 7 m.","UEC083566","UEC083566","Paraibuna","-45.536111","-23.596389","800","900","-45.536111","-23.596389","2011","10",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:30:38-03","UNICAMP","UEC","115580","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Tamashiro, JY","Hanazaki, N; Peroni, N; Teixeira, B","109","1999","03","25",NA,"Brazil","São Paulo","Pedrinhas.",NA,"Nome local: Guaracuí. Uso: lenha. Status: Nativa.&nf;; Restinga.","UEC051652","UEC051652","IIha Comprida","-47.805556","-24.895",NA,NA,"-47.805556","-24.895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:30:38-03","UNICAMP","UEC","8400","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Lima, HC","Gibbs, PE; et al.","6636","1977","09","28",NA,"Brazil","São Paulo","Rodovia são miguel Arcanjo a sete barras.",NA,"Árvore com cerca de 6m de altura.&nf;Flores com pétalas creme claras com tons rosados. O estandarte com mancha vinho.","UEC190312","UEC190312",NA,NA,NA,NA,NA,NA,NA,"1981","04",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:30:38-03","UNICAMP","UEC","91748","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Lima, HC","Ivanauskas, NM","355","1995","09","13",NA,"Brazil","São Paulo","Estação Experimental do IAC.",NA,"Árvore de 15m. Casca externa marrom, lisa. Flores de pétalas brancas com estandarte branco e de centro lilás.; Mata Atlântica.","UEC051650","UEC051650","Pariquera-Açu","-47.885","-24.608333",NA,NA,"-47.885","-24.608333","2001","02",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:30:38-03","UNICAMP","UEC","193243","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.",NA,"Oliveira, M; Grillo, AA","1559","2004","02","10",NA,"Brazil","Alagoas","Usina Serra Grande - Mata dos Pintos, borda da mata.P14 nº09",NA,"Árvore.; Vegetação arbustivo-arbórea densa. Mata com bom estado de conservação. Solo argiloso","UEC131940","UEC131940","São José da Laje","-36.0583000183105","-9.00971984863281",NA,NA,NA,NA,NA,NA,"16954","auto",NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:30:38-03","UNICAMP","UEC","160580","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Lima, HC","Lima, HC; Faria, SM; Dias, SL; Zurlo, MA","4081","1990","12","13",NA,"Brazil","Minas Gerais","Estrada para Santo Antônio do Leite, Córrego do Gouveia. Mata ciliar e capoeira. Solo argiloso.",NA,"Árvore com 20 metros de altura. Tronco com casca levemente fissurada e pardacenta. Frutos imaturos esverdeados e maduros pardacentos. Ocasional mata ciliar.","UEC017243","UEC017243","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"1990","12","44599","auto","13",NA,NA,NA,NA,NA
"64","2021-03-01 16:30:38-03","UNICAMP","UEC","76570","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Lima, HC","Souza, VC; Souza, JP; et al.","9288","1995","10","09",NA,"Brazil","São Paulo","Arredores da foz do Rio Guaraú (margem esquerda).",NA,"Árvore, 20m alt.; corola creme, estandarte com centro vinho. Sem folhas.; Mata de restinga.","UEC051651","UEC051651","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"2001","02","21922","auto",NA,NA,NA,NA,NA,NA
"65","2020-06-12 17:27:35-03","UFRPE","PEUFR","33624","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","H.C. de Lima","L.M. Nascimento; A.G. da Silva; AM. da Silva; A.C.M. de Oliveira","271","1999","10","19",NA,"Brasil","Pernambuco","Mata do Malhada",NA,"Árvore com ca. de 16 m de alt.; flores em botões com indumento ferrugíneo, cobrindo todos os botões; ocasional","PEUFR033624",NA,"Brejo da Madre de Deus","-36.416667","-8.187222","565","960","36º24'60W","08º11'14S","2002","12",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-19 14:08:05-03","UFRPE","PEUFR","31325","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","B. Melchor-Castro","E.M.N. Ferraz; A.G. Bispo","873","1998","09","30",NA,"Brasil","Pernambuco","Mata do estado",NA,"Árvore com H=20; PAP=87,7cm; parcela 52 A; indivíduo 10; ocasional","PEUFR031325",NA,"São Vicente Férrer","-35.5","-7.583333","600","600","35°30'00W","7°35'00S","2019","10",NA,NA,"29",NA,NA,NA,NA,NA
"67","2019-11-19 14:08:05-03","UFRPE","PEUFR","31326","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","A. Laurênio","E.M.N. Ferraz; A.G. Bispo","872","1998","10","05",NA,"Brasil","Pernambuco","Mata do estado",NA,"Árvore com H=12; PAP=31,0cm; parcela 59 A; indivíduo 11; ocasional","PEUFR031326",NA,"São Vicente Férrer","-35.5","-7.583333","600","600","35°30'00W","7°35'00S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-19 14:08:05-03","UFRPE","PEUFR","42058","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","R. T. Queiroz","H. C. H. Silva; S. G. Freire; A.C.B. Lins e Silva","174","2002",NA,NA,NA,"Brasil","Pernambuco","Mata da Usina São José",NA,"Folhas verdes discolores; indivíduo estéril.","PEUFR042058",NA,"Igarassu","-35.002778","-7.838889","110","110","35º00'10W","07º50'20S","2017","04",NA,NA,"03",NA,NA,NA,NA,NA
"69","2019-11-19 14:08:05-03","UFRPE","PEUFR","43115","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.",NA,"H. C. H. Silva; K. D. Rocha; S. G. Freire","278","2002","05",NA,NA,"Brasil","Pernambuco","Mata da Usina São José",NA,"Arvoreta lenhosa de 3m; planta nº 137; terrestre; folhas verdes discolores; indivíduo estéril; fruto ausente; frequência baixa.","PEUFR043115",NA,"Igarassu","-35.002778","-7.838889","110","110","35º00'10W","07º50'20S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-06-12 17:27:35-03","UFRPE","PEUFR","48938","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","B. Melchor-Castro","G.E.L. Macedo; Nenê","1944","2005","04","21",NA,"Brasil","Bahia","Fazenda Brejo Novo, 1 10,5Km da Av. Otávio Mangabeira pela Exupério Miranda no Bairro do Mandacaru",NA,"Árvore de 6m; folhas compostas, duplamente pinada, imparipenadas, membranáceas; Ind. 529, Parcela 12.","PEUFR048938",NA,"Jequié","-40.110556","-13.947222","677","677","40º06'38W","13º56'50S","2018","10",NA,NA,"29",NA,NA,NA,NA,NA
"71","2019-11-19 14:08:05-03","UFRPE","PEUFR","880","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","H.C. de Lima","A. Lima","1900","1954","10","21",NA,"Brasil","Pernambuco","Estrada para Goiana; Usina Santa Tereza",NA,"Árvore de 8-12 m de alt.; casca lisa com reticulação miúda, sobressaindo-se as fendas transversais, casca cor de pardo-cinzento com manchas amarelo-ocre; flores róseo-pálido","PEUFR000880",NA,"Goiania",NA,NA,NA,NA,NA,NA,"1998","08",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-19 14:08:05-03","UFRPE","PEUFR","881","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","H.C. de Lima","A. Lima","1900","1954","10","21",NA,"Brasil","Pernambuco","Estrada para Goiana; Usina Santa Tereza",NA,"Árvore de 8-12 m de alt.; casca lisa com reticulação miúda, sobressaindo-se as fendas transversais, casca cor de pardo-cinzento com manchas amarelo-ocre; flores róseo-pálido","PEUFR000881",NA,"Goiania",NA,NA,NA,NA,NA,NA,"2002","12",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-04-22 16:20:34-03","UFPB","JPB","56750","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N.F. Mattos) H.C. Lima","Filardi, FL","Ordones, J; et al.","1055","2006","09","16","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Doce, Margem da Lagoa Dom Helvécio",NA,"; HABITAT: Mata Atlântica.; DESC: Arbóreo.","JPB0056750",NA,"Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"2006","12","28215","auto",NA,NA,NA,NA,NA,NA
"74","2020-04-22 16:20:34-03","UFPB","JPB","56750","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N.F. Mattos) H.C. Lima","Filardi, FL","Ordones, J; et al.","1055","2006","09","16","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Doce, Margem da Lagoa Dom Helvécio",NA,"; HABITAT: Mata Atlântica.; DESC: Arbóreo.","JPB0056750",NA,"Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"2006","12","28215","auto",NA,NA,NA,NA,NA,NA
"75","2019-11-06 09:55:32-03","UFOP","OUPR","13727","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Lima, H.C.","Lima, H.C.","4081","1990","12","13",NA,"Brasil","Minas Gerais","Santo Antônio do Leite",NA,"Árvore com 20m. Trocno com casca levemente fissurada e pardacenta",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"1990","12","44599","auto","13",NA,NA,NA,NA,NA
"76","2019-06-27 10:25:04-03","UFES","VIES","13579","S","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.",NA,"Flores, T.B.; Siqueira, G.","951","2010","10","26",NA,"Brasil","Espírito Santo","Reserva Natural Vale.",NA,NA,"VIES013579","VIES013579","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"77","2019-06-27 10:25:04-03","UFES","VIES","31260","S","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.",NA,"Curto, R.A.; Martins, L.T.; David, H.C. & Silva, A.E.","80","2010","09","06",NA,"Brasil","Espírito Santo","Floresta do Rosal.",NA,NA,"VIES031260","VIES031260","Guaçuí","-41.6794013977051","-20.7756004333496","650","650",NA,NA,NA,NA,"17884","auto",NA,NA,NA,NA,NA,NA
"78","2021-02-12 18:12:06-03","UFES","VIES","14216","S","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","B. Melchor-Castro","Thomaz, L.D.","s.n.","1995","07","22",NA,"Brasil","Espírito Santo","Reserva Biológica de Santa Lúcia.",NA,NA,"VIES014216","VIES014216","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"2018","03","23813","auto","01",NA,NA,NA,NA,NA
"79","2020-06-29 09:30:40-03","UFRRJ","RBR","26375","S","Plantae",NA,NA,"Leguminosae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","H.C. Lima","P.R.C. Farag","178","1995","12","05",NA,"Brasil","Rio de Janeiro","Represa de Serra Velha, trilha para Sertãozinho.",NA,NA,"RBR00026375","RBR00026375","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA
"80","2013-04-01 09:17:50-03","IPT","BCTW","2504","S","Plantae","Magnoliophyta",NA,NA,"Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlmann",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"81","2020-12-21 16:26:37-03","MBM","MBM","343978","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Guedes, M.L.","Guedes, M.L.; et al.; et al.","13030","2006","12","21","Southern America","Brazil","Bahia","Miguel Calmon, entorno da entrada do Parque Sete Passagens. Ponto nº 215",NA,"Árvore de ca 15m, de alt. Folhas com folíolos mambranáceos, discolores, com indumento. Fruto sâmara, madura.","MBM343978","MBM343978 MBM343978_1","Piemonte da Diamantina",NA,NA,NA,NA,NA,NA,"2007","01",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:26:37-03","MBM","MBM","428257","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Melchor-Castro, B.","Lozano, E.D.; Daniel, V.A.; Daniel, V.A.","3912","2017","10","12","Southern America","Brazil","Bahia","Área de Restauração Natural da Fibria",NA,"Árvore, 8 m, flores rosa claros com labelo com faixa central vinácea, em mata ciliar. Prensada com álcool.; Floresta Estacional Semidecidual.","MBM428257",NA,"Caravelas","-39.763222","-17.702528",NA,NA,"-39.763222","-17.702528","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:26:37-03","MBM","MBM","83397","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N. Mattos) Lima","Lewis, G.P.","Lewis, G.P.; et al.; et al.","865",NA,NA,NA,"Southern America","Brazil","Bahia","Estrada de Lençóis, Rod. BR-242",NA,NA,"MBM083397","MBM083397","Lençóis","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:26:37-03","MBM","MBM","83397","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N. Mattos) Lima","Lewis, G.P.","Lewis, G.P.; et al.; et al.","865",NA,NA,NA,"Southern America","Brazil","Bahia","Estrada de Lençóis, Rod. BR-242",NA,NA,"MBM083397","MBM083397","Lençóis","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA
"85","2015-09-04 02:36:48-03","MNHN","RECOLNAT_MNHN_P","P03101424","PreservedSpecimen",NA,NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Cardoso","Glaziou",NA,"1871","3","8",NA,"Brasil","Rio de Janeiro","Tijuca.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03101424' target='other'> <mi>dwc_moreinfo</mi></a>","P03101424","P03101424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4790",NA,NA,NA
"86","2015-09-04 02:36:48-03","MNHN","RECOLNAT_MNHN_P","P03101422","PreservedSpecimen",NA,NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Cardoso","Glaziou",NA,NA,NA,NA,NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03101422' target='other'> <mi>dwc_moreinfo</mi></a>","P03101422","P03101422_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1367",NA,NA,NA
"87","2017-02-13 13:36:51-02","MNHN","RECOLNAT_MNHN_P","P02767963","PreservedSpecimen",NA,NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Kuhlmann","Kuhlmann, J.G.|Ducke, A.",NA,"1928","10","1",NA,"Brésil","Rio de Janeiro","Rio Janeiro ad urbem in silvis Tijuca","hb","Reçu le 4 Mars 1931 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02767963' target='other'> <mi>dwc_moreinfo</mi></a>","P02767963","P02767963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23394",NA,NA,NA
"88","2017-02-13 13:22:46-02","MNHN","RECOLNAT_MNHN_P","P02767962","PreservedSpecimen",NA,NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.",NA,"Mexia, Y.",NA,"1930","10","8",NA,"Brasil","Minas Gerais","Road beyond Fazenda do Paraiso, om top of low hill.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02767962' target='other'> <mi>dwc_moreinfo</mi></a>","P02767962","P02767962_01","Viçosa","-42.8819007873535","-20.7539005279541","720",NA,NA,NA,NA,NA,"13937","auto",NA,NA,"5154",NA,NA,NA
"89","2020-12-11 11:36:02-03","UFMG","BHCB","85460","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.",NA,"França, GS","441","2003","11","04","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Doce, Lagoa Carioca",NA,"Arbóreo, 12 metros, frutos imaturos verdes; Floresta Estacional Semidecidual","BHCB035321","BHCB035321","Marliéria","-42.620278","-19.756111","320","320","-42.620278","-19.756111","2018","10",NA,NA,"27",NA,NA,NA,NA,NA
"90","2020-12-11 11:36:02-03","UFMG","BHCB","16402","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.",NA,"Costa, LVC","s.n.","1988","10","13","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga",NA,"Arbórea; Mata atlântica","BHCB006808",NA,"Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"2018","10","49886","auto","27",NA,NA,NA,NA,NA
