"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount"
"13","2015-09-04 06:26:51-03","MNHN","RECOLNAT_MNHN_P","P02807513","PreservedSpecimen",NA,NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.",NA,"Glaziou, A.",NA,"1884","2","18",NA,"Brésil",NA,"Minas : Caraça, entre les rochers",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02807513' target='other'> <mi>dwc_moreinfo</mi></a>","P02807513","P02807513_01 P02807513_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14974",NA,NA
"14","2015-09-04 06:26:52-03","MNHN","RECOLNAT_MNHN_P","P02807516","PreservedSpecimen",NA,NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02807516' target='other'> <mi>dwc_moreinfo</mi></a>","P02807516","P02807516_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-10-27 17:11:56-02","MNHN","RECOLNAT_MNHN_P","P04389153","PreservedSpecimen",NA,NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.","Nakajima","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04389153' target='other'> <mi>dwc_moreinfo</mi></a>","P04389153","P04389153_01 P04389153_02 P04389153_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1287",NA,NA
"16","2017-10-11 11:56:11-03","MNHN","RECOLNAT_MNHN_P","P04389154","PreservedSpecimen",NA,NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.","Nakajima","Glaziou, A.",NA,"1884","2","18",NA,"Brésil",NA,"Minas : Caraça, entre les rochers",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04389154' target='other'> <mi>dwc_moreinfo</mi></a>","P04389154","P04389154_01 P04389154_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14974",NA,NA
"17","2020-12-11 11:32:59-03","UFMG","BHCB","142033","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","DC.",NA,"Oliveira, CT; Giacomin, LL","121","2008","08","28","Southern America","Brasil","Minas Gerais","RPPN Santuário do Caraça, Pico da Carapuça","-43.4725","-20.089722","1920","1920",NA,"Arbusto de 1m, capítulos secos","BHCB023166",NA,NA,"Catas Altas","-43.4725","-20.089722",NA,NA,"2017","02",NA,NA,NA,NA
"18","2020-12-11 11:32:59-03","UFMG","BHCB","177021","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","DC.",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","322","2015","05","12","Southern America","Brasil","Minas Gerais","RPPN Horto Alegria","-43.436667","-20.153611",NA,NA,NA,"Arbusto; ca. 2,5m alt; folhas brancas; pappus do aquênio castanhos; Campo Rupestre Quartzitico",NA,NA,NA,"Mariana","-43.436667","-20.153611",NA,NA,"2015","11",NA,NA,NA,NA
"19","2020-12-11 11:32:59-03","UFMG","BHCB","177053","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","DC.",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","361","2015","04","30","Southern America","Brasil","Minas Gerais","RPPN Horto Alegria","-43.436667","-20.153611",NA,NA,NA,"Prensado em álcool; Arbusto; ca. 2,0m alt; folhas com indumento branco; pappus da inflorescência castanhos.; Campo Rupestre Quartzitico",NA,NA,NA,"Mariana","-43.436667","-20.153611",NA,NA,"2015","05","01",NA,NA,NA
"20","2020-12-11 11:33:00-03","UFMG","BHCB","177598","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","DC.",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2492","2015","06","26","Southern America","Brasil","Minas Gerais","RPPN Horto Alegria","-43.436667","-20.153611",NA,NA,NA,"Prensado em álcool; Arbusto; ca. 1,5m alt; folhas prateadas; brácteas involucrais castanhas; flores rosas.; Campo Rupestre Qaurtzítico",NA,NA,NA,"Mariana","-43.436667","-20.153611",NA,NA,"2015","07","01",NA,NA,NA
"21","2020-12-11 11:33:00-03","UFMG","BHCB","183948","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","DC.",NA,"Paiva, JAM; Souza, LS; Silva, E","1143","2016","11","24","Southern America","Brasil","Minas Gerais","RPPN Capivari II","-43.652778","-20.154444","1364","1364",NA,"Arbustivo, 1m alt. Terrestre. Flores rosas.; Campo Rupestre Quartizito.",NA,NA,NA,"Itabirito","-43.652778","-20.154444",NA,NA,"2016","12","15",NA,NA,NA
"22","2020-12-11 11:33:00-03","UFMG","BHCB","88327","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","DC.",NA,"Alves, TMA; Sobral, M; Vaz, A","283","2004","04","14","Southern America","Brasil","Minas Gerais","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Plantas do Brasil.","BHCB004753",NA,NA,"Catas Altas",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:33:00-03","UFMG","BHCB","56254","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","DC.",NA,"Barreto, HLM","3832","1933","04","14","Southern America","Brasil","Minas Gerais","Serra do Caraça.","-43.4152984619141","-19.959400177002",NA,NA,NA,"Muito frequente, arbusto 1m; Pedra","BHCB007276",NA,NA,"Santa Bárbara",NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:32:59-03","UFMG","BHCB","106838","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","DC.",NA,"Teles, AM; Nordenstam, B; Mota, RC da; Formiga, AT","382","2007","04","05","Southern America","Brasil","Minas Gerais","Serra do Caraça., Pico do Inficcionado","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Plantas do Brasil. Campo rupestre. Arbustivo, ca. 1m. Capítulos com flores envelhecidas. Flores retiradas para estudo: Benoit USP (11/2010).; Campo rupestre, arbusto 1m, flores velhas, flores retiradas para estudo (USP)","BHCB004755",NA,NA,"Catas Altas",NA,NA,"11966","auto","2007","04","05",NA,NA,NA
"25","2021-01-25 16:10:00-03","MO","MOBOT","101245383","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.","fide Loeuille et al.","Velloso de Miranda, Joaquim","Velloso de Miranda s.n.",NA,NA,NA,"South America","Brazil",NA,"without locality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1"
"26","2019-12-19 11:17:22-03","UFG","UFG","40562","S","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.","Teles, A.M.","Teles, A.M.","382","2007","04","05",NA,"Brasil","Minas Gerais","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"UFG0040562","UFG0040562",NA,"Santa Bárbara",NA,NA,"33136","auto","2007","04","05",NA,NA,NA
"27","2020-11-18 11:50:49-03","UERJ","HRJ","8532","PreservedSpecimen","Protista",NA,NA,"Rhodomelaceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.",NA,"A.G. Pedrini","s.n.","1991","03","13",NA,"Brasil","Rio de Janeiro","Lagoa de Itaipu.","-43.1035995483398","-22.88330078125",NA,NA,NA,NA,"HRJ00008532",NA,NA,"Niterói",NA,NA,"14785","auto",NA,NA,NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","1199789","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Heterocoma","albida","Heterocoma albida","DC.",NA,"We----","2607","1917","1",NA,"South America - Neotropics","Brazil","Minas Gerais","Minas Gerais. Brasil.",NA,NA,NA,NA,NA,NA,"US01623040","US01623040_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"29","2020-09-12 05:00:02-03","US","US","3395385","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Heterocoma","albida","Heterocoma albida","DC.",NA,"M. Barreto","3832/4643","1933","4","14","South America","Brazil",NA,"Serra do Caraca. Santa Barbara.",NA,NA,NA,NA,NA,NA,"US01623039","US01623039_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"30","2021-03-15 18:25:29-03","USP","SPF","219019","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.","Loeuille, B","Siniscalchi, CM","212","2011","04","09",NA,"Brasil","Minas Gerais","Serra do Caraça, RPPN Santuário do Caraça: Trilha para o Pico da Carapuça.","-43.47175","-20.090361","1806","1806",NA,"Arbusto ereto pouco ramificado, ca. 1,5 m alt. Caule liso, acinzentado. Folhas prateadas em ambas as faces, sendo as mais velhas e basais no ramo enegrecidas. Capítulos velhos dourados.; Pouco freqüente, encontrada apenas em altitude","SPF00219019",NA,NA,"Catas Altas","-43.47175","-20.090361",NA,NA,"2011","04",NA,NA,NA,NA
"31","2019-11-13 11:16:22-03","USP","SPF","214131","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.","Loeuille, B","Giorni, VT","757","2014","01","06",NA,"Brasil","Minas Gerais",NA,"-43.3763999938965","-19.2155990600586",NA,NA,NA,NA,"SPF00214131",NA,NA,"Morro do Pilar",NA,NA,"18539","auto","2014",NA,NA,NA,NA,NA
"32","2019-05-06 11:53:20-03","UFU","HUFU","72920","S","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.",NA,"Castro, M.; Nakajima, J.N. & Versiane, A.F.A.","215","2016","10","19",NA,"Brasil","Minas Gerais","RPPN Santuário do Caraça, Trilha caminho para a capelinha.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Subarbusto ca. 0,5 m de alt. Brácteas involucrais e pápus amarrozados.; Afloramento rochoso.","HUFU00071841","HUFU00071841",NA,"Catas Altas",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-27 11:33:12-03","UFU","HUFU","72924","S","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.","Castro, M.","Castro, M.; Nakajima, J.N. & Versiane, A.F.A.","256","2016","10","20",NA,"Brasil","Minas Gerais","RPPN Santuário do Caraça, Trilha caminho para o cruzeiro","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Subarbusto, ca 1,5m de altura. Brácteas marrons, corola e pápus cremes.; Campo rupestre","HUFU00071842","HUFU00071842",NA,"Catas Altas",NA,NA,"11966","auto","2016","11","11",NA,NA,NA
"34","2019-05-06 11:53:20-03","UFU","HUFU","24998","S","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.",NA,"Nakajima, J.N.; Romero, R.","3074","2001","03","28",NA,"Brasil","Minas Gerais","Distrito de Mato Grosso, Pedra do Cruzeiro.","-43.3793983459473","-18.604700088501",NA,NA,NA,"Arbusto, ca. 1,5 m. Brácteas involucrais acastanhadas, pappus palhete.; Campo rupestre.","HUFU00046332","HUFU00046332",NA,"Serro",NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA
"35","2019-05-06 11:53:20-03","UFU","HUFU","72930","S","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.","Castro, M.","Castro, M.; Nakajima, J.N. & Versiane, A.F.A.","262","2016","10","20",NA,"Brasil","Minas Gerais","RPPN Santuário do Caraça, Trilha subida para o Pico do Sol.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Subarbusto ca. 1,5m de alt. Brácteas involucrais marrons, pápus cremes.; Campo rupestre.","HUFU00073546","HUFU00073546",NA,"Catas Altas",NA,NA,"11966","auto","2016","11","11",NA,NA,NA
"36","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.",NA,"Vellozo, JMC","s.n.",NA,NA,NA,NA,"?",NA,"Habitat in Brasilia, sine loci designatione, verisimiliter in vicinia urbis Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.",NA,"Beyrich, HC","s.n.",NA,NA,NA,NA,"?",NA,"Habitat in Brasilia, sine loci designatione, verisimiliter in vicinia urbis Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.",NA,"Vellozo, JMC","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia, sine loci designatione, verisimiliter in vicinia urbis Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-09-11 17:08:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.",NA,"Beyrich, HC","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia, sine loci designatione, verisimiliter in vicinia urbis Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:08:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Proteopsis","sellowii","Proteopsis sellowii","Sch.Bip.",NA,"Sello, HL","1287",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia meridionali, loco accuratius haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:00:42-03","IBt","SP","5044","S","Plantae",NA,NA,"Asteraceae","Heterocoma","albida","Heterocoma albida","(DC. ex Pers.) DC.","Toledo, JF","Hoehne, FC","s.n.","1921","01","18",NA,"Brasil","Minas Gerais","Serra do Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1939","12","11",NA,NA,NA
