"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","occurrenceRemarks","barcode","imagecode","identifiedBy","monthIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag"
"1","2020-12-11 11:39:12-03","UFMG","BHCB","113306","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Eugenia","pithecocephala","Eugenia pithecocephala","Mazine & Sobral","2018","Isotypus","Melo, MRF; Cordeiro, I; Oliveira, RJ; Barros, M","1072","1994","06","22","Southern America","Brasil","São Paulo","Paruíbe","Estação Ecológica Juréia-Itatins, Guarauzinho, restinga da Praia do Arpoador.","Árvore, ca 5 metros de altura, frutos ferrugíneos.; Restinga arbustivo-arbórea.","BHCB046883","BHCB046883",NA,NA,NA,NA,NA,NA
"2","2019-11-21 10:11:36-03","IBt","SP","384758","S","Plantae",NA,"Myrtaceae","Eugenia","pithecocephala","Eugenia pithecocephala","Sobral & Mazine","2017","Isotype","Melo, MMRF; Cordeiro, I; Oliveira, RJ; Barros, M","1072","1994","06","22",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Guarauzinho, restinga da praia do Arpoador, restinga arbustivo-arbórea","Árvore ca. 5m alt., frutos ferrugíneos","SP003409","SP003409","Mazine, FF","10","-46.9900016784668","-24.3199996948242","21922","auto"
