"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","imagecode","phylum","typeStatus","recordNumber","county","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified"
"1","2020-02-08 08:50:31-03","NBC","NL-BOTANY","U.1135598","PreservedSpecimen","Plantae","Magnoliopsidae","Asterales","Compositae","Mikania","glabra","Mikania glabra","D.J.N.Hind","Pruski JF","Raes N; Iraipi G","2003","06","25","Southern America","Bolivia","Santa Cruz","-62.916667","-15.783333","-62.916667","-15.783333","U 0102723","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1135598 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1135598","NL-U1135598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-01 16:24:42-03","UNICAMP","UEC","177442","S","Plantae",NA,NA,"Asteraceae","Mikania","glabra","Mikania glabra","D.J.N.Hind","Semir, J","Silva, TRS; Pirani, JR; Campos, MTVA; Esteves, GL","1990","09","06",NA,"Brazil","Minas Gerais","-42.966667","-16.6","-42.966667","-16.6",NA,"Subarbusto odorífero ca. 70cm alt. Capíulo com invólucro verde, papus alvo. Folhas glaucas. Entre rochas no campo rupestre. ca. 900m alt.; Campo Rupestre","UEC065792","UEC065792","Magnoliopsida","isotypus","s.n.","Grão Mogol","Subida para o Morro Papo da Ema, entre 16º33' - 16º34' S e 42º54' - 42º55' W","900","900",NA,NA,NA
"3","2019-11-05 16:45:09-03","UFOP","OUPR","25790","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glabra","Mikania glabra","D.J.N. Hind","Mattos, G.M. de","Mattos, G.M. de; Geraldo, R.B.","2011","07","20",NA,"Brasil","Minas Gerais","-43.5","-20.35","-43.5","-20.35",NA,"Trepadeira. Campo rupestre feruuginoso",NA,NA,NA,NA,"6","Ouro Preto","Serra da Brígida","10470","10470","2012","05",NA
"4","2019-11-05 16:45:09-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glabra","Mikania glabra","D.J.N. Hind","Mattos, G.M. de","Mattos, G.M. de; Geraldo, R.B.","2011","07","20",NA,"Brasil","Minas Gerais","-43.5","-20.35","-43.5","-20.35",NA,"Trepadeira. Campo rupestre ferruginoso",NA,NA,NA,NA,"6","Ouro Preto","Serra da Brígida",NA,"1470","2011","05",NA
"5","2019-05-23 11:07:53-03","UFLA","ESAL","22868","S","Plantae",NA,NA,"Asteraceae","Mikania","glabra","Mikania glabra","D.J.N.Hind","o mesmo","Appolinário, V",NA,NA,NA,NA,"Brasil","Minas Gerais","-44.999444","-21.245278","-44.999444","-21.245278",NA,"liana; ; ;",NA,NA,NA,NA,"s.n.","Lavras",NA,NA,NA,NA,NA,NA
"6","2020-04-29 16:29:34-03","UFVJM","HDJF","5690","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glabra","Mikania glabra","D.J.N. Hind","Chaves, DA","Chaves, DA","2014","03","07","Southern America","Brasil","Minas Gerais","-43.338867","-18.104233","-43.338867","-18.104233",NA,NA,"HDJF005690","HDJF005690_01","Dicotyledoneae",NA,"239","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Módulo RAPELD Parque Estadual do Rio Preto e entorno","892","892","2014","07","29"
"7","2019-11-01 14:54:15-03","UnB","UB","163270","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glabra","Mikania glabra","D.J.N. Hind","Teles, AM","Munhoz, CBR; Emmert, P; Mello, TRB","2010","05","04","Southern America","Brasil","Minas Gerais","-43.885556","-17.9275","-43.885556","-17.9275",NA,"Arbusto, 1,1m. Capítulos cremes; Cerrado rupestre",NA,NA,"Dicotyledoneae",NA,"7255","Diamantina","Fazenda do Seu Geraldão, acesso por Inhaí","1154","1154","2012","04",NA
"8","2019-11-01 14:54:15-03","UnB","UB","122774","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glabra","Mikania glabra","D.J.N. Hind","Barroso, GM","Anderson, WR","1973","04","13","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Unbranched stem 2m.; Rocky cerrado",NA,NA,"Dicotyledoneae",NA,"8828",NA,"2km from Mendanha","800","800","1985",NA,NA
"9","2019-11-01 14:54:15-03","UnB","UB","207185","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glabra","Mikania glabra","D.J.N. Hind","Chaves, DA","Chaves, DA","2014","03","07","Southern America","Brasil","Minas Gerais","-43.338867","-18.104233","-43.338867","-18.104233",NA,"Cerrado Típico/Complexo Rupestre",NA,NA,"Dicotyledoneae",NA,"239","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Módulo RAPELD Parque Estadual do Rio Preto e entorno","892","892","2014","07","29"
