"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","class","order","individualCount","continentOcean","preparationType","previousCatalogNumber","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","relatedCatalogItem","infraspecificEpithet","fieldNumber","sex"
"171","2020-11-19 10:22:41-03","CPAP","CPAP","13610","PreserverdSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","V. J. Pott","1993","12",NA,"Cervi, A. C.","4226","1993","12","09","Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía do Cemitério","-57.6533012390137","-19.0091991424561",NA,NA,"Erva flutuante. FLOR: creme. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Baía. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA
"172","2020-11-19 10:22:44-03","CPAP","CPAP","13845","PreserverdSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"Sanches, A. de L.","09","1994","05","31","Brasil","MS","Ladário","Perto da fazenda do Rabicho, 50 minuto da cidade","-57.6016998291016","-19.0046997070312",NA,NA,"Erva aquática flutuante livre. Folhas de tamanho grande. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Água parada, perto das rochas. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Alface-D'-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA
"173","2019-12-19 08:15:06-03","FPS","FPS","1315","MachineObservation","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Schwirkowski, P.","2014","01","25","Schwirkowski, P.",NA,"2014","01","25","Brasil","Santa Catarina","São Bento do Sul","Trilha Parque Horto Florestal do SAMAE","-49.360175","-26.233265","-49.360175","-26.233265","<ll>dwc_commonname:</ll> Alface-d'água","FPS01315",NA,NA,NA,NA,NA,NA,NA,"FPS01315_v01 FPS01315_v02",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-02-15 11:33:17-02","IPA","IPA","91105","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Santos, V.V.","2008","11","08","Santos, V.V.","256","2008","11","08","Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,"Material botânico para fins de publicação de artigo científico - Depto. De Biologia da UFRPE, sob a orientação da Profª Karine Matos Magalhães.; Flutuante livre; flor branca. Medicinal. Ornamental.; Macrófita aquática.","IPA0091105","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA
"175","2019-02-15 11:33:17-02","IPA","IPA","91106","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Santos, V.V.","2010","07","24","Santos, V.V.","253","2010","07","24","Brasil","Bahia","Ubaitaba","Reservatório do Funil","-39.323299407959","-14.3125",NA,NA,"Material botânico para fins de publicação de artigo científico - Depto. De Biologia da UFRPE, sob a orientação da Profª Karine Matos Magalhães.; Flutuante livre; flor branca. Medicinal. Ornamental.; Macrófita aquática.","IPA0091106","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"27575","auto",NA,NA,NA,NA
"176","2019-02-15 11:33:17-02","IPA","IPA","23268","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"Luetzelburg","26837","1936","03","08","Brasil","Ceará","Icó","Açude Lima Campos.","-38.8622016906738","-6.40111017227173",NA,NA,"Sobre água, flor amarelo verde.","IPA0023268","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"46130","auto",NA,NA,NA,NA
"177","2019-02-15 11:33:17-02","IPA","IPA","23269","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"Luetzelburg","26838","1936","03","08","Brasil","Ceará","Icó","Posto Agrícola Lima Campos, açude.","-38.8622016906738","-6.40111017227173",NA,NA,"Natante. Flor auri-verde.","IPA0023269","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"46130","auto",NA,NA,NA,NA
"178","2019-02-15 11:33:17-02","IPA","IPA","19459","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"Academia Brasileira de Ciências","577","1971","05","06","Brasil","Pernambuco","Ipubi","Serra Branca, Fundo do saco. Cobrindo totalmente a superfície de um açude.","-40.1488990783691","-7.651939868927",NA,NA,"Erva aquática natante, flor minúscula esverdeada.","IPA0019459","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"42741","auto",NA,NA,NA,NA
"179","2019-07-26 11:39:22-03","IPA","IPA","45383","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Gonçalves, E.G.","2001","05",NA,"Cavalcanti, G.","45383","1981","08","11","Brasil","Pernambuco",NA,"Arcoverde / Bezerros.",NA,NA,NA,NA,"Aquática.","IPA0045383","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-02-15 11:33:17-02","IPA","IPA","3464","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Pickel, B.",NA,NA,NA,"Pickel, B.","1864","1928","12","30","Brasil","Pernambuco",NA,"Tapera. São Bento. Natante nas cacimbas.",NA,NA,NA,NA,NA,"IPA0003464","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-02-15 11:33:17-02","IPA","IPA","61119","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"França, F.; Melo, E.; Bezerra, M.; Oliveira, A.; Melo, E.; Bezerra, M.; Oliveira, A.","1760","1996","08","18","Brasil","Bahia","Feira de Santana","Lagoa 2, km 03, BA 052.","-39.5","-12.266667","-39.5","-12.266667","Erva flutuante, estalonifera. Brácteas verde-esbranquiçadas. Perifeira da lagoa.","IPA0061119","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,"108","108",NA,NA,NA,NA,NA,NA
"182","2019-02-15 11:33:17-02","IPA","IPA","80797","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Leite, M.S.","2007","11","21","Leite, M.S.","552","2007","11","21","Brasil","Pernambuco","Primavera","Rio Ipojuca, Zona da Mata Pernambucana.","-35.35","-8.32","-35.35","-8.32","Erva aquática flutuante livre, junto com Eichhornia crassipes (Pontederiaceae). População estéril.; Ambiente de entorno ao rio encontra-se desmatado e assoreado.","IPA0080797","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,"129","129",NA,NA,NA,NA,NA,NA
"183","2019-02-15 11:33:17-02","IPA","IPA","82530","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Rocha, E.A.","2006","02","09","Rocha, E.A.","1454","2006","01","18","Brasil","Paraíba","João Pessoa","Jardim Botânico de João Pessoa, Mata do Buraquinho, na represa principal, próximo à sede.","-34.859167","-7.136944","-34.859167","-7.136944","Planta aquática, flutuante ca. 10cm de altura, com flores amareladas, diminutas, meliófilas. Frequênte no local.","IPA0082530","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,"203","203",NA,NA,NA,NA,NA,NA
"184","2019-02-15 11:33:17-02","IPA","IPA","83571","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Leite, M.S.","2008","06","09","Leite, M.S.; Maciel, B.; Gomes, P.; Maciel, B.; Gomes, P.","803","2008","05","24","Brasil","Pernambuco","Caruaru","Bairro de Nova Caruaru, Lagoas dos lajedos.","-35.976583","-8.262222","-35.976583","-8.262222","Erva flutuante no lago do lajedo. População esteril.; caatinga hipoxerófila.","IPA0083571","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,"565","565",NA,NA,NA,NA,NA,NA
"185","2019-02-15 11:33:17-02","IPA","IPA","84640","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Lemos, R.","2003",NA,NA,"Lyra-Lemos, R.P.; Santana, C.; Souza, J.; Santana, C.; Souza, J.","6733","2002","05","05","Brasil","Alagoas","Pão de Açucar","caminho para Entremontes, próximo a alagado na margem da estrada.","-37.510833","-9.716667","-37.510833","-9.716667","Aquática flutuante. Flores brancas.","IPA0084640","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-02-15 11:33:17-02","IPA","IPA","91300","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Lycarião, T.A.",NA,NA,NA,"Lycarião, T.A.","81","2015","10","05","Brasil","Paraíba","Araruna","Próximo a rodovia PB 111.","-35.705556","-6.5175","-35.705556","-6.5175","Flutuante livre. Aquático.","IPA0091300","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-02-15 11:33:17-02","IPA","IPA","91343","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Sousa, B.M.",NA,NA,NA,"Sousa, B.M.","33","2014","10","17","Brasil","Paraíba","Remígio","Reservatório. Na BR 104, próximo a entrada da cidade de Remígio.","-35.798889","-6.971389","-35.798889","-6.971389","Herbáceo. Planta flutuante.; Aquático.","IPA0091343","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-02-15 11:33:17-02","IPA","IPA","91352","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Sousa, B.M.",NA,NA,NA,"Sousa, B.M.","42","2014","10","28","Brasil","Paraíba","Campina Grande","Reservatório. Antes da bifurcação da BR 230 via externa acesso a riachão do Bacomata, sentido João Pessoa.","-35.698611","-7.265556","-35.698611","-7.265556","Herbáceo.; Aquático.","IPA0091352","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-02-15 11:33:17-02","IPA","IPA","91107","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Santos, V.V.","2009","10","07","Santos, V.V.","457","2009","10","07","Brasil","Bahia","Itacaré","Taboquinhas, riacho Serra d'água.","-38.9967002868652","-14.2775001525879",NA,NA,"Material botânico para fins de publicação de artigo científico - Depto. De Biologia da UFRPE, sob a orientação da Profª Karine Matos Magalhães.; Flutuante livre; flor branca. Medicinal. Ornamental.; Macrófita aquática.","IPA0091107","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA
"190","2019-02-15 11:33:17-02","IPA","IPA","91108","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Santos, V.V.","2010","07","24","Santos, V.V.","454","2010","07","24","Brasil","Bahia","Ubaitaba","Reservatório do Funil","-39.323299407959","-14.3125",NA,NA,"Material botânico para fins de publicação de artigo científico - Depto. De Biologia da UFRPE, sob a orientação da Profª Karine Matos Magalhães.; Flutuante livre; flor branca. Medicinal. Ornamental.; Macrófita aquática.","IPA0091108","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"27575","auto",NA,NA,NA,NA
"191","2019-02-15 11:33:17-02","IPA","IPA","88703","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Félix, L.P.","1997","01","01","Miranda, A.M.; Félix, L.P.; Félix, L.P.","2855","1997","09","30","Brasil","Pernambuco","Fernando de Noronha","Baia de Sueste","-32.4108009338379","-3.84028005599976",NA,NA,"Flutuante, em densas populações no mangue.","IPA0088703","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"8269","auto",NA,NA,NA,NA
"192","2019-07-26 11:39:22-03","IPA","IPA","459","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Vasconcellos Sobrinho",NA,NA,NA,"Vasconcellos Sobrinho","459","1937","06",NA,"Brasil","Pernambuco","Limoeiro","Sobre águas mansas.","-35.4502983093262","-7.87472009658813",NA,NA,NA,"IPA0000459","Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"19338","auto",NA,NA,NA,NA
"193","2019-08-27 13:25:12-03","IAP","PACA-AGP","41956","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","Rambo, B.",NA,"1949","06","11","Brasil","RS","Canoas","Esteio","-51.1836013793945","-29.9178009033203",NA,NA,"SEM MATERIAL Habitat: in stagnantibus fluitans","PACA041956","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"8037","auto",NA,"var. obcordata",NA,NA
"194","2019-08-27 13:25:12-03","IAP","PACA-AGP","10856","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","Rambo, B.",NA,"1943","01",NA,"Brasil","RS","Nova Petrópolis",NA,"-51.1143989562988","-29.3763999938965",NA,NA,"Habitat: In stagnantibus fluitans. Fenofase: estéril","PACA010856","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"14669","auto",NA,"var. obcordata",NA,NA
"195","2019-08-27 13:25:12-03","IAP","PACA-AGP","26881","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","P. Buck",NA,"1944",NA,NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"fl. SEM MATERIAL Habitat: in aquario culta","PACA026881","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,"var. obcordata",NA,NA
"196","2019-08-27 13:25:12-03","IAP","PACA-AGP","1891","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","Rambo, B.",NA,"1935","05","06","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: In stagnantibus fluitans. Fenofase: estéril","PACA001891","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"10287","auto",NA,"var. obcordata",NA,NA
"197","2019-08-27 13:25:12-03","IAP","PACA-AGP","10855","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","E. Friderichs",NA,"1943","01",NA,"Brasil","RS","Marcelino Ramos","ad fl. Uruguai superius","-51.9063987731934","-27.4617004394531",NA,NA,"Habitat: In stagnantibus fluitans. Fenofase: estéril","PACA010855","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"18635","auto",NA,"var. obcordata",NA,NA
"198","2019-08-27 13:25:12-03","IAP","PACA-AGP","41145","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","Rambo, B.",NA,"1949","04","20","Brasil","RS","Porto Alegre","Ilha da Pintada","-51.2299995422363","-30.0331001281738",NA,NA,"ster. SEM MATERIAL Habitat: in stagnantibus fluitans","PACA041145","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,"var. obcordata",NA,NA
"199","2019-08-27 13:25:12-03","IAP","PACA-AGP","33762","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","I. Corseuil",NA,"1946","07",NA,"Brasil","RS","Porto Alegre","Ponta Grossa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In paludosis fluitans. Fenofase: estéril","PACA033762","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,"var. obcordata",NA,NA
"200","2019-08-27 13:25:12-03","IAP","PACA-AGP","34102","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","C. Orth SJ",NA,"1935",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: In paludosis fluitans.","PACA034102","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"10287","auto",NA,"var. obcordata",NA,NA
"201","2019-08-27 13:25:12-03","IAP","PACA-AGP","41956","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","Rambo, B.",NA,"1949","06","11","Brasil","RS","Canoas","Esteio","-51.1836013793945","-29.9178009033203",NA,NA,"SEM MATERIAL Habitat: in stagnantibus fluitans","PACA041956","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"8037","auto",NA,"var. obcordata",NA,NA
"202","2019-08-27 13:25:12-03","IAP","PACA-AGP","10856","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","Rambo, B.",NA,"1943","01",NA,"Brasil","RS","Nova Petrópolis",NA,"-51.1143989562988","-29.3763999938965",NA,NA,"Habitat: In stagnantibus fluitans. Fenofase: estéril","PACA010856","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"14669","auto",NA,"var. obcordata",NA,NA
"203","2019-08-27 13:25:12-03","IAP","PACA-AGP","26881","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","P. Buck",NA,"1944",NA,NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"fl. SEM MATERIAL Habitat: in aquario culta","PACA026881","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,"var. obcordata",NA,NA
"204","2019-08-27 13:25:12-03","IAP","PACA-AGP","1891","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","Rambo, B.",NA,"1935","05","06","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: In stagnantibus fluitans. Fenofase: estéril","PACA001891","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"10287","auto",NA,"var. obcordata",NA,NA
"205","2019-08-27 13:25:12-03","IAP","PACA-AGP","10855","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","E. Friderichs",NA,"1943","01",NA,"Brasil","RS","Marcelino Ramos","ad fl. Uruguai superius","-51.9063987731934","-27.4617004394531",NA,NA,"Habitat: In stagnantibus fluitans. Fenofase: estéril","PACA010855","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"18635","auto",NA,"var. obcordata",NA,NA
"206","2019-08-27 13:25:12-03","IAP","PACA-AGP","41145","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","Rambo, B.",NA,"1949","04","20","Brasil","RS","Porto Alegre","Ilha da Pintada","-51.2299995422363","-30.0331001281738",NA,NA,"ster. SEM MATERIAL Habitat: in stagnantibus fluitans","PACA041145","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,"var. obcordata",NA,NA
"207","2019-08-27 13:25:12-03","IAP","PACA-AGP","33762","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","I. Corseuil",NA,"1946","07",NA,"Brasil","RS","Porto Alegre","Ponta Grossa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In paludosis fluitans. Fenofase: estéril","PACA033762","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,"var. obcordata",NA,NA
"208","2019-08-27 13:25:12-03","IAP","PACA-AGP","34102","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes var. obcordata","Engler","Emrich-Rambo","1954","05","05","C. Orth SJ",NA,"1935",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: In paludosis fluitans.","PACA034102","Magnoliophyta","Liliatae","Arales",NA,NA,NA,NA,NA,NA,NA,"10287","auto",NA,"var. obcordata",NA,NA
"209","2020-12-20 21:15:32-03","UFV","VIC","025537","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"Carvalho, A.F.","578","1998","12","14","Brasil","Minas Gerais","Campus da UFV","Entre folhas",NA,NA,NA,NA,"Planta aquática.","VIC025537",NA,NA,NA,NA,NA,NA,NA,"VIC025537",NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-12-20 21:15:32-03","UFV","VIC","012163","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"Carvalho, A.F.; et al.","262","1992","11","26","Brasil","Minas Gerais","Viçosa","Viveiro de mudas da Vila Gianetti","-42.8819007873535","-20.7539005279541",NA,NA,"Erva aquática flutuante , flores brancas.","VIC012163",NA,NA,NA,NA,NA,NA,NA,"VIC012163",NA,NA,"13937","auto",NA,NA,NA,NA
"211","2019-10-25 11:37:54-03","IECOS","HBRA","368","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","U. Mehlig","2008","10","14","R. M. Silva","201","2004","02","24","Brasil","Pará","Bragança","Península de Ajuruteua, dunas e campos ao noroeste da vila Bonifácio","-46.619","-0.83555556","-46.61900000","-0.83555556","Erva aquática","HBRA0000432",NA,NA,NA,NA,"América do Sul","exsicata",NA,"HBRA0000432",NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-10-25 11:37:54-03","IECOS","HBRA","602","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","U. Mehlig","2008","10","14","R. M. Silva","137","2005","03","23","Brasil","Pará","Bragança","Península de Ajuruteua, dunas e campos ao noroeste da vila Bonifácio. Poça artificial, quase seca","-46.61964722","-0.84138611","-46.61964722","-0.84138611",NA,"HBRA0000420",NA,NA,NA,NA,"América do Sul","exsicata",NA,"HBRA0000420",NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-10-25 11:37:54-03","IECOS","HBRA","1714","S","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","M. P. M. Menezes","2007","10","30","M. P. M. Menezes","260","2007","10","30","Brasil","Amapá","Amapá","Sucurijú, lago Jaburu","-50.01505556","1.69205556","-50.01505556","1.69205556","Associada a outras macrófitas, como Nymphaeaceae","HBRA0000415",NA,NA,NA,NA,"América do Sul","exsicata, material em líquido",NA,"HBRA0000415 HBRA0000415_v01 HBRA0000415_v02",NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-10-20 14:17:03-03","UFOPA","HSTM","2910","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Suemitsu, C.",NA,NA,NA,"Suemitsu, C.","1481","2012","04",NA,"Brasil","Pará","Santarém","Lago Grande do Curuai.","-55.475833","-2.271944","55º28'33''W","2º16'19''S",NA,"HSTM002910",NA,NA,NA,NA,NA,NA,NA,"HSTM002910","18","18",NA,NA,NA,NA,NA,NA
"215","2020-10-20 14:17:03-03","UFOPA","HSTM","1703","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","Suemitsu, C.",NA,NA,NA,"Suemitsu, C.","111","2011","06","24","Brasil","Pará","Santarém","Lago Grande do Curuai.","-55.475833","-2.271944","55º28'33''W","2º16'19''S",NA,"HSTM001703",NA,NA,NA,NA,NA,NA,NA,NA,"18","18",NA,NA,NA,NA,NA,NA
"216","2020-10-20 14:17:03-03","UFOPA","HSTM","4409","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"s.c.; s.c.",NA,"2000","08","26","Brasil","Pará","Santarém","Ponta Negra.","-54.708056","-2.443333","54º42'29''W","2º26'36''S",NA,"HSTM004409",NA,NA,NA,NA,NA,NA,NA,"HSTM004409",NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-10-20 14:17:03-03","UFOPA","HSTM","4405","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","J. L. Lobarde","2018","06","01","Conceição,S. F.; Oliveira, W.; Marques, L.","859","2013","02","14","Brasil","Bahia","São Félix","Maragogipe, lado direito da pista no sentindo São Félix. Antes da entrada para o coqueiros.","-39.003056","-11.639167","39º0'11''W","11º38'21''S",NA,"HSTM004405",NA,NA,NA,NA,NA,NA,NA,"HSTM004405",NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-11-21 14:30:56-03","UFJF","CESJ","39210","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","E. Mello","1996","11","03","E. Mello; F. França; M.Bezerra; H.Ramos; I. Pimental","1811","1996","11","03","Brasil","Bahia","Anguera","Lagoa 6, no Km 23, 1, Lado SW.","-39.2463989257812","-12.1511001586914",NA,NA,"Erva estolonifera flutuante. Folhas esbranquiçadas. Brácteas brancas, androceu amarelado. Fruto imaturo verde.","CESJ039210","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,"CESJ039210",NA,NA,"20202","auto",NA,NA,NA,NA
"219","2019-11-21 14:30:56-03","UFJF","CESJ","8433","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","L. Krieger","1970","04","10","L. Krieger","CESJ8433","1970","04","10","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"Aquática, única araceae flutuante, flores brancas. &nf;Erva de Santa Luzia.","CESJ008433","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,"CESJ008433",NA,NA,"36144","auto",NA,NA,NA,NA
"220","2019-11-21 14:30:56-03","UFJF","CESJ","68393","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","T.S. Cerqueira","2015","09",NA,"L.Y.S. Aona; N.X.M. Sousa; W.O. Fonseca","4139","2015","08","17","Brasil","Bahia","Sapeaçu","Baixa da Palmeira, rua Hipólito Fonseca.","-39.217778","-12.743333","-39.217778","-12.743333","Brejo e lago. Espata branca.","CESJ068393","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,"CESJ068393","221","221",NA,NA,NA,NA,NA,NA
"221","2019-11-21 14:30:56-03","UFJF","CESJ","19270","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"L. Krieger","CESJ19270","1982","04","09","Brasil","Minas Gerais","Leopoldina",NA,"-42.6431007385254","-21.5319004058838",NA,NA,"As folhas contém cristais acres, comida depois de cozidas para porcos e também para adubo.","CESJ019270","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,"CESJ019270",NA,NA,"26325","auto",NA,NA,NA,NA
