"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","infraspecificEpithet","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"847","2021-03-01 16:20:39-03","UNICAMP","UEC","21863","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Allem, AC; Vieira, G","1977","07","27","Brazil","Mato Grosso","Poconé","-56.616667","-16.416667","-56.616667","-16.416667","UEC056664","UEC056664","Fazenda Ipiranga, Km 11 da MT.3 (Transpantaneira).",NA,NA,"Erva cespitosa, 40cm alt. Em piquete fechado. Relativamente abundante. Bem pastada pelo gado. Boa forrageira. Boa produção de massa verde. Solo argiloso. Nome popular: Capim Mimoso.","Davidse, G","1977",NA,NA,NA,NA,"1037",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"848","2021-03-01 16:20:39-03","UNICAMP","UEC","23701","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Kinoshita, LS; et al.","1981","01","13","Brazil","Minas Gerais","Poços de Caldas","-46.564722","-21.838889","-46.564722","-21.838889","UEC056670","UEC056670","Campo do Saco",NA,NA,"Herbáceo, folhas pilosas, pelos da espiga, esverdeados.","Pereira, SC","1981","06","10",NA,NA,"754",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"849","2021-03-01 16:20:39-03","UNICAMP","UEC","29868","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Leitão Filho, HF; Shepherd, GJ; Yamamoto, K; Joly, CA","1982","11","30","Brazil","Minas Gerais","Poços de Caldas","-46.564722","-21.838889","-46.564722","-21.838889","UEC056661","UEC056661","Campo do Saco",NA,NA,"Erva, 0,4m.","Pereira, SC","1983",NA,NA,NA,NA,"1762",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"850","2019-08-20 10:01:41-03","UNICAMP","UEC","31693","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Garcia, WG","1979",NA,NA,"Brazil","Mato Grosso do Sul","Amambai","-55.320619","-23.118472","-55.320619","-23.118472","UEC056669","UEC056669","Arredores da tribo Caiuá",NA,NA,NA,"Oliveira, RC","1993","09","22",NA,NA,"13815",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"851","2021-03-01 16:20:39-03","UNICAMP","UEC","65214","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Prado, AL; Rodrigues, LM","1992","01","23","Brazil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"UEC056673","UEC056673","Baía Bento Gomes",NA,NA,"Erva, 35cm de altura; flor esverdeada. Em campo inundável.",NA,NA,NA,NA,"200792","auto","30885",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"852","2021-03-01 16:20:39-03","UNICAMP","UEC","199399","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Feitosa, ALA","1992","03","11","Brazil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"UEC160467","UEC160467","Baía do Jacadigo",NA,NA,"Herbáceo; flor; fruto; terrestre; plano","Pereira, M","1992","04","06","295160","auto","s.n.",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"853","2021-03-01 16:20:39-03","UNICAMP","UEC","21872","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Allem, AC; Vieira, G","1977","08","22","Brazil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"UEC056666","UEC056666","Fazenda Alvorada - Distrito de Paiaguás",NA,NA,"Erva cespitosa, ereta, 50 - 60cm alt., em beira de Cerradão. Relativamente abundante. Apreciada pelo gado. Boa forrageira. Nome popular: Capim Mimoso, Campim Suçarana.",NA,NA,NA,NA,"295160","auto","996",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"854","2021-03-01 16:20:39-03","UNICAMP","UEC","23669","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Kinoshita, LS; et al.","1981","01","13","Brazil","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,"UEC056674","UEC056674","21º 50' 20''S&nf;46º 33' 53''W",NA,NA,"Herbáceo, folhas gabrescentes, pêlos da espiga amarelados.; Campo do Saco.",NA,NA,NA,NA,"23696","auto","753",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"855","2021-03-01 16:20:39-03","UNICAMP","UEC","17129","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Ferreira, LF","1974","11","09","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"UEC056668","UEC056668","Cajuru",NA,NA,"Do campo.","Renvoize, SA",NA,NA,NA,"25180","auto","130",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"856","2021-03-01 16:20:39-03","UNICAMP","UEC","26913","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Colli, S","1981","03","08","Brazil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"UEC056662","UEC056662","Rodovia Celso Garcia Cid., Km 375.",NA,NA,"Porte herbáreo.; Coletada em cultura de milho.","Filgueiras, TS","1982",NA,NA,"63728","auto","s.n.",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"857","2021-03-01 16:20:39-03","UNICAMP","UEC","26578","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Ruano, LP","1981","03","08","Brazil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"UEC056659","UEC056659","Rodovia Celso Garcia Cid., Km 375, IAPAR.",NA,NA,"Porte herbáceo. Nome comum: Rabo de Gato.; Coletada em cultura de algodão.","Filgueiras, TS","1982",NA,NA,"63728","auto","s.n.",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"858","2019-08-20 10:01:41-03","UNICAMP","UEC","17130","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Bronzi, LM","1978","05","08","Brazil","Rio de Janeiro","Itaguaí","-43.7752990722656","-22.8521995544434",NA,NA,"UEC056665","UEC056665","UFRRJ - Depto de Horticultura, Km 47 antiga Rio - São Paulo.",NA,NA,NA,NA,NA,NA,NA,"17747","auto","7783",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"859","2021-03-01 16:20:39-03","UNICAMP","UEC","21959","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Allem, AC; Vieira, G","1978","03","18","Brazil","Rio Grande do Sul","Dom Pedrito","-54.6730995178223","-30.9827995300293",NA,NA,"UEC056663","UEC056663","Ponche Verde",NA,NA,"Erva cespitosa 20 - 30cm alt. Frequente na pastagem nativa. Campo limpo Piquete fechado. Forrageira de verão. Solo argiloso.","Allem, AC","1978",NA,NA,"68371","auto","1907",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"860","2021-03-01 16:20:39-03","UNICAMP","UEC","149931","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Martins, S","1980","05","27","Brazil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"UEC056671","UEC056671","Morro Teresópolis.",NA,NA,"Erva com inflorescencia esverdeada, abundante e agrupada.","Mariath, J","1980","11",NA,"29946","auto","304",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"861","2021-03-01 16:20:39-03","UNICAMP","UEC","55226","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Hiltl, G","1982","09","22","Brazil","Rio Grande do Sul","São Jerônimo","-51.7221984863281","-29.9591999053955",NA,NA,"UEC056667","UEC056667","Pólo Carboquímico, Campo a 1 Km, após a Faz. Capão; sentido Capão - Conde.",NA,NA,"Planta pouco frequente.","Strehl, T",NA,NA,NA,"78415","auto","1230",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"862","2021-03-01 16:20:39-03","UNICAMP","UEC","109226","S","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","Freitas, L","1999","03","20","Brazil","São Paulo","São José do Barreiro","-44.5699996948242","-22.6399993896484",NA,NA,"UEC056672","UEC056672","Fazenda Invernadinha, Estrada para o Bairro dos Macacos.",NA,NA,"Erva. Ca. 50cm.; Campo de Altitude ao lado de afloramento rochoso.","Oliveira, RC",NA,NA,NA,"30784","auto","635",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"863","2021-03-01 16:20:39-03","UNICAMP","UEC","127320","S","Plantae","Poaceae","Setaria","gracilis","Setaria gracilis","Kunth","Sciamarelli, A; Oliveira, MIB; Clemente, LP; Betoni, R","2001","10","23","Brazil",NA,NA,NA,NA,NA,NA,"UEC056655","UEC056655","Estrada BR163, Campo Grande - Dourados&nf;Dourados - Rio Brilhante&nf;Logradouro: 21K 0753267&nf;UTM 7562002",NA,NA,"Planta inteira em área alagável.; Brejo.",NA,NA,NA,NA,NA,NA,"1135",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"864","2021-03-01 16:20:39-03","UNICAMP","UEC","127322","S","Plantae","Poaceae","Setaria","gracilis","Setaria gracilis","Kunth","Sciamarelli, A; Oliveira, MIB; Clemente, LP; Ishimi, CM","2001","12","19","Brazil",NA,NA,NA,NA,NA,NA,"UEC056658","UEC056658","Estrada BR163, Logradouro: 21K0755010&nf;UTM7575506","320","320","Planta inteira na água.; Brejo.","Paula, A",NA,NA,NA,NA,NA,"1300",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"865","2021-03-01 16:20:39-03","UNICAMP","UEC","127323","S","Plantae","Poaceae","Setaria","gracilis","Setaria gracilis","Kunth","Sciamarelli, A; Oliveira, MIB; Clemente, LP; Ishimi, CM","2001","12","19","Brazil",NA,NA,NA,NA,NA,NA,"UEC056657",NA,"Estrada BR163, Logradouro: 21K0755010&nf;UTM7575506","320","320","Planta inteira na água.; Brejo.",NA,NA,NA,NA,NA,NA,"1304",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"866","2021-03-01 16:20:39-03","UNICAMP","UEC","127324","S","Plantae","Poaceae","Setaria","gracilis","Setaria gracilis","Kunth","Sciamarelli, A; Oliveira, MIB; Clemente, LP; Ishimi, CM","2001","12","19","Brazil",NA,NA,NA,NA,NA,NA,"UEC056660","UEC056660","Estrada BR163, Logradouro: 21K0755010&nf;UTM7575506","320","320","Planta inteira na água.; Brejo.",NA,NA,NA,NA,NA,NA,"1301",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"867","2021-03-01 16:20:39-03","UNICAMP","UEC","127791","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Brito, DS; Gomes, BM; Proença, C; Mendes, V","2001","02","09","Brazil","Distrito Federal","Brasília","-48.5","-16.333333","-48.5","-16.333333","UEC056640","UEC056640","Centro Oeste.",NA,NA,"Erva, 0,7m. Flor laranja. Anteras alaranjadas; estigma escuro.; Mata mesofitica.","Silva, RR","2001","07","04",NA,NA,"179",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"868","2021-03-01 16:20:39-03","UNICAMP","UEC","17120","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Gibbs, PE; Leitão Filho, HF; Semir, J","1976","02","10","Brazil","São Paulo",NA,NA,NA,NA,NA,"UEC056646","UEC056646","Rodovia para o Horto Florestal., 15 Km SW de Itararé.",NA,NA,"Herbáceo com inflorescência de cerdas amarelo-ocre até 0,5m.","Boldrini, IJ","1997","03","03",NA,NA,"1689",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"869","2021-03-01 16:20:39-03","UNICAMP","UEC","53973","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Valls, JFM; Silva, GP; Veiga, RFA","1985","03","23","Brazil","Piauí","Altos","-42.316667","-4.95","-42.316667","-4.95","UEC092947","UEC092947","600 metros a Oeste do Rio Raposa (primeira passagem) e cerca de 18 Km a nordeste de Altos na Rodovia BR-343.","190","190","Erva anual cespitosa ereta. Prefere locais perturbados na área.; Baixa umidade com Carnauba e Astrocaryum sp. Solo arenoso cinza-escuro mal drenado e sem estrutura. Plano.","Rodrigues, RS","2012","03","13",NA,NA,"8485",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"870","2021-03-01 16:20:39-03","UNICAMP","UEC","122633","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Prado, AL","1992","10","22","Brazil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"UEC056649","UEC056649","Faz. Campo Jofre, À 1Km da Rod. Transpantaneira, Km 135, direção Poconé-P. Jofre. Campo sazonalmente alagável.",NA,NA,"Erva, ca. 5cm de altura; escapo ca. 15cm; flores amareladas. Bastante apreciada pelo gado e capivara, quando jovem, juntamente com <em>Reimarochloa</em>.",NA,NA,NA,NA,"200792","auto","3003",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"871","2021-03-01 16:20:39-03","UNICAMP","UEC","122633","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Prado, AL","1992","10","22","Brazil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"UEC122633","UEC122633","Faz. Campo Jofre, À 1Km da Rod. Transpantaneira, Km 135, direção Poconé-P. Jofre. Campo sazonalmente alagável.",NA,NA,"Erva, ca. 5cm de altura; escapo ca. 15cm; flores amareladas. Bastante apreciada pelo gado e capivara, quando jovem, juntamente com <em>Reimarochloa</em>.",NA,NA,NA,NA,"200792","auto","3003s.n.",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"872","2021-03-01 16:20:39-03","UNICAMP","UEC","136367","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Prado, AL; et al.","1993","11","02","Brazil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"UEC056654","UEC056654","Faz. Ipiranga, Ca. 4Km à esquerda da Rod. Transpantaneira, Km 10, Poconé-P. Jofre. Campo sazonalmente alagável.",NA,NA,"Erva, 30 a 40cm de altura; flores amarelas.",NA,NA,NA,NA,"200792","auto","3315",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"873","2021-03-01 16:20:39-03","UNICAMP","UEC","122639","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Prado, AL","1992","01","22","Brazil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"UEC056652","UEC056652","Faz. Ipiranga, Vazante Birici, 4Km à esquerda da Rod. Transpantaneira, Km 10, Poconé-Porto Jofre. Campo sazonalmente alagável.",NA,NA,"Erva, 15 a 20cm de altura. Em fase de frutificação. Planta de seca.",NA,NA,NA,NA,"200792","auto","3067",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"874","2021-03-01 16:20:39-03","UNICAMP","UEC","122639","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Prado, AL","1992","01","22","Brazil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"UEC122639","UEC122639","Faz. Ipiranga, Vazante Birici, 4Km à esquerda da Rod. Transpantaneira, Km 10, Poconé-Porto Jofre. Campo sazonalmente alagável.",NA,NA,"Erva, 15 a 20cm de altura. Em fase de frutificação. Planta de seca.",NA,NA,NA,NA,"200792","auto","3067s.n.",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"875","2021-03-01 16:20:39-03","UNICAMP","UEC","136382","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Prado, AL","1992","01","22","Brazil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"UEC056653","UEC056653","Faz. Ipiranga, Vazante Birici, 4Km à esquerda da Rod. Transpantaneira, Km 10, Poconé-Porto Jofre. Campo sazonalmente alagável.",NA,NA,"Erva, 15 a 20cm de altura. Em fase de frutificação. Planta de seca.",NA,NA,NA,NA,"200792","auto","3067",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"876","2021-03-01 16:20:39-03","UNICAMP","UEC","122747","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Prado, AL; et al.","1993","03","02","Brazil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"UEC056651","UEC056651","Faz. Sta. Carmen, 3km nas proximidades do km a8 da rod Transpantaneira Poconé P. Cercado",NA,NA,"Erva ca de 30cm de alt. Frutificação",NA,NA,NA,NA,"200792","auto","2931",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"877","2021-03-01 16:20:39-03","UNICAMP","UEC","17122","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Tozzi, AMGA","1978","04","30","Brazil","Minas Gerais","Jacuí","-46.7411003112793","-21.0167007446289",NA,NA,"UEC056648","UEC056648","Faz. São José","1100","1100","Inflorescência amarelada. Frequente.; Na Margem de um açude.","Boldrini, IJ","1997","03","03","16705","auto","7622",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"878","2021-03-01 16:20:39-03","UNICAMP","UEC","59056","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Sciamarelli, A; Coffani-Nunes, JV","1990","01","17","Brazil","São Paulo","Cajuru","-47.2999992370605","-21.2700004577637",NA,NA,"UEC056642","UEC056642","Faz. Santa Carlota",NA,NA,"Cerrado 2.","Boldrini, IJ","1997","03","03","21243","auto","423",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"879","2021-03-01 16:20:39-03","UNICAMP","UEC","21855","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Vannucci, AL; Freitas Filho, F","1978","05","01","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC056644","UEC056644","Barão de Geraldo",NA,NA,"Terreno úmido. Herbácea.","Boldrini, IJ","1997","03","03","23900","auto","s.n.",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"880","2021-03-01 16:20:39-03","UNICAMP","UEC","21817","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Freitas Filho, F; Gabrielli, AC","1978","05","09","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC056647","UEC056647","Barão de Geraldo, Fazenda Santa Genebra.",NA,NA,"Mata.","Boldrini, IJ","1997","03","03","23900","auto","8078",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"881","2021-03-01 16:20:39-03","UNICAMP","UEC","25852","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Tozzi, AMGA","1981","12","17","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC056643","UEC056643","Em terreno baldio.",NA,NA,"Erva. Gramineae.","Boldrini, IJ","1997","03","03","23900","auto","13237",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"882","2021-03-01 16:20:39-03","UNICAMP","UEC","40273","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Klein, A","1984","03","01","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC056645","UEC056645","Faz. Santa Genebra, Cul. em campo de algodão.",NA,NA,"Capim, inflorescência em espigas.","Boldrini, IJ","1997","03","03","23900","auto","16030",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"883","2021-03-01 16:20:39-03","UNICAMP","UEC","105868","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Ahn, YJ; Kinoshita, LS; Torres, RB; Spinelli, T; Constâncio, SS","1999","03","19","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC056639","UEC056639","Sítio São Francisco",NA,NA,"Erva (60cm), local aberto, próximo ao milharal.",NA,NA,NA,NA,"23900","auto","46",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"884","2021-03-01 16:20:39-03","UNICAMP","UEC","33322","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Filgueiras, TS","1983","02","02","Brazil","São Paulo","Indaiatuba","-47.2099990844727","-23.0900001525879",NA,NA,"UEC056650","UEC056650","Itaici, No terreno dos padres jesuítas.",NA,NA,"Planta com 2 racemos.","Boldrini, IJ","1997","03","03","17640","auto","14546",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"885","2021-03-01 16:20:39-03","UNICAMP","UEC","86179","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Longhi-Wagner, HM; Boechat, SC; Araújo, AC","1996","01","27","Brazil","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,"UEC056637","UEC056637",NA,NA,NA,"Baixada úmida. Estolonífera.","Boldrini, IJ","1998","03","25","22843","auto","3325",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"886","2021-03-01 16:20:39-03","UNICAMP","UEC","109916","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Aona, LYS; Faria, AD; Matsumoto, K; Galvão, JC; Belinello, R","1997","01","14","Brazil","São Paulo","Ituverava","-47.7799987792969","-20.3299999237061",NA,NA,"UEC012422","UEC012422","Pista no sentido Ituverava_Jeriquara, Brejo do lado esquerdo da pista no sentido Ituverava_Jeriquara",NA,NA,"Estames bege, anteras pink.","Boldrini, IJ","1998","01","07","25831","auto","97/09",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"887","2021-03-01 16:20:39-03","UNICAMP","UEC","17134","S","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Gibbs, PE; Kinoshita, LS; Leitão Filho, HF; Andrade, JB","1976","11","09","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"UEC056641","UEC056641","Ao redor do Hotel das Flores",NA,NA,"Herbáceo até 20cm, espigas esverdeadas com pelos castanhos.; Campo brejoso.","Boldrini, IJ","1997","03","03","34265","auto","3479",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"888","2019-11-19 14:08:55-03","UFRPE","PEUFR","1589","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P. Beauv.","J. Paiva; J. Matos; A. Sarmento","1961","10","30","Portugal",NA,"Branca, entre Albergaria-a-Velha e Oliveira de Azemeis",NA,NA,NA,NA,"PEUFR001589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","2019-11-19 14:08:55-03","UFRPE","PEUFR","1601","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P. Beauv.","J. Paiva; J. Matos; A. Sarmento","1961","10","30","Portugal",NA,"Entre Ovar e Couto de Cucujães; pr. Desta última localidade.",NA,NA,NA,NA,"PEUFR001601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","2019-11-19 14:08:55-03","UFRPE","PEUFR","1342","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P. Beauv.","A. Lima","1958","08","15","Brasil","Pernambuco","Recife - Curado",NA,NA,NA,NA,"PEUFR001342",NA,NA,NA,NA,"Inflorescência espiga densa","A. Sarmento","1962","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","2019-11-19 14:08:55-03","UFRPE","PEUFR","1580","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P. Beauv.","J. Paiva; J. Matos; A. Sarmento","1961","10","30","Portugal",NA,"Entre Couto de Cucujães e Oliveira de Azemais.",NA,NA,NA,NA,"PEUFR001580",NA,"Or. De Couto de Cucujães; nos incultos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","2019-11-19 14:08:55-03","UFRPE","PEUFR","1583","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P. Beauv.","J. Paiva; J. Matos; A. Sarmento","1961","07","28","Portugal",NA,"Branca, Curval, entre Oliveira de Azemeis e Albergaria-a-Velha.",NA,NA,NA,NA,"PEUFR001583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","2019-11-19 14:08:55-03","UFRPE","PEUFR","23","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P. Beauv.","A. Sarmento","1959","07","08","Brasil","Alagoas","Igací","-36.6335983276367","-9.53693962097168",NA,NA,"PEUFR000023",NA,"Posto Agropecuário",NA,NA,NA,"A. Sarmento","1961","02","06","22424","auto","253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","2019-11-19 14:08:55-03","UFRPE","PEUFR","548","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P. Beauv.","D. Andrade-Lima","1953","05","14","Brasil","Pará","Monte Alegre","-54.0691986083984","-2.00778007507324",NA,NA,"PEUFR000548",NA,"C.A.N.P.",NA,NA,NA,"D. Andrade-Lima","1953","05","14","279177","auto","1579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","2019-11-19 14:08:55-03","UFRPE","PEUFR","20730","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P. Beauv.","E. Sampaio; E. Araújo; T. C. Medeiros","1995","05","27","Brasil","Pernambuco","Araripina","-40.4982986450195","-7.57610988616943",NA,NA,"PEUFR020730",NA,"Estação do IPA",NA,NA,NA,"L.F. Silva","1995","10","30","41571","auto","474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
