"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","class"
"47","2019-11-13 11:25:47-03","USP","SPF","109027","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Souza, VC","8231","1995","03","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.545611","-19.249972","1300","1300",NA,NA,"SPF00109027",NA,"Romero, R","1998",NA,NA,"05",NA,"-43.545611","-19.249972",NA,NA,NA,NA
"48","2019-11-13 11:25:47-03","USP","SPF","138168","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Lima, LR","76","1999","09","25",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"SPF00138168",NA,"Pacífico, RB","2018",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-13 11:25:47-03","USP","SPF","164253","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Pirani, JR","5206","2004","01","20",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada","-43.745944","-18.855111","1313","1313",NA,NA,"SPF00164253",NA,"Pirani, JR","2014",NA,NA,NA,NA,"-43.745944","-18.855111",NA,NA,NA,NA
"50","2019-11-13 11:25:47-03","USP","SPF","168488","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Pirani, JR","5240","2004","01","22",NA,"Brasil","Minas Gerais","Gouveia",NA,"-43.885278","-18.614167","1108","1108",NA,NA,"SPF00168488",NA,"Woodgyer, EM","2007",NA,NA,NA,NA,"-43.885278","-18.614167",NA,NA,NA,NA
"51","2019-11-13 11:25:47-03","USP","SPF","174061","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Sato, CS","3","2004","10","09",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"SPF00174061","SPF00174061","Sasaki, D; Sato, CS","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-13 11:25:47-03","USP","SPF","179060","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Pirani, JR","5588","2007","01","19",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada","-43.758917","-18.842583","1209","1209",NA,NA,"SPF00179060",NA,"Woodgyer, EM","2009",NA,NA,"08",NA,"-43.758917","-18.842583",NA,NA,NA,NA
"53","2021-03-15 18:28:49-03","USP","SPF","231838","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Pacífico, RB","330","2017","02","02",NA,"Brasil","Minas Gerais","Diamantina","Estrada Sopa - São João da Chapada.","-43.713806","-18.163806","1158","1158",NA,"Arbusto ca. 0,9 m, pétalas rosadas, anteras bicoloridas.; Campo rupestre.","SPF00231838",NA,"Versiane, AFA","2019",NA,NA,"04","13","-43.713806","-18.163806",NA,NA,NA,NA
"54","2019-11-13 11:25:47-03","USP","SPF","81967","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Joly, AB","1037","1951","01","17",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"SPF00081967",NA,"Romero, R","1998",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-13 11:25:47-03","USP","SPF","86586","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Faria, GM","121","1990","10",NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.6","-19.283333",NA,NA,NA,NA,"SPF00086586",NA,"Faria, GM",NA,NA,NA,NA,NA,"-43.6","-19.283333",NA,NA,NA,NA
"56","2019-11-13 11:25:47-03","USP","SPF","126785","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Forzza, RC","545","1997","12","10",NA,"Brasil","Minas Gerais","Diamantina","Estrada Guinda-São João da Chapada.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00126785",NA,"Versiane, AFA","2019","101169","auto","04",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-13 11:25:47-03","USP","SPF","190168","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Mello-Silva, R","3149","2009","02","06",NA,"Brasil","Minas Gerais","Gouveia",NA,"-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"SPF00190168",NA,"Pirani, JR","2014","37970","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-13 11:25:47-03","USP","SPF","140066","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Forzza, RC","1512","2000","01","31",NA,"Brasil","Minas Gerais","Gouveia","Serra da Contagem","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"SPF00140066",NA,"Woodgyer, EM","2007","37970","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-13 11:25:47-03","USP","SPF","225916","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Joly, AB","CFSC4521","1973","10","18",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"SPF00225916",NA,"Semir, J","1987","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-13 11:25:47-03","USP","SPF","138246","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Fiaschi, P","65","1999","09","24",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"SPF00138246",NA,"Pacífico, RB","2018","31264","auto","06",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-13 11:25:47-03","USP","SPF","43167","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Martinelli, G","11350","1986","01","25",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328","1250","1250",NA,NA,"SPF00043167",NA,"Romero, R","1998","26557","auto","05",NA,NA,NA,NA,NA,NA,NA
"62","2019-11-13 11:25:47-03","USP","SPF","117490","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Salatino, A","58","1995","09","25",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328","1000","1000",NA,NA,"SPF00117490",NA,"Wurdack, JJ","1997","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-10-07 09:34:37-03","UEFS","HUEFS","217305","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Mello-Silva, R.","3149","2009","02","06",NA,"Brasil","Minas Gerais","Gouveia","Contagem. Fazenda Contagem, ca. 3 Km em estrada vicinal saindo a leste da rodovia Gouveia- Curvelo (BR 259), ao sul da sede da fazenda Contagem. Sopés da extremidade norte da Serra do Indaial, base de inselberg próximo ao Ribeirão Contagem","-43.7407989501953","-18.4543991088867",NA,NA,NA,"Campo Limpo e manchas de Cerrado de altitude.","HUEFS0217305","HUEFS0217305",NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae"
"64","2019-09-04 19:30:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina",NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Dicotyledoneae"
"65","2015-03-07 08:55:29-03","F","FMNH-SEEDPLANTS","V0151219F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0151219F","V0151219F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"66","2018-05-14 16:56:00-03","F","FMNH-SEEDPLANTS","V0179785F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina",NA,"A. P. Duarte","2173",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,"V0179785F","V0179785F_01 V0179785F_02","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"2173",NA,NA,"Dicotyledoneae"
"67","2015-10-03 11:29:44-03","F","FMNH-SEEDPLANTS","V0344949F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0344949F","V0344949F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"68","2019-01-23 10:11:12-02","F","FMNH-SEEDPLANTS","V0360356F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina",NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0360356F","V0360356F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledoneae"
"69","2019-11-13 16:04:50-03","UNISANTA","HUSC","10008","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","St. Hil.","Souza, V.C.; Miyagi, P.H.; Souza, J.P.","8231","1995","03","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Rodovia Belo-Horizonte, Conceição do Mato Dentro, ca. 18 km após Chapéu de Sol. Fazenda Cachoeira da Capivara.","-43.545611","-19.249972","1300","1300",NA,"Erva; frutos castanho-avermelhados.; Campo Rupestre.",NA,NA,"Romero, R.","1997",NA,NA,"05",NA,"-43.545611","-19.249972",NA,NA,NA,NA
"70","2020-11-04 17:29:46-03","UEM","HUEM","29813","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Romero, R; Versiane, AFA; Fontelas, JC; Vital, LP; Contro, FL","8669","2015","07","03",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó, Lapinha, estrada para Brumas do Esp","-43.706944","-19.066111",NA,NA,NA,"Campo rupestre; solo arenoso e úmido; subarbusto; ca. 0,6m de alt.; frutos de coloração marrom.","HUEM000014591","HUEM000014591","Ricardo Pacifico","2016",NA,NA,"11",NA,"-43.706944","-19.066111",NA,NA,NA,NA
"71","2019-09-06 20:07:16-03","UEM","HUEM","30276","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","D.C.Zappi; J.G.Rando; A.C. Araújo; M.F.Calió; M.Devecchi; C.A.Ferreira","2804","2010","03","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Trilha do João Carrinho, ao do sul do Rio das Pedras","-43.730833","-19.047222",NA,NA,NA,"Erva muito ramificada; corola de coloração magenta; estames de coloração amarela; campo rupestre; solo arenoso com cascalho branco","HUEM000014673","HUEM000014673","Ricardo Pacifico","2016",NA,NA,"10",NA,"-43.730833","-19.047222",NA,NA,NA,NA
"72","2019-09-06 20:07:16-03","UEM","HUEM","31137","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","L.R.Lima; F.N.Costa; P.Fiaschi; J.Cometti","76","1999","09","25",NA,"Brasil","Minas Gerais","Serra do Cipó","Parque Nacional da Serra do Cipó,, Trilha Sede do IBAMA - Cachoeira da Farofa",NA,NA,NA,NA,NA,"Erva, ca. 10 cm alt., em solo pedregoso, no morro do lado esquerdo da cachoeira da farofa. Flores com pétalas lilases. Estames amarelos","HUEM000014771","HUEM000014771","R.Pacífico","2016",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"73","2020-11-04 17:29:46-03","UEM","HUEM","31147","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","D.C.Zappi; Rando, JP; Araújo, AC; Calió, MF; Devecchi, M; C.A.Ferreira","2804","2010","03","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó,, ao sul do Rio das Pedras, Trilha do João Carrinho","-43.730833","-19.047222",NA,NA,NA,"Erva muito ramificada, corola magenta, estames amarelos; Campo rupestre em solo arenoso com cascalho branco","HUEM000014759","HUEM000014759","Ricardo Pacifico",NA,NA,NA,NA,NA,"-43.730833","-19.047222",NA,NA,NA,NA
"74","2020-11-04 17:29:46-03","UEM","HUEM","31176","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Pirani, JR; Mello-Silva, R; Calió, MFA; Riina Oliveira, R; Lovo, J; Lepis, KB","5206","2004","01","20",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada,, (braço norte da Serra do Cipó), 11, 4 km SW da estrada Congonhas do Norte - Gouveia, entrada ramificando a 3,7 km NE de Congonhas do Norte, estrada peko alto da serra denominada localmente como  Serra do João Camilo, rumo ao vale do","-43.745833","-18.855",NA,NA,NA,"Arbusto densamente ramificado, formando almofada em solo muito pedregoso (cascalho alvo, quartzito). Pétalas lilás, anteras amarelas; Campus rupestres, afloramentos rochosos e mata ciliar","HUEM000014778","HUEM000014778","Ricardo Pacifico","2016",NA,NA,"11",NA,"-43.745833","-18.855",NA,NA,NA,NA
"75","2019-09-06 20:07:16-03","UEM","HUEM","31180","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","J.R.Pirani; M.F.A.Calió; B.P.F.Loeuille; E.G.Martins","5588","2007","01","19",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada,, (setor nordeste da Serra do Cipó), 6,8 km SW da estrada Congonhas do Norte- Gouveia, entrada a 3,7 km NW de Conginhas do Norte, estrada pelo alto da serra em local denominado Retiro dos Pereiras","-43.758917","-18.842583",NA,NA,NA,"Subarbustos em almofadas, formando extensa população sobre solo arenoso-pedregoso, ao sol. Flores com pétalas e filetes rosa-forte, anteras amarelas; Campo limpo perturbado","HUEM000014767","HUEM000014767","Ricardo Pacifico","2016",NA,NA,"11",NA,"-43.758917","-18.842583",NA,NA,NA,NA
"76","2019-09-06 20:07:16-03","UEM","HUEM","31183","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","J.R.Pirani; M.F.A.Calió; B.P.F.Loeuille; E.G.Martins","5609","2007","01","20",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada,, (setor nordeste da Serra do Cipó), 9 km S de Congonhas do Norte na estrada para Conceição do mato Dentro, entrada para Extrema seguindo ca. 11 km - Estrada para Lapinha","-43.685028","-18.937444",NA,NA,NA,"Arbustos formando almofadas pequeninas, ca. 15 cm diâmetro, em solo bem pedregoso e alvo, ao sol. Flores com pétalas e filetes lilás-intenso, anteras amarelas. Rara, só no alto da elevação; Campo rupestre e mata ciliar","HUEM000014777",NA,"Ricardo Pacifico","2016",NA,NA,"11",NA,"-43.685028","-18.937444",NA,NA,NA,NA
"77","2020-11-04 17:29:46-03","UEM","HUEM","6662","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Souza, VC; Miyagi, PH; Souza, JP","8231","1995","03","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Fazenda Cachoeira da Capivara, Serra do Cipó; Rod. Belo Horizonte-Conçeição do Mato Dentro; ca. de 18 km após Chapéu de Sol","-43.545611","-19.249972","1300","1300",NA,"Erva; frutos castanho-avermelhados","HUEM000007486","HUEM000007486","Meyer, F.S.","2017",NA,NA,"08",NA,"-43.545611","-19.249972",NA,NA,NA,NA
"78","2019-11-01 15:04:27-03","UnB","UB","134321","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","King, LRM; Bishop, LE","8449","1981","01","14","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó at Chapéu de Sol",NA,NA,"3300","3300",NA,"Petals lavender; Locally common in wet meadow",NA,NA,"Alves-Silva, RS","2018",NA,NA,"03","20",NA,NA,NA,NA,NA,NA
"79","2020-06-01 13:10:58-03","UFU","HUFU","52599","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Mello, F.N.A.; Nakajima, J.N.; Rosa, P.O. & Soares, P.N.","481","2008","05","16",NA,"Brasil","Minas Gerais","Botumirim","Serra da Canastra, Acesso pela estrada para Canta Galo. Na beira do córrego.","-43.010799407959","-16.872200012207",NA,NA,NA,"Subarbusto, ca. 0,5 m. Cálice vinho, corola rósea, anteras vinho.; Campo rupestre.","HUFU00071380",NA,"Romero, R.","2008","39434","auto","11",NA,NA,NA,NA,NA,NA,NA
"80","2020-06-01 13:10:58-03","UFU","HUFU","556","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Castro, N.M.","s.n.","1985","11",NA,NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó, Km 125, entrada de BH a Conceição do Mato Dentro.","-43.4249992370605","-19.0372009277344",NA,NA,NA,"Herbácea, ca. 0,4 m. Flores rosa maravilha e ápice das folhas rosas.","HUFU00065285","HUFU00065285","Romero, R.","2005","60318","auto","01",NA,NA,NA,NA,NA,NA,NA
"81","2020-06-01 13:10:58-03","UFU","HUFU","67333","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Ordones, J.; et al.","1974","2012","04","19",NA,"Brasil","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, RPPN Brumas. s/ Ponto","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Caule avermelhado.; Arbustivo Cerrado Campo rupestre. Levantamento florístico do RPPN.","HUFU00065283","HUFU00065283","Romero, R.; Versiane, A.F.A.","2016","26557","auto","03",NA,NA,NA,NA,NA,NA,NA
"82","2020-06-01 13:10:58-03","UFU","HUFU","68757","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Verdi, M.; Pougy N.; Maurenza, D.; Martins, E. & Dalcin, E.","6504","2013","10","14",NA,"Brasil","Minas Gerais","Santana do Riacho","Pedra do Elefante, Coletado na trilha para a Pedra do Elefante, a partir do riacho da pousada. Próximo a rodovia MG-10; onde observou-se a presença de turismo (concentração de pousadas na região). Barriga da Lua até o inicio da encosta onde se locali","-43.553333","-19.290556","1139","1139",NA,"Arbusto. Folhas verdes; flor rosa; frequente; encotrado em campo graminoso seco, às vezes arenoso, ao lado da casa do ICMBio; onde observou-se a ocorrência de fogo.; Campo rupestre.","HUFU00065284","HUFU00065284","Versiane, A.F.A.","2015",NA,NA,"09","14","-43.553333","-19.290556",NA,NA,NA,NA
"83","2020-06-01 13:10:58-03","UFU","HUFU","70581","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Romero, R.; Versiane, A.F.A.; Fontelas, J.C.; Vital, L.P. & Contro, F.L.","8669","2015","07","03",NA,"Brasil","Minas Gerais",NA,"Serra do cipó, Lapinha: estrada para Brumas do Espinhaco.","-43.706944","-19.066111","1174","1174",NA,"Subarbusto, ca. 0,6 m alt. Frutos maduros.; Campo rupestre em solo arenoso, úmido.","HUFU00065282","HUFU00065282","Romero, R.","2015",NA,NA,"07",NA,"-43.706944","-19.066111",NA,NA,NA,NA
"84","2020-11-27 11:34:08-03","UFU","HUFU","79018","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Pirani, J.R.; Calió, M.F.A.; Loeuille, B.P.F. & Martins, E.G.","5588","2007","01","19",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada (setor nordeste da Serra do Cipó), 6,8 Km SW da estrada Congonhas do Norte - Gouveia, entrada a 3,7 Km NW de Congonhas do Norte, estrada pelo alto da serra em local denominado localmente 'Retiro dos Pereiras.","-43.758889","-18.8425","1209","1209",NA,"Campo limpo perturbado.","HUFU00075931",NA,"Woolgyer","2009",NA,NA,"08","21","-43.758889","-18.8425",NA,NA,NA,NA
"85","2020-11-27 11:34:08-03","UFU","HUFU","79025","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Pirani, J.R.; Mello-Silva, R.; Calió, M.F.A.; Olivares, R.R.; Lovo, J. & Lepis, K.B.","5206","2004","01","20",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada (braço norte da Serra do Cipó), 11,4 Km SW da estrada Congonhas do Norte - Gouveia, entrada ramificando a 3,7 Km NE de Congonhas do Norte, estrada pelo alto da serra denominada localmente como Serra do João camilo, rumo ao vale do rio","-43.745833","-18.855","1313","1313",NA,"Arbusto densamente ramificado, formando almofada em solo muito pedregoso (cascalho alvo, quartzito), pétalas lilás, anteras amarelas.; Campos rupestres, afloramentos rochosos e mata ciliar.","HUFU00075924",NA,"Pirani, J.R.","2010",NA,NA,NA,NA,"-43.745833","-18.855",NA,NA,NA,NA
"86","2020-08-20 20:40:12-03","UFSC","FLOR","57629","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Pirani, J.R.; Calió, M.F.A.; Loeuille, B.P.F. & Martins, E.G.","5588","2007","01","19",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada (setor nordeste da Serra do Cipó) 6,8 km SW da estrada Congonhas do Norte - Gouveia, entrada a 3,7 km NW de Congonhas do Norte, estrada pelo alto da serra em local denominado localmente Retiro dos Pereiras.","-43.758889","-18.8425","1209","1209",NA,"Subarbustos em almofadas. flores com pétalas e filetes rosa-forte, anteras amarelas.","FLOR0057629",NA,"Woodgyer, E.M.","2009",NA,NA,NA,NA,"43º45'32''W","18º50'33''S",NA,NA,NA,NA
"87","2017-09-11 17:10:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","St.-Hil, A","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in locis humidiusculis ad Serra da Lapa prov. Minas Geraes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2014-04-15 09:21:29-03","CAS","CAS-BOT","353805","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A. St. -Hilaire","Almeda, Frank; Martins, A. B.; Fritsch, P. W.; Belinello, R.","8547","2001","10",NA,"South America","Brazil","Minas Gerais",NA,"Minas Gerais: Municipio of Santana do Riacho. Serra do Cipó. Km 107 along the road from Lagoa Santa to Conceição do Mato Dentro.","-43.5886077881","-19.2866630554","1180",NA,NA,"Wiry shrub to 3 dm tall. Petals pink and acuminate apically. Filaments pink. Large anthers reddish with a yellow apex. Small anthers reddish-pink with yellow appendages. lvs",NA,NA,"F. Almeda",NA,NA,NA,NA,NA,"43°35'19W","19°17'12S",NA,NA,NA,"Magnoliopsida"
"89","2017-05-31 16:09:52-03","CAS","CAS-BOT","335471","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A. St. -Hilaire","Almeda, Frank; Fritsch, Peter Warren; Filho, J. L. M. Aranha; Belinello, R.","8943","2004","11",NA,"South America","Brazil","Minas Gerais",NA,"Diamantina plateau. 11 km north of Guinda on the road to São João da Chapada.","-43.7097015381","-18.1690502167","1070",NA,NA,"Virgate shrub to 1 m tall only in post mature fruit. Local but common.",NA,NA,"F. Almeda",NA,NA,NA,NA,NA,"43°42.582'W","18°10.143'S",NA,NA,NA,"Magnoliopsida"
"90","2014-04-15 09:41:07-03","CAS","CAS-BOT","353814","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A. St. -Hilaire","Almeda, Frank; Martins, A. B.; Fritsch, P. W.; Belinello, R.","8569","2001","10",NA,"South America","Brazil","Minas Gerais",NA,"Minas Gerais: Municipio of Santana do Riacho. Serra do Cipó. Km 107 along the road from Lagoa Santo to Conceição do Mato Dentro.","-43.5886077881","-19.2866630554","1180",NA,NA,"Wiry caespitose subshrub to 30 cm tall. Petals pink, abruptly acuminate at the apex. Filaments, style and connective pink. Anthers reddish-pink with a white tip. Appendages yellow.",NA,NA,"F. Almeda",NA,NA,NA,NA,NA,"43°35'19W","19°17'12S",NA,NA,NA,"Magnoliopsida"
"91","2014-04-01 09:00:40-03","CAS","CAS-BOT","335501","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A. St. -Hilaire","Almeda, Frank; Fritsch, Peter Warren; Filho, J. L. M. Aranha; Belinello, R.","8918","2004","11",NA,"South America","Brazil","Minas Gerais",NA,"Serra do Cipó. Municipio de Santana do Riacho. 135 km from the entrance to Cachoeira Véu da Noiva on the road to Conceiçao do Mato Dentro.","-43.5429115295","-19.2737541199","1350",NA,NA,"Wiry shrub to 3 dm tall. Petals pink, filaments and connective pink. Large anthers purple with a white tip. Small anthers and appendages yellow.",NA,NA,"F. Almeda",NA,NA,NA,NA,NA,"43°32'34.5W","19°16'25.5S",NA,NA,NA,"Magnoliopsida"
