"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","previousCatalogNumber","sex"
"99","2021-02-08 11:07:52-03","UNESP-IBB","BOTU","25768","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","Paschoal, M.E.S.",NA,NA,NA,"Paschoal, M.E.S.","6308","2008","03","06","Brasil","São Paulo","Ubatuba","Morro localizado na Praia Grande","-45.074167","-23.473333","45°04'27w","23°28'24s",NA,NA,"BOTU025768",NA,"Árvore de 7 m de altura, submata da encosta, frutos alaranjados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-02-08 11:07:52-03","UNESP-IBB","BOTU","22724","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi",NA,NA,NA,NA,"Amaral Jr., A.","654","1999","04","12","Brasil","Mato Grosso do Sul","Bataguassu",NA,"-52.277694","-21.643833","52°16'39.7w","21°38'37.8s",NA,NA,"BOTU022724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-02-08 11:07:52-03","UNESP-IBB","BOTU","22414","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi",NA,NA,NA,NA,"Amaral Jr., A.","344","1999","04","08","Brasil","Mato Grosso do Sul","Bataguassu",NA,"-52.277694","-21.643833","52°16'39.7w","21°38'37.8s",NA,NA,"BOTU022414",NA,"Arbusto 2m, com frutos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-02-18 09:29:06-03","UNESP-IBB","BOTU","23091","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi",NA,NA,NA,NA,"Amaral Jr., A.","739","2000","11","03","Brasil","Mato Grosso do Sul","Três Lagoas",NA,NA,NA,"9999","9999",NA,NA,"BOTU023091",NA,"Arbusto 3m, com frutos amarelos e flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-02-08 11:07:52-03","UNESP-IBB","BOTU","25109","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","Souza, V.C.",NA,NA,NA,"Pilla, M.A.C.","121","2005","03","23","Brasil","São Paulo","Natividade da Serra","Bairro rural Vargem Grande","-45.233333","-23.416667","45°14'w","23°25's",NA,NA,"BOTU025109",NA,"Fruto comestível,arbustiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-01-06 11:42:02-03","UFPI-MRV","HDELTA","2185","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","Andrade, I.M.","2016","08","26","Andrade, I. M.","3242","2009","08","26","Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"HDELTA002185",NA,"<ll>dwc_commonname:</ll> Bacuparí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-11-13 09:19:22-03","UFRJ","RFA","26103","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","C.M. Vieira","2001","03","09","F.M.B. Pereira","48/57","2000","12","15","Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.519444","-20.206667","42º31'10''W","20º12'24''S","570","570","RFA36011",NA,"Arbusto, 4 m de altura, 9 cm de DAP, folha verde, comum no local, mata de encosta sobre solo argiloso, luminosidade média.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-11-13 09:19:22-03","UFRJ","RFA","26735","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","C.M. Vieira","2001","11","05","A. Quinet","61/69","2001","02","02","Brasil","Rio de Janeiro","Nova Friburgo","Lumiar/Macaé de Cima.","-42.408611","-22.358056","42º24'31''W","22º21'29''S","970","970","RFA36015",NA,"Árvore, 7 m de altura, 30 m de DAP, folha verde discolor, flores axilares marrons, mata de encosta sobre argiloso/arenoso, comum no local, luminosidade média.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-06-29 11:29:51-03","UFRJ","RFA","39763","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi",NA,NA,NA,NA,"Finotti R.; Caruzo J.","362",NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Interior de fragmento florestal localizado na propriedade do Sr. Renato Cozzolino.","-42.909444","-22.536944","42º54'34''W","22º32'13''S","50","50","RFA24792",NA,"Árvore de 17 metros de altura e PAP de 266cm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-11-13 09:19:22-03","UFRJ","RFA","9310","PreservedSpecimen","Plantae","Clusiaceae","Rheedia","gardneriana","Rheedia gardneriana","Planch. & Triana","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","18684","1968","03","08","Brasil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,"30","30","RFA36124",NA,"Arvoreta, flor alvacenta",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-06-29 11:29:51-03","UFRJ","RFA","6943","PreservedSpecimen","Plantae","Clusiaceae","Rheedia","gardneriana","Rheedia gardneriana","Planch. & Triana","R. Reitz","1956",NA,NA,"R. Reitz; R.M. Klein","2687","1956","02","16","Brasil","Santa Catarina","Itajaí","Braço Joaquim, Luis Alves","-48.6618995666504","-26.9078006744385",NA,NA,"350","350","RFA36127",NA,"Arvoreta 6 m de altura. Fruto maduro amarelo",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-06-29 11:29:51-03","UFRJ","RFA","6574","PreservedSpecimen","Plantae","Clusiaceae","Rheedia","gardneriana","Rheedia gardneriana","Planch. & Triana","L.B. Smith","1958",NA,NA,"R. Reitz; R.M. Klein","4954","1957","10","03","Brasil","Santa Catarina","São Francisco do Sul","Três Barras, Garuva","-48.6380996704102","-26.2432994842529",NA,NA,"30","30","RFA36128",NA,"Arvoreta 4 m de altura. Flor branca",NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-06-29 11:29:51-03","UFRJ","RFA","5386","PreservedSpecimen","Plantae","Clusiaceae","Rheedia","gardneriana","Rheedia gardneriana parvifolia","Engl.",NA,NA,NA,NA,"P. Occhioni","1997","1958","09","10","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA36125",NA,NA,NA,NA,NA,NA,"parvifolia","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-06-29 11:29:51-03","UFRJ","RFA","6942","PreservedSpecimen","Plantae","Clusiaceae","Rheedia","gardneriana","Rheedia gardneriana","Planch. & Triana","R. Reitz","1956",NA,NA,"R. Reitz; R.M. Klein","1051","1953","09","24","Brasil","Santa Catarina","Palhoça","Campo do Massiambú","-48.6678009033203","-27.645299911499",NA,NA,"5","5","RFA36126",NA,"Arvoreta 6 m de altura. Flor branca",NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-06-29 11:29:51-03","UFRJ","RFA","5386","PreservedSpecimen","Plantae","Clusiaceae","Rheedia","gardneriana","Rheedia gardneriana parvifolia","Engl.",NA,NA,NA,NA,"P. Occhioni","1997","1958","09","10","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA36125",NA,NA,NA,NA,NA,NA,"parvifolia","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-11-24 17:10:36-03","UTFPR","DVPR","5561","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","Silva, DR","2018","03","17","Rocha Filho, JA; Piva, J; Machado, C","574","2018","01","24","Brasil","Paraná","Realeza","Distrito Marmelândia, ca. 120 m do Córrego de Porto de Arma, afluente do Sanga Canoa.","-53.3411","-25.3254","-53.3411","-25.3254","276","276","DVPR005561",NA,"Árvore 6 m de altura. Folhas cartáceas, discolores, glabras. Frutos carnosos, ovóides, amarelos quando maduros , epicarpo liso e glabro. Ponto 532; Árvore remanescente em região contendo cobertura vegetal de atividades agrárias e mata","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-11-24 17:10:36-03","UTFPR","DVPR","6234","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","Verdi, M","2009","09","26","Verdi, M; Tomazi, AL; Klemz, G","2747","2009","09","26","Brasil","Santa Catarina","Jacinto Machado","Beira do barranco.","-49.763599395752","-28.9974994659424",NA,NA,"311","311","DVPR006234",NA,"Arbusto.; Floresta Ombrófila Densa em estágio avançado.","Magnoliophyta",NA,NA,NA,NA,"23999","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-11-24 17:10:36-03","UTFPR","DVPR","6266","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","Verdi, M","2009","11","30","Verdi, M; Klettenberg, DH; Klemz, G","3232","2009","11","30","Brasil","Santa Catarina","Nova Veneza","São Bento baixo.","-49.4977989196777","-28.6366996765137",NA,NA,"48","48","DVPR006266",NA,"Árvore.; Floresta Ombrófila Densa em estágio avançado.","Magnoliophyta",NA,NA,NA,NA,"20545","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-11-24 17:10:36-03","UTFPR","DVPR","6264","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","Gasper, AL","2010","02","05","Schmitt, JL; Caglioni, E; Andrade, S; Cristofolini, C","1352","2010","02","05","Brasil","Santa Catarina","Porto Belo",NA,"-48.5531005859375","-27.1578006744385",NA,NA,"55","55","DVPR006264",NA,"Arbórea, fruto amarelo.; Floresta Ombrófila Densa de terras baixas em estágio médio e avançado.","Magnoliophyta",NA,NA,NA,NA,"13032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-11-24 17:10:36-03","UTFPR","DVPR","6265","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","Dreveck, S","2009","10","15","Dreveck, S; Carneiro, FE","1140","2009","10","15","Brasil","Santa Catarina","São João do Itaperiú","Mantiqueira, interior do fragmento.","-48.7681007385254","-26.6177997589111",NA,NA,"25","25","DVPR006265",NA,"Arvoreta, flor botão verde claro, flor branca.; Floresta Ombrófila Densa em estágio médio de regeneração.","Magnoliophyta",NA,NA,NA,NA,"12519","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-09-10 21:42:30-03","UNEMAT","TANG","1573","S","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi",NA,NA,NA,NA,"Silva, CA; Koch, AK","449","2011","11","11","Brasil","Mato Grosso","Tangara da Serra","Cachoeira Salto das Núvens","-57.734736","-15.313889","-57.734736","-15.313889","229","229","TANG000001573",NA,"Flores brtanco creme, exudato amarelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-09-10 21:42:30-03","UNEMAT","TANG","1335","S","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi",NA,NA,NA,NA,"Silva, CA","346","2011","08","19","Brasil","Mato Grosso","Tangara da Serra","BRASIL, MT, Tangará da Serra -Fragmento florestal, Fazenda Fontes.","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000001335",NA,"Porte arbustivo, arbóreo, frutos amarelos quando maduros, azedinho. Ocorre na Mata Atlântica e na sede da Fazenda Fontes.",NA,NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-09-10 21:42:30-03","UNEMAT","TANG","4189","S","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi",NA,NA,NA,NA,"Botini, HF","001","2016","07","04","Brasil","Mato Grosso","Tangara da Serra","Sítio da Unemat, Sr Almir.","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000004189",NA,NA,NA,NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-30 12:37:10-03","EAO","IAN","128429","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Pires, JM; Belém, RP","12308","1970","06","27","Brasil","Pará",NA,"Rio Tocantins, afluente do Rio Tocantins, Serra Buritirama (B5), região com minério de manganês.","-50.25","-5.5","-50.25","-5.5",NA,NA,"IAN128429",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-30 12:37:10-03","EAO","IAN","128617","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Pires, JM; Belém, RP","12513","1970","07",NA,"Brasil","Pará",NA,"Rio Tocantins, afluente do Rio Tocantins, Serra Buritirama (B5), região com minério de manganês.","-50.25","-5.5","-50.25","-5.5",NA,NA,"IAN128617",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-30 12:37:10-03","EAO","IAN","128980","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Pires, JM; Belém, RP","12880","1970","08",NA,"Brasil","Pará",NA,"Rio Tocantins, afluente do Rio Tocantins, Serra Buritirama (B5), região com minério de manganês.","-50.25","-5.5","-50.25","-5.5",NA,NA,"IAN128980",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-30 12:37:10-03","EAO","IAN","128420","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Pires, JM; Belém, RP","12299","1970","06","25","Brasil","Pará",NA,"Rio Tocantins, afluente do Rio Tocantins, Serra Buritirama (B4), região com minério de manganês.","-50.216667","-5.5","-50.216667","-5.5",NA,NA,"IAN128420",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-30 12:37:10-03","EAO","IAN","139898","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Fonsêca, CB","5","1961","02","02","Brasil","São Paulo",NA,"Parque do Estado, terreno do Instituto de Botânica, ca. 10km ao sul do centro de São Paulo (Praça da Sé).",NA,NA,NA,NA,NA,NA,"IAN139898",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-04-08 17:38:10-03","EAO","IAN","XILO1322","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Pires, JM; Belém, RP","12880","1970","08",NA,"Brasil","Pará",NA,"Rio Tocantins, afluente do Rio Tocantins, Serra Buritirama (B5), região com minério de manganês.","-50.25","-5.5","-50.25","-5.5",NA,NA,"IANXILO1322",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-04-08 17:38:10-03","EAO","IAN","XILO1320","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Pires, JM; Belém, RP","12513","1970","07",NA,"Brasil","Pará",NA,"Rio Tocantins, afluente do Rio Tocantins, Serra Buritirama (B5), região com minério de manganês.","-50.25","-5.5","-50.25","-5.5",NA,NA,"IANXILO1320",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-30 12:37:10-03","EAO","IAN","196158","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Equipe IFN-PA","2017","08","02","Santos, EA","922","2015","07","28","Brasil","Pará","Novo Repartimento","Conglomerado PA_1767. Subunidade 1. Subparcela 9. Árvore nº 41.","-50.366667","-4.833333","-50.366667","-4.833333",NA,NA,"IAN196158",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-30 12:37:10-03","EAO","IAN","42067","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Fróes, RL","23389","1948","09","04","Brasil","Pará","Remansão","Rio Tocantins.",NA,NA,NA,NA,NA,NA,"IAN042067",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-30 12:37:10-03","EAO","IAN","42074","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Fróes, RL","23393","1948","09","05","Brasil","Pará","Remansão","Rio Tocantins.",NA,NA,NA,NA,NA,NA,"IAN042074",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-30 12:37:10-03","EAO","IAN","51078","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Fróes, RL; Black, GA","24603","1949","06","20","Brasil","Pará",NA,"Rio Itacaiuna; Seco Grande.",NA,NA,NA,NA,NA,NA,"IAN051078",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-30 12:37:10-03","EAO","IAN","87815","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Fróes, RL","31987","1955","07","20","Brasil","Pará",NA,"Rio Guajará, região do Planalto de Santarém, onde foi feito o levantamento estatístico florestal pelo IAN, SPVEA e FAO.&nf;Terra firme, mata, flanco de planalto.",NA,NA,NA,NA,NA,NA,"IAN087815",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-30 12:37:10-03","EAO","IAN","93364","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Glaziou, AFM","5749",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093364",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-30 12:37:10-03","EAO","IAN","163920","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Cordeiro, MR; Monteiro, RS da","2112","1991","08","29","Brasil","Maranhão","Buriticupu","Reserva florestal da Floresta Rio Doce, Lagoa dos Porcos a 6km da reserva. Mata de terra firme.","-46.4011001586914","-4.34582996368408",NA,NA,NA,NA,"IAN163920",NA,"Árvore de 8m; frutos verdes; folha coriácea fina.","Dicotiledônea",NA,"Southern America",NA,NA,"73814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-30 12:37:10-03","EAO","IAN","161256","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Maciel, UN; Santos, MR dos","805","1982","08","12","Brasil","Pará","Marabá","Carajás, Serra Norte, Parauapebas, km 31 da estrada de Ferro Carajás, mata de terra firme, sub-bosque com tabocal.","-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,"IAN161256",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-30 12:37:10-03","EAO","IAN","165860","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Silva, MF da; Rosa, NA","1509","1983","07","26","Brasil","Pará","Marabá","Serra Norte-Carajás, região do Pojucan, estrada para o fofoca. Floresta aberta de cipó e taboca; terra firme, solo argilo-arenoso, vermelho.","-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,"IAN165860",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-30 12:37:10-03","EAO","IAN","169792","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Cordeiro, MR; Baider, C","2971","1999","02",NA,"Brasil","Pará","Ourilândia do Norte","Projeto Pinkaiti. Aldeia Aúkre.","-51.0839004516602","-6.75472021102905",NA,NA,NA,NA,"IAN169792",NA,"C 348. Árvore de 18m, 15,3 DAP. Estéril.","Dicotiledônea",NA,"Southern America",NA,NA,"209767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-30 12:37:10-03","EAO","IAN","169767","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Cordeiro, MR; Baider, C","2946","1999","02",NA,"Brasil","Pará","Ourilândia do Norte","Projeto Pinkaiti. Aldeia Aúkre.","-51.0839004516602","-6.75472021102905",NA,NA,NA,NA,"IAN169767",NA,"C 21. Árvore de 10m, 11.6 DAP. Estéril.","Dicotiledônea",NA,"Southern America",NA,NA,"209767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-30 12:37:10-03","EAO","IAN","169723","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Cordeiro, MR; Baider, C","2902","1996","08","25","Brasil","Pará","Ourilândia do Norte","Projeto Pinkaiti. Aldeia Aúkre. Coleta de fenologia. Claudia. FC 55.","-51.0839004516602","-6.75472021102905",NA,NA,NA,NA,"IAN169723",NA,"Árvore de 11m de altura; frutos amarelos.","Dicotiledônea",NA,"Southern America",NA,NA,"209767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-30 12:37:10-03","EAO","IAN","171975","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Grogan, J","150","1997","06","15","Brasil","Pará","Pau D'arco","Marajoara","-50.0443992614746","-7.83305978775024",NA,NA,NA,NA,"IAN171975",NA,"Habit: Medium tree < 20m Obs: have seen up to 15 cm dbh Fruits: orange Leaves: opp/whorled simple, small Stem: yellow-green to brown, strongly monopodial.","Dicotiledônea",NA,"Southern America",NA,NA,"50942","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-30 12:37:10-03","EAO","IAN","80149","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(G.Planch. & Triana) Zappi","Nascimento, EAP","2018","03","29","Andrade-Lima, D de","1365",NA,NA,NA,"Brasil","Pernambuco","Recife","Mara de Dois irmãos.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IAN080149",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-30 12:37:13-03","EAO","IAN","51073","PreservedSpecimen","Plantae","Clusiaceae","Rheedia","gardneriana","Rheedia gardneriana","Planch. & Triana","Berg, ME van den","1975",NA,NA,"Fróes, RL; Black, GA","s.n.","1949","06","20","Brasil","Pará",NA,"Rio Itacaiuna; Seco Grande, mata inundável.",NA,NA,NA,NA,NA,NA,"IAN051073",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-30 12:37:13-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Clusiaceae","Rheedia","gardneriana","Rheedia gardneriana","Planch. & Triana",NA,NA,NA,NA,"UHE Belo Monte","200","2000","11","24","Brasil","Pará","Altamira","Ilha da Taboca, parcela 8, n 8.","-52.2064018249512","-3.20333003997803",NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-30 12:37:13-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Clusiaceae","Rheedia","gardneriana","Rheedia gardneriana","Planch. & Triana",NA,NA,NA,NA,"UHE Belo Monte","242","2000","11","25","Brasil","Pará","Altamira","Trilha da terra firme, área de igapó, parcela 13, n 49.","-52.2064018249512","-3.20333003997803",NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-30 12:37:13-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Clusiaceae","Rheedia","gardneriana","Rheedia gardneriana","Planch. & Triana",NA,NA,NA,NA,"UHE Belo Monte","307","2000","11","24","Brasil","Pará","Altamira","Trilha da terra firme, área de igapó, parcela 16, n 57M.","-52.2064018249512","-3.20333003997803",NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
