"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","594105","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","L. Riedel","1556","1833",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594105","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","NY00594105_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00983871","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","A. P. Duarte","8128","1964","06","19","South America","Brazil","Minas Gerais",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983871","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","A. P. Duarte","NY00983871_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","594102","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","R. P. Belém","1428","1965","07","29","South America","Brazil","Bahia",NA,"sheet",NA,"Coleçâo viva; coleçâo de madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594102","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","M. T. K. Arroyo","NY00594102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","867520","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","C. Figueiredo","403","1994","06","03","South America","Brazil","Acre",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=44444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867520","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","H. C. de Lima","NY00867520_01",NA,NA,"Rio Branco","-67.8099975585938","-9.9747200012207","178770","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","593648","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","J. G. Jardim","1256","1998","01","15","South America","Brazil","Bahia",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331284' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593648","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.",NA,"NY00593648_01",NA,NA,"Almadina","-39.6371994018555","-14.7053003311157","14289","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1019534","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","J. E. Meireles","431","2006","01",NA,"South America","Brazil","Bahia",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286006' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019534","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","S. J. Li","NY01019534_01",NA,NA,"Camamu","-39.1039009094238","-13.9447002410889","33730","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","593649","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","G. G. Hatschbach","65101","1996","04","20","South America","Brazil","Bahia",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593649","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","R. O. Vanni","NY00593649_01","600","800","Macaúbas","-42.698600769043","-13.0193996429443","71420","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00983869","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","A. P. Duarte","8607","1964","11","26","South America","Brazil","Minas Gerais",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983869","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","NY00983869_01",NA,NA,"Abre Campo","-42.4775009155273","-20.3010997772217","24138","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00983873","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","E. P. Heringer","43","1940","11","01","South America","Brazil","Minas Gerais",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117874' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983873","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","F. C. Hoehne","NY00983873_01",NA,NA,"Coronel Pacheco","-43.2655982971191","-21.5877990722656","10350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00983874","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","E. P. Heringer","16031","1976","09","23","South America","Brazil","Minas Gerais",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983874","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","NY00983874_01",NA,NA,"Dionísio","-42.7766990661621","-19.8428001403809","31394","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02704100","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","Neves, D. M.","1620","2014","01","16","South America","Brazil","Minas Gerais",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990735' target='other'> <mi>dwc_moreinfo</mi></a>","NY02704100","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.",NA,"NY02704100_01",NA,NA,"Mantena","-40.9803009033203","-18.7817001342773","33996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","03097837","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","L. P. Mauad","452","2016","05","17","South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3343392' target='other'> <mi>dwc_moreinfo</mi></a>","NY03097837","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.",NA,"NY03097837_01","227","227","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895","62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02730712","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","Jardim Botânico do Rio de Janeiro","322326",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3192038' target='other'> <mi>dwc_moreinfo</mi></a>","NY02730712","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.",NA,NA,NA,NA,"Nova Iguaçú","-43.451099395752","-22.7591991424561","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","594112","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","L. P. de Queiroz","2861","1990","10","16","South America","Brazil","São Paulo",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594112","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","L. P. de Queiroz","NY00594112_01",NA,NA,"Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","594113","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","M. Koscinsky","273","1934","12",NA,"South America","Brazil","São Paulo",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594113","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","F. C. Hoehne","NY00594113_01",NA,NA,"Sao Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","593650","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","J. G. Jardim","1846","1998","08","20","South America","Brazil","Bahia",NA,"sheet",NA,"Material para contagem de cromossomos <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593650","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.",NA,"NY00593650_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","594108","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","A. S. Moreira","97","1969","09","18","South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594108","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","L. A. Mattos Silva","NY00594108_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","594110","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","C. Angeli","212","1960","11","03","South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331289' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594110","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.",NA,"NY00594110_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","594111","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","C. Angeli","271","1961","08","10","South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594111","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","NY00594111_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","594101","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","R. P. Belém","1434","1965","07","29","South America","Brazil","Bahia",NA,"sheet",NA,"coleçâo de madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594101","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","M. T. K. Arroyo","NY00594101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00983866","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","H. S. Irwin","2260","1958","12","07","South America","Brazil","Minas Gerais",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983866","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","NY00983866_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","594103","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","M. M. Arbo","7774","1997","01","28","South America","Brazil","Espírito Santo",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594103","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","NY00594103_01",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00983867","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","Costa","s.n.","1941","01","20","South America","Brazil","Distrito Federal",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117844' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983867","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","NY00983867_01",NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00983872","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","E. P. Heringer","6257","1981","02","18","South America","Brazil","Distrito Federal",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117866' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983872","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","NY00983872_01",NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","594104","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","A. M. Lino","4","1972","02","02","South America","Brazil","Espírito Santo",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594104","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.",NA,"NY00594104_01",NA,NA,"Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00983888","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","G. G. Hatschbach","67456","1997","11","24","South America","Brazil","Minas Gerais",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983888","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","NY00983888_01",NA,NA,"Alvorada de Minas","-43.3652992248535","-18.7360992431641","18475","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00983875","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","J. G. Kuhlmann","52","1928","07","26","South America","Brazil","Minas Gerais",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983875","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","J. G. Kuhlmann","NY00983875_01",NA,NA,"Caratinga","-42.1391983032227","-19.7896995544434","49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00983120","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","Y. E. J. Mexia","4128","1929","12","19","South America","Brazil","Minas Gerais",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983120","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","S. J. Li","NY00983120_01","690","690","Viçosa","-42.8819007873535","-20.7539005279541","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00983868","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","Y. E. J. Mexia","4484","1930","03","19","South America","Brazil","Minas Gerais",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983868","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","NY00983868_01","750","750","Viçosa","-42.8819007873535","-20.7539005279541","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","885158","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","H. C. de Lima","2990","1987","06","23","South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885158","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.",NA,"NY00885158_01",NA,NA,"Macaé","-41.7868995666504","-22.3708000183105","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","594109","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","C. Angeli","212","1960","11","03","South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594109","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","NY00594109_01",NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1015483","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","C. Luchiari","617","1995","03","21","South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106482' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015483","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.",NA,"NY01015483_01",NA,NA,"Silva Jardim","-42.3917007446289","-22.6508007049561","29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","03075491","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","G. M. Antar","896","2015","10","14","South America","Brazil","São Paulo",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3303207' target='other'> <mi>dwc_moreinfo</mi></a>","NY03075491","Magnoliophyta","Fabales","(Vell.) Allemão ex Benth.",NA,NA,"758",NA,"Itirapina","-47.8199996948242","-22.25","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-01-28 13:11:13-03","MCN-PUC-MINAS","HPUC-MG","ANG5134","S","Plantae","Fabaceae","Dalbergia","cf. nigra","Dalbergia cf. nigra","JLPR","110",NA,NA,NA,NA,"Brasil","Minas Gerais","Comunidade Indaiá",NA,NA,"Folhas compostas. Usada para construção",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Maria de Itabira","-43.1124992370605","-19.4493999481201","22502","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-19 10:30:55-03","MCN-PUC-MINAS","HPUC-MG","CARP165","S","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","Silvia",NA,"2016","09","01",NA,"Brasil","Minas Gerais","Mata PUC Minas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"917","917","Belo Horizonte","-43.991944","-19.920833",NA,NA,"43º59'31''W","19º55'15''S",NA,NA,NA,NA,NA,NA,NA
"46","2020-01-28 13:11:13-03","MCN-PUC-MINAS","HPUC-MG","CARP159","S","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","Rezende, L.G; Andrade, J; Colombini, M.A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mata PUC - Minas",NA,NA,"Tipo de Fruto: Legume Samaróide",NA,NA,NA,NA,NA,NA,"917","917","Belo Horizonte","-43.991944","-19.920833",NA,NA,"43º59'31''W","19º55'15''S",NA,NA,NA,NA,NA,NA,NA
