"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","year","month","day","continentOcean","preparationType","previousCatalogNumber","typeStatus","recordNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"366","2020-11-19 10:23:47-03","CPAP","CPAP","24871","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","R. R. Silva","2005","02",NA,"Silva, R. R.","Brasil","MS","Corumbá","Serra Tromba dos Macacos, Planalto Residual do Urucum. Acesso pela Fazenda Vovô Osvaldo. Interior de Floresta Estacional semidecídual. Solo: sílico-ferruginoso.","-57.669444","-19.2075","57°40'10'' W","19°12'27'' S","Árvore armada de 16m de altura. Flores lilases. Frutos imaturos verdes.",NA,NA,"2003","03","25",NA,NA,NA,NA,"833",NA,NA,"456","456",NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-11-19 10:23:47-03","CPAP","CPAP","24888","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","R. R. Silva","2004","04",NA,"Silva, R. R.","Brasil","MS","Corumbá","Serra do Jacadigo, Planalto Residual do Urucum. Acesso pelo sítio Nossa Sra. Auxiliadora. Interior de Floresta Estacional semidecídual. Solo: ferruginoso.","-57.849444","-19.223889","57°50'58'' W","19°13'26'' S","Árvore armada de 12m de altura. Frutos imaturos com ala verde-amarelada e núcleo seminífero verde-escuro.",NA,NA,"2004","04","30",NA,NA,NA,NA,"934",NA,NA,"593","593",NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-11-19 10:23:47-03","CPAP","CPAP","4603","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld",NA,NA,NA,NA,"Cunha, C. N. da","Brasil","MS","Corumbá","Fazenda Campo Dora; Sub-região da Nhecolândia; Pantanal - parcela 24","-56.716667","-18.916667","56°43' W","18°55' S","Árvore 6m de altura. FLOR: . FRUTO: . INTERESSE: madeira. FREQUÊNCIA: Esparsa. AMBIENTE: Mata semidecídua, não alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico) relat. fértil. RELEVO: plano convexo.",NA,NA,"1986","12","11",NA,NA,NA,NA,"2102",NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-11-19 10:23:47-03","CPAP","CPAP","4613","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld",NA,NA,NA,NA,"Cunha, C. N. da","Brasil","MS","Corumbá","Estrada para Forte Coimbra, Jacadigo, Pantanal","-57.816667","-19.816667","57°49' W","19°49' S","Árvore 3-5 m de altura. FLOR: azulada. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Abundante. AMBIENTE: Vegetação colonizadora do aterro da estrada. SUBSTRATO: solo argiloso (Calciaquoll). RELEVO: plano. <ll>dwc_commonname:</ll> Barreiro",NA,NA,"1986","12","14",NA,NA,NA,NA,"2113",NA,NA,"85","85",NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-11-19 10:23:47-03","CPAP","CPAP","6223","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld",NA,NA,NA,NA,"Pott, A.","Brasil","MS","Corumbá","Fazenda Monjolo, a 2 km Sul do entrocamento para Mato Grande, Maria coelho","-57.583333","-19.3","57°35' W","19°18' S","Trepadeira lenhosa. FLOR: não vista. FRUTO: castanho claro. INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Borda de mata com Calycophyllum, Maclura, Sebastiania. SUBSTRATO: vertissolo, calcimórfico. RELEVO: plano deprimido.",NA,NA,"1989","05","25",NA,NA,NA,NA,"4907",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-11-19 10:23:47-03","CPAP","CPAP","7141","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld",NA,NA,NA,NA,"Pott, A.","Brasil","MS","Corumbá","Fazenda Coqueiro, 16 a 20km W da BR-262, Jacadigo, Pantanal","-57.7","-19.416667","57°42' W","19°25' S","Arvoreta 3-6 m de altura. FLOR: roxa. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Frequente. AMBIENTE: Mata baixa (5 cm) rala, com espécies chaquenhas (Diplokeleba). Alagável. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"1989","11","18",NA,NA,NA,NA,"5297",NA,NA,"85","85",NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-11-19 10:23:47-03","CPAP","CPAP","9253","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","A. Pott","1992","06",NA,"Silva, M. P. da","Brasil","MS","Corumbá","Fazenda do Sr. Claudionor Duarte, a esquerda da estrada para Forte Coimbra - ponto 4, planta 4.74","-57.55","-19.516667","57°33' W","19°31' S","Arbóreo, 5m de altura. FLOR: não vista. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Mata. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"1989","06","01",NA,NA,NA,NA,"96",NA,NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA
"373","2020-11-19 10:23:47-03","CPAP","CPAP","6460","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld",NA,NA,NA,NA,"Pott, A.","Brasil","MT","Poconé","Fazenda Porto Jofre; Sub-região de Poconé; Pantanal - retiro Santa Isabel",NA,"-17.55","56°77' W","17°33' S","Arbusto escandente com ramos que se enrolam no suporte. FLOR: não vista. FRUTO: castanho. INTERESSE: Apícola. FREQUÊNCIA: Esparsa. AMBIENTE: Piuval (savana alagável com Tabebuia heptaphylla). SUBSTRATO: solo arenoso na superfície (planossolo). RELEVO: pl",NA,NA,"1989","10","05",NA,NA,NA,NA,"4990",NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA
"374","2020-11-19 10:23:47-03","CPAP","CPAP","17312","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld",NA,NA,NA,NA,"Pott, A.","Brasil","AP","Amapá","Ramudo, próximo ao Igarapé do Porto Franco na margem direita do rio Flechal","-50.793098449707","2.0533299446106",NA,NA,"Arbusto ou arvoreta, 2-4m de altura. FLOR: arroxeado clara. FRUTO: imaturo. INTERESSE: Invasora. FREQUÊNCIA: Esparsa. AMBIENTE: Campo inundável (2m) de Ipomoea carnea fistulosa. SUBSTRATO: solo siltoso-argiloso. RELEVO: planície. <ll>dwc_commonname:</ll> Aturia",NA,NA,"1998","08","01",NA,NA,NA,NA,"8079",NA,NA,"10","10",NA,"134143","auto",NA,NA,NA,NA,NA
"375","2020-11-19 10:23:47-03","CPAP","CPAP","17455","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","V. E. Rudd","1995",NA,NA,"Hatschbach, G.","Brasil","MS","Corumbá","Rodovia BR-262, 10-15km Oeste do trevo para Anastácio","-57.6533012390137","-19.0091991424561",NA,NA,"Árvore, 5m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,NA,"1995","05","02",NA,NA,NA,NA,"62143",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"376","2020-11-19 10:23:47-03","CPAP","CPAP","24922","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","R. R. Silva","2004","08",NA,"Silva, R. R.","Brasil","MS","Corumbá","Serra Urucum, Planalto Residual do Urucum. Acesso Urucum Mineração. Fragmento de Cerradão. Solo: ferruginoso.","-57.6533012390137","-19.0091991424561","57°36'69'' W","19°11'64'' S","Árvore armada de 10m de altura. Frutos semimaduros com ala creme e núcleo seminífero verde, imaturos com ala amarela e núcleo seminífero verde-escuro.",NA,NA,"2004","08","12",NA,NA,NA,NA,"1066",NA,NA,"698","698",NA,"295160","auto",NA,NA,NA,NA,NA
"377","2020-11-19 10:23:47-03","CPAP","CPAP","16738","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","G. Hastchbach","1997",NA,NA,"Hatschbach, G.","Brasil","MT","Poconé","Rodovia br-070, km 662, próximo a Serra das Araras","-56.6227989196777","-16.2567005157471",NA,NA,"Arvoreta muito ramificada, 4m de altura. FLOR: lilás. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Borda do pantanal. SUBSTRATO: . RELEVO: .",NA,NA,"1996","11","07",NA,NA,NA,NA,"65372",NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA
"378","2020-11-19 10:23:47-03","CPAP","CPAP","21088","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","E.M.Jesus",NA,NA,NA,"Jesus, E. M.","Brasil","MS","Ladário","Fazenda Banda Alta - trilha 1","-57.6016998291016","-19.0046997070312","57°35'12.1","19°08'346","Arbusto 3,0m~. FLOR: lilás. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Raro. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: levemente onduloso.",NA,NA,"2008","08","19",NA,NA,NA,NA,"244",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"379","2020-11-19 10:23:47-03","CPAP","CPAP","13685","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","V. E. Rudd","1993",NA,NA,"Hatschbach, G.","Brasil","MS","Mundo Novo","Rodovia BR-163, 1 km L de Mundo Novo","-54.2708015441895","-23.9381008148193",NA,NA,"Árvore com espinhos. FLOR: lilás. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata degradada. SUBSTRATO: . RELEVO: .",NA,NA,"1993","02","07",NA,NA,NA,NA,"58552",NA,NA,NA,NA,NA,"19849","auto",NA,NA,NA,NA,NA
"380","2015-07-02 14:02:00-03","JBP","HPL","4521","S","Plantae","Fabaceae-Faboideae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","H. Lorenzi","1994","09","01","H. Lorenzi","Brasil","MS","Corumbá","Coletado nas proximidades da cidade, em área de chaco.","-57.6533","-19.0092",NA,NA,NA,NA,NA,"1994","09","01",NA,NA,NA,NA,"1683",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"381","2015-07-02 14:02:00-03","JBP","HPL","4527","S","Plantae","Fabaceae-Faboideae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","R. Tsuji","2008","10","21","H. Lorenzi","Brasil","MG","Monte Santo de Minas","Coletado na estrada para Guarinésia.","-46.9803","-21.1897",NA,NA,NA,NA,NA,"1994","08","05",NA,NA,NA,NA,"1602",NA,NA,NA,NA,NA,"21004","auto",NA,NA,NA,NA,NA
"382","2015-07-02 14:02:00-03","JBP","HPL","4528","S","Plantae","Fabaceae-Faboideae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","R. Tsuji","2008","10","21","H. Lorenzi","Brasil","MS","Caarapó","Coletado nas proximidades da cidade.","-54.8222","-22.6342",NA,NA,NA,NA,NA,"2000","02","09",NA,NA,NA,NA,"2170",NA,NA,NA,NA,NA,"38411","auto",NA,NA,NA,NA,NA
"383","2015-07-02 14:02:00-03","JBP","HPL","4520","S","Plantae","Fabaceae-Faboideae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","H. Lorenzi","1994","04","02","H. Lorenzi","Brasil","MS","Miranda","Coletada na fazenda Bodoquena.","-56.3783","-20.2406",NA,NA,NA,NA,NA,"1994","04","02",NA,NA,NA,NA,"1461",NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
"384","2015-07-02 14:02:00-03","JBP","HPL","9217","S","Plantae","Fabaceae-Faboideae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","H. Lorenzi","1993","07","19","H. Lorenzi","Brasil","MS","Miranda","Coletado na fazenda Bodoquena, em área de chaco","-56.3783","-20.2406",NA,NA,NA,NA,NA,"1993","07","19",NA,NA,NA,NA,"238",NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
"385","2019-02-22 11:46:46-03","IPA","IPA","90896","S","Plantae","Leguminosae-Pap.","Machaerium","angustifolium","Machaerium angustifolium","Vogel",NA,NA,NA,NA,"Morais, A.C.A.; et al.; et al.","Brasil","Ceará","Barbalha","Riacho do meio.","-39.30419921875","-7.31111001968384",NA,NA,"Árvore ca. 5m de altura; fruto verde/alado.; Mata úmida.","IPA0090896",NA,"2009","06","08","Southern America",NA,NA,NA,"213","Plantae",NA,NA,NA,NA,"22868","auto",NA,NA,NA,NA,NA
"386","2019-02-22 11:46:46-03","IPA","IPA","55997","S","Plantae","Leguminosae-Pap.","Machaerium","angustifolium","Machaerium angustifolium","Vogel","Gallindo, F.","1996","04","18","Ferraz, E.B.; Ferreira, C.; Ferreira, C.","Brasil","Pernambuco","Amaraji",NA,"-35.4524993896484","-8.38306045532227",NA,NA,NA,"IPA0055997",NA,"1995",NA,NA,"Southern America",NA,NA,NA,"347","Plantae",NA,NA,NA,NA,"14542","auto",NA,NA,NA,NA,NA
"387","2019-02-22 11:46:46-03","IPA","IPA","76259","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Filardi, F.","2008","08",NA,"Monteiro, M.T.","Brasil","Alagoas","São Miguel dos Campos","Fábrica Sebastião Ferreira","-36.0936012268066","-9.78110980987549",NA,NA,"Flores pequenas, cor roxa, com perfume. Resina vermelha.","IPA0076259",NA,"1968","12","03","Southern America",NA,NA,NA,"22883","Plantae",NA,NA,NA,NA,"30539","auto",NA,NA,NA,NA,NA
"388","2019-02-22 11:46:46-03","IPA","IPA","30313","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Lima, H.C. de","1998","08",NA,"Hage, J.L.; Santos, E.B. dos; Santos, E.B. dos","Brasil","Bahia","Ilhéus","Área do CEPEC (Centro de Pesquisas do cacau), km 22 da rodovia Ilhéus/Itabuna, BR-415. Região de mata higrófila sul Baiana. Quadra G","-39.0494003295898","-14.7889003753662",NA,NA,"Árvore de 21 m de altura e 80cm diâmetro. Flores azuis com mancha amarela no centro","IPA0030313",NA,"1981","02","23","Southern America",NA,NA,NA,"449","Plantae",NA,"50","50",NA,"61245","auto",NA,NA,NA,NA,NA
"389","2019-02-22 11:46:46-03","IPA","IPA","15352","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Andrade-Lima","1969","02","06","Belém, R.P.; Magalhães, M.; Magalhães, M.","Brasil","Bahia","Ilhéus","CEPLAC, CEPEC","-39.0494003295898","-14.7889003753662",NA,NA,"Árvore de 10m x 30cm diâmetro; flores roxas. Coleção de madeira","IPA0015352",NA,"1965","04","01","Southern America",NA,NA,NA,"618","Plantae",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA
"390","2019-02-22 11:46:46-03","IPA","IPA","60158","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Filardi, F.L.R.","2008","08","01","Ferraz, E.B.; Ferreira, C.; Ferreira, C.","Brasil","Pernambuco","Belo Jardim","5,7 km da Escola Técnica. Sítio Araçá. Brejo","-36.4241981506348","-8.3355598449707",NA,NA,"Árvore ca. 7m de altura. Frutos marrons","IPA0060158",NA,"1998","03","03","Southern America",NA,NA,NA,"188","Plantae",NA,NA,NA,NA,"27307","auto",NA,NA,NA,NA,NA
"391","2019-02-22 11:46:46-03","IPA","IPA","60156","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Filardi, F.L.R.","2008","08","01","Ferraz, E.B.; Ferreira, C.; Ferreira, C.","Brasil","Pernambuco","Belo Jardim","Sítio Várzea Grande. Brejo","-36.4241981506348","-8.3355598449707",NA,NA,"Árvore ca. 13m de altura","IPA0060156",NA,"1998","03","04","Southern America",NA,NA,NA,"197","Plantae",NA,NA,NA,NA,"27307","auto",NA,NA,NA,NA,NA
"392","2019-02-22 11:46:46-03","IPA","IPA","60163","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Filardi, F.L.R.","2208","08","01","Ferraz, E.B.; Ferreira, C.; Ferreira, C.","Brasil","Pernambuco","Brejão","Sítio Linda Aliança, beira da estrada","-36.5685997009277","-9.03028011322021",NA,NA,"Árvore","IPA0060163",NA,"1997","06","18","Southern America",NA,NA,NA,"139","Plantae",NA,NA,NA,NA,"11596","auto",NA,NA,NA,NA,NA
"393","2019-02-22 11:46:46-03","IPA","IPA","48426","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Lima, H.C. de","1998","08",NA,"Lima, V.C.","Brasil","Pernambuco","Correntes","Fazenda do Ministério da Agricultura. Capoeira devastada. Solo argilo-arenoso","-36.3302993774414","-9.12889003753662",NA,NA,NA,"IPA0048426",NA,"1985","12","04","Southern America",NA,NA,NA,"44","Plantae",NA,NA,NA,NA,"15594","auto",NA,NA,NA,NA,NA
"394","2019-07-26 11:40:26-03","IPA","IPA","55998","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Rita Pereira","1999",NA,NA,"Pereira, R.","Brasil","Pernambuco","Itambé","Campo de pastagem (próximo aos experimentos de Leucaena e algaroba). Solo argiloso","-35.1128005981445","-7.41028022766113",NA,NA,"Arvorezinha de ca. 1m, até árvore grande de 5m. Nº coleta 32","IPA0055998",NA,"1990","07","25","Southern America",NA,NA,NA,"55998","Plantae",NA,NA,NA,NA,"24207","auto",NA,NA,NA,NA,NA
"395","2019-02-22 11:46:46-03","IPA","IPA","52876","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Rita Pereira","1992","09","15","Ferraz, E.","Brasil","Pernambuco","Triunfo","Lagoa Nova. Brejo de altitude","-38.1016998291016","-7.83805990219116",NA,NA,NA,"IPA0052876",NA,"1992","02","27","Southern America",NA,NA,NA,"81","Plantae",NA,"1100","1100",NA,"14606","auto",NA,NA,NA,NA,NA
"396","2019-02-22 11:46:46-03","IPA","IPA","26934","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Lima, H.C. de","1998","08",NA,"Grupo Flora Pedra do Cavalo","Brasil","Bahia","Cachoeira","Estrada para o Rio Jacuípe. Vale dos Rios Paraguaçu e Jacuípe","-38.9557991027832","-12.6183004379272",NA,NA,"Árvore ca. 5m de altura. Tronco e ramos espinhosos e flores roxas","IPA0026934",NA,"1980","04",NA,"Southern America",NA,NA,NA,"5","Plantae",NA,NA,NA,NA,"26884","auto",NA,NA,NA,NA,NA
"397","2019-02-22 11:46:46-03","IPA","IPA","28498","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Lima, H.C. de","1998","08",NA,"Fevereiro","Brasil","Paraíba","Areia","Mata do Pau Ferro, área agrestada","-35.6916999816895","-6.96332979202271",NA,NA,"Árvore ca. 7m. DAP com ca. 15cm; caule cinza com espinhos, folhas verdes, cálice grená, vexilo lilás com mancha branca, asas lilases, carena esbranquiçada com ápice amarelo","IPA0028498",NA,"1980","10","30","Southern America",NA,NA,NA,"72","Plantae",NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA
"398","2019-02-22 11:46:46-03","IPA","IPA","65173","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Lima, H.C. de","2002","12",NA,"Grise Veloso, T.M.","Brasil","Paraíba","Solânea","Curimataú","-35.5400009155273","-6.75500011444092",NA,NA,"Árvore, flor roxa","IPA0065173",NA,"2001","11","08","Southern America",NA,NA,NA,"319","Plantae",NA,NA,NA,NA,"23851","auto",NA,NA,NA,NA,NA
"399","2019-02-22 11:46:46-03","IPA","IPA","58599","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Lima, V.C.","1999",NA,NA,"Lima, V.C.; Ferreira, C.; Ferreira, C.","Brasil","Pernambuco","Belo Jardim","Entre serrinha/Taboquinha. Subida para o Brejo de altitude","-36.4241981506348","-8.3355598449707",NA,NA,"Árvore de 13-15m de altura","IPA0058599",NA,"1998","01","20","Southern America",NA,NA,NA,"31","Plantae",NA,NA,NA,NA,"27307","auto",NA,NA,NA,NA,NA
"400","2019-07-26 11:40:26-03","IPA","IPA","65273","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Filardi, F.L.R.","2008","08","01","Lima, V.C.","Brasil","Pernambuco","Caruaru","Fazenda Caruaru","-35.9761009216309","-8.28332996368408",NA,NA,NA,"IPA0065273",NA,"1996",NA,NA,"Southern America",NA,NA,NA,"65273","Plantae",NA,NA,NA,NA,"35136","auto",NA,NA,NA,NA,NA
"401","2019-02-22 11:46:46-03","IPA","IPA","75141","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Gomes-Silva, A.","2010","09","27","Tavares, S.","Brasil","Rio Grande do Norte","São José de Mipibu",NA,"-35.2378005981445","-6.07471990585327",NA,NA,"Flores lilazes, sem perfumes. Árvores com acúleos nos ramos e no tronco.","IPA0075141",NA,"1965","01","13","Southern America",NA,NA,NA,"1226","Plantae",NA,NA,NA,NA,"18927","auto",NA,NA,NA,NA,NA
"402","2019-02-22 11:46:46-03","IPA","IPA","9536","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Lima, H.C. de","1998","08",NA,"Pickel, B.","Brasil","São Paulo","São Paulo","Chácara dos Morrinhos","-46.6300010681152","-23.5400009155273",NA,NA,"Árvore na pastagem","IPA0009536",NA,"1938","12","22","Southern America",NA,NA,NA,"4322","Plantae",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"403","2019-02-22 11:46:46-03","IPA","IPA","22186","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Filardi, F.L.R.","2008","08","01","Castellanos, A.","Brasil","Minas Gerais",NA,"Entre Patos e Três Marias, a 3km de Varjão, fazenda São José",NA,NA,NA,NA,NA,"IPA0022186",NA,"1963","09","10","Southern America",NA,NA,NA,"24096","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2019-02-22 11:46:46-03","IPA","IPA","40326","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Lima, H.C. de","1998","08",NA,"Gardner, G.","Brasil","Pernambuco",NA,"Island of Itamarica",NA,NA,NA,NA,NA,"IPA0040326",NA,"1837","12",NA,"Southern America",NA,NA,NA,"965","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2019-02-22 11:46:46-03","IPA","IPA","46584","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Filardi, F.L.R.","2008","07","31","Andrade-Lima","Brasil","Pernambuco",NA,"Viagem Recife-Petrolina",NA,NA,NA,NA,NA,"IPA0046584",NA,"1979",NA,NA,"Southern America",NA,NA,NA,"9156","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2019-02-22 11:46:46-03","IPA","IPA","60185","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Filardi, F.L.R.","2008","07","31","Nascimento, L.M.; Rodal, N.; Rodal, N.","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica de Tapacurá, Trilha da mata; solo areno-argiloso","-34.950278","-8.012778","-34.950278","-8.012778","Árvore com 5m. Caule cinza com estrias escuras. Folhas lilases com estigma piloso, pedúnculo da inflorescência verde com pelos enegrecidos e cálice róseo","IPA0060185",NA,"1999","11","23","Southern America",NA,NA,NA,"282","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2019-02-22 11:46:46-03","IPA","IPA","62768","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Filardi, F.L.R.","2008","08","01","Queiroz, L.P. de; Nascimento, N.S.; Nascimento, N.S.","Brasil","Bahia","Formosa do Rio Preto","Ca. 18 km S do entroncamento para Formosa do Rio Preto, na BR 135","-45.333333","-11.2","-45.333333","-11.2","Árvore ca. 7m, copada. Folhas cartáceas. Flores com cálice atrovináceo e pétalas liláses, o estandarte com alvo verde-amarelado e pétalas da carena mais claras, quase brancas. Flores fixadas","IPA0062768",NA,"1994","10","15","Southern America",NA,NA,NA,"4184","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2019-02-22 11:46:46-03","IPA","IPA","67792","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Filardi, F.L.R.","2008","08","01","Silva, S.I. da","Brasil","Pernambuco","São Caetano","Em interotícios de afloramentos",NA,NA,NA,NA,NA,"IPA0067792",NA,"2002","04","20","Southern America",NA,NA,NA,"27","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2019-02-22 11:46:46-03","IPA","IPA","69682","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Filardi, F.L.R.","2008","08","01","Lyra-Lemos, R.P.; Falcão, B.; Falcão, B.","Brasil","Alagoas","São Miguel dos Campos","Estação de Produção do Furado (BR), mata em encosta e em tabuleiro próximo à fabrica de cimento Atol. Mata Atlântica","-36.145","-9.749722","-36.145","-9.749722","Arvoreta ca. 3m de altura, na borda da encosta. Frutos imaturos verdes","IPA0069682",NA,"2003","01","11","Southern America",NA,NA,NA,"7189","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2019-02-22 11:46:46-03","IPA","IPA","75417","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Filardi, F.","2008","08",NA,"Monteiro, M.T.","Brasil","Alagoas","São Miguel dos Campos","Fábrica São Sebastião Ferreira","-36.16","-9.796667","-36.16","-9.796667","Flores roxas, pequenas e sem perfume.","IPA0075417",NA,"1967","12","12","Southern America",NA,NA,NA,"21833","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2019-02-22 11:46:46-03","IPA","IPA","75796","S","Plantae","Leguminosae-Pap.","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld",NA,"1962","01","04","Tavares, S.","Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"IPA0075796",NA,NA,NA,NA,"Southern America",NA,NA,NA,"885","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
