"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","infraspecificEpithet","class","individualCount","fieldNumber","typeStatus","relatedCatalogItem","sex"
"124","2021-04-07 11:42:50-03","UFMS","CGMS","74612","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","V.J. Pott","2019","09","12","G. Catian","2014","12","15","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Rodeio - Curva do Leque. Sub-região Nhecolândia.","-57.0625","-19.2505556","-57,0625","-19,2505556","80","80","CGMS1107478",NA,NA,NA,"161",NA,NA,"Flor presente. Habitat: Margem lagoa permanente. Solo argiloso. Habito: Erva terrestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-04-07 11:42:50-03","UFMS","CGMS","42078","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"V.J. Pott; A. Pott","2005","11","18","Brasil","Mato Grosso","Barão do Melgaço","Baía de Chacororé, 8,5Km do centro de Barão de Melgaço.","-55.9213889","-16.2294445","-55,9213889","-16,2294445","120","120","CGMS1072069",NA,NA,NA,"8372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-04-07 11:42:50-03","UFMS","CGMS","41707","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","V.J. Pott","2016","03","27","L.C. Costa; U.M. Resende","2001","08","25","Brasil","Mato Grosso do Sul","Aquidauana","IPPAN - Base de Pesquisa da UNIDERP.","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"CGMS1071695",NA,NA,NA,"63",NA,NA,"Macrófita aquática emergente. Habitat: Borda de lagoa. Solo arenoso. Relevo plano. Habito: Erva. Frequente, 10-15 cm de altura. Freqüente.","212961","auto",NA,NA,NA,NA,NA,NA,NA
"127","2021-04-07 11:42:50-03","UFMS","CGMS","41842","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","L.C. Costa",NA,NA,NA,"L.C. Costa; U.M. Resende","2001","11","10","Brasil","Mato Grosso do Sul","Aquidauana","IPPAN-Base de Pesquisa da UNIDERP.","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"CGMS1071831",NA,NA,NA,"98",NA,NA,"Flor amarronzada. Macrófita aquática emergente. Habitat: Bordo de lagoa. Solo arenoso. Relevo plano. Habito: Erva. Frequente. 0,15-0,20m de altura.","212961","auto",NA,NA,NA,NA,NA,NA,NA
"128","2021-04-07 11:42:50-03","UFMS","CGMS","13052","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","V.J. Pott","2013","12","02","U.M. Resende","2002",NA,NA,"Brasil","Mato Grosso do Sul","Bonito",NA,"-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"CGMS1042443",NA,NA,NA,NA,NA,NA,"Flores amarromzadas congestas nos ápices dos ramos.","71352","auto",NA,NA,NA,NA,NA,NA,NA
"129","2021-04-07 11:42:50-03","UFMS","CGMS","20971","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","V.J. Pott","2008","06","18","M.C. Pereira; A. Guglieri; T.H.D. Leandro; L.A.V. Martins","2007","12","16","Brasil","Mato Grosso do Sul","Corguinho","Córrego Boa Sorte.","-54.8293991088867","-19.8316993713379",NA,NA,NA,NA,"CGMS1050383",NA,NA,NA,"58",NA,NA,NA,"56513","auto",NA,NA,NA,NA,NA,NA,NA
"130","2021-04-07 11:42:50-03","UFMS","CGMS","20690","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","V.J. Pott","2008","04","18","A. Guglieri; M.C. Pereira; T.H.D. Leandro; L.A. Verão","2007","12","15","Brasil","Mato Grosso do Sul","Corguinho","Recanto Anjo de Luz. Córrego Boa Sorte.","-54.8293991088867","-19.8316993713379",NA,NA,NA,NA,"CGMS1050090",NA,NA,NA,"1586",NA,NA,NA,"56513","auto",NA,NA,NA,NA,NA,NA,NA
"131","2019-11-27 13:47:40-03","UFS","ASE","21950","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem.Schult.","Prata, AP","2013","09","19","Calazans, C",NA,NA,NA,"Brasil","Sergipe","Estância","Nascente 9.","-37.438056","-11.268611","-37.438056","-11.268611",NA,NA,"ASE0008090","ASE0008090","Magnoliophyta",NA,"ASE21950","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-27 13:47:40-03","UFS","ASE","15516","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem.Schult.","Costa, SM","2009",NA,NA,"Nascimento - Júnior, JE; Dantas, T","2009","09","22","Brasil","Sergipe","Poço Redondo","Monumento Natural Grota do Angico","-37.4103","-9.4819","-37.4103","-9.4819",NA,NA,"ASE0008077","ASE0008077","Magnoliophyta",NA,"653","Southern America",NA,"Caatinga.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-27 13:47:40-03","UFS","ASE","13722","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem.Schult.",NA,NA,NA,NA,"Silva, AC","2008","11","18","Brasil","Sergipe","Areia Branca","Sítio rio das pedras","-37.1854","-10.4529","-37.1854","-10.4529",NA,NA,"ASE0008073","ASE0008073","Magnoliophyta",NA,"255","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-27 13:47:40-03","UFS","ASE","9563","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem.Schult.","Silva, AC","2007","10",NA,"Silva, AC; K.C.S.Teixeira","2007","06","15","Brasil","Sergipe","Capela","Mata do Junco","-37.0309","-10.3012","-37.0309","-10.3012",NA,NA,"ASE0008047","ASE0008047","Magnoliophyta",NA,"88","Southern America",NA,"erva.; erva.; MAta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-27 13:47:40-03","UFS","ASE","11519","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem.Schult.","Silva, AC","2007","10",NA,"Silva, AC; Teixeira, KCS","2007","06","15","Brasil","Sergipe","Capela","Mata do Junco, Área 3.","-37.0309","-10.3012","-37.0309","-10.3012",NA,NA,"ASE0008062","ASE0008062","Magnoliophyta",NA,"93","Southern America",NA,"Inflorescência marrom-escura.; Inflorescência marrom-escura.; Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-27 13:47:40-03","UFS","ASE","9571","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem.Schult.","Silva, AC","2007","10",NA,"Silva, AC; K.C.S.Teixeira","2007","06","15","Brasil","Sergipe","Capela","Mata do Junco, área 4","-37.0309","-10.3012","-37.0309","-10.3012",NA,NA,"ASE0008048","ASE0008048","Magnoliophyta",NA,"98","Southern America",NA,"erva.; erva.; Mata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-27 13:47:40-03","UFS","ASE","12387","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem.Schult.",NA,NA,NA,NA,"Silva, AC; D#?#Avila, HM","2008","10","22","Brasil","Sergipe","Capela","Refugio de Vida Silvestre Mata do Junco","-37.0309","-10.3012","-37.0309","-10.3012",NA,NA,"ASE0008071","ASE0008071","Magnoliophyta",NA,"179","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-27 13:47:40-03","UFS","ASE","13707","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem.Schult.",NA,NA,NA,NA,"Silva, AC","2008","11","17","Brasil","Sergipe","Capela","Refúgio de vida Silvestre Mata do Junco","-37.0309","-10.3012","-37.0309","-10.3012",NA,NA,"ASE0008072","ASE0008072","Magnoliophyta",NA,"240","Southern America",NA,"Inflorescência castanho-avermelhada.; Inflorescência castanho-avermelhada.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:19:33-03","UNICAMP","UEC","94569","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Prata, AP","2000","04",NA,"Amaral, MCE; Bittrich, V","1994","12","09","Brazil","São Paulo","São Pedro do Turvo","Estrada para São Pedro do Turvo, A 1 Km da estrada Sta. Cruz - Bauru. Pequeno lago à direita da estrada. Área alagada.","-49.666667","-22.85","-49.666667","-22.85",NA,NA,"UEC087681","UEC087681","Liliopsida",NA,"9437",NA,NA,"Erva 50 cm. Inflorescências castanhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:19:33-03","UNICAMP","UEC","160594","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Amaral Jr, A; Mendonça, JO; Dias, O","1998","10","15","Brazil","Mato Grosso do Sul","Anaurilândia","MS 274, à + ou - 30 km de Bataguassu. Distrito de Quebrancho. Divisa Bataguassu-Anaurilância. Córrego Quebracho.","-52.509722","-21.996389","-52.509722","-21.996389",NA,NA,"UEC017417","UEC017417","Liliopsida",NA,"218",NA,NA,"Erva até 1m de altura, heliófila.; Mata de galeria. Brejo.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:19:33-03","UNICAMP","UEC","174006","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Tannus, JLS","2006","04",NA,"Tannus, JLS","2006","04","04","Brazil","São Paulo","Itararé","Unidade de Pesquisa e Desenvolvimento de Itararé.","-49.205278","-24.268333","-49.205278","-24.268333",NA,NA,"UEC089423","UEC089423","Liliopsida",NA,"1178",NA,NA,"Erva, inflorescência castanha, em solo orgânico saturado.; Ecossistema: campo altimontano. Hábitat: campo úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-08-20 09:59:51-03","UNICAMP","UEC","94520","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Faria, AD; Belinello, R","1997","03","13","Brazil","São Paulo","Pirapora","Margem de lago, A beira de estrada localizado ao lado da Fazenda Garrafinha, sentido Cabreuva_Pirapora.",NA,NA,NA,NA,NA,NA,"UEC087677","UEC087677","Liliopsida",NA,"97505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:19:33-03","UNICAMP","UEC","160134","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Shepherd, GJ",NA,NA,NA,"Prado, AL","1994","02","22","Brazil","Mato Grosso","Poconé","Faz. Sta. Helena, Proximidades da estrada Poconé - Porto Cercado, Km 18; campo inundável, 10 cm Período de cheia.&nf;Solo arenoso alagado.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"UEC017425","UEC017425","Liliopsida",NA,"2495",NA,NA,"Erva ca de 50 cm de altura; Flores cremes, pouco frequência.","200792","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:19:33-03","UNICAMP","UEC","117761","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Faria, AD","2001","03","15","Amaral, MCE; Bittrich, V","2001","02","24","Brazil","São Paulo","Alumínio","Margem da lagoa, Próxima à chácara Célia Canto de Campos.","-47.2599983215332","-23.5300006866455",NA,NA,NA,NA,"UEC087678","UEC087678","Liliopsida",NA,"200134",NA,NA,"Erva de até 50 cm.","9250","auto",NA,NA,NA,NA,NA,NA,NA
"145","2019-08-20 09:59:51-03","UNICAMP","UEC","94536","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Faria, AD; Aona, LYS","1995","12","05","Brazil","São Paulo","Campinas","Campus da Unicamp, Lago próximo a Engenharia Elétrica.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC087679","UEC087679","Liliopsida",NA,"9545",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"146","2019-08-20 09:59:51-03","UNICAMP","UEC","100113","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Andrade, PRP","1996","02",NA,"Brazil","São Paulo","Campinas","Margem da Lagoa do Jambeiro","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC087680","UEC087680","Liliopsida",NA,"58",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"147","2019-11-19 14:06:17-03","UFRPE","PEUFR","41371","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","M. Luceño","1996","03",NA,"M. Falcão","1996","02","29","Brasil","Pernambuco","Igarassu","Refúgio Ecológico Charles Darwin","-34.947778","-7.824167","34º56'52W","07º49'27S",NA,NA,"PEUFR041371",NA,NA,NA,"144",NA,NA,"Erva.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-19 14:06:17-03","UFRPE","PEUFR","15936","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","M. Luceño","1994","08",NA,"A.M. Miranda; L. P. Félix; S. C. Rodrigues; S. Andrade Lima","1994","03","13","Brasil","Pernambuco","Maraial","Lagoa dos Gatos, Serra do Urubu","-35.8088989257812","-8.78250026702881",NA,NA,NA,NA,"PEUFR015936",NA,NA,NA,"1460",NA,NA,"Cespitos; inflorescência marrom; frequente.","17320","auto",NA,NA,NA,NA,NA,NA,NA
"149","2020-04-22 16:26:17-03","UFPB","JPB","15806","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Luceño, M","1995","05",NA,"Moura, OT","1987","09","23","Brasil","Paraíba","João Pessoa","Mangabeira","-34.863056","-7.115","-34.863056","-7.115","47","47","JPB0015806","JPB0015806","Angiosperma","Monocotyledon","324","Southern America",NA,"; DESC: Solo Úmido",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-01-17 11:23:09-02","PUCRS","MPUC","18568","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","A.L.S. Gonçalves",NA,NA,NA,NA,"1984","11","03","Brasil","RS","Uruguaiana","Estância Itapocai","-57.0880556","-29.755","-57.0880556000","-29.7550000000",NA,NA,NA,NA,NA,"Poales",NA,"South America",NA,NA,NA,NA,NA,"Liliopsida","1",NA,NA,NA,NA
"151","2019-01-17 11:23:09-02","PUCRS","MPUC","15830","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","P.M.A. Ferreira","2005","01","01",NA,"2005","04","18","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"Poales",NA,"South America",NA,NA,NA,NA,NA,"Liliopsida","1","98",NA,NA,NA
"152","2019-01-17 11:23:09-02","PUCRS","MPUC","11320","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","P.M.A. Ferreira",NA,NA,NA,NA,"2004","03","20","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"Poales",NA,"South America",NA,NA,NA,NA,NA,"Liliopsida","1",NA,NA,NA,NA
"153","2019-01-17 11:23:09-02","PUCRS","MPUC","11319","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","P.M.A. Ferreira",NA,NA,NA,NA,"2005","04","18","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"Poales",NA,"South America",NA,NA,NA,NA,NA,"Liliopsida","1",NA,NA,NA,NA
"154","2019-01-17 11:23:09-02","PUCRS","MPUC","6725","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","L. Eggers","2003","01","01",NA,"1988","02","23","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,NA,"Poales",NA,"South America",NA,NA,NA,NA,NA,"Liliopsida","2",NA,NA,NA,NA
"155","2020-10-21 17:16:36-03","PUCRS","MPUC","22506","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,NA,"1998","10","12","Brasil","RS","Uruguaiana","Guará; Potreiro das Éguas","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,"Poales",NA,"South America",NA,NA,"93142","auto",NA,"Liliopsida","1",NA,NA,NA,NA
"156","2021-03-16 17:54:20-03","UCS","HUCS","47908","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Trevisan, R.","2007","12","18","Longui-Wagner","2005","03","09","Brasil","Paraná","Ponta Grossa","PR 151 para Palmeira","-50.149167","-25.189167","-50.149167","-25.189167","780","780",NA,NA,"Angiospermae","Poales","9505",NA,NA,"ICN 136797&nf;Acervo: Dupl. Sl; Na areira branca, alagado periodicamente",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-16 17:54:20-03","UCS","HUCS","11739a","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Butzke, A.",NA,NA,NA,"Butzke, A.","1995","12","27","Brasil","Rio Grande do Sul","Ipiranga do Sul",NA,"-52.426399230957","-27.9367008209229",NA,NA,NA,NA,NA,NA,"Angiospermae","Poales","s.n.",NA,NA,"em campo limpo","9635","auto",NA,NA,NA,NA,NA,NA,NA
"158","2019-08-16 08:39:06-03","UTFPR","HCF","10195","S","Plantae","Cyperaceae","Fimbristylis","cf. autumnalis","Fimbristylis cf. autumnalis","(L.) Roem. & Schult.","J. Cordeiro","2012",NA,NA,"S. Kuerten","2011","12","21","Brasil","MS","Jardim","Rio da Prata","-56.392917","-21.423389","56°23'34,5 W","21°25'24,2 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"erva heliófita, ca. 0,50 m. Sementes castanhas (amostra 1).",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-21 19:40:11-03","UFC","EAC","48244","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Silva, A.C.","2007","10",NA,"Silva, A.C.; Teixeira, K.C.S.","2007","06","15","Brasil","Sergipe","Capela","Mata do Junco, área 3","-37.0527992248535","-10.5032997131348",NA,NA,NA,NA,"EAC0048244","EAC0048244","Monocotyledon",NA,"93","Southern America",NA,"Inflorescência marrom-escura; Mata","19889","auto",NA,NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:22:16-03","MBM","MBM","174649","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Prata, A.P.",NA,NA,NA,"Dombrowski, L.T.; Saito, Y.; Saito, Y.","1965","03","04","Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM174649","MBM174649",NA,NA,"1557","Southern America",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:22:16-03","MBM","MBM","106952","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Davidse, G.",NA,NA,NA,"Davidse, G.; et al.; et al.","1970","06","29","Honduras",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM106952","MBM106952",NA,NA,"2215","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:22:16-03","MBM","MBM","117873","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Nee, M.","1977","08","12","USA",NA,NA,"Wisconsin",NA,NA,NA,NA,NA,NA,"MBM117873","MBM117873",NA,NA,"15661","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:22:16-03","MBM","MBM","121963","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Davis, H.","1941","08","21","USA",NA,NA,"Virginia",NA,NA,NA,NA,NA,NA,"MBM121963","MBM121963",NA,NA,"4233","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:22:16-03","MBM","MBM","143540","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Moora, M.O.","1990","09","05","USA",NA,NA,"Georgia",NA,NA,NA,NA,NA,NA,"MBM143540","MBM143540",NA,NA,"1121","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:22:16-03","MBM","MBM","154288","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Fleming, G.","1988","06","18","USA",NA,NA,"Florida",NA,NA,NA,NA,NA,NA,"MBM154288","MBM154288",NA,NA,"4091","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:22:16-03","MBM","MBM","397100","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Martins, S.","2009","11","03","Scatena, V.L.; Sano, P.T.; Echtermach, L.; Wanderley, M.G.L.; Sano, P.T.; Echtermach, L.; Wanderley, M.G.L.","2009","10","27","Brazil","Tocantins","Mateiros","Ponto do Rio Novo","-46.758694","-10.556056","-46.758694","-10.556056","371","371","MBM397100","MBM397100",NA,NA,"337","Southern America",NA,"Herbáceas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:22:16-03","MBM","MBM","420630","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Cafofo, E.",NA,NA,NA,"Cafofo, E.; Felitto, G.; Felitto, G.","2018","09","01","Brazil","Minas Gerais","Mariana",NA,"-43.198056","-20.296944","-43.198056","-20.296944","512","512","MBM420630",NA,NA,NA,"418","Southern America",NA,"Macrófita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:22:16-03","MBM","MBM","421111","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Campos-Rocha, A.","2019","03","20","Campos-Rocha, A.; Comin, M.; Comin, M.","2019","02","28","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.381389","-20.276667","-43.381389","-20.276667","885","885","MBM421111",NA,NA,NA,"2321","Southern America",NA,"Herbácea 15-20 cm (inflorescência 25-40 cm), espigueta acastanhada.; Campo rupestre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-21 16:22:16-03","MBM","MBM","70541","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Whitehouse, E.","1946","09","07","USA",NA,NA,"Texas",NA,NA,NA,NA,NA,NA,"MBM070541","MBM070541",NA,NA,"16598","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-21 16:22:16-03","MBM","MBM","70544","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Whitehouse, E.","1946","09","07","USA",NA,NA,"Texas",NA,NA,NA,NA,NA,NA,"MBM070544","MBM070544",NA,NA,"16550","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-12-21 16:22:16-03","MBM","MBM","102156","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Muniz, Celi FS",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","1985","06","19","Brazil","Bahia","Caravelas","Córrego da Onça","-39.2658004760742","-17.7318992614746",NA,NA,NA,NA,"MBM102156","MBM102156",NA,NA,"49493","Southern America",NA,NA,"106553","auto",NA,NA,NA,NA,NA,NA,NA
"172","2020-12-21 16:22:16-03","MBM","MBM","22360","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Muniz, Celi FS",NA,NA,NA,"Hatschbach, G.","1972","04","16","Brazil","Mato Grosso do Sul","Corumbá","Rio Paraguai, Porto Manga","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"MBM022360","MBM022360",NA,NA,"29559","Southern America",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"173","2020-12-21 16:22:16-03","MBM","MBM","19340","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Muniz, Celi FS",NA,NA,NA,"Hatschbach, G.; Pelanda, P.; Pelanda, P.","1971","11","14","Brazil","Minas Gerais","Diamantina","Ribeirão das Pedras","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM019340","MBM019340",NA,NA,"27902","Southern America",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"174","2020-12-21 16:22:16-03","MBM","MBM","241568","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Dunaiski Jr.; A.; A.",NA,NA,NA,"Dunaiski Jr.; A.; A.; et al.; et al.","1998","03","07","Brazil","Paraná","Campina Grande do Sul","Trilha para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM241568","MBM241568",NA,NA,"489","Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
