"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","609152","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","J. Mattos","12243","1965","05","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=254604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609152","Magnoliophyta","Sapindales","Engl.","J. R. Pirani","São Paulo",NA,"Campininha",NA,NA,"NY00609152_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","929570","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","R. C. de Mendonça","3480","1998","05","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051206' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929570","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Minas Gerais","Formoso","Parque Nacional Grande Sertão Veredas; local próximo à barra do Rio Preto com Córrego Santa Rita.","-45.7692","-15.1764","NY00929570_01","635","635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1414918","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","E. P. Heringer","14447","1975","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2232365' target='other'> <mi>dwc_moreinfo</mi></a>","NY01414918","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Distrito Federal","Brasília","Rodovia 15.","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-27 04:09:00-03","NY","NYBG","1310144","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","E. Hassler","s.n.","1885",NA,NA,"South America","Paraguay","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1639700' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310144","Magnoliophyta","Sapindales",NA,"D. C. Daly",NA,NA,NA,NA,NA,"NY01310144_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1310149","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","M. Saldías Paz","3464","1993","10","06","South America","Bolivia","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1639772' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310149","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff M. Las Gamas","-60.77","-14.67","NY01310149_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","164663","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","M. H. Nee","47050","1996","08","25","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=254602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00164663","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Santa Cruz","Andrés Ibáñez","Vic. Estancia Maguey, 7 km NNW of Ayacucho [=Porongo] on road to Terevinto, 17 km (by air) west of center of Santa Cruz","-63.3417","-17.8","NY00164663_01","475","475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","609139","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","M. Pereira Neto","387","1989","07","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=254608' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609139","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Bahia","Correntina","Cerrado próximo ao Rio das Eguas (corrente), estrada de terra. Correntina/Posse (Go), à 110 km a sudoeste de Correntina","-44.63","-13.34","NY00609139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","929555","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","M. L. M. Azevedo","877","1990","08","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051084' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929555","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Distrito Federal","Brasília","Área da UNB. Cerrado. Faixa: 20. Ponto: SN-29/08.","-47.9294","-15.7797","NY00929555_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","929563","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","G. M. Araújo","407","1992","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929563","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Minas Gerais","Uberlândia","Estação Ecológica do Panga.","-48.2769","-18.9186","NY00929563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-30 05:24:00-03","NY","NYBG","1310145","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","S. G. Beck","25043","1999","07","11","South America","Bolivia","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1639716' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310145","Magnoliophyta","Sapindales",NA,"D. C. Daly","Santa Cruz",NA,"Prov. José Miguel de Velasco F., Meseta de Huanchaca.","-60.73","-14.52","NY01310145_01","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","929569","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","B. Maguire","56450","1963","08","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051202' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929569","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Mato Grosso",NA,"Serra dos Parecis. Brasília-Acre Highway.",NA,NA,"NY00929569_01","700","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","929576","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","J. A. Ratter","R.3114","1976","06","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929576","Magnoliophyta","Sapindales","Engl.",NA,"Distrito Federal","Brasília","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV Tower. Reserve area.","-47.9294","-15.7797","NY00929576_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 22:28:00-03","NY","NYBG","929584","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","E. T. Neto","2127","1996","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929584","Magnoliophyta","Sapindales",NA,"D. C. Daly","Minas Gerais","Nova Ponte","EPDA - JACOB / CEMIG.","-47.6744","-19.1528","NY00929584_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2361138","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","M. L. Fonseca","4555","2003","04","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2588132' target='other'> <mi>dwc_moreinfo</mi></a>","NY02361138","Magnoliophyta","Sapindales","Engl.",NA,"Distrito Federal",NA,"APA-Gama e Cabeça de Veado, ARIE do Córrego do Cedro-R.A. do Núcleo Bandeirante, SPMW Q.26 entre o conjunto 10 e a Assoc. dos Empregados da Embrapa (A. E. E.)","-47.95731","-15.91064","NY02361138_01","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 22:28:00-03","NY","NYBG","929573","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","J. M. Pires","16428","1978","08","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929573","Magnoliophyta","Sapindales",NA,"D. C. Daly","Mato Grosso",NA,"Sararé, RADAMBRASIL; folha SD 21-YB; ponto 5.","-58.5","-14.83","NY00929573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","609155","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","B. Mostacedo C.","2099","1994","06","07","South America","Bolivia","sheet",NA,"Financiado por NSF, USAID, FONAMA Museo Noel Kempff Mercado (USZ) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=254605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609155","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff M. Huanchaca 1. Pista Noel Kempff M","-60.8144","-13.9061","NY00609155_01","360","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","929574","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","P. C. M. Ramos","14","1990","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929574","Magnoliophyta","Sapindales","Engl.","P. C. M. Ramos","Distrito Federal","Brasília","Parque Nacional Brasília Mata Barriguda. Próx. ao decantador.","-47.93","-15.88","NY00929574_01","1020","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","609145","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","M. Kuhlmann","3930",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=254598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609145","Magnoliophyta","Sapindales","Engl.","D. C. Daly","São Paulo",NA,"Mojí-Guaçú, Reserva Florestal, proximidade de Padua Sales, E.F.S.",NA,NA,"NY00609145_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","609148","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","J. C. R. Magalhaes","s.n.","1958","08","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=254597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609148","Magnoliophyta","Sapindales","Engl.","D. C. Daly","São Paulo",NA,"Itaquerê, Cerrado da Fazenda",NA,NA,"NY00609148_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","929557","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","C. A. Cid Ferreira","4421","1984","06","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929557","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Mato Grosso","Comodoro","15 km da divisa dos Estados de Rondônia e Mato Grosso, Distrito Patronal Vila Bella da Santíssima Trindade.","-59.5","-12.5","NY00929557_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","52486","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","G. H. von Langsdorff","442","1883","11","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=254611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00052486","Magnoliophyta","Sapindales","Engl.",NA,NA,NA,"Rio Pardo",NA,NA,"NY00052486_01",NA,NA,"lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","929581","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","V. C. Souza","16960","1997","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929581","Magnoliophyta","Sapindales","Engl.","N. Ivanauskas","Mato Grosso","Diamantino","Fazenda Caeté (Parte da Fazenda Boronesa), 15 Km ESE (em linha reta) de Diamantino.","-56.4458","-14.4086","NY00929581_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","929565","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","R. Goodland","165","1965","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929565","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Minas Gerais","Paraopeba","Melo, 3 km N of Horto.","-44.4042","-19.2744","NY00929565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","929571","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","J. R. Pirani","1338","1985","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929571","Magnoliophyta","Sapindales","Engl.",NA,"Mato Grosso","Cuiabá","Chapada dos Guimarães, perto da cachoeira Véu de Noiva, do Rio Coxipozinho.","-55.75","-15.5","NY00929571_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","929564","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","F. França","s.n.","1989","07","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929564","Magnoliophyta","Sapindales","Engl.",NA,"Distrito Federal","Brasília","Plano Piloto.","-47.9294","-15.7797","NY00929564_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","609141","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","B. M. T. Walter","489","1989","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=254600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609141","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Bahia","Sao Desidério","Coleta feita entre os Vilarejos de Estiva e Sitio Grande ca de 5Km de Sitio Grande","-44.9731","-12.3633","NY00609141_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1310148","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","M. Garvizu","210","1997","10","11","South America","Bolivia","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1639764' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310148","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff Mercado. A 50 m del campamento.","-60.7425","-14.3625","NY01310148_01","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","929553","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","L. C. de S. Assis","190","2001","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929553","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Minas Gerais","Barroso","Mata do Baú.","-43.9756","-21.1869","NY00929553_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","609144","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","G. K. Gottsberger","12-22678","1978","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=254606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609144","Magnoliophyta","Sapindales","Engl.","D. C. Daly","São Paulo","Ribeirao Preto","42 km SW of Riberao Preto","-47.8333","-21.1667","NY00609144_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","929560","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","K. Deguchi","B-1559","1987","09","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929560","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Minas Gerais","Uberlândia","Babilônia.","-48.2769","-18.9186","NY00929560_01","840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","929572","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","J. R. Pirani","1635","1987","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929572","Magnoliophyta","Sapindales","Engl.","J. R. Pirani","Distrito Federal","Brasília","Chapada da Contagem, a 6 Km da BR 010, na Rodovia para Brasilândia BR 080.","-47.95","-15.58","NY00929572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","929575","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","J. A. Ratter","R.2845","1976","03","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929575","Magnoliophyta","Sapindales","Engl.",NA,"Distrito Federal","Brasília","Close to the Escola Fazendária, c. 11 km SE of the Brasília TV Tower.","-47.9294","-15.7797","NY00929575_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","609140","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","R. C. de Mendonça","2366","1995","08","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=254599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609140","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Bahia","Correntina","Velha da Galinha; cerrado próximo a uma vereda entre Velha da Galdinha e a cachoeira da Fumaça","-45.4431","-13.5603","NY00609140_01","718","718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","984982","PreservedSpecimen","Plantae","Burseraceae","Protium","ovatum","Protium ovatum","I. Tanaka","2","1981","05","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1060936' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984982","Magnoliophyta","Sapindales","Engl.","D. C. Daly","Distrito Federal","Brasília","Gama.","-47.9294","-15.7797","NY00984982_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
