"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"13","2020-11-04 11:17:50-03","ESALQ","ESA","37145","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Marcondes-Ferreira, W. et al.","1615.0",NA,"Brasil",NA,NA,NA,NA,"ESA037145","Magnoliophyta",NA,"(Vell.) I.M. Johnston","Crespi, B.","1997","11","06","São Paulo","Estreito",NA,NA,"ESA037145",NA,NA,NA,NA,NA,NA,NA,"2006","02","10",NA,NA,NA,NA
"14","2020-11-04 11:17:50-03","ESALQ","ESA","77218","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Mota, R.C.","207.0",NA,"Brasil",NA,NA,NA,NA,"ESA077218","Magnoliophyta",NA,NA,NA,"2000","04","15","Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555","ESA077218",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:17:50-03","ESALQ","ESA","60670","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Silva, J.M. et al.","2302.0",NA,"Brasil",NA,NA,NA,NA,"ESA060670","Magnoliophyta",NA,NA,NA,"1998","03","17","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","ESA060670",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:17:50-03","ESALQ","ESA","123706","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Colletta, G.D. ; Ferreira, M.A.P.","1094.0",NA,"Brasil","Reserva Particular da Votorantim (CBA), UHE Fumaça, trilha do Chagas.",NA,NA,"Árvore, 10m","ESA123706","Magnoliophyta",NA,NA,"Ivanauskas, N.M.","2013","05","01","São Paulo","Tapiraí","-47.5","-23.9599990844727","ESA123706",NA,NA,"41034","auto",NA,NA,NA,"2013","05","01",NA,NA,NA,NA
"17","2020-11-04 11:17:50-03","ESALQ","ESA","88856","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Ribas, O.S. et al.","5781.0",NA,"Brasil",NA,NA,NA,NA,"ESA088856","Magnoliophyta",NA,NA,NA,"2004","01","16","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","ESA088856",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-02-15 11:48:58-02","IPA","IPA","62564","S","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Nascimento, F.H.F.","78","Southern America","Brasil","mata da base do Pico do Itoibira.",NA,NA,"Árvore 18m de altura, 91cm perímetro. Folhas discolores. Inflorescência ferrugínea; botões amarronzados.; Mata de altitude.","IPA0062564","Plantae",NA,"(Vell.) I.M. Johnst.",NA,"1998","11","14","Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0031696","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"O. S. Ribas; J. M. Silva & G. F. Simon","5781",NA,"Brazil","Serra da Bocaina (Mun. Bocaiúva do Sul).",NA,NA,"Árvore, até 5m, flor creme-amarelada.",NA,"Magnoliophyta","Proteales","(Vell.) I.M.Johnst.","G. Hatschbach","2004","1","16","Parana",NA,"-49.1333","-25.1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0031697","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"J. M. Silva; O. S. Ribas","3136",NA,"Brazil","Serra da Bocaina (Mun. (Mun. Bocaiúva do Sul).",NA,NA,"Árvore, 5m, flor creme.",NA,"Magnoliophyta","Proteales","(Vell.) I.M.Johnst.","G. Hatschbach","2000","1","7","Parana",NA,"-49.1333","-25.1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:44:02-03","UFJF","CESJ","45861","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"A. Salino","3816","América do Sul","Brasil","Parque Natural do Caraça, Trilha dos Tabões",NA,NA,NA,"CESJ045861","Angiosperma",NA,"(Vell.) I.M. Johnston","G.T. Prance (M)","1997","11","27","Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555",NA,NA,NA,"11966","auto",NA,NA,NA,"2003","03","22",NA,NA,NA,NA
"22","2019-11-21 14:44:02-03","UFJF","CESJ","44063","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"O.S. Ribas; J.M. Silva; G.F. Simon","5781","América do Sul","Brasil","Serra da Bocaina",NA,NA,"Árvore, até 5m, flor creme amarelada. Mata da encosta do morro","CESJ044063","Angiosperma",NA,"(Vell.) I.M. Johnston","G. Hatschbach","2004","01","16","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,"61623","auto",NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA
"23","2021-04-07 11:48:00-03","UFMS","CGMS","14853","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"A.S. Penha; T. Ramires; C.S. Campos; M.C. Lescano","34",NA,"Brasil","Fazenda Pouso Frio.",NA,NA,NA,"CGMS1044340",NA,NA,"(Vell.) I.M.Johnst.","V.J. Pott","2004","10","25","Mato Grosso do Sul","Costa Rica","-52.8530556","-18.6594444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52,8530556","-18,6594444",NA,NA
"24","2021-04-07 11:48:00-03","UFMS","CGMS","15191","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"A.S. Penha; T. Ramires; C.S. Campos; M.C. Lescano","372",NA,"Brasil","Fazenda Potreiro do Sucuriú.",NA,NA,"Flor amarela. Habitat: Mata ciliar. Solo ondulado com drenagem. Habito: Arbusto. 5,00m de altura.","CGMS1044706",NA,NA,"(Vell.) I.M.Johnst.","V.J. Pott","2004","11","01","Mato Grosso do Sul","Paraíso","-53.0152778","-19.9836111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53,0152778","-19,9836111",NA,NA
"25","2021-04-07 11:48:00-03","UFMS","CGMS","16610","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"J.M. Longo; L.P. Tadei; A.G. Boaretto","52",NA,"Brasil","Fazenda Potreiro do Sucuriú.",NA,NA,"Flor amarela. odor adocicado Habitat: Cerrado Habito: Árvore.","CGMS1045907",NA,NA,"(Vell.) I.M.Johnst.","A. Pott; V.J. Pott","2004","11","01","Mato Grosso do Sul","Paraíso","-53.0072222","-19.0005556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53,0072222","-19,0005556",NA,NA
"26","2021-04-07 11:48:00-03","UFMS","CGMS","14569","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"A. Pott; V.J. Pott; A.C.M. Cristaldo; O.A. Corsino Jr","12325",NA,"Brasil","Fazenda Lindos Campos, margem esquerda do Rio Aporé, rodovia BR-483.",NA,NA,"Flor amarelada com verde. Fruto ausente. Folha discolor. Habitat: Floresta ripária em área de cerradão. Solo argilo-arenoso. Habito: Árvore. 5,00 m de altura. Ocasional.","CGMS1044051",NA,NA,"(Vell.) I.M.Johnst.","A. Pott; V.J. Pott","2004","11","14","Goiás","Itajá","-51.0875","-19.3052778",NA,"328","328",NA,NA,NA,NA,NA,"2004",NA,NA,"-51,0875","-19,3052778",NA,NA
"27","2021-04-07 11:48:00-03","UFMS","CGMS","49329","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"O.S. Ribas; J.M. Silva; G.F. Simon","5781",NA,"Brasil","Serra da Bocaina.",NA,NA,"Flor creme-amarelada. Habitat: Mata de encosta do morro. Habito: Árvore. 5,00m de altura.","CGMS1079266",NA,NA,"(Vell.) I.M.Johnst.","G. Hatschbach","2004","01","16","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,"61623","auto",NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:38:38-03","UNICAMP","UEC","95919","S","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Ivanauskas, NM","468",NA,"Brazil","Estação Experimental do Inst. Agronômico",NA,NA,"Árvore de 13m. Frutos imaturos verdes.; Floresta Atlântica.","UEC157283","Magnoliopsida",NA,"(Vell.) I.M.Johnst.","Lupo, R","1995","10","01","São Paulo","Pariquera-Açu","-47.876944","-24.441667","UEC157283",NA,NA,NA,NA,NA,NA,NA,"1997","08",NA,"-47.876944","-24.441667",NA,NA
"29","2021-03-01 16:38:38-03","UNICAMP","UEC","95564","S","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Ivanauskas, NM","791",NA,"Brazil","Estação Experimental do IAC",NA,NA,"Árvore de 10m. Flores.; Mata atlântica","UEC171515","Magnoliopsida",NA,"(Vell.) I.M.Johnst.","Lupo, R","1996","04","28","São Paulo","Pariquera-Açu","-47.885","-24.608333","UEC171515",NA,NA,NA,NA,NA,NA,NA,"1996","06",NA,"-47.885","-24.608333",NA,NA
"30","2021-03-01 16:38:38-03","UNICAMP","UEC","95920","S","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Ivanauskas, NM","791",NA,"Brazil","Estação Experimental do IAC",NA,NA,"Árvore de 10m. Flores.; Mata atlântica","UEC157286","Magnoliopsida",NA,"(Vell.) I.M.Johnst.","Lupo, R","1996","04","28","São Paulo","Pariquera-Açu","-47.885","-24.608333","UEC157286",NA,NA,NA,NA,NA,NA,NA,"1996","06",NA,"-47.885","-24.608333",NA,NA
"31","2021-03-01 16:38:38-03","UNICAMP","UEC","13240","S","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Gibbs, PE; Leitão Filho, HF","8647",NA,"Brazil","ca. 15km N de Ubatuba. Estação Experimen, Extação Experimental do Instituto Agronômico",NA,NA,"Árvore ca. 20m; Mata Atlântica da Serra do Mar","UEC157285","Magnoliopsida",NA,"(Vell.) I.M.Johnst.","Lupo, R","1977","08","12","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758","UEC157285",NA,NA,"34265","auto",NA,NA,NA,"1997","08",NA,NA,NA,NA,NA
"32","2021-03-01 16:38:38-03","UNICAMP","UEC","13241","S","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Gibbs, PE; Leitão Filho, HF; Andrade, JB","4603",NA,"Brazil","Rodovia Parati - Ubatuba",NA,NA,"árvore até 12m; flores em espigas amarelo-alaranjadas, ornamentais.; Nativo na beira da estrada em mata de restinga.","UEC157284","Magnoliopsida",NA,"(Vell.) I.M.Johnst.","Lupo, R","1977","03","29","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758","UEC157284",NA,NA,"34265","auto",NA,NA,NA,"1997","08",NA,NA,NA,NA,NA
"33","2019-08-16 08:40:46-03","UTFPR","HCF","14393","S","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"M.L. Brotto","1481",NA,"Brasil","Rodovia PR-092",NA,NA,"árvore de 8 m; flores cremes. Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,NA,"(Vell.) I.M.Johnst.","M.L. Brotto","2013","12","11","PR","Cerro Azul","-49.293611","-24.938333",NA,"606","606",NA,NA,NA,NA,NA,"2014",NA,NA,"49°17'37 W","24°56'18 S",NA,NA
"34","2020-12-21 16:42:07-03","MBM","MBM","240187","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Nascimento, F.H.F.","84","Southern America","Brazil","Rio de Contas",NA,NA,NA,"MBM240187",NA,NA,"I.M. Johnston","Nascimento, F.H.F.",NA,NA,NA,"Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192","MBM240187",NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:42:07-03","MBM","MBM","226641","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Silva, J.M.; Poliquesi, C.B.; Abe, L.M.; Poliquesi, C.B.; Abe, L.M.","2302","Southern America","Brazil","Serra de Santana",NA,NA,NA,"MBM226641",NA,NA,"I.M. Johnston","Johnston",NA,NA,NA,"Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","MBM226641",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:42:07-03","MBM","MBM","191687","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Ribas, O.S.; Motta, J.T.; Cordeiro, J.; Motta, J.T.; Cordeiro, J.","1091","Southern America","Brazil","Serra de Santana",NA,NA,NA,"MBM191687",NA,NA,"I.M. Johnston","Hatschbach, G.",NA,NA,NA,"Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","MBM191687",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:42:07-03","MBM","MBM","387846","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Brotto, M.L.; Motta, J.T.; Silva, J.M.; Vaz, J.; Motta, J.T.; Silva, J.M.; Vaz, J.","1481","Southern America","Brazil","Rodovia PR-092",NA,NA,"Árvore de 8m; flores cremes.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM387846",NA,NA,"I.M. Johnston","Brotto, M.L.","2013","12","11","Paraná","Cerro Azul","-49.293611","-24.938194","MBM387846","606","606",NA,NA,NA,NA,NA,"2014",NA,NA,"-49.293611","-24.938194",NA,NA
"38","2020-12-21 16:42:07-03","MBM","MBM","240188","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Nascimento, F.H.F.","100","Southern America","Brazil","Rio de Contas",NA,NA,NA,"MBM240188",NA,NA,"I.M. Johnston","Nascimento, F.H.F.",NA,NA,NA,"Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192","MBM240188",NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:42:07-03","MBM","MBM","24548","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Hatschbach, G.","29818","Southern America","Brazil","Cabeça de Anta",NA,NA,NA,"MBM024548",NA,NA,"I.M. Johnston","Hatschbach, G.",NA,NA,NA,"Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","MBM024548",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:42:07-03","MBM","MBM","217","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Hatschbach, G.","15145","Southern America","Brazil","Passa Vinte",NA,NA,NA,"MBM000217",NA,NA,"I.M. Johnston","Hatschbach, G.",NA,NA,NA,"Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","MBM000217",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:42:07-03","MBM","MBM","251062","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Roderjan, C.V.","1037","Southern America","Brazil","Parque Estadual de Campinhos",NA,NA,NA,"MBM251062",NA,NA,"I.M. Johnston","Hatschbach, G.",NA,NA,NA,"Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","MBM251062",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:42:07-03","MBM","MBM","244990","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Silva, J.M.; Ribas, O.S.; Ribas, O.S.","3136","Southern America","Brazil","Serra da Bocaina",NA,NA,NA,"MBM244990",NA,NA,"I.M. Johnston","Hatschbach, G.",NA,NA,NA,"Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","MBM244990",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:42:07-03","MBM","MBM","29158","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Hatschbach, G.","7586","Southern America","Brazil","Serra do Araçaeiro",NA,NA,NA,"MBM029158",NA,NA,"I.M. Johnston","Sleumer, H.",NA,NA,NA,"Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:42:07-03","MBM","MBM","223927","PreservedSpecimen","Plantae","Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Ivanauskas, N.M.","791","Southern America","Brazil","Estação Experimental do IAC",NA,NA,NA,"MBM223927",NA,NA,"I.M. Johnston","Lupo, R.",NA,NA,NA,"São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727","MBM223927",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310760","PreservedSpecimen",NA,"Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Glaziou, A.",NA,NA,"Brasil","Brésil (Rio Jan.) Orgnes","hb",NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310760' target='other'> <mi>dwc_moreinfo</mi></a>","P02310760",NA,NA,"(Vell.) I.M.Johnst.",NA,"1869","8","8","Rio de Janeiro",NA,NA,NA,"P02310760_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3734",NA
"46","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310761","PreservedSpecimen",NA,"Proteaceae","Euplassa","legalis","Euplassa legalis",NA,"Glaziou, A.",NA,NA,"Brasil","Brésil (Rio Jan.) Orgus.","hb",NA,"Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310761' target='other'> <mi>dwc_moreinfo</mi></a>","P02310761",NA,NA,"(Vell.) I.M.Johnst.",NA,"1869","8","8","Rio de Janeiro",NA,NA,NA,"P02310761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3734",NA
