"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"104","2015-03-26 09:27:00-03","MO","MOBOT","2230077","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Fernando O. Zuloaga|Ana M. Cialdella|Norma B. Deginani","1984","5","1","Argentina","Misiones","Apóstoles","De Azara a Concepción de la Sierra, 10 km de Azara.","-55.6833333","-28.0666667",NA,NA,NA,NA,NA,NA,NA,"Zuloaga 1910","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"105","2015-03-26 09:13:00-03","MO","MOBOT","2230106","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","2000","3","7","Argentina","Misiones","Montecarlo","Ruta Provincial 212, Arroyo Paranay Guazú.","-54.6166667","-26.8166667",NA,NA,"300.00000000",NA,NA,NA,NA,"Deginani 1748","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"106","2018-05-17 05:28:00-03","MO","MOBOT","2252575","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Osvaldo Morrone|Norma B. Deginani|María E. Múlgura","1997","4","24","Argentina","Misiones","General Manuel Belgrano","Ruta Nac. 101, 13 km de Deseado hacia San Antonio, Parque Prov. Urugua-í.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morrone 2056","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"107","2015-03-26 09:54:00-03","MO","MOBOT","231073","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Percy Núñez V.|G. Valencia","1988","5","14","Peru","Cusco","Urubamba","a 115 km de Cusco, camino al Proyecto Arqueológico Mandor-Puturusi, en Machupicchu.","-72.5166667","-13.15",NA,NA,"2100.00000000",NA,NA,NA,NA,"Núñez Vargas 9115","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-13","4"
"108","2018-05-17 05:29:00-03","MO","MOBOT","2407297","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura|A. Vega","1995","2","27","Argentina","Misiones","Guaraní","Entre Fracrán y Paraíso, Ruta Nac. 14, camino lateral.","-54.2333333","-26.7",NA,NA,"780.00000000",NA,NA,NA,NA,"Zuloaga 5054","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"109","2018-05-17 05:29:00-03","MO","MOBOT","2407319","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura","1996","4","14","Argentina","Misiones","Guaraní","Ruta Prov. 21, a 26 km de Paraíso.","-54.1333333","-26.8666667",NA,NA,"340.00000000",NA,NA,NA,NA,"Zuloaga 5492","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"110","2015-03-26 09:19:00-03","MO","MOBOT","250159","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"James C. Solomon|James L. Luteyn|Laurence J. Dorr","1990","5","10","Bolivia","La Paz","Murillo","Valle del Zongo. 29.7 km al norte (abajo) de la cumbre (ca. 5 km al sur (arriba) de la Planta Hidroelectrica Chururaqui) bosque nuboso.","-68.1166667","-16.1166667",NA,NA,"2400.00000000",NA,NA,NA,NA,"Solomon 19053","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93","2"
"111","2015-03-26 09:41:00-03","MO","MOBOT","250258","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"James C. Solomon|James L. Luteyn|Laurence J. Dorr","1990","5","11","Bolivia","La Paz","Murillo","Valle del Zongo. 29.3 km al norte (abajo) de la cumbre. Río Jachcha Cruz. Bosque nuboso.","-68.1166667","-16.1166667",NA,NA,"2200.00000000","2300.00000000",NA,NA,NA,"Solomon 19075","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","2"
"112","2015-03-26 08:58:00-03","MO","MOBOT","250841","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"James C. Solomon","1983","5","6","Bolivia","Tarija","Arce","Vicinity of comunidad Sidras. Disturbed moist, subtropical forest.","-64.5333333","-22.2333333",NA,NA,"900.00000000",NA,NA,NA,NA,"Solomon 10550","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-69","3"
"113","2015-03-26 09:57:00-03","MO","MOBOT","2625697","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Isabelle Grignon","1987","2","21","Ecuador","Loja",NA,"S. of Loja, E of Universitad Nacional Ills in Argelia (protected area).","-79.2","-4",NA,NA,"2150.00000000","2400.00000000",NA,NA,NA,"Grignon 84267","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"114","2015-03-26 10:00:00-03","MO","MOBOT","2665459","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Simon Lægaard","1998","4","30","Ecuador","Loja",NA,"La Argelia, Jardin Botanica de Reinaldo Espinosa.","-79.35","-4",NA,NA,"2100.00000000",NA,NA,NA,NA,"Lægaard 18774","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"115","2015-03-26 09:50:00-03","MO","MOBOT","2679930","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Jens E. Madsen","2000","8","19","Ecuador","Loja","Loja","Parque Recreational de la Universidad Nacional de Loja.","-79.2","-4.0333333",NA,NA,"2100.00000000","2200.00000000",NA,NA,NA,"Madsen 7141","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"116","2015-03-26 09:12:00-03","MO","MOBOT","2921663","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Julio A. Hurrell","1987","3","5","Argentina","Salta","Santa Victoria","Santa Victoria Oeste.",NA,NA,NA,NA,"2500.00000000",NA,NA,NA,NA,"Hurrell 232","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"117","2018-05-17 05:29:00-03","MO","MOBOT","2975913","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"María E. Múlgura","1981","3","26","Argentina","Buenos Aires","San Isidro","Punte Chica, vias del tren.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Múlgura 249","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"118","2015-03-26 09:24:00-03","MO","MOBOT","2975927","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Johan F. Widgren","1845",NA,NA,"Brazil","Minas Gerais",NA,"Rio de Janeiro (vide cartam adjunctam).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Widgren s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"119","2015-03-26 08:53:00-03","MO","MOBOT","2975971","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Santiago Venturi","1929","4","10","Argentina","Tucumán","Tafí","Sierra de S. Javier.",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,"Venturi 8802","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"120","2016-11-15 05:15:00-02","MO","MOBOT","2975978","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Antonio C. Krapovickas|Aurelio Schinini","1977","3","26","Argentina","Salta","Rosario de Lerma","El Encón, 24 km W de Salta, barrancas del río Arenales.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 30528","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"121","2016-11-15 05:15:00-02","MO","MOBOT","2976000","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal|Sara G. Tressens|Aurelio Schinini|Camilo L. Quarín","1974","4","12","Argentina","Corrientes","Santo Tomé","Ayo. Chimiray.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 25200","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"122","2015-03-26 09:40:00-03","MO","MOBOT","2976016","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Pedro Jörgensen","1916","5","20","Argentina","Catamarca","Andalgalá","Andalgalá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jörgensen 1452","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"123","2015-03-26 09:00:00-03","MO","MOBOT","2976088","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Balduino Rambo","1950","3","27","Brazil","Rio Grande do Sul",NA,"Lagoa da Pinguela p. Osorio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rambo 46460","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"124","2015-08-23 05:45:00-03","MO","MOBOT","2976114","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"S.A. Renvoize","1987","3","11","Bolivia","La Paz","Nor Yungas","15 km from Yolosa on road to La Paz.",NA,NA,NA,NA,"2100.00000000",NA,NA,NA,NA,"Renvoize 4770","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"125","2015-03-26 09:01:00-03","MO","MOBOT","2976150","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"C. Vargas C.","1938","2",NA,"Peru","Cusco","Urubamba","Machu Pichu.",NA,NA,NA,NA,"2010.00000000",NA,NA,NA,NA,"Vargas Calderón 628","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"126","2015-03-26 09:06:00-03","MO","MOBOT","2976164","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Juan P. Gallinal H.|Aragone|Bergalli|Campal|Bernardo Rosengurtt","1942","4",NA,"Uruguay","Cerro Largo",NA,"Localidad Río Negro, estancia Palleros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gallinal H. PE-4644","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"127","2015-08-23 05:45:00-03","MO","MOBOT","2976678","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"S.A. Renvoize|Thomas A. Cope|Stephan G. Beck","1981","4","7","Bolivia","La Paz","Murillo","Zongo Valley.",NA,NA,NA,NA,"1950.00000000",NA,NA,NA,NA,"Renvoize 4264","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"128","2015-03-26 08:45:00-03","MO","MOBOT","2976839","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"José Steinbach","1929","2","2","Bolivia","Cochabamba","Chapare","Barbechos, Locotal.","-65.81666","-17.16666",NA,NA,"1500.00000000",NA,NA,NA,NA,"Steinbach G. 9014","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"129","2015-08-23 05:45:00-03","MO","MOBOT","2977058","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"S.A. Renvoize|Thomas A. Cope","1981","3","8","Bolivia","Chuquisaca","Tomina","22 km S of Padilla.",NA,NA,NA,NA,"2400.00000000",NA,NA,NA,NA,"Renvoize 3874","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"130","2015-03-26 09:29:00-03","MO","MOBOT","2978018","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Fernando O. Zuloaga|et al.","1987","4","17","Argentina","Buenos Aires","Escobar","Camping junto al Paraná de las Palmas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zuloaga 3076","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"131","2015-08-23 05:45:00-03","MO","MOBOT","3017062","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"S.A. Renvoize","1992","4","25","Bolivia","La Paz","Nor Yungas","5 km SE of Chuspipata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Renvoize 5362","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"132","2015-03-26 09:36:00-03","MO","MOBOT","2977883","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Per Dusén","1914","11","3","Brazil","Paraná","Curitiba","Curityba.","-49.2731018066406","-25.4277992248535",NA,NA,"900.00000000",NA,NA,NA,NA,"Dusén 22","South America",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,"1"
"133","2008-05-27 22:02:00-03","MO","MOBOT","1205176","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.",NA,NA,"Erik Asplund",NA,NA,NA,"Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asplund 7850","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2011-06-09 17:46:00-03","MO","MOBOT","1722223","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","S. Renvoize '93 (KEW)",NA,"Israel G. Vargas C.","1997","5","18","Bolivia","Santa Cruz","Vallegrande","Huasacañada, 5 Km al S de la ciudad de Vallegrande. Terrenos cultivados, la mayoría con huertos frutales, con vegetación natural en los cercos y algunos barbechos antiguos.","-64.08555","-18.51805",NA,NA,"2050.00000000",NA,NA,NA,NA,"Vargas Caballero 2518","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2012-01-04 05:10:00-02","MO","MOBOT","2230090","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Morrone, O.",NA,"Bernadino S. Bertoni","1945","3","26","Argentina","Misiones","San Pedro","Río Alegría al km 367","-54.13333","-26.65",NA,NA,NA,NA,NA,NA,NA,"Bertoni 1020","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2014-10-05 19:12:00-03","MO","MOBOT","2252537","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Morrone, O.",NA,"R.E. Porta","1944","3","25","Argentina","Misiones","Montecarlo","Montecarlo","-54.78333","-26.56666",NA,NA,NA,NA,NA,NA,NA,"Porta 209","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2013-01-13 18:29:00-02","MO","MOBOT","2252544","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Rúgolo de Agrasar, Z. E.",NA,"Zulma E. Rúgolo de Agrasar|C.E. Trucco Aleman","1996","3","19","Argentina","Buenos Aires",NA,"Isla Martín García, cantera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rúgolo de Agrasar 2031","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2017-07-03 05:12:00-03","MO","MOBOT","2294762","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Morrone, O.",NA,"Osvaldo Morrone|Liliana M. Giussani|Diego Giraldo-Cañas|Damián Andrés Fernández|Claudia Guerrido","1998","12","17","Argentina","Jujuy","Ledesma","Ruta Prov. 83, 26 km del desvío de la Ruta Nac. 34 camino a Valle Grande, Parque Nac. Calilegua, sevenguillar",NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,"Morrone 3548","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2018-05-17 05:28:00-03","MO","MOBOT","2294784","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Aliscioni, S. S. & Morrone, J. J.",NA,"María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|Andres E. Johnson|M.A. Romero","2002","3","13","Argentina","Misiones","General Manuel Belgrano","Reserva de Vida Silvestre Urugua-í, alrededores de la casa","-54.11666","-25.96666",NA,NA,"390.00000000",NA,NA,NA,NA,"Múlgura 3300","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2018-05-17 05:29:00-03","MO","MOBOT","2343110","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Morrone, O., mayo-",NA,"Osvaldo Morrone|María E. Múlgura|Silvia S. Denham","2003","4","27","Argentina","Jujuy","Dr. Manuel Belgrano","Ruta Prov. 4, Termas de Reyes, camino de Termas de Reyes a Laguna de Yala","-65.48333","-24.16666",NA,NA,"2000.00000000",NA,NA,NA,NA,"Morrone 4427","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2011-01-31 07:11:00-02","MO","MOBOT","2407334","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Nicora, E. G.",NA,"L.R. Parodi","1924",NA,NA,"Argentina","Misiones","Guaraní","Fracran","-54.3","-26.75",NA,NA,NA,NA,NA,NA,NA,"Parodi 5671","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2010-04-23 20:39:00-03","MO","MOBOT","2407355","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Rúgolo de Agrasar, Z. E.",NA,"Ana M. Cialdella|Norma B. Deginani|Liliana M. Giussani","2002","2","8","Argentina","Tucumán","Monteros","De Famaillá a Tafí del Valle","-65.66666","-27.03333",NA,NA,"1050.00000000",NA,NA,NA,NA,"Cialdella 53","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2009-07-27 09:22:00-03","MO","MOBOT","2430045","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Morrone, O.",NA,"Fernando O. Zuloaga|Osvaldo Morrone","1999","2","25","Argentina","Misiones","Guaraní","Ruta Prov. 15, Predio de la UNAM, a 30 km de Ruta Nac. 14","-54.21666","-26.91666",NA,NA,"500.00000000",NA,NA,NA,NA,"Zuloaga 6903","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2017-08-25 05:21:00-03","MO","MOBOT","2430059","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","López, M. G., //",NA,"Sara G. Tressens|Lidia I. Ferraro|H. A. Keller|Victor Maruñak|V. Revilla","1999","4","27","Argentina","Misiones","Guaraní","Predio Guaraní. Ruta 15, entre IPS y casa de guardaparques","-54.205","-26.91638",NA,NA,NA,NA,NA,NA,NA,"Tressens 6170","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2010-11-21 08:41:00-02","MO","MOBOT","2430860","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Morrone, O.",NA,"G.J. Schwarz","1949","3","26","Argentina","Misiones","Libertador General San Martín","Capioví","-55.06666","-26.93333",NA,NA,NA,NA,NA,NA,NA,"Schwarz 7647","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2010-02-15 15:39:00-02","MO","MOBOT","2439976","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Morrone, O., 4-",NA,"F. Biganzoli|Paola Peralta|G. Irrazabal|G. Massaccesi|B. Zucchino","2000","3","18","Argentina","Misiones","Cainguás","Predio UNLP Reserva Privada. Borde de Arroyo Cuña Pirú, en el Balneario Municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biganzoli 969","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-03-12 04:39:00-03","MO","MOBOT","2477985","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Dusén, P. K. H.",NA,"Gösta Jönsson","1914","3","11","Brazil","Paraná",NA,"Curitiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jönsson 22a","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2015-08-12 05:57:00-03","MO","MOBOT","2517549","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Felippone, F.",NA,"Florentino Felippone","1915","4","17","Uruguay","Montevideo",NA,"Cementerio Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Felippone 2437","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2009-06-27 16:40:00-03","MO","MOBOT","2664966","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Renvoize, S. (K)",NA,"Simon Lægaard","1986","1","4","Ecuador","Tungurahua",NA,"Baños.","-78.41666","-1.4",NA,NA,"2000.00000000",NA,NA,NA,NA,"Lægaard 55864","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2009-12-07 21:03:00-02","MO","MOBOT","2929220","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.",NA,NA,"Rosa Guaglianone|Nélida M. Bacigalupo|S. Gattuso|Ricardo O. Vanni","1991","9","19","Argentina","Salta","Orán","Entre Agua Blanca y Angosto del Pescado. Ruta prov. 19, Finca Yakúlica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guaglianone 2743","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2009-12-07 21:03:00-02","MO","MOBOT","2976061","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","E.G. Nicas",NA,"Rosa Guaglianone|Nélida M. Bacigalupo|S. Gattuso|Ricardo O. Vanni","1991","9","19","Argentina","Salta",NA,"Dpto. Orán, entre Agua Blanca y Angosto del Pescado, Ruta prov. 19, Finca Yakúlica. 3 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guaglianone 2743","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2009-12-07 20:43:00-02","MO","MOBOT","2976131","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","E. G.Nicara",NA,"Rosa Guaglianone","1991","9","19","Argentina","Salta",NA,"Dpto. Orán, entre Agua Blanca y Angosto del Pescado. Ruta prov. 19, Finca Yakúlica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guaglianone 2743","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2009-12-23 06:59:00-02","MO","MOBOT","3024711","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Foster's catalog note file",NA,"Karl Fiebrig",NA,NA,NA,"Bolivia","Tarija","Arce","Bermejo","-64.7","-22.16666",NA,NA,NA,NA,NA,NA,NA,"Fiebrig 2437","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2015-08-13 05:51:00-03","MO","MOBOT","3024712","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Foster's catalog note file",NA,"A.S. Hitchcock",NA,NA,NA,"Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hitchcock 22847","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2011-02-13 13:12:00-02","MO","MOBOT","3024713","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Foster's catalog note file",NA,"E.W.D. Holway",NA,NA,NA,"Bolivia","La Paz","Larecaja","Sorata","-68.63333","-15.76666",NA,NA,NA,NA,NA,NA,NA,"Holway 503","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2010-02-04 17:49:00-02","MO","MOBOT","3024715","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Foster's catalog note file",NA,"G. Mandon","1848",NA,NA,"Bolivia","La Paz","Larecaja","Sorata","-68.63333","-15.76666",NA,NA,NA,NA,NA,NA,NA,"Mandon 1263","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
