especie,nomes
Vitex megapotamica,Vitex megapotamica
Vitex megapotamica,Vitex montevidensis var. multinervis
Vitex megapotamica,Vitex megapotamica var. multinervis
Vitex megapotamica,Psilogyne viticifolia
Vitex megapotamica,Vitex montevidensis
Vitex megapotamica,Vitex bignonioides
Vitex megapotamica,Vitex multinervis
Vitex megapotamica,Vitex taruma
Vitex megapotamica,Vitex viticifolia
