especie,nomes
Duranta erecta,Duranta erecta
Duranta erecta,Duranta repens var. alba
Duranta erecta,Duranta repens var. mutisii
Duranta erecta,Duranta repens var. serrata
Duranta erecta,Duranta repens var. obtusifolia
Duranta erecta,Duranta repens var. variegata
Duranta erecta,Duranta repens var. acuminata
Duranta erecta,Duranta repens var. paucidentata
Duranta erecta,Duranta plumieri var. alba
Duranta erecta,Duranta repens var. microphylla
Duranta erecta,Duranta repens var. grandiflora
Duranta erecta,Duranta plumieri var. strigillosa
Duranta erecta,Duranta plumieri var. normalis
Duranta erecta,Duranta repens var. ellisia
Duranta erecta,Duranta repens var. vestita
Duranta erecta,Duranta erecta var. alba
Duranta erecta,Duranta erecta var. grandiflora
Duranta erecta,Duranta repens
Duranta erecta,Duranta plumieri
Duranta erecta,Duranta latifolia
Duranta erecta,Duranta ellisiae
Duranta erecta,Duranta integrifolia
Duranta erecta,Duranta racemosa
Duranta erecta,Duranta microphylla
Duranta erecta,Duranta turbinata
Duranta erecta,Ellisia acuta
Duranta erecta,Duranta spinosa
Duranta erecta,Duranta dentata
Duranta erecta,Duranta angustifolia
Duranta erecta,Duranta repens var. normalis
Duranta erecta,Duranta inermis
Duranta erecta,Duranta plumieri var. ellisia
Duranta erecta,Duranta repens var. ellisiae
Duranta erecta,Duranta macrodonta
