especie,nomes
Struthanthus taubatensis,Struthanthus taubatensis
Struthanthus taubatensis,Struthanthus involucratus
Struthanthus taubatensis,Struthanthus glomeriflorus
Struthanthus taubatensis,Struthanthus hamatilis
Struthanthus taubatensis,Struthanthus planaltinae
Struthanthus taubatensis,Struthanthus hoehnei
Struthanthus taubatensis,Struthanthus andersonii
Struthanthus taubatensis,Phthirusa organensis
Struthanthus taubatensis,Struthanthus jatibocensis
Struthanthus taubatensis,Struthanthus maricensis
Struthanthus taubatensis,Struthanthus planaltinae var. elongatipes
