especie,nomes
Sinningia douglasii,Sinningia douglasii
Sinningia douglasii,Orobanche verticillata
Sinningia douglasii,Orobanche umbellata
Sinningia douglasii,Orobanche tubulosa
Sinningia douglasii,Corytholoma umbellatum
Sinningia douglasii,Corytholoma verticillatum
Sinningia douglasii,Gesneria punctata
Sinningia douglasii,Rechsteineria confertifolia
Sinningia douglasii,Rechsteineria maculata
Sinningia douglasii,Gesneria douglasii
Sinningia douglasii,Corytholoma maculatum
Sinningia douglasii,Rechsteineria verticillata
Sinningia douglasii,Corytholoma douglasii var. verticillatum
Sinningia douglasii,Rechsteineria douglasii
Sinningia douglasii,Corytholoma confertiflolium
Sinningia douglasii,Corytholoma douglasii
Sinningia douglasii,Sinningia verticillata
Sinningia douglasii,Gesnera confertifolia
Sinningia douglasii,Gesnera douglasii
Sinningia douglasii,Gesnera maculata
