especie,nomes
Laelia gloriosa,Laelia gloriosa
Laelia gloriosa,Bletia crispina
Laelia gloriosa,Epidendrum fimbriatum
Laelia gloriosa,Schomburgkia crispa var. alba
Laelia gloriosa,Bletia gloriosa
Laelia gloriosa,Schomburgkia gloriosa
Laelia gloriosa,Schomburgkia sp.
Laelia gloriosa,Schomburgkia fimbriata
