especie,nomes
Campomanesia sessiliflora,Campomanesia sessiliflora
Campomanesia sessiliflora,Campomanesia rugosa var. lanuginosa
Campomanesia sessiliflora,Abbevillea bullata
Campomanesia sessiliflora,Abbevillea langsdorffiana
Campomanesia sessiliflora,Britoa sessiliflora
Campomanesia sessiliflora,Campomanesia apaensis
Campomanesia sessiliflora,Campomanesia igatimiensis
Campomanesia sessiliflora,Campomanesia bullata
Campomanesia sessiliflora,Campomanesia mollicarpa
Campomanesia sessiliflora,Campomanesia nitidifolia
Campomanesia sessiliflora,Campomanesia langsdorffii
