especie,nomes
Anemopaegma arvense,Anemopaegma arvense
Anemopaegma arvense,Anemopaegma mirandum var. sessilifolium
Anemopaegma arvense,Anemopaegma mirandum var. angustifolium
Anemopaegma arvense,Anemopaegma mirandum var. verticellatum
Anemopaegma arvense,Anemopaegma mirandum var. glabrum
Anemopaegma arvense,Anemopaegma mirandum var. pubescens
Anemopaegma arvense,Anemopaegma mirandum var. petiolatum
Anemopaegma arvense,Anemopaegma mirandum var. puberum
Anemopaegma arvense,Anemopaegma mirandum var. latifolium
Anemopaegma arvense,Anemopaegma mirandum var. hirsuta
Anemopaegma arvense,Anemopaegma mirandum var. glabra
Anemopaegma arvense,Anemopaegma mirandum var. latifolia
Anemopaegma arvense,Anemopaegma mirandum var. petiolata
Anemopaegma arvense,Anemopaegma mirandum var. pubera
Anemopaegma arvense,Anemopaegma mirandum var. puberula
Anemopaegma arvense,Anemopaegma mirandum var. verticillata
Anemopaegma arvense,Anemopaegma mirandum
Anemopaegma arvense,Anemopaegma sessilifolium
Anemopaegma arvense,Bignonia miranda
Anemopaegma arvense,Jacaranda arvensis
Anemopaegma arvense,Anemopaegma subundulatum
Anemopaegma arvense,Bignonia arvensis
