especie,nomes
Davilla nitida,Davilla nitida
Davilla nitida,Davilla lacunosa var. minor
Davilla nitida,Davilla kunthii
Davilla nitida,Davilla multiflora
Davilla nitida,Davilla tenuis
Davilla nitida,Davilla densiflora
Davilla nitida,Davilla macrophylla
Davilla nitida,Davilla macrophylla subsp. asperrima
Davilla nitida,Davilla asperrima
Davilla nitida,Davilla itaparicensis
Davilla nitida,Davilla surinamensis
Davilla nitida,Davilla sagraeana
Davilla nitida,Davilla ciliata
Davilla nitida,Davilla lacunosa subsp. minor
Davilla nitida,Davilla lucida var. tenuis
Davilla nitida,Davilla multiflora var. acutangula
Davilla nitida,Davilla rugosa var. martii
Davilla nitida,Davilla rugosa var. capitata
Davilla nitida,Davilla densa
Davilla nitida,Davilla matudai
