especie,nomes
Fridericia pubescens,Fridericia pubescens
Fridericia pubescens,Bignonia blanchetii
Fridericia pubescens,Arrabidaea blanchetii var. desertorum
Fridericia pubescens,Arrabidaea carabobensis
Fridericia pubescens,Arrabidaea blanchetii
Fridericia pubescens,Arrabidaea lundellii
Fridericia pubescens,Arrabidaea pleei
Fridericia pubescens,Arrabidaea pubescens
Fridericia pubescens,Arrabidaea sieberi
Fridericia pubescens,Bignonia pubescens
Fridericia pubescens,Bignonia sieberi
Fridericia pubescens,Bignonia tomentella
Fridericia pubescens,Petastoma pubescens
Fridericia pubescens,Vasconcellia desertorum
Fridericia pubescens,Arrabidaea desertorum
Fridericia pubescens,Arrabidaea cordifolia
