especie,nomes
Byttneria scabra,Byttneria scabra
Byttneria scabra,Byttneria scabra var. brasiliensis
Byttneria scabra,Byttneria scabra var. hastata
Byttneria scabra,Byttneria scabra var. latissima
Byttneria scabra,Byttneria scabra var. serrata
Byttneria scabra,Büttneria scabra
Byttneria scabra,Büttneria salicifolia
Byttneria scabra,Büttneria virgata
Byttneria scabra,Büttneria longifolia
Byttneria scabra,Büttneria scabra var. brasiliensis
Byttneria scabra,Büttneria scabra var. serrata
Byttneria scabra,Büttneria scabra var. hastata
Byttneria scabra,Büttneria scabra var. dentata
Byttneria scabra,Büttneria scabra var. latissima
Byttneria scabra,Buettneria scabra
Byttneria scabra,Buettneria scabra var. brasiliensis
Byttneria scabra,Buettneria scabra var. dentata
Byttneria scabra,Buettneria scabra var. hastata
Byttneria scabra,Buettneria scabra var. latissima
Byttneria scabra,Buettneria scabra var. serrata
Byttneria scabra,Büttneria scabra var. typica
Byttneria scabra,Buettneria scabra var. typica
Byttneria scabra,Ayenia scabra
