especie,nomes
Machaonia acuminata,Machaonia acuminata
Machaonia acuminata,Machaonia brasiliensis var. intermedia
Machaonia acuminata,Machaonia brasiliensis var. vestita
Machaonia acuminata,Machaonia rotundata var. dodgei
Machaonia acuminata,Machaonia brasiliensis
Machaonia acuminata,Machaonia spinosa
Machaonia acuminata,Cinchona brasiliensis
Machaonia acuminata,Machaonia velutina
Machaonia acuminata,Machaonia tysonii
Machaonia acuminata,Machaonia rotundata
Machaonia acuminata,Machaonia grandis
Machaonia acuminata,Machaonia floribunda
Machaonia acuminata,Machaonia veracruziana
