especie,nomes
Sinningia warmingii,Sinningia warmingii
Sinningia warmingii,Gesneria rutila var. atrosanguinea
Sinningia warmingii,Rechsteineria lindleyi var. macrophylla
Sinningia warmingii,Corytholoma lindleyi
Sinningia warmingii,Corytholoma warmingii
Sinningia warmingii,Gesneria lindleyi
Sinningia warmingii,Rechsteineria microphylla
Sinningia warmingii,Rechsteineria atrosanguinea
Sinningia warmingii,Rechsteineria schlickmannii
Sinningia warmingii,Rechsteineria peruviana
Sinningia warmingii,Rechsteineria multiflora
Sinningia warmingii,Rechsteineria warmingii
Sinningia warmingii,Sinningia claybergiana
Sinningia warmingii,Gesneria warmingii
Sinningia warmingii,Corytholoma multiflorum
Sinningia warmingii,Corytholoma sceptrum var. arenosa
Sinningia warmingii,Rechsteineria weberbaueri
Sinningia warmingii,Rechsteineria lindleyi
Sinningia warmingii,Rechsteineria stenantha
Sinningia warmingii,Gesnera lindleyi
Sinningia warmingii,Gesnera rutila
