especie,nomes
Hippeastrum reginae,Hippeastrum reginae
Hippeastrum reginae,Amaryllis heringerii
Hippeastrum reginae,Amaryllis reginae
Hippeastrum reginae,Aschamia reginae
Hippeastrum reginae,Hippeastrum africanum
Hippeastrum reginae,Hippeastrum stenopetalum
Hippeastrum reginae,Hippeastrum martianum
Hippeastrum reginae,Hippeastrum regium
Hippeastrum reginae,Hippeastrum spectabile
Hippeastrum reginae,Amaryllis miniata
Hippeastrum reginae,Amaryllis reginae var. albertii
Hippeastrum reginae,Hippeastrum miniatum
Hippeastrum reginae,Amaryllis miniata
Hippeastrum reginae,Amaryllis brasiliensis
