especie,nomes
Alchornea triplinervia,Alchornea triplinervia
Alchornea triplinervia,Alchornea triplinervia var. crassifolia
Alchornea triplinervia,Alchornea triplinervia var. laevigata
Alchornea triplinervia,Alchornea triplinervia var. boliviana
Alchornea triplinervia,Alchornea nemoralis var. parvifolia
Alchornea triplinervia,Alchornea triplinervia var. genuina
Alchornea triplinervia,Alchornea triplinervia var. parvifolia
Alchornea triplinervia,Alchornea triplinervia var. nemoralis
Alchornea triplinervia,Alchornea triplinervia var. tomentella
Alchornea triplinervia,Alchornea triplinervia var. trinitatis
Alchornea triplinervia,Alchornea nemoralis var. psilorhachis
Alchornea triplinervia,Alchornea nemoralis var. major
Alchornea triplinervia,Alchornea nemoralis var. janeirensis
Alchornea triplinervia,Alchornea triplinervia var. triplinervia
Alchornea triplinervia,Alchornea glandulosa var. parvifolia
Alchornea triplinervia,Alchornea triplinervia var. janeirensis
Alchornea triplinervia,Alchornea acroneura
Alchornea triplinervia,Alchornea janeirensis
Alchornea triplinervia,Alchornea rotundifolia
Alchornea triplinervia,Alchornea obovata
Alchornea triplinervia,Alchornea parvifolia
Alchornea triplinervia,Alchornea brevistyla
Alchornea triplinervia,Alchornea nemoralis
Alchornea triplinervia,Antidesma triplinervium
Alchornea triplinervia,Alchornea triplinervia var. iricuranoides
Alchornea triplinervia,Alchornea nemoralis var. intermedia
Alchornea triplinervia,Alchornea intermedia
Alchornea triplinervia,Alchornea triplinervia var. lanceolata
Alchornea triplinervia,Alchornea psilorhachis
Alchornea triplinervia,Alchornea nemoralis var. lanceolata
Alchornea triplinervia,Alchornea nemoralis var. rotundifolia
