especie,nomes
Jacaranda puberula,Jacaranda puberula
Jacaranda puberula,Jacaranda puberula var. microphylla
Jacaranda puberula,Jacaranda endotricha
Jacaranda puberula,Jacaranda hebephora
Jacaranda puberula,Jacaranda purpurea
Jacaranda puberula,Jacaranda paulistana
Jacaranda puberula,Jacaranda subrhombea
Jacaranda puberula,Jacaranda semiserrata
Jacaranda puberula,Jacaranda digitaliflora
Jacaranda puberula,Jacaranda puberula var. macrophylla
Jacaranda puberula,Jacaranda digitaliflora var. albiflora
Jacaranda puberula,Jacaranda gloxiniiflora
