especie,nomes
Senefeldera verticillata,Senefeldera verticillata
Senefeldera verticillata,Senefeldera multiflora var. angustifolia
Senefeldera verticillata,Senefeldera multiflora var. genuina
Senefeldera verticillata,Senefeldera multiflora var. intermedia
Senefeldera verticillata,Senefeldera multiflora var. obovata
Senefeldera verticillata,Senefeldera multiflora var. acutifolia
Senefeldera verticillata,Omphalea verticillata
Senefeldera verticillata,Senefeldera multiflora
Senefeldera verticillata,Senefeldera grandifolia
Senefeldera verticillata,Senefeldera dodecandra
Senefeldera verticillata,Senefeldera latifolia
Senefeldera verticillata,Senefeldera angustifolia
