especie,nomes
Campomanesia xanthocarpa,Campomanesia xanthocarpa
Campomanesia xanthocarpa,Campomanesia rhombea var. grandifolia
Campomanesia xanthocarpa,Campomanesia rhombea var. kleinii
Campomanesia xanthocarpa,Campomanesia rhombea var. parvifolia
Campomanesia xanthocarpa,Campomanesia xanthocarpa var. malifolia
Campomanesia xanthocarpa,Campomanesia crenata
Campomanesia xanthocarpa,Campomanesia malifolia
Campomanesia xanthocarpa,Eugenia xanthocarpa
Campomanesia xanthocarpa,Psidium malifolium
Campomanesia xanthocarpa,Eugenia variabilis
Campomanesia xanthocarpa,Campomanesia rhombea
Campomanesia xanthocarpa,Campomanesia dusenii
