especie,nomes
Stelis argentata,Stelis argentata
Stelis argentata,Stelis loefgrenii
Stelis argentata,Stelis itatiayae
Stelis argentata,Stelis pauciflora
Stelis argentata,Stelis bernoullii
Stelis argentata,Stelis praesecta
Stelis argentata,Stelis endresii
Stelis argentata,Stelis huebneri
Stelis argentata,Stelis heylidyana
Stelis argentata,Stelis littoralis
Stelis argentata,Stelis parvibracteata
Stelis argentata,Stelis violascens
Stelis argentata,Stelis pichinchae
Stelis argentata,Stelis yauaperyensis
Stelis argentata,Stelis löfgrenii
