especie,nomes
Schnella microstachya,Schnella microstachya
Schnella microstachya,Bauhinia microstachya
Schnella microstachya,Bauhinia microstachya var. massambabensis
Schnella microstachya,Phanera microstachya
Schnella microstachya,Bauhinia spicata
Schnella microstachya,Bauhinia lagesiana
Schnella microstachya,Bauhinia langsdorffiana
Schnella microstachya,Bauhinia tomentosa
Schnella microstachya,Schnella microstachya var. bahiensis
Schnella microstachya,Bauhinia bahiensis
Schnella microstachya,Bauhinia gentlei
Schnella microstachya,Bauhinia langsdorffiana var. bahiensis
Schnella microstachya,Bauhinia microstachya var. bahiensis
Schnella microstachya,Bauhinia vogeliana
