especie,nomes
Leandra aurea,Leandra aurea
Leandra aurea,Leandra aurea var. aggregatiflora
Leandra aurea,Leandra lancifolia var. latifolia
Leandra aurea,Leandra lancifolia
Leandra aurea,Leandra lacunosa
Leandra aurea,Leandra lacunosa var. paulensis
Leandra aurea,Miconia auricoma
Leandra aurea,Miconia lacunosa
Leandra aurea,Miconia lealancifolia
