especie,nomes
Lobelia xalapensis,Lobelia xalapensis
Lobelia xalapensis,Lobelia cliffortiana var. xalapensis
Lobelia xalapensis,Dortmanna mollis
Lobelia xalapensis,Dortmanna xalapensis
Lobelia xalapensis,Dortmanna monticola
Lobelia xalapensis,Lobelia palmaris
Lobelia xalapensis,Lobelia ocimoides
Lobelia xalapensis,Rapuntium molle
Lobelia xalapensis,Rapuntium xalapense
Lobelia xalapensis,Rapuntium monticolum
Lobelia xalapensis,Lobelia monticola
Lobelia xalapensis,Lobelia mollis
Lobelia xalapensis,Dortmanna ocimoides
