especie,nomes
Carapichea ipecacuanha,Carapichea ipecacuanha
Carapichea ipecacuanha,Callicocca ipecacuanha
Carapichea ipecacuanha,Cephaelis acuminata
Carapichea ipecacuanha,Evea ipecacuanha
Carapichea ipecacuanha,Ipecacuanha fusca
Carapichea ipecacuanha,Uragoga acuminata
Carapichea ipecacuanha,Uragoga granatensis
Carapichea ipecacuanha,Psychotria ipecacuanha
Carapichea ipecacuanha,Cephaelis ipecacuanha
Carapichea ipecacuanha,Ipecacuanha officinalis
Carapichea ipecacuanha,Ipecacuanha preta
Carapichea ipecacuanha,Uragoga ipecacuanha
