especie,nomes
Lepismium cruciforme,Lepismium cruciforme
Lepismium cruciforme,Rhipsalis squamulosa
Lepismium cruciforme,Rhipsalis cavernosa
Lepismium cruciforme,Rhipsalis cruciformis
Lepismium cruciforme,Rhipsalis myosurus
Lepismium cruciforme,Rhipsalis macropogon
Lepismium cruciforme,Cactus cruciformis
Lepismium cruciforme,Cereus cruciformis
Lepismium cruciforme,Hariota cruciformis
Lepismium cruciforme,Cereus squamosus
Lepismium cruciforme,Cereus tenuispinus
Lepismium cruciforme,Lepismium tenue
Lepismium cruciforme,Lepismium radicans
Lepismium cruciforme,Cereus myosurus
Lepismium cruciforme,Rhipsalis radicans
