especie,nomes
Psychotria carthagenensis,Psychotria carthagenensis
Psychotria carthagenensis,Psychotria alba var. tonsa
Psychotria carthagenensis,Mapouria alba var. tristis
Psychotria carthagenensis,Psychotria alba
Psychotria carthagenensis,Psychotria velhana
Psychotria carthagenensis,Psychotria proxima
Psychotria carthagenensis,Mapouria australis
Psychotria carthagenensis,Mapouria catharinensis
Psychotria carthagenensis,Mapouria martiana
Psychotria carthagenensis,Mapouria rigida
Psychotria carthagenensis,Mapouria compagniata
Psychotria carthagenensis,Mapouria crassa
Psychotria carthagenensis,Mapouria riedeliana
Psychotria carthagenensis,Mapouria rabeniana
Psychotria carthagenensis,Mapouria pohliana
Psychotria carthagenensis,Mapouria tristis
Psychotria carthagenensis,Mapouria velhana
Psychotria carthagenensis,Psychotria ardisiifolia
Psychotria carthagenensis,Psychotria foveolata
Psychotria carthagenensis,Psychotria elliptica
Psychotria carthagenensis,Psychotria densiflora
Psychotria carthagenensis,Psychotria decidua
Psychotria carthagenensis,Psychotria fockeana
Psychotria carthagenensis,Psychotria hundensis
Psychotria carthagenensis,Psychotria ilheosana
Psychotria carthagenensis,Psychotria patula
Psychotria carthagenensis,Psychotria sagreana
Psychotria carthagenensis,Simira nitida
Psychotria carthagenensis,Uragoga australis
Psychotria carthagenensis,Uragoga compaginata
Psychotria carthagenensis,Uragoga carthagenensis
Psychotria carthagenensis,Uragoga catharinensis
Psychotria carthagenensis,Uragoga fockeana
Psychotria carthagenensis,Uragoga jacobaschii
Psychotria carthagenensis,Uragoga mapouria
Psychotria carthagenensis,Uragoga pohliana
Psychotria carthagenensis,Uragoga tristis
Psychotria carthagenensis,Uragoga velhana
Psychotria carthagenensis,Uragoga watsoniana
Psychotria carthagenensis,Psychotria tristicula
Psychotria carthagenensis,Mapouria fockeana
Psychotria carthagenensis,Psychotria floribunda
