especie,nomes
Oreopanax capitatus,Oreopanax capitatus
Oreopanax capitatus,Sciodaphyllum capitatum
Oreopanax capitatus,Oreopanax capitatus var. multiflorus
Oreopanax capitatus,Oreopanax capitatus var. multiflorum
Oreopanax capitatus,Aralia ovata
Oreopanax capitatus,Aralia multiflora
Oreopanax capitatus,Aralia capitata
Oreopanax capitatus,Botryodendrum capitatum
Oreopanax capitatus,Hedera frondosa
Oreopanax capitatus,Hedera multiflora
Oreopanax capitatus,Oreopanax destructor
Oreopanax capitatus,Hedera capitata
Oreopanax capitatus,Mesopanax capitatus
