especie,nomes
Psychotria anceps,Psychotria anceps
Psychotria anceps,Psychotria paracatuensis
Psychotria anceps,Psychotria anceps var. robustior
Psychotria anceps,Mapouria biacuminata
Psychotria anceps,Mapouria corumbensis
Psychotria anceps,Mapouria ornithophila
Psychotria anceps,Psychotria chlorantha
Psychotria anceps,Psychotria lucida
Psychotria anceps,Psychotria salicifolia
Psychotria anceps,Psychotria viburnoides
Psychotria anceps,Uragoga chlorantha
Psychotria anceps,Uragoga corymbifera
Psychotria anceps,Uragoga salicifolia
Psychotria anceps,Uragoga viburnoides
Psychotria anceps,Mapouria corymbifera
Psychotria anceps,Psychotria corumbensis
Psychotria anceps,Psychotria familiarifolia
Psychotria anceps,Uragoga anceps
Psychotria anceps,Psychotria patrisii
