especie,nomes
Handroanthus heptaphyllus,Handroanthus heptaphyllus
Handroanthus heptaphyllus,Handroanthus impetiginosus var. lepidota
Handroanthus heptaphyllus,Tabebuia avellanedae var. paulensis
Handroanthus heptaphyllus,Tecoma ipe var. desinens
Handroanthus heptaphyllus,Tecoma impetiginosa var. lepidota
Handroanthus heptaphyllus,Tecoma impertiginosa var. lepidota
Handroanthus heptaphyllus,Bignonia heptaphylla
Handroanthus heptaphyllus,Handroanthus eximius
Handroanthus heptaphyllus,Tabebuia ipe
Handroanthus heptaphyllus,Tabebuia heptaphylla
Handroanthus heptaphyllus,Tecoma eximia
Handroanthus heptaphyllus,Tecoma ipe
Handroanthus heptaphyllus,Tabebuia impetiginosa var. lepidota
Handroanthus heptaphyllus,Tecoma curialis
Handroanthus heptaphyllus,Tabebuia eximia
Handroanthus heptaphyllus,Handroanthus avellanedae var. paullensis
