especie,nomes
Nerium oleander,Nerium oleander
Nerium oleander,Nerium indicum subsp. kotschyi
Nerium oleander,Nerium oleander subsp. kurdicum
Nerium oleander,Nerium indicum var. plenum
Nerium oleander,Nerium indicum var. leucanthum
Nerium oleander,Nerium indicum var. lutescens
Nerium oleander,Nerium oleander var. indicum
Nerium oleander,Nerion oleandrum
Nerium oleander,Nerium mascatense
Nerium oleander,Nerium flavescens
Nerium oleander,Nerium floridum
Nerium oleander,Nerium kotschyi
Nerium oleander,Nerium latifolium
Nerium oleander,Nerium lauriforme
Nerium oleander,Nerium odoratum
Nerium oleander,Nerium odorum
Nerium oleander,Nerium verecundum
Nerium oleander,Nerium japonicum
Nerium oleander,Nerium splendens
Nerium oleander,Nerium carneum
Nerium oleander,Nerium indicum
Nerium oleander,Nerium grandiflorum
Nerium oleander,Nerium luteum
Nerium oleander,Nerium odoratissimum
Nerium oleander,Nerium thyrsiflorum
