especie,nomes
Machaerium acutifolium,Machaerium acutifolium
Machaerium acutifolium,Machaerium pseudacutifolium
Machaerium acutifolium,Machaerium enneandrum
Machaerium acutifolium,Machaerium acutifolium var. muticum
Machaerium acutifolium,Machaerium acutifolium var. pseudacutifolium
Machaerium acutifolium,Machaerium acutifolium var. enneandrum
Machaerium acutifolium,Machaerium acutifolium var. acutifolium
Machaerium acutifolium,Machaerium juglandifolium
Machaerium acutifolium,Machaerium muticum
Machaerium acutifolium,Sweetia atrata
