especie,nomes
Machaerium brasiliense,Machaerium brasiliense
Machaerium brasiliense,Machaerium brasiliense var. erianthum
Machaerium brasiliense,Machaerium acutifolium var. clausseni
Machaerium brasiliense,Machaerium triste
Machaerium brasiliense,Machaerium vestitum
Machaerium brasiliense,Machaerium densicomum
Machaerium brasiliense,Machaerium luschnathianum
Machaerium brasiliense,Machaerium erianthum
Machaerium brasiliense,Machaerium ciliatum
Machaerium brasiliense,Machaerium brasiliense var. densicomum
