especie,nomes
Pseuderanthemum riedelianum,Pseuderanthemum riedelianum
Pseuderanthemum riedelianum,Eranthemum riedelianum
Pseuderanthemum riedelianum,Pseuderanthemum paniculatum
Pseuderanthemum riedelianum,Schaueria paniculata
